sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
moss_0.006_8x_1.hist	61600166	5832155	1327438	528743	269647	169946	178020	140416	129012	65795	66426	75061	30640	44607	51489	19968	31672	42247	6860	16885	31894	11103	4810	9352	19357	10752	2427	2686	15678	7838	2321	688	6358	10883	3461	215	60	2753	13956	774	257	104	1102	9338	1555	517	230	75	24	10813	99587746
moss_0.0_8x_1.hist	53038556	6783535	1553287	625890	320155	202028	253244	130508	176300	89912	79590	89935	40504	41420	51391	42560	24628	32877	44579	24270	15741	11109	40484	11845	4973	15913	19009	6120	2039	14789	9642	2863	4381	13142	8058	502	143	2295	16997	943	1002	409	216	12652	2615	870	389	128	41	16187	98560320
moss_0.02_8x_1.hist	76165976	4623858	1025038	401061	202452	127340	106472	95109	73910	50097	58436	31032	22856	37738	19527	10478	16619	17623	4142	10195	12668	3958	4351	8461	6843	3800	2144	5718	5567	2782	823	243	6139	4386	1394	86	23	3022	6867	380	125	50	2620	4474	744	247	109	35	2118	5872	101327010
moss_0.004_1x_1.hist	56233036	10687572	1683507	722743	405067	253898	368916	181253	71367	41699	48640	54962	76413	126170	66453	21143	12187	5077	9230	22719	42913	68260	29578	8654	508	281	62	19	5	1	7391	14782	57220	6600	2099	130	36	18	2	0	0	0	0	0	0	0	0	0	0	50196	109239126
moss_0.0_4x_1.hist	52146865	8053859	1673293	706155	376654	229659	199849	178521	210062	107130	53861	60862	84616	56704	29342	28192	44718	59697	9496	15146	28609	45822	19855	5808	3562	11398	27126	19468	6488	3243	959	284	20875	15760	5013	312	88	47	8	5366	16073	6586	3495	1309	217	71	31	9	2	22699	102012157
moss_0.008_2x_1.hist	62467613	8321008	1423000	605151	330165	203721	156187	76736	115910	132600	70197	34618	26890	44399	55086	53412	30789	12827	5286	13011	24577	40235	17434	5100	608	1946	4631	12348	18811	9404	2785	826	329	37	10	0	13358	18473	3693	204	67	26	13	3	0	0	0	0	0	25842	106369225
moss_0.004_2x_1.hist	56378490	10080368	1695780	722938	397253	246183	198976	97759	98499	112681	131439	111572	42834	23678	16063	23243	36868	49217	59706	32505	21083	6587	2853	2523	5391	17252	41059	20687	6894	3446	1020	302	119	12	3	8279	25293	13795	2758	152	49	19	9	2	0	0	0	0	0	33605	109554518
moss_0.001_4x_1.hist	53857830	7710062	1624453	680722	355347	218861	213333	190566	175924	89720	59948	67740	88504	48924	25315	23975	38028	50765	37640	20491	13291	9684	45999	13459	2087	6680	15898	20828	6941	3469	4285	8569	20018	2308	733	44	2776	15928	3184	175	57	6883	7701	2886	480	159	70	22	6	21759	101717112
moss_0.01_2x_1.hist	65291937	7198138	1312352	555109	298125	182081	116608	69542	105043	120169	82110	40494	21356	35262	43750	63309	37140	15474	2460	3596	6792	11118	50266	14707	864	479	107	33	1523	21333	9257	2749	1098	125	39	1	0	24828	4964	274	90	36	18	5	0	0	0	0	0	22598	104605012
moss_0.0_1x_1.hist	51445021	10022578	1810910	774953	430419	268428	310331	152469	60033	62480	72880	82353	114495	129404	66962	21305	12280	5115	7788	19171	36212	59283	61903	18112	1064	590	132	41	12	5	6957	13914	68024	7846	2495	154	43	22	3	0	0	0	0	0	0	0	0	0	0	57690	106285800
moss_0.002_1x_1.hist	53838041	10225531	1689736	726898	409708	257603	437118	242300	95404	48655	28271	31945	44412	73331	90984	94601	54533	22721	3613	1966	3448	5645	26814	52138	30225	16790	3790	1219	405	201	58	16	14470	43410	18513	1156	331	179	34	0	0	0	0	0	0	0	0	0	0	50067	107192493
moss_0.008_8x_1.hist	64132270	5586632	1270777	503425	256850	161832	167525	137473	103531	75956	58896	66552	36098	38745	48072	28641	20606	27507	26491	14422	9353	8453	27100	7929	2035	6512	15499	5228	1741	9983	6094	1809	1741	5224	11126	694	198	107	8677	3584	1193	488	258	5116	3700	1232	551	182	59	9744	99820807
moss_0.002_8x_1.hist	56218853	6347815	1457272	582150	298584	188228	192802	172227	122589	119087	67559	50226	69829	38600	32397	46879	47012	19587	23682	34050	22085	6900	26663	11231	9242	20769	4688	1509	17264	12268	3633	1078	4694	14081	4923	306	87	4623	14917	827	274	111	58	11505	2781	926	414	137	44	12635	98869789
