rotifer_0.0_8x_25.hist	85387642	3141670	617368	239210	120199	75388	57005	50921	33667	24773	26742	13187	10767	17777	9396	4242	6728	8981	5112	2782	4784	5046	2185	1297	2771	4499	1014	325	286	4013	1595	473	188	20	4159	666	190	102	343	2375	790	323	170	62	9	1326	593	196	64	1083
rotifer_0.001_4x_25.hist	86183786	3042466	581709	231203	110939	70165	72537	57848	22776	21373	24930	23896	9173	6528	8098	11718	6754	2813	5034	6960	4513	1409	1310	2548	5444	3023	681	218	120	1688	3699	1098	438	49	14	1555	2519	1373	273	14	3	0	958	1687	280	92	40	12	3	2684
rotifer_0.0_2x_25.hist	85568099	3377379	616828	248460	116970	74397	62989	56267	60183	30692	14859	8749	12163	20083	14023	4461	2570	1333	2806	6906	13044	4075	1765	515	954	3054	2484	799	265	131	5021	2521	1007	115	35	1	0	0	4791	1421	472	192	101	37	5	0	0	0	0	4384
rotifer_0.01_8x_20.hist	90507451	2104728	421254	161424	81386	50907	38385	32541	28608	14589	12344	13948	8627	4768	5140	7438	4763	1983	2159	4236	2747	857	1225	2381	2560	1421	319	102	1512	2206	652	192	76	7	2884	472	134	72	13	0	469	1320	700	261	42	13	4	58	1026	614
rotifer_0.01_2x_25.hist	90661455	2171110	448054	163858	91593	57328	62060	30490	12004	11532	13451	15199	14661	8103	4192	1806	2864	3822	7741	4214	2732	852	368	106	128	409	972	2593	4180	2089	618	182	72	7	1	0	0	0	4229	233	76	30	15	4	0	0	0	0	0	2753
rotifer_0.0_8x_23.hist	85437710	3157725	615345	239896	119076	74855	64026	47047	39529	21376	24934	16828	9164	15131	12772	4063	5971	7970	5451	2967	3874	6341	3373	986	645	2064	4913	1581	526	262	2233	2315	925	105	32	2233	1726	940	187	9	451	1724	914	341	55	17	6	813	1209	724
rotifer_0.01_8x_25.hist	90465245	2055267	413029	157821	80516	50074	38411	34311	26090	14188	16549	8161	7835	10359	5359	2898	4596	6135	2560	1393	2042	2263	2531	795	1698	1909	430	137	1311	2548	753	223	88	59	2276	963	276	149	28	0	1201	680	360	134	21	6	10	1160	385	230
rotifer_0.01_4x_25.hist	90485029	2265074	399882	161640	76793	48523	51360	43373	17077	11947	13935	15746	9235	5104	3095	4478	7102	8273	1315	715	537	879	4176	4934	289	159	35	10	2450	2160	639	188	74	7	2527	156	44	23	568	1372	456	186	97	35	4	0	607	1376	457	273
rotifer_0.001_2x_20.hist	86911121	3255624	605786	240924	114449	72648	65272	58306	49066	25023	12114	13688	17246	9532	4931	5627	8925	11913	6499	3537	2293	715	740	1437	3071	9828	2218	713	236	117	33	9	2	0	926	6484	1863	1015	202	10	2	0	0	0	0	0	0	0	197	6101
rotifer_0.0_4x_20.hist	86879584	3414528	634695	249975	125284	77134	59104	52796	50681	25846	12513	14139	19656	17910	9267	2947	3792	5061	10655	8120	5266	1644	711	431	921	2948	6542	2105	700	349	102	29	1368	4105	2238	138	38	20	3	798	1814	742	393	146	23	6	1874	1431	476	284
