sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
moss_0.001_4x_HiSeq2500L150R.hist	57954076	14485025	2418917	1027106	557881	343249	224522	124057	187390	214373	130284	64252	34298	56631	70263	70894	40867	17027	9211	22672	42825	62028	26877	7863	4724	15115	3412	1097	50083	29512	8743	2596	1037	118	36	1	0	38806	12758	707	234	95	49	17	1	0	0	0	0	44747
moss_0.0_4x_novaseq_profR.hist	52212074	7751246	1671390	696109	356433	221870	239882	214283	162061	82650	77300	87348	64414	35607	36301	52529	30280	27766	48608	26463	17164	5491	26081	44397	2610	3499	8328	22207	15455	7726	2288	678	4048	12145	19578	1222	350	190	37	1	13630	9301	4936	1850	307	101	44	13	3	21898
moss_0.0_1x_20.hist	52569005	9224034	1659583	713010	400447	251288	440111	216232	85140	43420	34292	38749	53872	88950	110363	73439	42334	17638	2805	3695	6979	11425	54268	62518	3676	2041	459	147	48	23	3975	7950	66931	7720	2455	152	42	22	3	0	0	0	0	0	0	0	0	0	0	53173
moss_0.001_4x_23.hist	53818013	8716986	1731663	731847	392029	239018	209366	187023	194373	99129	58870	66522	92485	53452	27659	24332	38595	51522	39086	21279	13801	4824	22915	44556	13452	7472	1686	542	30409	15203	4503	1337	533	60	27019	3607	1036	564	111	5	16719	6851	3635	1362	226	74	32	9	2	22873
moss_0.01_2x_25.hist	65298321	7359551	1315795	557228	300305	183835	122371	70157	105972	121231	88020	43408	17608	29072	36070	52195	46822	19508	3102	6152	11620	19023	33487	9798	575	318	70	21	26192	13209	3912	1161	463	52	15	0	0	24948	4988	276	91	36	18	5	0	0	0	0	0	23398
moss_0.0_8x_23.hist	53423043	6982926	1596995	643661	328344	207213	252955	128165	193595	98732	70948	80170	62820	34726	37868	54796	31587	21576	45422	26205	16996	9864	46856	14559	1759	5628	13395	24794	8263	4130	1896	3791	25489	2939	934	57	15	18565	3712	205	67	26	9650	8408	1400	465	207	68	21	16935
moss_0.0_4x_25.hist	51967490	8081318	1659346	701570	376296	229622	203201	181516	202255	103149	59120	66805	91388	50518	26140	26414	41898	55932	34957	19031	12343	14729	48060	14062	1316	4210	10020	26720	16355	8176	2421	718	3947	11842	21556	1346	386	209	40	1	13159	8583	4555	1707	283	93	40	12	3	23373
moss_0.01_2x_MiSeqv3L250R.hist	65348425	7948899	1350661	574431	313461	193426	161030	79115	63737	72914	85051	96107	61813	34169	17680	10045	15933	21269	44777	34164	22159	6923	2999	876	1872	5990	14256	19427	6474	3236	957	283	112	11	1049	24409	7016	3826	764	41	12	4	1	0	0	0	0	0	0	27188
moss_0.01_8x_MiSeqv3L250R.hist	66323286	5658242	1256852	503873	252855	159607	192571	94612	114874	81545	44640	50442	62806	34718	26403	38206	24285	11959	25176	18812	12201	4853	23052	6744	1921	6146	14627	6378	2125	1061	11685	5659	2262	260	81	12250	3939	2148	428	22	6	5190	6115	2292	381	126	55	17	4	11184
moss_0.0_4x_MiSeqv3L250R.hist	51614176	10423868	1905416	810518	442529	273174	199344	114115	172372	196902	95334	47015	37160	61356	76126	37011	21335	25570	53830	29306	19008	5939	17753	34520	34587	19214	4337	1395	2123	29727	8807	2615	4749	14246	11494	717	205	110	6459	18003	6000	2458	1303	487	80	25	10	2	0	30987
moss_0.001_1x_MiSeqv3L250R.hist	55197072	9882405	1890208	799862	430103	262902	155037	97519	147303	168514	196566	96941	37217	20572	10644	12458	19760	26378	55533	90505	58705	18344	7948	2324	135	74	15	4	0	0	30656	61312	24926	2874	913	56	15	7	0	0	0	0	0	0	0	0	0	0	0	56352
