sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
moss_0.0_8x_MiSeqv3L250R.hist	53208399	7170492	1602650	662629	331793	210052	301281	148022	118699	135791	94773	46738	64980	57001	29495	35803	56790	23661	14769	36355	42117	13160	8423	16377	25796	14330	3726	9935	9226	4612	19719	7477	2990	343	108	18018	5179	2824	563	5025	1674	2140	11192	4196	698	231	102	33	10	18499	87317572
moss_0.0_1x_20.hist	58463937	10258389	2363989	870158	494176	314402	333770	298152	291560	148694	71993	35504	16916	27930	34654	50145	79540	106183	58431	31811	20633	6447	2792	816	47	25	4	0	6245	87442	48426	14388	5754	662	209	12	2	0	0	0	0	0	0	0	0	0	0	0	0	71017	111871304
moss_0.001_2x_HiSeq2500L150R.hist	62272003	10106730	2310169	855078	489079	309870	372160	332445	153730	78401	60111	67925	94436	52203	54483	78839	45447	18935	3011	5353	10112	16553	78629	75029	4412	2450	552	176	57	27	7	1	7529	22587	57911	3618	1039	565	112	5	0	0	0	0	0	0	0	0	0	49345	106338233
moss_0.01_4x_23.hist	66201704	6482550	1315552	546188	276889	170455	149354	133415	142089	72464	40447	45704	63542	47532	24595	19979	31691	42305	6729	6813	12869	21068	18784	5495	2605	8335	4964	13236	7407	3702	1096	324	4421	13263	5429	338	96	51	9	11473	4905	2009	1065	398	65	20	8	1	0	15242	101169030
moss_0.001_2x_MiSeqv3L250R.hist	52721937	11448289	1914720	820240	456933	285445	343200	168618	66785	76401	89119	100704	126423	69886	36163	11505	10743	14341	30191	74316	56454	17641	7643	2235	2511	8036	19126	44079	14692	7345	2175	645	257	28	8	32268	15038	8201	1639	90	29	10	4	0	0	0	0	0	0	44048	102048077
moss_0.0_1x_23.hist	51454489	9004239	1822192	730235	414609	261693	393604	306121	120534	61471	29762	29915	41590	68672	85203	94845	54674	22780	3623	1971	3406	5575	26482	51493	38901	21610	4878	1570	522	260	76	21	14910	44729	14231	888	254	137	26	0	0	0	0	0	0	0	0	0	0	53625	101380234
moss_0.001_8x_HiSeq2500L150R.hist	56250982	22443566	4276236	1620644	911884	572815	476631	234175	202759	231956	144911	71466	80630	133133	71309	30078	47710	63690	52333	28491	18480	5860	27836	54125	37569	20871	4711	1516	4702	65835	19505	5794	2316	266	83	22141	28949	15789	3156	174	57	22	10	6435	25646	8547	3830	1275	424	8509	100638481
moss_0.001_8x_20.hist	55434980	8016336	1716766	709528	354344	223684	286502	140762	164944	123614	59850	65136	80308	44393	27535	39844	42602	49465	7868	19233	36328	29877	12946	8983	19195	25113	5669	1824	1748	24482	14024	4166	1665	191	59	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65349669
moss_0.0_8x_25.hist	53031990	6777168	1554097	623478	321296	202411	211583	172414	153956	85014	99165	67271	47809	54218	35104	50797	29526	22024	46367	25243	16373	13738	40398	11820	2915	9329	22203	13259	4418	2208	14144	12500	4999	575	182	14556	6471	3528	704	4056	5254	2152	1141	7899	4014	1337	598	198	65	15214	98575968
moss_0.001_8x_23.hist	54964829	6777632	1547869	622560	318327	200770	210912	188404	132629	89067	103893	63593	36896	60920	44303	28560	45302	31824	15540	38252	25679	8023	17062	33176	9557	5308	6909	18423	12442	6220	1842	3086	22252	2566	815	49	6362	13129	2624	144	47	18	12960	5270	877	291	129	42	13	16046	97032838
