sample	rotifer_0.06_1x_20	rotifer_0.06_1x_23	rotifer_0.06_1x_25	rotifer_0.06_1x_30	rotifer_0.06_2x_20	rotifer_0.06_2x_23	rotifer_0.06_2x_25	rotifer_0.06_2x_30	rotifer_0.06_4x_20	rotifer_0.06_4x_23	rotifer_0.06_4x_25	rotifer_0.06_4x_30	rotifer_0.06_8x_20	rotifer_0.06_8x_23	rotifer_0.06_8x_25	rotifer_0.06_8x_30	rotifer_0.0_1x_17	rotifer_0.0_1x_20	rotifer_0.0_1x_23	rotifer_0.0_1x_25	rotifer_0.0_1x_30	rotifer_0.0_2x_17	rotifer_0.0_2x_20	rotifer_0.0_2x_23	rotifer_0.0_2x_25	rotifer_0.0_2x_30	rotifer_0.0_4x_17	rotifer_0.0_4x_20	rotifer_0.0_4x_23	rotifer_0.0_4x_25	rotifer_0.0_4x_30	rotifer_0.0_8x_17	rotifer_0.0_8x_20	rotifer_0.0_8x_23	rotifer_0.0_8x_25	rotifer_0.0_8x_30
rotifer_0.06_1x_20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.060260968447025436	0.058678579644573396	0.059844849884879175	0.060147644949490105	0.059968998157318286	0.059160172571242495	0.05995950528187918	0.06065444098597831	0.06164671510535321	0.06118313432062087	0.06040933102688265	0.06052892635381766	0.06103380601413918	0.06092247908588153	0.06125253697196086	0.059280141618628567	0.059955432487756845	0.0606835171310184	0.06092418613469037	0.06127456429887057
rotifer_0.06_1x_23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05798503178388397	0.058215475626083944	0.0593750974019064	0.05935788178211097	0.059903918964502534	0.05911904865262683	0.060000713371139644	0.06048138810024467	0.06096446677648277	0.06082456113762641	0.05982852249877261	0.06007617454473908	0.06090085511883158	0.06102515844796316	0.06144591135148969	0.05857340063527606	0.0594915472996621	0.060282501908095185	0.06070296208920377	0.06151902829081462
rotifer_0.06_1x_25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05859232905512454	0.05856398014253134	0.05936823987566033	0.05925515669712452	0.05947793182338519	0.058749535893046524	0.06016712121627028	0.06039668278070855	0.060880932377444394	0.06095742136858715	0.059665996149681856	0.0601815190108002	0.060501078790310324	0.06049707939054596	0.06147334718808592	0.0589159904187572	0.05950877607506053	0.060357821467090206	0.0604707433513025	0.061008785732877796
rotifer_0.06_1x_30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057945800166314405	0.0579124322476728	0.059070208275053715	0.058918106562111904	0.05947588892034878	0.05855188498597696	0.059498616668758844	0.060117423283502405	0.060703553726421826	0.06043387684991999	0.059051334602826945	0.06025794732789565	0.060226591973209544	0.06018426675377426	0.06084817095948466	0.058493066389851134	0.05905753531890263	0.06007398124400052	0.06040167072743707	0.06069353521988236
rotifer_0.06_2x_20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058483712835939325	0.058167951316477194	0.059355624534916364	0.059054285276337895	0.05972002372374467	0.059205003153941546	0.05964520483131845	0.06028427625989175	0.06109551585768747	0.06063147390391728	0.059008945207235514	0.06013849181657517	0.060442919415502	0.06056620420539732	0.06101593118518837	0.05861391126225101	0.05940429180488403	0.06020738707144314	0.06042898686700034	0.06102474724348194
rotifer_0.06_2x_23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05827261683883634	0.05827341280675462	0.0591494518827935	0.059037951039033136	0.059824259644271384	0.059014093781645786	0.0598652445497112	0.06011718022363644	0.06072363567667322	0.06083993100000562	0.05932171262942063	0.06023118193840333	0.060663662829391	0.060603565370941824	0.061231730172385895	0.058296989700986276	0.059450095703314	0.06060831088751665	0.060717548249475735	0.06106202378560674
rotifer_0.06_2x_25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057628107962672676	0.05806921196685433	0.05927324554294633	0.05859392185617708	0.0593803955881733	0.05834383741137584	0.059347210078371265	0.05956068112068715	0.06023614483759115	0.060270762381448545	0.05872987772350913	0.05950520505661989	0.05997699338144785	0.060216823991278874	0.06065631142559286	0.05789778755987325	0.058555088114098236	0.05965641813645227	0.060125440162670706	0.0606313438409356
rotifer_0.06_2x_30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057386193895555555	0.05736808992528304	0.0585048013696233	0.05820803779355374	0.0587320258462745	0.05828207187567218	0.05896307761793964	0.05922548507359907	0.05996572087099771	0.0599878957033084	0.058489308919202315	0.059263735029586234	0.05978732959998966	0.05992167802617899	0.06026914707934989	0.05757664544630388	0.058358071763915456	0.059348315648601144	0.05967894648707783	0.06017951408272751
rotifer_0.06_4x_20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057447214237675084	0.057709449632554755	0.05883456885930091	0.05844842406323805	0.05947224958168994	0.058634092650130566	0.05961894386381317	0.05991459401954889	0.060448849901004575	0.06054255913701707	0.05901220071897222	0.060034183692707556	0.06020129029804739	0.06039196555118405	0.060862975023904434	0.05791768718947896	0.058746669299831515	0.06000678110186312	0.06007449303595426	0.0608345661257897
rotifer_0.06_4x_23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056472394625299	0.05678012143391424	0.05808962297152019	0.05753003472905296	0.05864354448307633	0.057746462623686025	0.05853163434653549	0.05894429443885367	0.059587239647278585	0.059514947353959506	0.0582167626777616	0.059037993965745966	0.059469412123445954	0.059488976392916976	0.05994747660546171	0.05703503228013424	0.0578884263927067	0.059035728003919145	0.059532038493956226	0.05982965073220315
