sample	club-moss_0.001_1x_17	club-moss_0.001_1x_20	club-moss_0.001_1x_23	club-moss_0.001_1x_25	club-moss_0.001_1x_30	club-moss_0.001_1x_HiSeq2500L150R	club-moss_0.001_1x_MiSeqv3L250R	club-moss_0.001_1x_novaseq_profR	club-moss_0.001_2x_17	club-moss_0.001_2x_20	club-moss_0.001_2x_23	club-moss_0.001_2x_25	club-moss_0.001_2x_30	club-moss_0.001_2x_HiSeq2500L150R	club-moss_0.001_2x_MiSeqv3L250R	club-moss_0.001_2x_novaseq_profR	club-moss_0.001_4x_17	club-moss_0.001_4x_20	club-moss_0.001_4x_23	club-moss_0.001_4x_25	club-moss_0.001_4x_30	club-moss_0.001_4x_HiSeq2500L150R	club-moss_0.001_4x_MiSeqv3L250R	club-moss_0.001_4x_novaseq_profR	club-moss_0.001_8x_17	club-moss_0.001_8x_20	club-moss_0.001_8x_23	club-moss_0.001_8x_25	club-moss_0.001_8x_30	club-moss_0.001_8x_HiSeq2500L150R	club-moss_0.001_8x_MiSeqv3L250R	club-moss_0.001_8x_novaseq_profR	club-moss_0.01_1x_17	club-moss_0.01_1x_20	club-moss_0.01_1x_23	club-moss_0.01_1x_25	club-moss_0.01_1x_30	club-moss_0.01_1x_HiSeq2500L150R	club-moss_0.01_1x_MiSeqv3L250R	club-moss_0.01_1x_novaseq_profR	club-moss_0.01_2x_17	club-moss_0.01_2x_20	club-moss_0.01_2x_23	club-moss_0.01_2x_25	club-moss_0.01_2x_30	club-moss_0.01_2x_HiSeq2500L150R	club-moss_0.01_2x_MiSeqv3L250R	club-moss_0.01_2x_novaseq_profR	club-moss_0.01_4x_17	club-moss_0.01_4x_20	club-moss_0.01_4x_23	club-moss_0.01_4x_25	club-moss_0.01_4x_30	club-moss_0.01_4x_HiSeq2500L150R	club-moss_0.01_4x_MiSeqv3L250R	club-moss_0.01_4x_novaseq_profR	club-moss_0.01_8x_17	club-moss_0.01_8x_20	club-moss_0.01_8x_23	club-moss_0.01_8x_25	club-moss_0.01_8x_30	club-moss_0.01_8x_HiSeq2500L150R	club-moss_0.01_8x_MiSeqv3L250R	club-moss_0.01_8x_novaseq_profR	club-moss_0.0_1x_17	club-moss_0.0_1x_20	club-moss_0.0_1x_23	club-moss_0.0_1x_25	club-moss_0.0_1x_30	club-moss_0.0_1x_HiSeq2500L150R	club-moss_0.0_1x_MiSeqv3L250R	club-moss_0.0_1x_novaseq_profR	club-moss_0.0_2x_17	club-moss_0.0_2x_20	club-moss_0.0_2x_23	club-moss_0.0_2x_25	club-moss_0.0_2x_30	club-moss_0.0_2x_HiSeq2500L150R	club-moss_0.0_2x_MiSeqv3L250R	club-moss_0.0_2x_novaseq_profR	club-moss_0.0_4x_17	club-moss_0.0_4x_20	club-moss_0.0_4x_23	club-moss_0.0_4x_25	club-moss_0.0_4x_30	club-moss_0.0_4x_HiSeq2500L150R	club-moss_0.0_4x_MiSeqv3L250R	club-moss_0.0_4x_novaseq_profR	club-moss_0.0_8x_17	club-moss_0.0_8x_20	club-moss_0.0_8x_23	club-moss_0.0_8x_25	club-moss_0.0_8x_30	club-moss_0.0_8x_HiSeq2500L150R	club-moss_0.0_8x_MiSeqv3L250R	club-moss_0.0_8x_novaseq_profR
club-moss_0.001_1x_17	0.0	0.002446248501579602	0.0017720648973443918	0.0012184817585503235	0.0012976075383202444	0.002228700890728638	0.0023657833791271145	0.0014415551502549879	0.0	0.00232408759497651	0.0016318398455502175	0.0016626383074946948	0.0012884351565922098	0.0022648833887698055	0.0026939312092027936	0.0014952306792872145	0.0	0.0013800071927517114	0.001745403740690895	0.001623067779162859	0.0017813796761125692	0.0022486490424208404	0.002457110070518301	0.0017216226369078957	0.0	0.0018287775689678559	0.0013604897756427086	0.001939016449611616	0.0018017123718760972	0.002007150554645665	0.0031561180167639365	0.0017658515554070532	0.012089233069685758	0.012164182460686979	0.011936144239444625	0.011890584360643084	0.012601136900554987	0.01179701031958405	0.013175097986688072	0.011940475273893929	0.012646184591792136	0.012219063948254212	0.012276032946073259	0.012483517333286297	0.012357415060953725	0.012585066895922812	0.012965667901074233	0.012428759910652738	0.012119276559238548	0.012642532519427969	0.012560074319466643	0.012998619274150454	0.013349190677197469	0.012082397556552984	0.012965234328460045	0.01311043651147255	0.011998864283034585	0.012633570632526908	0.012912507558503993	0.013267395478776464	0.01405818395098864	0.012603112011853046	0.013748834745223546	0.01344552788223556	0.004040744186390499	0.0031227012688002523	0.0028920734899563812	0.002883594268108158	0.002511370752426524	0.0037776596325314843	0.003578392710515998	0.0028138616607223566	0.003692088134551414	0.00323752653436303	0.0032228753245025984	0.003382716867200338	0.0033403490979469694	0.0036298667410718933	0.004153265959759131	0.0034965686095595463	0.003773394085492561	0.003270914420605466	0.003616886903391624	0.003642980258861293	0.004030083916484353	0.003668825590293453	0.004377998044937147	0.0038960930384604507	0.0037683895048565225	0.0035827028887270834	0.0034808979786985117	0.0037793420195084623	0.0038216247837623107	0.0037939432950203616	0.005297788826441725	0.003872645842466206
club-moss_0.001_1x_20	0.0022011278230431794	0.0	0.0008625442054549208	0.0006979440130325952	0.0	0.0015562380965068422	0.0014041425200729675	0.0004868649578764811	0.002076049405332282	0.0	0.0006593401605079159	0.0005337419222463963	0.0	0.0010528647333713185	0.0013981117373091225	0.0	0.0010594668088778855	0.0	0.0006177968817368654	0.0	0.0	0.0013819038600573123	0.0013612494684634134	0.0	0.0012748676139385856	0.0	0.0	0.0006309761961862636	0.0	0.001251760267954629	0.0019392147718130064	0.0	0.011573722355425408	0.011099658080934967	0.011072216944232422	0.011142767813469805	0.01122205710501474	0.011418047537905403	0.0117730143163525	0.01113731647845986	0.011884402969518676	0.01137446167981418	0.011319341029344716	0.011323463762624287	0.011347747069954457	0.011521107325676783	0.01194319505856478	0.011551024586944172	0.011725671831508827	0.011891375563554574	0.011899841230276889	0.012005765079186114	0.011976472074213325	0.01136440645836965	0.012120169369640572	0.012112971819317402	0.011758716994857248	0.01202960993087961	0.01224149607864654	0.012552656855356809	0.012752969843977212	0.012129544519499111	0.013077145406676854	0.012393702309296291	0.0029259737570092475	0.001974827004777566	0.002316952946390812	0.0018653251996485097	0.0018458291700580564	0.0026678607658472443	0.002662356935221938	0.0019468433784133328	0.0029622603030498604	0.0022934309594643118	0.002430810939778848	0.002193250283433608	0.0022002939245846643	0.0026159225338542778	0.002773972092872257	0.002128698752608185	0.0029130622811599635	0.002484921800660071	0.0026397106705875664	0.0023904429574793966	0.002489034995896027	0.0026655659551931563	0.0032449375832390203	0.002366139819892126	0.0029075006902498706	0.002595887520858295	0.0025298759845904096	0.002676288934140754	0.0024682363088740283	0.002961029779692782	0.00381651847470868	0.0026670343046086543
club-moss_0.001_1x_23	0.0014583020702871937	0.0007951606820598672	0.0	0.0	0.0	0.0009363403946593883	0.0005708889451278768	0.0	0.001204579145560428	0.0006614741396613667	0.0	0.0	0.0	0.0007066449967234321	0.0005981341573506368	0.0	0.0	0.0	0.0	0.0	0.0	0.0006372783878283602	0.0005682298113643471	0.0	0.0007795961047008125	0.0	0.0	0.0	0.0	0.0005613649170290745	0.0007473161477196218	0.0	0.01073018069961541	0.010595211095794446	0.010526869181417091	0.010304229447761718	0.010718737154938646	0.010591850785196567	0.010848022775655171	0.010456015704301967	0.011227761368804025	0.010766880592188657	0.010942900943408603	0.01076699714992772	0.010747620830185428	0.011012069056143315	0.01110576637497326	0.01086929880440308	0.01122541501140717	0.011097452905481257	0.011075919613018181	0.011192768931225396	0.011231445056656342	0.010731664262606215	0.011222360571571497	0.011215563490150947	0.01126382988612977	0.011476610287131827	0.011409993119254083	0.011725193869947779	0.011871366046477504	0.011739633532763515	0.01193936692398254	0.011574443279387179	0.002507453987566973	0.0013532964077345754	0.0014872559937149838	0.0013669423988891555	0.0011567552386037687	0.002206860334697663	0.0019844669207745125	0.0013006258803716936	0.0022342637445648935	0.0017359675906320614	0.0014769173848959113	0.00141966554588112	0.0013812540591439553	0.0021078636733296422	0.00196953393653076	0.001435033869067359	0.0021505507797654473	0.0021126611236588107	0.0019515338671148726	0.0016960635776283824	0.0017756143154677511	0.001940023199050612	0.0024471715009141285	0.001688251920821366	0.002418266088389189	0.0019987146379475272	0.002020160693144895	0.001972311998953159	0.0017537668638692666	0.002194806911745683	0.002645011333096508	0.0020256919384074017
club-moss_0.001_1x_25	0.0009500753845523578	0.0006158025350007236	0.0	0.0	0.0	0.0009033590854803791	0.0	0.0	0.0008648019011784553	0.0	0.0	0.0	0.0	0.0004887957326185239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010407367048032577	0.010347929782116952	0.010274420548744851	0.010161735314710076	0.01030812497069936	0.01015790282900516	0.010779841814401989	0.010160932919238079	0.011041044015991592	0.01038216188264317	0.010352104090864607	0.010328248000282021	0.010515210483755385	0.01078293597215149	0.010518590129672786	0.010407974704594218	0.010530681670702906	0.010410535860590467	0.010721377452130634	0.010715412745661882	0.010805618188859065	0.010103635771272322	0.010516035871105257	0.010648332763900816	0.01061441205495686	0.010646842041574907	0.010780016675100241	0.011046916904850932	0.011251921973461941	0.010813766206490447	0.011172130573187219	0.011032529778689818	0.002050800473424099	0.0014614077126889054	0.0011462878572129596	0.0010034181376977578	0.0010849134452494084	0.001684803895206579	0.0014711589368627575	0.0010353936744425239	0.0019895145023383007	0.0013582071334067134	0.00121224977447121	0.0012198571348764808	0.0011130550978078004	0.0016488346035143785	0.0015142732804258089	0.0012419660187479524	0.0018595268993847208	0.0015416827534999885	0.0014686860518188158	0.0013683656280774818	0.0014832443454457268	0.0014942011980074972	0.00180691595064264	0.0013850836280832246	0.0018276563568803057	0.0015192231417723537	0.0014566802032702968	0.0015737747823518313	0.0013534618786869741	0.0017960747561786457	0.002007253316284391	0.001515914300793882
club-moss_0.001_1x_30	0.0009318227840173452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005927357055890707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010204731550071379	0.009882359759538788	0.010044412943984001	0.009945609896709357	0.010304880503583337	0.010214476973735825	0.010332060006118235	0.009960484039513525	0.010698908877793718	0.010278111078066164	0.010180046491699832	0.010224710454567546	0.010191698443699628	0.010236705109551271	0.010302013780704536	0.010327340689530146	0.010117535120457362	0.010312809683149446	0.010304731960844343	0.010496835943817982	0.010507925546784388	0.009928753800525297	0.010241512022804456	0.01046276175360979	0.01020701519579904	0.010274777994700892	0.010561086640554973	0.01084043844164615	0.010932361681657463	0.010502104216139545	0.010691843640158172	0.010608613768254197	0.002067776487825301	0.0011671809966592903	0.001160086461672826	0.0009465982487522515	0.000926732283843001	0.0016739435828124559	0.001004544560199697	0.0007330322405478209	0.001936114359413216	0.0014210975869478812	0.0008600177138071496	0.0009432233269992488	0.0009194513219047604	0.0015643999717830398	0.001212553614045371	0.0010665328890208721	0.0016314824761734308	0.0013312199130081327	0.0013227319320461223	0.0011807127064084398	0.0012190583581428217	0.001205063692221404	0.001451759036649945	0.0011071082085085753	0.0015063193765826877	0.0011779080261927449	0.0012350407996969048	0.001411906909125101	0.0011433625025110419	0.001306033140827437	0.001470665035918437	0.0013296417369469842
club-moss_0.001_1x_HiSeq2500L150R	0.002144618744283042	0.0016645221418305147	0.0010918002077018023	0.0011039856534938097	0.0	0.0	0.002047869777560064	0.0007877773354714014	0.002127740578579348	0.0014696252941889642	0.0011439345633950872	0.0009084617544153179	0.0007889602487676275	0.0	0.0019325396970974339	0.0007829038233953923	0.0014614519483854159	0.0007691975552400109	0.0010274765574298402	0.0010500245534272575	0.0009983470348492519	0.0	0.0016806140027472187	0.0011139203861917624	0.0016840287558004489	0.0016311231412585588	0.0007446406957745781	0.0011111688546993164	0.0011529821233975193	0.0	0.002740530476783113	0.0009838182222538438	0.011848191772640298	0.011755648788841338	0.011428484528761235	0.011475897392575624	0.011720870432384166	0.011723521693237433	0.012520263637607146	0.011519817073553125	0.011930374099597282	0.011797893093841296	0.012154617944340335	0.012038599776198628	0.012147715702785255	0.011971168540798438	0.012313897081386612	0.012030778338933654	0.01212832791176947	0.011987819300711099	0.012437731552364287	0.012688812115043569	0.012893780524123728	0.011516287126329702	0.0128194380884079	0.012578632657253742	0.01232791165693502	0.01255409539150477	0.012501428327934688	0.012822259919059676	0.013514824497874422	0.012658977681916072	0.013877840496596653	0.01301110407826778	0.0035817603345055116	0.0023293437906790294	0.002394998858190181	0.0023238322844941926	0.0022398770281986213	0.0031751787743418383	0.003064363995384795	0.002386957595341025	0.003119848049673167	0.002716862735398412	0.0027292459167293118	0.0028052427438785333	0.0027246215173010267	0.0028501647587442116	0.0032937570301566715	0.0027260186628547873	0.0031262207367643274	0.002607436832381646	0.0029326945185810874	0.00303510773528937	0.003270017636103337	0.002862857874049117	0.003483092369490528	0.003159617858936959	0.003167058939893363	0.0031377340955908487	0.0025727790146338513	0.003000153035802835	0.00317112639402669	0.003250004485569942	0.0044473741873864705	0.0031201864660560194
club-moss_0.001_1x_MiSeqv3L250R	0.0021595236526611647	0.0014242538437139768	0.0006292281426798011	0.0	0.0	0.0019434474103276508	0.0	0.0	0.002082304425201388	0.0009835225461741067	0.0006274307084197028	0.0	0.0	0.0014966635038532379	0.0	0.0	0.0009223691182580472	0.0007237846178321921	0.0	0.0	0.0	0.0012167674012147152	0.0	0.0	0.0014676300797817534	0.0010419660276072694	0.0	0.0	0.0	0.001375986052949844	0.0	0.0	0.011757648719707144	0.011581555138611753	0.011368551471047197	0.01104259881419894	0.011384524392745992	0.011402373027256494	0.01194167082307773	0.010975536210340036	0.01220759568774066	0.01158863114133328	0.011291561154977765	0.011496180454666504	0.011366452304389893	0.011561461396305175	0.011819699489394975	0.011590805340601138	0.011881031273791458	0.011704138033683451	0.011779355672562103	0.011768676022617667	0.011886272260893607	0.011545661621476383	0.011763020208995542	0.011920921827236735	0.011949125956421034	0.012287924323120113	0.012023055047626074	0.012400702016109192	0.012606318851796623	0.012212255216652961	0.012632268944242641	0.01235247499011574	0.0033933683621309354	0.0020615753466143457	0.0019690895113900243	0.0020491471428811803	0.0014138316121705256	0.002993949946299814	0.0024546858961905244	0.001780456784241972	0.0030250723896790657	0.0023843680651608203	0.002101340805448234	0.0019500712603778044	0.0016936147496016151	0.0027121296755138087	0.0026756915120512664	0.001826998895720273	0.0030976635809837815	0.0024724275821938102	0.002433494958790064	0.0022428554917380598	0.0022213668356302037	0.0024737038630532225	0.002807899016194305	0.002359492750258219	0.0032093032933724797	0.0027510205404247473	0.0024584258879357143	0.0025882001551734116	0.0023253716063935	0.0030433283363206034	0.0034792340546796027	0.002541802755574075
club-moss_0.001_1x_novaseq_profR	0.001100266467057943	0.0004206013688351683	0.0	0.0	0.0	0.000628928617234935	0.0	0.0	0.0008559371054080101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010204987264646035	0.01000964172336486	0.0100700907003335	0.010019708111324136	0.010207840982292873	0.010201151452248801	0.010445647638256842	0.010069848258214218	0.010766190664892811	0.010317807260657917	0.010369542405603335	0.010280536841536046	0.010253202160180908	0.010446991760806315	0.010512177201447787	0.010290709642875158	0.010386842623122096	0.01045372021150395	0.010537089875393296	0.010636198546764338	0.01070756072478311	0.010062384627519436	0.010579527150672804	0.010638833247763045	0.010409060673923807	0.010710544104405459	0.010755159885650336	0.010971768857851257	0.011225906865974761	0.011051498175534726	0.011195275981078721	0.010852783638826554	0.0021461027534131643	0.0011548161982836724	0.0011264645511408259	0.0011977848489556112	0.0012382069204069637	0.001540817316563912	0.0014362518041129836	0.0010595040510826782	0.0017617596222666905	0.0012722718065514144	0.0012362874473447443	0.001195443913330333	0.0010866070480082394	0.0017384083259229662	0.0014953101882067446	0.001281806867947985	0.0015831033598928685	0.0014137306320909813	0.0014579895916393322	0.0012277295475676263	0.001443856670197336	0.0015256525027515036	0.0016526356954516409	0.001236723941409699	0.001859851685524189	0.0015537700711778192	0.0013357171447680562	0.0014574224512579963	0.0012673272947297293	0.0019291727544942497	0.001935193224250216	0.0014724668149212702
club-moss_0.001_2x_17	0.0	0.0020487866495316216	0.0012879350054444756	0.0009674893320774551	0.0007136625168129479	0.0019709067159470153	0.0020273242683322736	0.0009772004544206193	0.0	0.0013226763263068026	0.001226879337449874	0.0010200963848331424	0.000982080824915799	0.0016076754632225647	0.0020551671905092565	0.0010182971582573955	0.0	0.0010881323738955412	0.0010270278763776233	0.0011277604245189085	0.0011659241868473284	0.001656446318339793	0.002112345393680931	0.0010086329905899154	0.0	0.0011897575423833904	0.000930289231974535	0.001030559978506852	0.001192466238712609	0.0015382834113106087	0.00282961322452947	0.0008666455969929673	0.011744569758009313	0.011596285359284596	0.011523900360061509	0.011380343858433666	0.012070574350863556	0.010857343032804398	0.012050486486009777	0.011486218409614633	0.012123859568432526	0.011336890657770687	0.01186290935599561	0.011847122947886889	0.0117942269499338	0.01159127263412166	0.01234212262022046	0.011986904938755762	0.01176041759607524	0.011909204005290813	0.011913952126133222	0.012300836451560535	0.012688550384173703	0.01169320329374923	0.012666597633137992	0.01240971627554182	0.011726010689396464	0.01200519664317884	0.012605220165521454	0.012816803074893659	0.013423811763894063	0.01215968996090866	0.013755531189805601	0.012840795625172777	0.0036431360430101587	0.0026246218115313497	0.0022800671360306527	0.0022928175284741325	0.002527784886391635	0.003187455133021186	0.0035980135498725435	0.0023193142133130598	0.003197902550581593	0.0027448419413244603	0.002805365895530896	0.0029794953743248033	0.0027564619290380925	0.0027958612494693794	0.0034002543810445728	0.0029530243489161363	0.003004127219158238	0.0027500786485775337	0.002762936091082575	0.002938073533729289	0.0033370203729525243	0.002937989949758399	0.004026919762894695	0.0031350877207196016	0.0032088968175164067	0.0029113386840770718	0.0028440576617229144	0.003040122458107961	0.0033639754736045895	0.0032821925078895717	0.004809667169429719	0.0030188110593658765
club-moss_0.001_2x_20	0.0018682873830814823	0.0	0.0006323242109142396	0.0	0.0	0.0012225259704853508	0.0008595250257647456	0.0	0.0011912076060210048	0.0	0.0	0.0	0.0	0.0009397001493148048	0.0011688157665251085	0.0	0.0	0.0	0.0	0.0	0.0	0.0008713800722058323	0.0008619942564751044	0.0	0.0	0.0	0.0	0.0	0.0	0.000575871160887603	0.0012556948391130548	0.0	0.011013236561338667	0.010694449504007884	0.010617724339139921	0.01053631008003927	0.011067600533677745	0.010643182900524174	0.011703102955853119	0.010692559934644389	0.011429899884452692	0.011173336133474508	0.011030723287179946	0.011167186855014048	0.01114955202607734	0.01121043727095587	0.011642643722908156	0.011156438337947066	0.011333490925767145	0.01119705126902387	0.011403865367851464	0.011626148895608202	0.011768322206603307	0.011180319567666835	0.011697101434182955	0.011646162700833887	0.01115373524988665	0.01151229433438114	0.011735406239816164	0.012010024387382657	0.012456669887595579	0.011594420951384526	0.012587430141581885	0.01200113739858469	0.0028532163090406464	0.0017626615896310246	0.0018414931672392839	0.0016294307695083475	0.0016163632546831402	0.0024798076884057422	0.00253638186319756	0.0016739596158840667	0.0026321128155341127	0.002130198685368203	0.0018838712993792849	0.0019964340505392655	0.0019269139854645875	0.002411635826155706	0.0026211823459098833	0.0019024944128744352	0.0023042061495155714	0.0018892834375702537	0.002109291623814566	0.001986407960980075	0.0022465817460476105	0.0021216907613365137	0.0027891524946941594	0.002076549199234114	0.002012168624918038	0.002096540863270154	0.001978699950364414	0.0021935022577083676	0.0021048422885944777	0.0025001969440724163	0.0031166494964282223	0.002203859263309737
