sample	rotifer_0.06_1x_20	rotifer_0.06_1x_23	rotifer_0.06_1x_25	rotifer_0.06_1x_30	rotifer_0.06_2x_20	rotifer_0.06_2x_23	rotifer_0.06_2x_25	rotifer_0.06_2x_30	rotifer_0.06_4x_20	rotifer_0.06_4x_23	rotifer_0.06_4x_25	rotifer_0.06_4x_30	rotifer_0.06_8x_20	rotifer_0.06_8x_23	rotifer_0.06_8x_25	rotifer_0.06_8x_30	rotifer_0.0_1x_17	rotifer_0.0_1x_20	rotifer_0.0_1x_23	rotifer_0.0_1x_25	rotifer_0.0_1x_30	rotifer_0.0_2x_17	rotifer_0.0_2x_20	rotifer_0.0_2x_23	rotifer_0.0_2x_25	rotifer_0.0_2x_30	rotifer_0.0_4x_17	rotifer_0.0_4x_20	rotifer_0.0_4x_23	rotifer_0.0_4x_25	rotifer_0.0_4x_30	rotifer_0.0_8x_17	rotifer_0.0_8x_20	rotifer_0.0_8x_23	rotifer_0.0_8x_25	rotifer_0.0_8x_30
rotifer_0.06_1x_20	0.0	0	0	0	0	1.1266458300740467e-05	0	0	0	0	0	0	0.0002128292642827878	0.000181553269530621	0.00012167383213979033	9.969717091795616e-05	0.057652752647928796	0.05567031843491277	0.05673441859649675	0.057014157959802914	0.05684018911034694	0.05567347330189454	0.05624772857874272	0.05692248350715967	0.05791984153587315	0.057579970233093136	0.056463685408079	0.0562222978256951	0.05679298693607082	0.05680911620734208	0.057370068210076286	0.05694502618544117	0.0583290544427818	0.058010709549009665	0.05809809477975114	0.058029117006125897
rotifer_0.06_1x_23	0	0.0	0	7.699752609025001e-05	0.00011744338046026925	0	0	0	0	0	0	0	0.00019658018204904426	3.7613351047016685e-05	2.2987042063271623e-05	0	0.056003682725103365	0.05568329815529205	0.056704536722802956	0.05666047747046865	0.057161869972949586	0.056153483367943124	0.05672441308741716	0.05714686800783464	0.05764263488768495	0.05758375014111383	0.05644857822943694	0.056233596574647327	0.05704918594712649	0.0572621066580592	0.05788143545311575	0.05661678422987504	0.058447309674502956	0.05818506684028102	0.05831053046468149	0.05818442500227761
rotifer_0.06_1x_25	0	0	0.0	0.00016558647981668173	0.00013950601668843987	0	0	0	4.6305254827627707e-05	0	0	0	0.00029310283329120335	9.518211537440369e-05	5.300387758255809e-06	3.3145949659196816e-05	0.05683758605183542	0.05623207930103147	0.05689409353240027	0.056750029441914096	0.056931893668737965	0.05603440126462811	0.057089043297909314	0.05724986975943802	0.05773963654281011	0.05787789597212123	0.05653781997130336	0.056541000136803965	0.056847606852838184	0.05692658007701601	0.05806784571927692	0.05705469364762339	0.05884454809346573	0.058490025182359906	0.058502610453056825	0.05837737811992205
rotifer_0.06_1x_30	0	7.699752609025001e-05	0.00016558647981668173	0.0	0.0002503214534781417	0.00010210412354627607	0	0	0.0001662065141463387	9.823361413796583e-05	9.608955432327537e-05	0	0.00037096787846835344	0.00020772217787923264	0.0001349279086122479	0.0001126086870419929	0.05652819764906314	0.05587161304362531	0.05685395529521342	0.05666171649538232	0.057157471745109434	0.05614544342641714	0.05670286669770108	0.057212894311581275	0.057791305133920834	0.05758135071261661	0.05625730504624693	0.05687746467541155	0.05681185791220056	0.05683891006145525	0.05766679668894392	0.05672471003829149	0.05850081173943422	0.05822174399406932	0.05825580008525	0.05814553148026114
rotifer_0.06_2x_20	0	0.00011744338046026925	0.00013950601668843987	0.0002503214534781417	0.0	6.85317852899825e-05	0	6.833624837743191e-05	0	4.8730105765448783e-05	4.161860432039255e-05	0.0001187464459636578	0.00029673764457394114	0.0002369576795347994	0.00019511371133396072	0.00017814792957115966	0.056858418650657994	0.05608510837963665	0.057182517693085244	0.056889009492327336	0.05753505954305327	0.05649404750646814	0.056770005479206076	0.05743517790071451	0.058282680051631175	0.05795477584281994	0.055804726442144625	0.05664178777654194	0.057099145082557645	0.05736252964923938	0.058035138939206976	0.05672848266943842	0.058774084268630955	0.05874811876493402	0.05868460097837891	0.058720915181948885
rotifer_0.06_2x_23	1.1266458300740467e-05	0	0	0.00010210412354627607	6.85317852899825e-05	0.0	0	0	4.4896958078410876e-05	0	0	0	0.0002062460050147319	3.754557263979663e-05	4.2854970675798576e-05	2.275305065457811e-05	0.057307994152450914	0.0567514195106531	0.05750512810842123	0.057373698815956	0.058117306061548635	0.056974393241599586	0.057545634658672795	0.05777653388886661	0.05840662472730307	0.058606179926774526	0.05681017878929295	0.05731193402319579	0.05780971982970495	0.05786204923219873	0.05867561841934488	0.057392810018807694	0.059158902838691074	0.0589420679419389	0.05901606451078989	0.05897515174033652
rotifer_0.06_2x_25	0	0	0	0	0	0	0.0	0	0	0	0	0	0.00018638758301003922	1.608917634288165e-05	0	0	0.05696413646184417	0.05679782074292439	0.05785196146364091	0.057157037254507714	0.05789221210820805	0.05661374562713717	0.05728832018256047	0.057453787302090054	0.05814141667466344	0.05824792003383139	0.05654767953822637	0.05686291061292292	0.057361189234991894	0.057688447158086964	0.05830514317086899	0.056976272611100165	0.058765546265092006	0.058594640974225176	0.05867573889543287	0.05863535127902397
rotifer_0.06_2x_30	0	0	0	0	6.833624837743191e-05	0	0	0.0	2.4681526000103204e-05	0	0	0	0.00016267486086329885	4.631374326602433e-06	0	0	0.05731756624144435	0.05665721264252199	0.05762277853945974	0.057290382098328374	0.05775902562765667	0.05713649806694776	0.05744967608391904	0.05763329579604526	0.058373351841358834	0.05845292045291828	0.05690873339822011	0.05716651521665683	0.05767669831002509	0.05788599195086508	0.058400309318402344	0.05729730280260348	0.05903120317757027	0.05877375790050843	0.05880731966932151	0.058703968455647515
rotifer_0.06_4x_20	0	0	4.6305254827627707e-05	0.0001662065141463387	0	4.4896958078410876e-05	0	2.4681526000103204e-05	0.0	7.061327614077406e-06	3.198958106087613e-05	6.631535436862901e-05	0.00020463119407343466	0.00016253949268629775	0.00013322590827291592	0.00012205000859144555	0.05656254268553729	0.05638040156115909	0.05743799008327044	0.057073045651740095	0.05807707868683598	0.05661890341830689	0.05748935606406147	0.05786749018492898	0.05846438989318814	0.05868758391414697	0.05646824479012014	0.05732810895999785	0.05771947311911474	0.05806398396028556	0.05874313218944349	0.056891263796706504	0.058958478162475014	0.05902482412069432	0.059039059878625455	0.0590608211360969
rotifer_0.06_4x_23	0	0	0	9.823361413796583e-05	4.8730105765448783e-05	0	0	0	7.061327614077406e-06	0.0	0	0	0.00021162757988324454	1.8958458553486324e-05	3.451529442832779e-05	2.8468769777911795e-05	0.05649334989878707	0.05627459062113915	0.05747146531463021	0.05691667647384269	0.057990327009203035	0.056656431952283204	0.05723157979625526	0.057660965202596226	0.05834150120125059	0.058375330240619916	0.05663298765706648	0.05716046405359532	0.057720931065130765	0.057869041328458715	0.05851458063283377	0.05675148674989372	0.05871811640379099	0.05870857594522394	0.05879338192548145	0.05876969300032342
