sample	oyster_0.001_1x_1	oyster_0.001_2x_1	oyster_0.001_4x_1	oyster_0.001_8x_1	oyster_0.002_1x_1	oyster_0.002_2x_1	oyster_0.002_4x_1	oyster_0.002_8x_1	oyster_0.004_1x_1	oyster_0.004_2x_1	oyster_0.004_4x_1	oyster_0.004_8x_1	oyster_0.006_1x_1	oyster_0.006_2x_1	oyster_0.006_4x_1	oyster_0.006_8x_1	oyster_0.008_1x_1	oyster_0.008_2x_1	oyster_0.008_4x_1	oyster_0.008_8x_1	oyster_0.01_1x_1	oyster_0.01_2x_1	oyster_0.01_4x_1	oyster_0.01_8x_1	oyster_0.02_1x_1	oyster_0.02_2x_1	oyster_0.02_4x_1	oyster_0.02_8x_1	oyster_0.0_1x_1	oyster_0.0_2x_1	oyster_0.0_4x_1	oyster_0.0_8x_1
oyster_0.001_1x_1	0.0	0.0	0.0	0.0	0.002494403943117901	0.0024514247368111453	0.0021420284849612984	0.002178875786435387	0.004473813730696722	0.004528551382660223	0.004017396890920433	0.003799318354506463	0.00642315857998858	0.006609060250617573	0.006053068546665131	0.00581861233563386	0.008312490328161167	0.008322635157467445	0.007766257977203222	0.0075750201898758885	0.010100291984050522	0.010011513736843286	0.009379496736071996	0.009137338980416979	0.019233502862035037	0.0187115913588596	0.018106347441041924	0.017835502944744033	0.0008274453523979098	0.0004711018319354659	0.0	0.0004598343978533147
oyster_0.001_2x_1	0.0	0.0	0.0	0.0	0.0021843707626032815	0.001912113235389172	0.0016893354865287105	0.0017465067967967055	0.0042859500717422755	0.0039905781490678005	0.0035216705038553986	0.0034635151934018656	0.006349156856691178	0.006226764752045176	0.0055243916761448485	0.005433665730421948	0.008039926315104197	0.007978000976891856	0.007345392918698872	0.00716275335681617	0.010073259509244956	0.009745873928316124	0.0090604041630314	0.008781442798858433	0.019174842162872567	0.018806510240971307	0.01816531728552728	0.017794257986231424	0.0005415736080920013	0.0	0.0	0.0
oyster_0.001_4x_1	0.0	0.0	0.0	0.0	0.0020707406422098046	0.0016799032816378126	0.001473776638771376	0.0016411661712049698	0.0042779905036627345	0.0038356659257809456	0.00332303707756724	0.0033348087141191144	0.0062943390668502575	0.005976107116315592	0.005320210874484248	0.00531826947277478	0.007975688741258122	0.0077649880738530856	0.00713340627506828	0.007080044286320997	0.010066644859216305	0.009576669061426948	0.008858177864818826	0.008808141636561337	0.019340359451569627	0.01875393120984056	0.01802676161820108	0.017966472557416357	0.0003712818537987125	0.0	0.0	0.0
oyster_0.001_8x_1	0.0	0.0	0.0	0.0	0.0022598206450938907	0.0018368767232442022	0.0017473049300048746	0.002263712210570439	0.0043627764709347015	0.00392742902130414	0.003517811173946751	0.00399591013816898	0.006319113341892454	0.0060804932501496555	0.005558728548921383	0.005935254803001316	0.008075300465216036	0.007879344927085674	0.0073394345966453865	0.007715450835007284	0.010142451297187815	0.009757834829680399	0.009139281008996936	0.00940513970483798	0.01952743179898094	0.018999136689395527	0.01845211417820138	0.018629020676741822	0.00042296348044295197	0.0	0.0	0.0004953323259044861
oyster_0.002_1x_1	0.0024938753371548873	0.0022276590725362573	0.0021152084467374985	0.0022656025437005115	0.0	0.0	0.0	0.0	0.005451922309803841	0.005440933684603366	0.00502534283498329	0.004881916902042257	0.007301562537688263	0.00739055419892545	0.006844618601363704	0.0066070158157400805	0.009148809459366474	0.009168221123635885	0.008586420148929587	0.008420831716723684	0.01105946059512321	0.01099514679126808	0.010313054991271857	0.010077088835639387	0.02002368509161478	0.019711610843423044	0.019087621688200468	0.018674743024514526	0.0016594153379759938	0.0012353299947044773	0.0011913826196103586	0.0014189476303289868
oyster_0.002_2x_1	0.0024019537066314487	0.0019110590771204126	0.0016828879203960188	0.0018071344691288395	0.0	0.0	0.0	0.0	0.00526785560774986	0.005077776401231375	0.004577330405959685	0.004544957738604699	0.007221725139107041	0.007110281528304307	0.0065667615235685895	0.006463645663036091	0.008894503562883769	0.008876998651585907	0.008318921443919743	0.008127532284012473	0.01100404011157104	0.010744465289112423	0.010040500017863012	0.009717269317101894	0.02025410744890907	0.019791699303776215	0.019103325917526448	0.018750041298012093	0.0015067939883957895	0.0009725369571596964	0.0007824365614848023	0.0009480911847168532
oyster_0.002_4x_1	0.002094885018315932	0.001684062674773717	0.0014726101753623354	0.0017160652163324523	0.0	0.0	0.0	0.0	0.0052177675643801675	0.004808101142359478	0.00435577505001869	0.0043848902212038155	0.007223067507312435	0.006958220404054526	0.006362861880277035	0.006339681465360686	0.00894515936046102	0.008757166852038659	0.008119920300925976	0.00802991703287059	0.011094744607739362	0.010573556646836315	0.009824259847464148	0.009697900852903642	0.020310222533526434	0.01969377260032105	0.018925841910903036	0.018799313680895293	0.0013087540796298514	0.0007228454222059031	0.0005646017923500628	0.0008826155729145861
oyster_0.002_8x_1	0.002171132855682416	0.001772835491253015	0.001668421991080487	0.0022620859530496236	0.0	0.0	0.0	0.0	0.005279597592186579	0.004872978989669783	0.0044401117363390905	0.004903493889255109	0.007315983717493612	0.007087501085679248	0.006528232798746642	0.006818408241951287	0.008977676365630217	0.008756571866208028	0.008209494149498463	0.008564007879614229	0.011004016031354051	0.010644349491255761	0.010033793888286123	0.010268674215524833	0.020287019228918814	0.019814723743697173	0.01927328579099799	0.01941338765652942	0.0013003806846092274	0.000768974684721946	0.0007839521341520545	0.0014025621506165574
oyster_0.004_1x_1	0.0044695982413083665	0.004368011299064771	0.004367602945974229	0.004372424721178291	0.005447952318889606	0.00537170187815268	0.0053315928525434235	0.005296272165668179	0.0	0.0	0.0	0.0	0.009280276643236721	0.009464689113888135	0.008969818167957248	0.008824763805675291	0.011034918628292173	0.01119382289637695	0.01070899919922006	0.01056552961176819	0.013023140886368132	0.012857909319866568	0.012297404502148852	0.012005688260401532	0.021654541923208356	0.021679168453051744	0.02085902279458973	0.020559858958861227	0.003902972560081781	0.003464036119043619	0.003394790152573359	0.003512348918695542
oyster_0.004_2x_1	0.004423063963216062	0.003975927798921689	0.003830986437111172	0.0038523901956919295	0.005315345793682593	0.005062009871345294	0.004806346244031068	0.004784369390447346	0.0	0.0	0.0	0.0	0.009284657028754213	0.00917161489690505	0.008547533675489659	0.008307886292858458	0.011031888572719192	0.010928760233450083	0.010293682046327968	0.010070730002159543	0.013034057960057828	0.01278559073915466	0.012019519356460286	0.011724141793859708	0.02199185058932417	0.021625695743155777	0.020876171289149845	0.020499547354933333	0.0036560110799202204	0.0031203031405872225	0.0028630858924831703	0.0029868512405852015
