sample	moss_0.06_1x_20	moss_0.06_1x_23	moss_0.06_1x_25	moss_0.06_1x_30	moss_0.06_2x_20	moss_0.06_2x_23	moss_0.06_2x_25	moss_0.06_2x_30	moss_0.06_4x_20	moss_0.06_4x_23	moss_0.06_4x_25	moss_0.06_4x_30	moss_0.06_8x_20	moss_0.06_8x_23	moss_0.06_8x_25	moss_0.06_8x_30	moss_0.0_1x_17	moss_0.0_1x_20	moss_0.0_1x_23	moss_0.0_1x_25	moss_0.0_1x_30	moss_0.0_2x_17	moss_0.0_2x_20	moss_0.0_2x_23	moss_0.0_2x_25	moss_0.0_2x_30	moss_0.0_4x_17	moss_0.0_4x_20	moss_0.0_4x_23	moss_0.0_4x_25	moss_0.0_4x_30	moss_0.0_8x_17	moss_0.0_8x_20	moss_0.0_8x_23	moss_0.0_8x_25	moss_0.0_8x_30
moss_0.06_1x_20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04661566404528157	0.048229237777129945	0.05084914631698707	0.051869260226519553	0.05325226516433329	0.050940446258787575	0.05302866549543778	0.05547201080680605	0.05676669259596298	0.0586866281570961	0.05261551327156879	0.05517618310767015	0.05839360818663924	0.05948090287266617	0.060965179332477755	0.052271439071295264	0.05489829675242537	0.05773123364171215	0.05886953640931864	0.06113421378989708
moss_0.06_1x_23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034119945005556826	0.0	0.0	0.04746140191507432	0.04968830723541047	0.05140170237019968	0.052541230117710815	0.05415749299798065	0.05224031063489896	0.053665569309447936	0.05603994004912933	0.057046602469645574	0.059051305214613145	0.0540107551451834	0.0561684326607642	0.0590734484636022	0.05991715512010173	0.06164560850972338	0.05306172043645084	0.05606692026236257	0.058060926787783226	0.05969281933063071	0.061789845695437745
moss_0.06_1x_25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04733187577435421	0.04916924153527376	0.05124667636780281	0.052507816394041965	0.05416734687529946	0.051463884723975416	0.05388255922091558	0.05614097445265491	0.057151173991003584	0.058805394342906915	0.05338045963472983	0.05612045684367197	0.05882928566632317	0.05994815583854774	0.0615652897537971	0.05287853514702853	0.05510521787688609	0.05781047846600812	0.05914122311591117	0.06167999655492743
moss_0.06_1x_30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04819489609820634	0.04990421297387292	0.05191113229853758	0.05309599191298645	0.05469272609534545	0.052507678311604494	0.05396872832120829	0.05599066007685395	0.057387413682007844	0.05921705855344885	0.05421206831919495	0.05673902760871555	0.05903600701439515	0.06012648124132765	0.06144973321982979	0.05373432545928243	0.0565717726305037	0.058121660436265585	0.05964761150441059	0.06159342468130274
moss_0.06_2x_20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04838665442221675	0.05056666973047169	0.052436201916455066	0.05340693356221599	0.05520833701685889	0.05188585384128936	0.05438331422684236	0.057049278736044845	0.05805530323727655	0.06004404081332524	0.05280266094175234	0.05644872554098221	0.05928367366095323	0.06055050780146194	0.0625470736763319	0.05225003615164786	0.05495058264086216	0.057888725007116046	0.059748131827207326	0.062418685901080524
moss_0.06_2x_23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04918586230767528	0.05075998298349728	0.05290154141200206	0.05429810417145217	0.05557167078965058	0.05317998266652425	0.05497469174879865	0.057298009677332735	0.05839816791816398	0.060247927065556484	0.05437881694897032	0.057252559126115835	0.05978290637240129	0.06095110858995273	0.06273087486557916	0.05382862257950262	0.05656742129043039	0.05886819783569105	0.0603962516821576	0.06273186099336772
moss_0.06_2x_25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05015948589111055	0.05096148024476709	0.05336290718481866	0.05406877303572788	0.05553308460048799	0.05315875715772691	0.05535498123072057	0.057332923937519105	0.058443519153581966	0.06032581347224406	0.05469237339442508	0.057441695544154625	0.06034143649192958	0.06141127553376793	0.06284095480270384	0.05384478683628776	0.05671626413053442	0.058906533983479475	0.06077001664903373	0.0629002848036717
moss_0.06_2x_30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05011450596390271	0.051043639298599924	0.05296399437113219	0.05417150388410774	0.0556941195818979	0.05343205830586357	0.05539654876000647	0.05731768879580046	0.058570757465240264	0.06012685750362918	0.055127057931802406	0.057817599756260565	0.06027434466602073	0.061297958941628115	0.0626032251352535	0.0549427788362465	0.05710823774083665	0.05904504148574729	0.06067066214167454	0.06286909372225893
moss_0.06_4x_20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049438925985187405	0.05156031366313782	0.05366389857073353	0.055476876472012986	0.05683685371474696	0.05249317908251963	0.05541900085615547	0.057593245952604705	0.059160678625309326	0.060697466931439514	0.053433073367887544	0.056565066969491526	0.060017624087491395	0.061110511370309546	0.06324235793164791	0.05259873684331694	0.05537938416895901	0.05826289665499512	0.06001975623126944	0.06305957981261993
moss_0.06_4x_23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050114832927512065	0.05166326991807004	0.05398177343709127	0.055564277309426195	0.056686032092922535	0.05347657112425045	0.0557514430978616	0.05812378734513393	0.059310060006661114	0.06096535278864467	0.05448836327260724	0.05739141687829108	0.0604322293472775	0.06156795315072266	0.06328555300709798	0.053674590051922724	0.05639009514169401	0.05905885007279082	0.06077489514293387	0.06339147472254701
moss_0.06_4x_25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05070942153460127	0.051916871778809624	0.0540215560092088	0.05525043358629787	0.056563620288185096	0.053961078059833446	0.05597693852674889	0.057987681846580194	0.05928336245142968	0.06107765060467402	0.05481730205502594	0.05789895214986996	0.06068725717174532	0.061754953466888196	0.06328578574767886	0.05431675702810458	0.056840323762921335	0.0593863511467029	0.06097101099160115	0.06340615466403898
moss_0.06_4x_30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05124950033381433	0.0521190847912815	0.054117208806387276	0.05525666050889876	0.05669234939395689	0.05441002199066463	0.05611683993617154	0.05839157090255846	0.05941113927570416	0.06115076922809116	0.055684517889430005	0.058499828476360066	0.061003560255058646	0.062091670113327384	0.06350673282420549	0.055224268341464156	0.057784175471361575	0.060230742290639704	0.0616332901636232	0.06383398332016631
moss_0.06_8x_20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04828872219103921	0.05090040129250476	0.053373385371890875	0.054600943858195895	0.0562900820514971	0.0511919237653062	0.05423256551075377	0.057052375955204536	0.05820848350171229	0.060435845668786486	0.052373262125632	0.05544951278903482	0.05875705525073674	0.060357364542303324	0.06244551052978163	0.0509402711666885	0.053955041031151035	0.056708153348784075	0.058495086420723645	0.062020283257030136
moss_0.06_8x_23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05045676520890363	0.05208351337823545	0.05419004660400839	0.05556193129577368	0.057224078901102565	0.0528780560069284	0.055656055587661554	0.057964885713863296	0.05944516806535368	0.06126749928958232	0.05356286772682933	0.056930618391320804	0.06011649870233408	0.061469418790304015	0.06354248826316947	0.05288238844849597	0.055489151969949205	0.05846902426680957	0.06005827940097575	0.06312495297103725
moss_0.06_8x_25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05048019693999316	0.052115110311920954	0.053940074495062364	0.05546060344991545	0.05693992167195038	0.053334938930187044	0.055814839162448074	0.05805694459635053	0.059391053962933364	0.061085009891894256	0.054169073200407765	0.05721534541383546	0.06037158396893064	0.06157552938964305	0.06336646366892208	0.05354108933953516	0.05617386170819753	0.05870425265376708	0.06071330069132209	0.06327875828571589
moss_0.06_8x_30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05119358805104774	0.05232243216323946	0.054173175378587	0.055533787377827916	0.056893684143089714	0.054298133838066635	0.056177618424231225	0.05836975509283951	0.05954528291310414	0.061218831394873864	0.0554422379310038	0.0583007107227457	0.0609903119497899	0.06206840728235107	0.06364223787945313	0.05483317882058584	0.057231629644006216	0.059864234763568155	0.061222129548486603	0.0636097396089535
moss_0.0_1x_17	0.05405035419586261	0.055131776520171	0.05503051131852319	0.055988414085277056	0.056926726322552273	0.05832966659826811	0.059719495001963496	0.0599667076286394	0.060418564263741995	0.06216870853292383	0.06328601756043509	0.06442254768261702	0.06170851263999498	0.06516819904553468	0.06551435935416935	0.06681873732147592	0.0	0.0	0.0	0.0005427597981351931	0.0010179064728108136	0.0006349486978054068	0.0	0.001700542921448876	0.002539533626387951	0.004167628466913087	0.0020067184545346276	0.003597284273533267	0.00569914129252723	0.006680149549622178	0.00822586286334161	0.005023744952233159	0.00709444560455626	0.008519231425479584	0.009507591844975884	0.01084557011194961
moss_0.0_1x_20	0.05445117018786693	0.055726550197661234	0.05502022779919374	0.05560482518371257	0.05541427840471841	0.05529767529980118	0.055431944473947954	0.055431112016524786	0.05507851355355047	0.05507697341890025	0.05536140724169583	0.05558407111386115	0.05352766346906697	0.05500115612872637	0.05508709016328927	0.05543278311751216	0.002836949608917386	0.0	0.0007901202910622171	0.0008290601868982486	0.0011263867433074879	0.0017755730116921341	0.0006106440452179251	0.0010669653914947021	0.0013621053858266284	0.0019844555178082065	0.0013052106743170909	0.001287368528055584	0.002052593588393389	0.0019648795995118183	0.0025369447873957113	0.0014884138433869016	0.00143815394165838	0.001797182638686146	0.0020511636956036567	0.002240630160013103
moss_0.0_1x_23	0.0568758250385363	0.057230595323769104	0.05699356971105626	0.05756184415466611	0.05738815142371395	0.057763604415473555	0.05826949547360583	0.05779056980687383	0.0578305321463553	0.05829098982646912	0.058402974357636736	0.058592563336142	0.057002021152743255	0.05822147405499064	0.0580483865125351	0.058525659624132635	0.0024723596660268126	0.0005459139733319083	0.0	0.0	0.0	0.0014602944153225392	0.0	0.0	0.0	0.0006587977576954038	0.000990810729165444	0.0	0.0005780067908121775	0.0006869404514385441	0.0010042739551331015	0.00130331098431361	0.0008924157619912161	0.000907819038517962	0.000908626903402354	0.0009894041750444186
moss_0.0_1x_25	0.05736164726244324	0.05786409038257853	0.05777786464946664	0.05827306158866514	0.05781619277715788	0.0587110465691181	0.05842299898186852	0.058543558332786405	0.05923215127474338	0.05946129897028174	0.059173045959538775	0.0592742029520468	0.05768324066937922	0.05911949676452038	0.059146920075841984	0.059469703371404684	0.0030590874486449223	0.0	0.0	0.0	0.0	0.0014294798108404646	0.0	0.0	0.0	0.0	0.0006336881494339943	0.0	0.0	0.0006457612294537787	0.0008156582920850313	0.0013121299468650278	0.0007448932454110357	0.000768159171754967	0.000747322842538936	0.0008832319079963627
moss_0.0_1x_30	0.05790532183111193	0.05870260093486439	0.05868853347555139	0.05913903173843326	0.05891493290938541	0.059260024388776866	0.05921755493993052	0.05943431795030745	0.05990355024729752	0.05992777612765537	0.05989424680692264	0.06017316710675787	0.058758050919595274	0.06024211795055357	0.06009407755987535	0.060328019384023455	0.0030047594440123873	0.0	0.0	0.0	0.0	0.0015350199349078641	0.0	0.0	0.0	0.0004913439978041252	0.0015183696565522254	0.0004742583581799648	0.0008120798309500727	0.0009816645142820637	0.0010390134425010556	0.002170354652934066	0.0018245732623503978	0.0013828785537830682	0.0012812107794395072	0.001276950110958036
