sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
moss_0.001_8x_1.hist	54612022	6620141	1514627	607793	312561	196921	199343	178069	140447	82602	96352	68330	39151	64644	33450	39502	37561	21986	40819	22222	17686	28953	13051	10641	22739	12631	2851	4539	20060	10029	2970	881	15417	7888	2508	155	43	11987	9871	547	181	73	3584	11409	1900	632	282	93	30	13810	98828422
moss_0.0_4x_1.hist	51987286	8206560	1703138	715830	377145	231700	222220	198505	187598	95674	60019	67820	94290	52122	26971	25051	39735	53044	29646	16140	18260	29893	38188	11173	2468	7896	18793	25041	8346	4172	1235	366	11680	21972	6990	435	124	66	12	8699	11465	4698	2492	933	3717	1238	553	183	60	20409	102062699
moss_0.02_2x_1.hist	75402434	5482076	982125	413047	218022	131550	64781	57867	87408	99994	59673	29428	11297	13535	16792	24299	38542	16419	2611	1420	1555	2545	12092	23511	4782	2656	598	191	62	284	13943	4142	1655	190	59	2	0	0	16785	931	309	125	65	23	2	0	0	0	0	15513	102964950
moss_0.02_1x_1.hist	75309539	5605568	926541	395132	217320	134750	137209	67412	30646	35058	40893	46209	64243	38826	20090	6391	3683	1821	3832	9433	17818	29170	12639	3697	216	119	25	7	1	0	0	0	15467	15425	4906	305	86	46	8	0	0	0	0	0	0	0	0	0	0	25544	102284545
moss_0.006_4x_1.hist	60873566	6817027	1433001	594690	301026	187105	193208	172589	128850	65712	61340	69314	63306	34994	24378	35275	55953	32837	5223	9191	17361	28422	23220	6793	1139	3645	8674	23130	8775	4386	1298	384	1893	5680	18953	1183	339	184	35	0	8092	7295	3871	1450	240	79	34	10	2	16865	101737628
moss_0.002_8x_1.hist	56125705	6377814	1462758	584403	300702	189465	193149	172537	132698	88330	92541	47480	66010	36489	37900	53368	30764	18733	39437	26492	17183	11657	30790	9008	5810	18592	11396	3668	10685	10257	3038	901	19624	2262	718	43	11058	9098	1818	100	32	12	11195	6626	1103	366	163	53	16	14816	98916942
moss_0.002_4x_1.hist	55237755	7592882	1601583	668700	345107	213500	222343	198615	136602	69666	78487	88690	58764	32484	32378	46853	55541	23141	9576	23572	44525	25491	11045	3230	4808	15385	28149	9063	3020	1509	16400	9437	3773	434	137	10925	10127	5522	1103	60	19	3227	11252	4218	702	233	103	33	10	19430	101667592
moss_0.01_2x_1.hist	65237729	7649892	1325524	562374	304715	187194	134278	65972	95040	108725	107677	53103	20386	22221	27569	39893	55377	23073	4010	9870	18643	30521	13225	3868	507	1622	3860	10293	21269	10633	3149	934	372	42	12	0	0	18506	10874	603	200	80	41	14	1	0	0	0	0	24003	105792164
moss_0.02_8x_1.hist	76272201	4582539	1022884	398069	202441	127229	102115	91217	84070	43723	51001	45335	17432	28783	28089	8936	14174	18921	9474	5157	7139	11688	9326	2728	2075	6641	8178	2632	876	437	9707	2883	1152	131	1693	6417	1843	1004	199	2884	2069	847	448	5690	947	314	140	45	14	7883	101379910
moss_0.0_8x_1.hist	52938326	6825874	1558959	630296	321257	202806	254917	129195	179475	91531	88468	70022	40616	67063	34702	26290	41701	55668	8855	21407	40436	24083	10435	9018	19269	20668	4666	10532	14908	7453	2207	654	20297	7166	2279	141	39	16286	5108	282	93	37	7424	10232	1704	567	253	83	26	15387	98551841
