sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
leech_0.006_2x_1.hist	144385150	1701635	303816	124300	59993	36599	22925	20478	30931	19749	9561	4714	2105	3475	4311	6237	7400	3082	489	296	558	912	4334	2031	118	231	550	1465	1195	596	175	51	19	1	0	796	1842	1004	199	10	2	0	0	0	0	0	0	0	0	2891	152708091
leech_0.0_8x_1.hist	140722177	2111834	398669	150449	78456	48269	37452	28485	23910	12193	11047	12482	8776	4850	4900	6600	3804	1584	3258	3807	2468	770	985	1915	2778	1542	347	110	489	2297	679	200	133	400	1372	84	23	11	734	726	241	97	107	777	128	41	17	145	747	447	151224255
leech_0.008_4x_1.hist	144113557	1633079	289979	117658	55141	34868	34175	28629	11271	10080	11757	11298	4336	2989	3707	5364	3856	1605	1243	3059	1983	618	515	1000	1821	1011	227	72	772	1197	353	104	788	800	253	14	3	0	618	967	321	130	68	24	3	0	714	708	235	140	151865368
leech_0.002_4x_1.hist	142083098	1930811	362671	140911	68241	43024	45896	22548	16087	18402	14132	6968	4044	6676	8282	4645	2677	1114	2120	5218	3384	1056	456	400	855	2735	2289	736	244	121	34	9	1236	1701	540	32	8	3	0	455	981	401	211	78	12	3	0	0	0	1985	151697825
leech_0.001_8x_1.hist	141174408	2008132	386149	145257	76315	46866	38286	30862	16796	19214	9302	9844	9644	5330	3596	5203	5645	2351	1090	2682	4558	1423	858	1669	1719	954	492	1313	1092	545	160	46	1568	179	495	499	142	76	14	1127	519	211	111	40	5	0	433	864	287	171	151264128
leech_0.01_2x_1.hist	145454433	1552664	265199	109716	54979	32917	17947	16030	24213	16806	8136	4011	2547	4205	5217	7548	4350	1811	287	155	275	449	2133	4146	1035	574	128	40	12	5	0	0	2805	632	200	11	2	0	0	1274	423	172	90	32	4	0	0	0	0	1988	152861602
leech_0.01_8x_1.hist	144269084	1540010	299065	113368	58392	36148	32983	16204	18060	11043	7607	8595	4759	4976	2574	3724	4431	1845	805	1982	2749	858	374	727	1553	1260	283	90	119	1671	494	145	57	5	910	682	195	105	20	768	297	120	63	242	580	192	85	27	8	956	151674321
leech_0.0_4x_1.hist	141179309	1918529	392249	147542	74866	46957	43162	21418	24698	12595	11561	13063	9931	5489	2839	3295	5226	6976	1108	992	1874	3067	3700	1081	113	361	860	2293	763	1180	663	196	77	7	1	781	1471	801	159	7	1	0	0	0	1077	827	370	122	39	251	151112253
leech_0.0_1x_1.hist	145855371	2065348	474885	166095	87676	55836	36137	32280	41143	20982	10158	5008	2762	4559	5656	8184	12981	5407	859	466	340	556	2640	5133	300	166	36	10	2	0	2037	4074	2178	250	78	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4564	155588391
leech_0.008_2x_1.hist	144101573	1624897	278219	114661	56726	34308	21573	19270	27873	14214	6881	3392	4439	7328	8590	2732	1574	770	1620	3987	4346	1357	587	170	9	4	5	12	3240	1619	478	141	55	5	0	0	0	2099	592	31	9	2	0	0	0	0	0	340	1238	741	151886235
