sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
moss_0.06_4x_25.hist	96743062	1439071	294660	109160	57156	35107	17429	12041	18187	10213	4944	4112	5716	6186	3200	2023	3208	4282	2047	1113	721	621	2948	5733	336	185	40	12	2553	3265	966	286	113	12	2	2499	717	390	77	3	0	0	0	1102	634	210	93	30	9	575
moss_0.06_8x_20.hist	96805078	1570148	299628	113912	55389	34718	25796	12673	12490	11944	5782	5111	7105	3927	2394	3463	3756	1564	2485	3111	2016	629	1422	2765	2127	1180	265	84	2644	2320	686	202	80	8	2496	837	239	129	24	599	745	304	160	59	8	1	537	651	216	128
moss_0.06_1x_23.hist	96857276	1232780	284633	100122	53503	34059	24211	21626	23828	12151	5882	2900	1197	1975	2450	3544	5621	7503	1267	689	446	138	635	1234	2636	6266	1414	454	150	74	20	5	1	0	2530	2895	831	452	89	3	0	0	0	0	0	0	0	0	0	2478
moss_0.06_8x_23.hist	96798591	1465494	292976	109867	55721	34267	26536	14085	15655	7983	6741	7616	3697	4157	5157	1896	3007	2521	3324	1815	1176	692	3286	3156	184	459	1091	2910	1628	813	239	70	1201	1661	527	31	149	1608	320	16	4	0	857	621	102	33	13	3	0	974
moss_0.06_1x_25.hist	97177962	1278317	295909	104873	51404	32925	18106	16173	24429	18263	8841	4359	1672	1063	1318	1906	3023	4035	6439	3505	2272	709	306	88	158	506	1205	3212	4094	2046	605	178	70	7	1	0	97	3288	656	35	10	3	0	0	0	0	0	0	0	2167
moss_0.06_4x_30.hist	96765319	1439402	293628	108326	58020	35370	20205	18048	14268	7275	6101	6893	6930	3829	2211	3199	5073	2113	523	1286	2429	3976	1976	577	349	1117	2659	1924	640	319	871	1742	1496	171	53	2	0	2299	458	24	7	1	0	1115	312	103	45	14	3	831
moss_0.06_2x_25.hist	97353662	1403654	310557	110733	60917	38127	29207	14349	7912	9050	10556	9215	3537	4019	2078	2621	4157	5548	881	479	490	801	3808	4552	266	250	594	1584	2883	1440	425	125	49	4	354	3426	984	535	106	4	0	0	0	0	0	5	1611	536	177	105
moss_0.06_2x_23.hist	97156565	1458040	312038	111995	62199	38787	28333	13919	6851	7837	9140	10328	4003	2212	2207	3192	5063	6758	1074	583	377	344	1635	3178	3582	1989	448	143	46	22	3988	1364	544	61	18	0	2103	1146	228	11	2	0	0	0	0	0	758	1064	353	211
moss_0.06_4x_23.hist	97015482	1661057	287471	113099	53173	33559	32647	16147	7894	9030	10532	6344	2434	4019	4986	4770	2749	1144	1449	3567	3765	1175	508	486	1039	3324	2354	757	251	124	1375	2749	1533	175	54	2	0	0	1033	1582	526	214	113	41	5	0	0	0	882	528
moss_0.06_1x_20.hist	98729074	1221178	279576	100300	55748	34904	39363	19339	7613	3882	3020	3411	4742	7829	9712	4255	2452	1020	241	593	1119	1832	8702	2545	148	81	17	4	0	0	0	0	2842	5390	1714	106	29	15	2	0	0	0	0	0	0	0	0	0	0	2909
moss_0.06_2x_20.hist	97656289	1472002	320776	114295	62793	39534	38122	24875	9793	4993	3766	4254	5914	9545	4938	1684	2670	3564	566	307	523	855	4062	7898	463	256	56	17	4	1	1839	3677	1973	226	71	3	0	0	0	0	0	885	1731	648	107	34	14	3	0	633
moss_0.06_2x_30.hist	96805019	1346063	280956	106178	51736	32500	29116	14304	7649	8749	10205	8923	3425	1892	2347	3395	5384	5356	851	462	399	653	3104	6035	1015	563	126	39	12	5	5232	1553	620	70	21	0	0	0	1023	1526	507	207	108	39	5	0	0	0	0	1586
moss_0.06_1x_30.hist	96714997	1225142	225874	94446	48972	29148	17607	8649	4782	5469	6379	7207	10020	9199	4759	1513	871	362	261	643	1214	1988	9442	3612	211	116	25	7	1	0	0	0	5878	1051	333	19	1361	741	147	7	1	0	0	0	0	0	0	0	0	2233
moss_0.06_4x_20.hist	97900620	1655659	319688	117131	63598	39121	20243	9944	13743	12731	6163	5566	7738	4881	2525	1853	2939	3922	3951	2150	1393	434	928	1804	3855	2140	482	154	50	24	3776	1371	547	62	18	0	293	2668	532	28	8	2	0	0	0	1200	831	276	91	53
moss_0.06_8x_30.hist	96777897	1490995	282586	108305	52769	33084	21399	15111	15345	7825	6692	7561	5387	2982	3699	4608	2655	1156	2433	3474	2252	702	1477	2871	1360	754	1198	2183	726	362	2150	1123	448	50	391	1431	410	753	149	7	1	560	833	311	50	15	6	426	445	266
moss_0.06_8x_25.hist	96901917	1447819	293816	109474	56351	34544	25691	19622	9186	10508	8951	4456	6195	3423	2941	4255	3568	1485	2330	2840	1841	574	2728	2802	279	894	2127	2056	684	341	838	1675	1200	137	1010	62	16	9	2157	118	38	14	6	396	718	238	105	34	10	626
