sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
oyster_0.008_1x_1.hist	73590325	6023081	1286355	469634	265919	167607	187057	160734	63288	32276	17469	19739	27443	45312	42381	13483	7772	3237	514	1074	2028	3319	15764	30653	4766	2647	596	191	62	30	7	1	0	0	21724	1356	389	211	41	1	0	0	0	0	0	0	0	0	0	14981	100406245
oyster_0.006_4x_1.hist	69653876	5485009	1114658	453190	213937	135343	152471	119971	47237	51164	59680	43664	16762	18927	23483	18729	10796	7055	14851	12432	8063	2518	1991	3871	8271	10287	2321	746	247	122	8446	6300	2519	289	91	4	1426	5544	1107	60	19	3135	2900	1086	180	59	25	7	1	6528	96464819
oyster_0.004_2x_1.hist	67294609	6214004	1177268	486574	243039	146855	97910	87460	132110	77939	37735	18609	21417	35362	42796	13616	7848	3397	7152	17604	19024	5944	2574	752	717	2294	5459	14556	7541	3769	1115	330	131	14	3	0	1937	13841	2767	152	49	19	9	2	0	0	0	0	0	12062	97261913
oyster_0.01_4x_1.hist	73596766	4902610	1007833	403756	191661	121161	132917	106485	41927	42345	49394	24359	17302	28161	14571	7361	11675	15585	8058	4386	2844	4655	14225	4161	286	917	2182	5818	5870	2934	868	257	101	10	8018	2261	649	353	69	2	647	3591	1905	713	117	38	16	4	0	4371	96711311
oyster_0.01_1x_1.hist	73400951	5204482	909799	383139	203057	122881	95926	47129	29518	33768	39389	44508	47752	26396	13658	4344	2503	1190	2504	6164	11642	19059	14148	4139	242	133	29	8	1	0	0	0	9400	12425	3952	246	69	37	6	0	0	0	0	0	0	0	0	0	0	10809	96297156
oyster_0.004_4x_1.hist	67368423	5907732	1189134	484076	229538	144845	158771	141827	55843	46139	53819	53156	20407	29358	24897	7920	11539	15403	17864	9724	6307	2275	10808	3161	1996	6387	11402	3671	1222	610	179	52	12593	3297	1048	64	17	2528	504	27	2541	4262	2261	847	140	45	19	5	0	7410	96420632
oyster_0.001_4x_1.hist	63783358	6646651	1337439	545111	259598	163620	183308	140849	55458	63443	74003	53101	20386	21671	26888	33078	19067	7943	3776	9295	17557	16255	7042	2059	1190	3807	9059	2916	2903	10486	3106	921	367	41	6079	6929	1991	1085	216	11	661	5035	2672	1001	165	54	23	6	1	9509	96427796
oyster_0.002_4x_1.hist	65179474	6212750	1274363	517014	245169	155021	181252	119223	56852	65038	75864	48317	18549	23792	29518	24963	14389	5994	7210	17747	15831	4946	2142	2600	5555	15431	3483	1120	372	185	7050	9450	3779	434	137	7	1	0	11939	662	219	89	46	1014	3151	1049	469	155	50	7025	96239686
oyster_0.0_8x_1.hist	63013371	6117143	1359427	524536	262906	164794	131594	117550	101264	54612	63702	50169	26580	40609	21013	19227	13323	17785	13292	7923	14965	11041	4783	5279	7552	4195	2537	6765	6880	3439	1018	301	6032	6726	2139	132	37	5602	4849	268	88	35	17	5508	1843	613	274	90	29	5999	94600351
oyster_0.002_2x_1.hist	64778967	6892401	1270184	528955	270753	161759	81393	72706	109823	124730	60390	29782	11457	18917	23470	33962	31198	12998	2066	1991	3760	6155	29236	8553	502	277	61	18	8918	14201	4206	1248	498	56	16	0	0	7971	9351	518	171	69	35	12	1	0	0	0	0	14071	97587484
