sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
rotifer_0.06_4x_30.hist	99124634	719157	79317	32921	16857	9929	3281	2930	3026	1542	745	366	385	635	786	249	142	58	100	245	462	151	64	17	25	79	189	101	32	15	3	0	5	16	135	7	1	0	0	0	0	0	0	65	13	3	0	0	0	0
rotifer_0.06_4x_23.hist	99415617	721268	76591	31472	16691	10105	3402	1670	2353	2245	1086	534	262	432	535	499	287	118	140	344	222	68	28	14	29	94	222	151	49	23	6	0	0	0	46	82	22	11	1	0	0	0	0	0	30	21	8	1	0	0
rotifer_0.06_8x_30.hist	99092117	692433	86241	34803	15989	9979	4257	3128	1934	1345	1236	609	734	690	356	180	284	379	151	81	123	200	208	60	29	92	92	28	139	68	19	4	21	62	30	0	0	8	9	0	43	16	7	1	0	0	0	0	0	0
rotifer_0.06_2x_30.hist	99302007	793031	75971	29890	16842	10587	5395	4818	2370	1208	583	286	325	535	663	750	431	178	27	13	17	27	128	248	258	142	31	9	2	0	0	0	293	32	9	0	0	0	0	0	0	0	0	0	0	46	32	9	2	0
rotifer_0.06_2x_25.hist	98942473	769438	74419	29445	16593	10431	5427	4847	1907	971	492	555	771	1272	657	208	118	48	53	129	244	394	170	48	77	247	74	22	6	2	0	0	0	0	0	137	38	20	3	0	0	0	0	0	0	0	0	0	0	97
rotifer_0.06_8x_25.hist	99091166	677703	87131	35210	16257	10129	4605	2261	2417	1232	1288	944	361	310	383	536	308	127	77	190	359	131	55	39	82	264	58	17	4	30	106	30	11	0	36	34	9	3	0	0	11	38	19	6	0	0	0	0	0	39
rotifer_0.06_2x_23.hist	99254852	780123	76581	30535	17139	10752	6311	5636	2218	1130	546	273	379	625	774	581	334	138	21	48	90	146	391	113	18	57	135	117	38	18	4	0	0	0	0	104	107	57	10	0	0	0	0	0	0	0	0	0	0	59
rotifer_0.06_2x_20.hist	99853803	784831	76637	30477	17134	10758	6080	5430	2550	1299	628	308	286	471	584	844	485	201	31	15	9	9	41	80	171	427	95	29	8	3	0	0	36	109	36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	84
rotifer_0.06_8x_23.hist	98968061	666028	88549	35714	16374	10227	4938	2425	1681	1922	1296	638	354	584	533	248	392	162	75	184	275	85	99	192	74	40	95	155	50	24	27	53	40	3	0	0	0	0	0	74	23	8	3	0	0	0	0	9	19	10
rotifer_0.06_1x_25.hist	99377070	823598	75087	28439	16630	10649	2387	2131	3219	3681	2186	1077	412	227	116	36	19	22	45	112	210	344	792	230	12	5	0	0	0	0	0	0	0	0	241	14	3	0	0	0	0	0	0	0	0	0	0	0	17	81
rotifer_0.06_4x_20.hist	99878917	797638	79287	31805	17443	10797	5652	2776	1092	1248	1455	1216	465	560	694	219	125	65	136	336	361	111	47	12	22	71	170	183	60	29	7	1	0	0	0	0	27	129	24	0	0	0	0	0	0	0	0	0	38	36
rotifer_0.06_1x_23.hist	99702743	848371	106031	36247	17688	11418	1331	1188	1793	2051	2391	2655	1018	561	289	91	51	20	5	11	20	32	154	300	472	261	57	17	4	1	0	0	0	0	0	0	0	0	0	0	0	62	32	11	0	0	0	0	0	16
rotifer_0.06_8x_20.hist	99047760	714760	81357	33367	16240	9785	3996	3568	2030	1170	1364	671	364	600	659	208	119	149	313	225	145	44	95	183	139	76	16	4	180	89	25	6	1	0	10	85	23	11	1	0	0	0	56	20	2	0	0	0	0	0
rotifer_0.06_1x_20.hist	99711954	852925	80054	31077	17716	11205	4659	4161	4629	2360	1141	562	214	117	59	61	96	127	266	655	584	181	77	21	0	0	0	0	0	0	202	190	75	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51
rotifer_0.06_4x_25.hist	99184567	787899	80065	32414	17212	10430	3466	1702	2570	2040	987	485	328	541	670	454	260	107	59	144	271	401	172	49	4	13	30	80	152	75	21	5	1	0	0	0	61	61	11	0	0	0	0	0	0	40	17	4	0	0
rotifer_0.06_1x_30.hist	100278956	826692	125595	42889	20822	13305	2593	2316	3497	3463	1676	825	315	173	88	41	65	86	180	443	659	205	87	24	0	0	0	0	0	0	229	155	61	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142
