sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
moss_0.0_1x_20.hist	58463937	10258389	2363989	870158	494176	314402	333770	298152	291560	148694	71993	35504	16916	27930	34654	50145	79540	106183	58431	31811	20633	6447	2792	816	47	25	4	0	6245	87442	48426	14388	5754	662	209	12	2	0	0	0	0	0	0	0	0	0	0	0	0	71017
moss_0.01_4x_23.hist	66201704	6482550	1315552	546188	276889	170455	149354	133415	142089	72464	40447	45704	63542	47532	24595	19979	31691	42305	6729	6813	12869	21068	18784	5495	2605	8335	4964	13236	7407	3702	1096	324	4421	13263	5429	338	96	51	9	11473	4905	2009	1065	398	65	20	8	1	0	15242
moss_0.0_1x_23.hist	51454489	9004239	1822192	730235	414609	261693	393604	306121	120534	61471	29762	29915	41590	68672	85203	94845	54674	22780	3623	1971	3406	5575	26482	51493	38901	21610	4878	1570	522	260	76	21	14910	44729	14231	888	254	137	26	0	0	0	0	0	0	0	0	0	0	53625
moss_0.001_8x_20.hist	55434980	8016336	1716766	709528	354344	223684	286502	140762	164944	123614	59850	65136	80308	44393	27535	39844	42602	49465	7868	19233	36328	29877	12946	8983	19195	25113	5669	1824	1748	24482	14024	4166	1665	191	59	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
moss_0.0_8x_25.hist	53031990	6777168	1554097	623478	321296	202411	211583	172414	153956	85014	99165	67271	47809	54218	35104	50797	29526	22024	46367	25243	16373	13738	40398	11820	2915	9329	22203	13259	4418	2208	14144	12500	4999	575	182	14556	6471	3528	704	4056	5254	2152	1141	7899	4014	1337	598	198	65	15214
moss_0.001_8x_23.hist	54964829	6777632	1547869	622560	318327	200770	210912	188404	132629	89067	103893	63593	36896	60920	44303	28560	45302	31824	15540	38252	25679	8023	17062	33176	9557	5308	6909	18423	12442	6220	1842	3086	22252	2566	815	49	6362	13129	2624	144	47	18	12960	5270	877	291	129	42	13	16046
moss_0.01_1x_23.hist	64770778	8896562	1372657	588471	328543	205495	305762	150224	59150	30165	27404	30966	43051	71083	88195	49592	28587	11910	1893	1865	3523	5767	27392	53262	3132	1739	391	125	40	19	4	0	30792	18001	5726	356	101	54	9	0	0	0	0	0	0	0	0	0	0	37853
moss_0.001_2x_20.hist	54948704	11615359	2024712	858311	472578	293211	240794	118304	123196	140935	164396	94663	36343	20089	24534	35501	56311	75173	45285	24654	15990	4996	4370	8496	18154	58093	33376	10747	3581	1789	529	156	61	6	0	45764	13156	7175	1434	78	25	9	3	0	0	0	0	0	0	45285
moss_0.001_4x_25.hist	53867463	7616551	1602301	672429	352611	217061	213902	191075	179446	91516	55655	62889	87435	51362	26577	24475	38821	51825	35301	19218	12465	7526	35749	34016	1999	2566	6107	16286	21597	10797	3198	949	378	42	14529	14984	4306	2348	468	25	549	12287	6521	2444	406	134	59	18	5	20328
moss_0.0_2x_25.hist	50121707	11610463	1969396	843282	469197	292900	299932	147360	90298	103300	120495	136159	82036	45348	23465	16737	26547	35439	74608	42738	27721	8661	3752	6974	14902	47685	10766	6729	25875	12936	3832	1137	454	51	15	12758	29879	16296	3258	180	59	23	11	3	0	0	0	0	0	41435
moss_0.0_4x_25.hist	52318407	8019489	1672062	705348	375741	228906	195541	174674	208410	106288	55124	62289	86601	62135	32152	19841	31471	42012	44886	24437	19286	31573	13680	6252	13359	40473	9138	2941	979	488	12889	25778	10310	1188	377	22	2076	18637	3726	206	67	8426	7242	2715	451	149	66	21	6	23240
moss_0.0_4x_20.hist	52015217	14363693	2331126	994952	548573	340644	253872	124730	182985	209334	116714	57559	39245	64799	80398	63300	36489	15203	12912	31784	60035	36363	15756	5693	5681	18180	43269	20803	6933	3465	5560	11119	23678	2730	867	53	14	6	46188	2565	854	349	184	68	10	2	0	0	0	39401
moss_0.01_2x_23.hist	65287317	7662496	1338217	568204	308588	189849	150438	73911	76545	87567	102143	84251	32345	17879	15741	22778	36129	48231	29574	16100	10442	3262	1412	2425	5182	16582	30248	9739	3245	1621	479	141	55	5	0	0	21221	13452	2689	148	48	18	9	2	0	0	0	0	0	23136
moss_0.01_1x_20.hist	63718984	14562957	1910012	815828	458390	287722	410702	214060	84285	42984	21661	24477	34029	56187	69712	100877	58152	24229	3853	2799	5287	8654	41108	12082	709	393	87	27	1692	23699	44665	13270	5307	611	193	11	2	0	0	0	0	0	0	0	0	0	0	0	0	52729
moss_0.001_8x_25.hist	54677409	6536822	1500010	601398	307972	194239	224419	145908	159892	81544	90397	68470	38601	63736	40562	26229	41605	45439	11332	27893	32008	10001	16005	31120	2449	7836	18648	10742	3579	2932	19483	5788	2314	265	10978	7664	2202	1200	2948	9496	3164	1295	686	9980	1662	553	246	81	26	15848
moss_0.01_8x_25.hist	66327399	5408249	1228138	483720	248057	155811	149487	133534	100376	60084	70085	51395	39676	46756	25867	37430	24458	11628	24479	19299	12517	3972	18866	10055	3361	10756	6728	2165	6335	10872	3220	955	2567	7702	7384	460	131	70	10170	2440	812	331	175	5229	2940	979	437	144	47	8981
moss_0.0_8x_20.hist	53764088	8412249	1781699	738322	371978	234279	254141	159803	182865	93260	95413	85820	36351	60021	58761	22561	35786	47773	23231	21140	39931	22098	9575	14563	31120	17288	3902	1255	2635	36363	10773	3200	1279	146	45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
moss_0.01_8x_20.hist	66702076	6315191	1334909	547453	267923	169503	216413	106326	86708	99194	48694	46326	63744	35237	23992	34717	35488	14785	8852	21790	26450	8264	3580	5792	12376	17744	4005	1289	1061	14865	4403	1307	2249	6746	6707	418	119	4782	7270	402	133	53	6087	4104	683	226	100	32	9	11170
moss_0.001_4x_20.hist	53691251	13585467	2173310	929303	515051	320804	262071	128758	125886	144013	167986	95539	36679	30436	37762	54643	86675	36113	5744	8026	15160	24818	84664	24772	1456	808	181	57	23261	41548	12309	3656	9528	1098	348	20	4	1	41296	4106	1367	559	296	110	17	4	1	0	0	35723
moss_0.0_4x_23.hist	51930736	9216735	1801888	762545	410133	250737	224573	200607	203147	103604	62817	70983	97126	53690	27782	24500	38861	51877	41902	22812	14796	5570	26457	51444	13572	7539	1701	546	23101	21452	6355	1887	753	2260	29325	1831	525	285	56	2	16201	7617	4042	1514	251	82	36	11	2	23461
moss_0.0_8x_23.hist	53510299	6882901	1577040	634046	325091	205076	225673	183372	141785	102365	102895	50744	59142	59992	31043	34739	55102	25581	16798	41349	30212	9440	14185	27581	18135	10074	3385	9026	20120	10059	5211	1547	3491	10473	14161	884	253	137	13521	2992	996	407	5817	9841	1639	545	243	80	25	16849
moss_0.001_1x_20.hist	54545322	10562869	1829826	784286	437572	273585	384179	188752	74320	62825	73283	82808	115128	69021	35715	11362	12721	16982	35751	88001	57081	17836	7728	2260	131	72	15	3	0	0	64575	38182	15271	1760	559	33	8	3	0	0	0	0	0	0	0	0	0	0	0	59157
moss_0.0_1x_25.hist	53510280	8128892	1852132	699211	401361	254752	320840	286601	201291	102657	49703	28489	39607	65397	81140	53972	31112	12962	9207	22663	42808	70083	36015	10537	618	342	76	23	6	2	0	0	85235	9831	3127	194	54	28	4	0	0	0	0	0	0	0	0	0	0	52892
moss_0.01_2x_20.hist	66506027	8616853	1464158	620290	334666	205025	149196	73301	79470	90913	106046	85172	32699	18075	17360	25121	39846	53192	25151	13692	8880	2774	2016	3919	8373	26794	22911	7377	2458	1228	362	106	41	3	0	20808	10917	5954	1189	65	20	7	2	0	0	0	0	0	0	27031
moss_0.001_2x_23.hist	52688623	11028109	1921889	819056	449637	278480	222868	109497	114493	130979	152782	110967	42602	23549	23011	33297	52816	70507	35661	19414	12592	5275	25058	48723	2865	4318	10276	27402	20144	10071	2983	885	353	39	11	17968	24479	13351	2669	147	48	18	8	2	0	0	0	0	0	41078
moss_0.01_4x_20.hist	67604125	7983647	1431256	603184	320383	194192	147963	132173	161707	82470	39929	33952	47203	77900	40310	12825	19305	25771	34119	18575	12047	3763	9332	18145	11816	6563	12233	3938	1311	654	4008	8016	19139	2206	701	42	11	5	0	15020	5068	2076	1101	411	67	21	8	1	0	16430
moss_0.0_2x_23.hist	51310914	10619867	1891794	808957	448378	279294	260194	127836	92295	105584	123160	139170	70956	39223	20296	23437	37175	49627	28525	63204	40996	12810	5550	1623	2461	7875	18741	49977	19666	9832	2912	864	344	38	11	1021	32004	17456	3490	192	63	24	12	3	0	0	0	0	0	43291
moss_0.001_1x_25.hist	53210651	10774873	1900896	810504	445585	276211	235041	115478	81652	93409	108958	123121	126724	70052	36249	11532	6647	5204	10955	26965	50933	83384	44311	12965	761	422	94	29	8	3	12946	25892	52340	6037	1919	118	33	17	2	0	0	0	0	0	0	0	0	0	0	58705
