sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
rotifer_0.01_8x_HiSeq2500L150R.hist	90455752	2285477	427810	167571	81825	51447	52523	25804	26340	17829	12583	14218	9848	5443	3818	5524	8762	4449	706	1343	2536	4026	1743	509	881	2821	1154	370	122	982	2568	762	303	34	9	2015	585	318	62	2	0	1156	912	341	55	17	6	1	0	1683	98057135
rotifer_0.0_2x_23.hist	85973627	3220507	651939	242576	135339	84620	90127	44279	17434	19007	22170	25051	22082	12206	6315	2523	4002	5341	11244	9076	5886	1838	795	231	224	718	1709	4558	5080	2539	751	222	87	9	1	0	0	714	7190	398	131	53	27	9	0	0	0	0	0	4683	99495017
rotifer_0.0_4x_novaseq_profR.hist	85341980	3332580	607193	243175	117225	74118	77094	56276	22157	24732	28849	23431	8995	8134	10091	12734	7339	3057	2990	7360	7358	2298	994	865	1849	5917	2802	901	299	148	1175	2349	3718	428	135	7	1	2802	1525	83	26	10	4	1651	1219	405	180	59	18	1923	100080550
rotifer_0.01_1x_HiSeq2500L150R.hist	92701029	2886690	588866	208447	113105	71891	45575	40711	45035	22966	11119	5482	7290	12036	7502	2386	1374	1125	2367	5827	11007	3438	1489	434	24	12	1	0	0	0	1643	3285	5096	586	185	10	2	0	0	0	0	0	0	0	0	0	0	0	0	5237	101607883
rotifer_0.01_8x_MiSeqv3L250R.hist	90299002	2134585	420348	161403	82220	50800	49800	33266	18515	21181	15301	7545	9756	9643	4989	2982	4730	6313	2867	1560	1011	1113	5285	1545	132	424	1008	2687	1210	604	177	51	644	1932	859	52	14	340	1363	74	23	8	427	1170	194	63	27	8	1	1388	97987687
rotifer_0.01_2x_novaseq_profR.hist	90782866	2097209	433234	160157	88753	55277	46624	22906	19585	22404	17338	8549	5162	8523	10574	5639	3250	1353	1064	2619	4947	4716	2043	596	34	17	3	0	4719	2598	769	227	89	9	1	0	0	1230	2610	144	47	18	8	2	0	0	0	0	0	2562	100298642
rotifer_0.01_4x_HiSeq2500L150R.hist	92695155	2407247	477724	175896	97677	60907	51210	25159	18759	21459	23617	11646	4470	4440	5508	7969	7009	2919	628	1545	2917	4775	2573	751	218	697	1660	3435	1144	571	168	48	18	1	3292	580	165	89	16	175	1452	594	314	116	18	5	1	0	0	2243	100160815
rotifer_0.001_1x_25.hist	87390166	3559846	762802	270421	147170	93799	57791	51623	70164	35782	17324	8542	4306	7109	8820	12762	20242	8433	1340	728	471	455	2162	4203	8981	4988	1125	361	119	58	16	3	0	0	3449	4279	1229	669	132	6	1	0	0	0	0	0	0	0	0	7807	101345344
rotifer_0.01_8x_novaseq_profR.hist	90335664	2100733	416612	159764	80870	50405	38353	34259	23789	14914	17396	8578	7684	10225	5290	3189	5058	5020	916	2255	4259	2430	1052	793	1693	2916	657	210	907	2382	704	208	137	411	2315	143	40	20	229	1188	395	160	84	286	727	241	107	34	10	1267	99873693
rotifer_0.001_1x_MiSeqv3L250R.hist	85921298	4577453	574998	244279	135321	84262	99833	49048	19311	12916	15065	17023	23666	13081	6768	2651	4204	5612	11814	12416	8052	2515	1089	317	17	8	0	0	0	0	4465	8930	3577	411	130	7	1	0	0	0	0	0	0	0	0	0	0	0	0	9455	102109008
rotifer_0.001_8x_novaseq_profR.hist	85936929	2927725	588927	225905	116738	72244	61852	55251	25622	26098	27856	13737	8560	14133	10757	4290	6804	9083	4436	2414	4559	2125	2911	5661	332	590	1404	3600	1199	598	2287	755	301	33	4073	253	71	38	1396	1140	379	154	80	1573	615	204	90	29	8	2133	99391679
rotifer_0.001_1x_HiSeq2500L150R.hist	87552560	5044485	629477	267185	147634	91794	110662	54369	21406	10916	6087	6877	9561	15786	19585	28340	18105	7542	1199	651	421	130	55	15	0	0	0	0	16380	8189	2425	719	286	32	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9472	104001652
rotifer_0.01_2x_23.hist	90858886	2036496	432271	158590	88659	55495	65043	31955	12581	13306	15520	17537	9262	5119	2682	3881	6155	8216	2775	1509	978	304	458	889	1900	6080	2312	743	246	122	708	209	82	8	1	1434	2677	1459	290	15	4	0	0	0	0	0	0	0	29	3311	99635635
rotifer_0.001_8x_MiSeqv3L250R.hist	85992149	3021515	588268	230453	113409	71378	69887	40867	35428	22416	26147	17937	6885	11368	14104	6172	3557	4112	8656	5372	3483	1087	2598	5052	2479	1376	309	98	3539	3191	944	279	110	11	3566	899	257	139	26	2122	1191	487	257	95	14	3	374	1877	624	373	96819356
rotifer_0.001_2x_novaseq_profR.hist	85990929	3049855	567732	227540	109868	69402	75896	57855	22779	16062	18734	21169	20884	11544	5972	3112	4936	6588	9993	5440	3527	1101	476	863	1843	5899	5267	1695	564	281	82	23	8	0	1400	4428	1272	692	137	1094	363	148	77	28	3	0	0	0	904	4514	99559938
rotifer_0.01_2x_HiSeq2500L150R.hist	93083296	2330115	503669	180473	100109	63107	61123	49885	19641	10016	11682	13200	13671	7556	3909	3265	5179	6913	5235	2849	1847	576	248	130	278	889	2115	5639	2204	1101	325	95	37	3	0	0	0	0	0	2115	1566	640	339	126	20	5	1	0	1552	930	100852817
rotifer_0.01_1x_30.hist	89277372	1720696	323008	135891	71799	43354	38393	18862	8277	9468	11043	12478	17347	14529	7517	2390	1377	572	387	953	1800	2946	9595	2806	164	90	19	5	0	0	0	0	0	0	6857	773	221	119	22	0	0	0	0	0	0	0	0	0	0	3641	96903138
rotifer_0.0_2x_17.hist	90043653	4295891	850355	307143	168369	106308	90962	60553	23841	27274	31813	33437	12836	7095	3670	3775	5988	7993	13293	7236	4693	1465	634	820	1751	5604	7439	2394	797	397	116	33	12	0	1034	6144	1765	962	191	9	2	0	0	0	0	0	0	0	0	8353	102517552
rotifer_0.0_1x_17.hist	88882108	4549146	595905	254492	141961	88747	138940	75843	29862	15228	7372	4235	5888	9721	12060	17451	27681	11532	1833	997	645	200	86	24	0	0	0	0	14716	8965	2655	788	314	35	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10362	101506692
rotifer_0.01_4x_30.hist	90571640	2043861	409740	157996	78368	49281	58744	28861	14361	16428	19162	14285	5483	4466	5540	8017	5410	2253	1163	2864	5409	1689	731	703	1501	3301	744	238	78	38	3247	964	384	43	12	1495	626	340	67	2	0	805	1236	462	76	24	9	2	0	1598	100251523
rotifer_0.0_4x_30.hist	85537493	2984397	609165	233778	120923	74323	62516	55844	32794	22439	26174	19483	7479	11658	14464	4601	5445	7268	7829	4261	2763	862	2877	5593	4081	2266	510	163	53	744	4957	1471	587	66	20	2215	2097	1142	227	11	2	1475	781	292	47	14	859	1448	481	624	99927819
rotifer_0.0_8x_17.hist	85913378	3740219	631578	259331	126726	79250	71443	63818	25127	25510	29756	20225	7763	10032	12446	11299	6512	3002	6320	6369	4130	1289	6125	3637	338	1082	2576	2744	913	455	1478	2955	1800	206	64	3	0	5074	1013	55	17	6	2	0	0	0	0	0	0	33106	87006472
rotifer_0.01_2x_17.hist	94138398	2697512	582961	205742	110938	70428	47888	42776	43296	22080	10689	5270	3935	6496	8059	11661	7772	3237	514	278	463	757	3596	6992	3340	1854	417	133	43	20	5	0	0	0	4344	2405	690	375	74	3	0	0	0	0	0	0	0	0	0	3948	102050756
rotifer_0.0_8x_30.hist	85428367	3051082	611263	235234	120536	74781	72107	49645	29062	33246	19637	12727	17694	12681	6561	6336	10050	6819	1655	4073	7693	3063	1326	1950	4167	3021	681	218	2740	2777	822	243	948	2844	904	55	14	243	3230	178	58	22	463	1800	299	98	43	13	3	2875	100025630
rotifer_0.001_2x_17.hist	90164929	3894628	798163	285599	158067	100252	74490	66540	57458	29302	14186	6995	6348	10480	13002	18814	14750	6145	976	530	460	752	3574	6950	7442	4133	932	299	98	48	13	2	0	0	10933	682	195	105	20	0	0	0	0	0	0	0	0	0	0	7623	101607074
rotifer_0.001_4x_17.hist	90455232	3699996	699315	262366	143987	89162	55188	27113	35359	40450	29965	14777	5672	7063	8762	12679	16241	6766	1075	584	823	1346	6396	12437	750	415	92	28	8	3	5290	3980	1591	182	57	2	0	0	0	0	3824	1566	830	310	50	15	6	1	0	3171	101156336
rotifer_0.001_1x_30.hist	85117212	2809334	478067	202179	108518	66250	58367	28676	15694	17953	20941	23662	25935	14336	7417	2359	1358	670	1409	3468	6551	10724	9448	2763	161	88	19	5	0	0	0	0	2491	7472	2376	147	41	21	3	0	0	0	0	0	0	0	0	0	0	7165	97139441
rotifer_0.001_8x_30.hist	86052316	2917552	584415	225619	114199	71396	56518	50485	28657	30703	22779	11233	12137	15102	7814	5368	8514	3546	5674	5983	3880	1211	4738	2973	478	1531	3643	1724	573	285	3217	955	381	499	2933	182	51	27	2243	947	314	128	66	1937	321	106	46	14	3	2275	100030880
rotifer_0.0_1x_30.hist	84992500	2923447	492047	208587	112759	69166	66865	32850	13393	15320	17870	20192	28072	15517	8028	2553	2707	3613	7607	9996	6483	2024	876	255	367	1176	2799	7463	2486	1242	367	108	42	3	0	0	4410	2404	479	25	7	2	0	0	0	0	0	0	0	6580	97444424
rotifer_0.01_1x_17.hist	91400005	1972393	401257	150269	84959	53506	67242	60066	34415	17551	8496	4189	1607	1691	2097	3034	4812	6424	12049	6559	4253	1328	574	167	8	3	0	0	0	0	2317	4633	1987	228	71	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5715	95969980
rotifer_0.0_2x_30.hist	85263975	3272319	587962	240045	115006	71379	49706	44401	65617	33464	16201	7989	8006	13219	16401	14293	8238	3431	544	567	1070	1751	8319	12087	710	393	87	27	8	3	2293	4585	1833	210	65	3	0	0	4964	1112	369	150	78	28	3	0	0	0	0	4240	100082420
rotifer_0.01_4x_17.hist	94310528	2523253	515270	186771	104286	65231	62676	30793	12329	14103	16450	18588	12642	6987	3614	3366	5339	7127	3000	1632	1058	713	3387	5348	313	173	38	11	1858	4020	1190	352	140	15	3	0	0	0	2510	1362	453	184	97	35	4	0	0	0	0	2430	101623518
