sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
rotifer_0.001_2x_17.hist	89950166	3946585	795021	284905	158076	100380	71892	64219	66358	33841	16384	8079	4292	7085	8790	12719	20175	11587	1842	1002	649	622	2957	5748	6656	3697	833	267	88	43	11	2	1437	4311	6174	384	109	58	10	0	0	0	0	0	0	0	0	0	0	6897
rotifer_0.001_8x_17.hist	86673177	3311888	616893	243200	119143	74956	78091	38366	30016	34337	22029	10863	15102	14484	7494	5075	8050	10746	1985	1726	3261	5337	5085	1487	580	1857	4420	1749	582	1176	347	102	5437	626	198	11	2	0	1510	2698	898	367	193	71	10	2	0	0	0	0
rotifer_0.0_4x_30.hist	85480315	3180651	592570	237905	114125	72119	76986	44033	28000	32031	26818	13225	9412	15541	13637	4338	5731	7650	1588	3909	7383	6560	2842	830	388	1241	2953	4020	1339	668	197	57	3972	1677	532	32	8	3	2778	1901	632	258	136	50	7	169	1062	353	116	2037
rotifer_0.01_4x_17.hist	94194105	2490508	502180	183381	102406	64060	64758	31815	14473	16556	19311	17739	6809	3763	3235	4680	7423	9908	2953	1606	1041	324	920	1787	3819	3769	850	272	89	43	12	2	2334	3027	962	59	16	7	0	0	1057	807	427	159	25	7	2	0	0	2287
rotifer_0.001_4x_17.hist	90327962	3740656	711747	264148	146702	91484	65589	32223	35485	40593	19653	9691	12870	21250	13919	4428	2551	1460	3073	7564	13405	4188	1813	529	100	321	764	2038	6079	3038	899	266	105	11	2	0	0	6029	2209	121	39	15	7	1	0	0	0	0	0	4311
rotifer_0.01_2x_30.hist	90632110	2128513	434921	161179	88808	55125	36903	27747	22723	11588	13259	14981	15340	8479	4386	1394	1458	1945	4095	6554	4250	1327	574	171	364	1166	2775	3559	1185	591	174	50	19	1	0	0	2367	2565	512	27	8	2	0	0	0	0	0	1970	655	392
rotifer_0.01_8x_17.hist	90705572	2305939	427112	169132	81356	51245	58280	28633	20401	23338	15970	7875	5659	9343	11193	3560	2051	2028	4269	4410	2859	892	502	975	2083	4269	963	309	102	50	907	1814	2612	300	94	4	0	0	381	1972	656	268	141	51	7	1	0	0	0	0
rotifer_0.001_1x_17.hist	87658291	37221623	7539616	2662749	1083453	648098	31752	15599	17116	19580	22838	25806	35878	59239	73499	23385	13479	5615	892	1159	2189	3583	17022	33097	29889	16604	3748	1206	401	199	58	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37769
rotifer_0.01_8x_30.hist	90342745	2114773	409097	158966	79181	49640	44441	31303	23512	18641	15062	7427	10325	8789	4547	3463	5493	5540	880	1793	3385	2903	1257	688	1470	3068	691	221	1650	1734	512	151	342	1026	1743	107	30	15	739	479	158	64	724	1071	177	58	25	7	1	1262
rotifer_0.0_2x_17.hist	89617976	4077083	813730	293142	163971	103701	86069	76884	38087	19423	13325	15056	20932	24475	12664	4028	2321	966	1702	4190	7914	12956	8398	2456	143	78	16	4	0	0	549	1097	10602	1222	387	23	5	2075	414	22	6	1	0	0	0	0	0	0	0	8360
rotifer_0.0_8x_17.hist	86152469	3400444	644100	253057	124152	78134	78689	38660	34952	34746	25369	12510	10432	17224	8912	4918	7800	10413	1655	1953	3688	6037	6761	1977	322	1029	2449	4477	1491	744	219	64	1666	3335	1060	1735	497	270	53	1	0	2774	1471	550	90	29	12	3	0	0
rotifer_0.01_1x_17.hist	94354759	5206217	572896	237663	131282	81613	74127	36418	14338	7311	6534	7383	10263	16946	21024	12283	7080	2949	468	253	163	50	62	120	256	821	1953	5209	7127	3562	1054	312	123	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6483
rotifer_0.0_1x_30.hist	86314390	4000356	804046	288294	160093	101738	71401	63780	70047	35723	17295	8528	5979	9872	12248	17722	10215	4255	676	777	1468	2402	11411	10829	636	352	78	24	7	2	0	0	3404	7440	2366	146	41	21	3	0	0	0	0	0	0	0	0	0	0	8777
rotifer_0.001_1x_30.hist	86554706	2998521	561854	228623	108250	67308	44005	39308	59375	41748	20212	9967	4407	7275	9026	13060	11630	4844	769	1010	1908	3123	14836	4340	254	140	30	8	1	0	0	0	2577	7730	2797	173	48	25	4	0	0	0	0	0	0	0	0	0	0	7807
rotifer_0.001_2x_30.hist	85991296	3078299	561230	228639	110791	68754	58816	52538	48018	24488	11855	11066	15384	18479	9561	3041	3402	4541	9560	8056	5224	1631	706	551	1177	3766	4139	1332	443	220	64	18	4080	4059	1290	79	21	10	1	0	0	1926	1672	626	103	33	13	3	0	2860
rotifer_0.01_1x_30.hist	90534283	1953711	417062	166473	73344	46315	24489	21874	33041	37798	18536	9140	3508	1938	1367	1978	3136	4186	8813	7658	4966	1551	671	195	10	4	0	0	4233	2115	625	184	72	7	1	3197	918	499	98	4	0	0	0	0	0	0	0	0	0	4255
rotifer_0.0_2x_30.hist	85094204	3187564	572862	235417	115355	70586	48132	42994	63253	32258	15617	7701	8385	13844	17176	11722	6756	2814	956	2354	4446	7278	7124	2083	121	66	14	3	7128	3563	1054	312	123	13	3	0	0	3047	4365	241	79	31	15	4	0	0	0	0	0	4997
rotifer_0.0_8x_30.hist	85434292	3100820	611685	237242	119191	74772	64057	35061	47089	24014	18353	20738	12883	9624	11940	5691	6492	8665	2920	3491	6594	3708	1825	3547	3358	1864	612	1632	3225	1611	476	140	1525	2250	714	43	11	1521	2936	162	53	20	10	781	1512	503	224	73	23	1585
rotifer_0.0_1x_17.hist	87582752	4200837	560746	239990	134010	83827	133076	79632	31354	15989	7740	3816	4064	6710	8324	12045	19104	25503	4056	2207	1430	446	192	55	2	0	0	0	693	9713	9305	2764	1104	126	39	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9432
