sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
moss_0.0_1x_20.hist	57956206	8477248	1917326	782274	373908	239294	226666	202477	305844	194232	94041	46378	17804	12216	15156	21931	34787	46439	97765	67989	44100	13780	5970	1746	101	55	11	2	0	0	84493	28372	11348	1308	415	24	6	2	0	0	0	0	0	0	0	0	0	0	0	61791	104318679
moss_0.01_4x_23.hist	66098908	6535018	1297329	541408	279003	170867	144886	129424	145452	74179	38880	43933	61080	53083	27468	17013	26986	36025	21423	11662	7564	6004	28518	8343	1301	4163	9909	12570	4189	2093	619	183	17131	6321	2010	124	34	18	2	12270	5659	2318	1229	460	75	24	9	2	0	15789	101109394
moss_0.0_2x_20.hist	56179781	9831138	2135162	826152	466055	293164	400407	196725	77459	82504	96238	108747	120198	66444	34382	10938	15456	20632	43436	66237	42963	13425	5816	3554	7594	24302	47749	15375	5124	2561	757	224	88	9	31505	26824	7711	4205	840	45	14	4	1	0	0	0	0	0	0	46690	104543415
moss_0.0_2x_23.hist	51626355	10905884	1965692	837630	459668	284632	237246	116561	98630	112832	131615	148724	75303	41626	21539	16826	26688	35628	75005	40835	26486	8276	3585	6781	14489	46366	33166	10679	3558	1778	11010	3270	1307	149	46	13093	28000	15272	3053	168	55	21	10	2	0	0	0	0	0	44670	108426533
moss_0.001_1x_novaseq_profR.hist	51859025	9836467	1715444	735261	410219	256488	331995	163113	64224	63828	74453	84130	116966	101517	52531	16713	9633	4013	6873	16919	31958	52319	77539	22688	1333	739	166	52	16	7	1	0	22792	48531	15440	964	276	149	28	0	0	0	0	0	0	0	0	0	0	48478	105398099
moss_0.001_1x_HiSeq2500L150R.hist	58272477	10391041	1870387	800766	445324	277925	417831	205285	80830	41222	39388	44508	61879	102171	126767	42615	24565	10234	13171	32420	61238	19135	8291	2425	141	77	16	4	20478	76786	22750	6758	2702	310	97	5	0	0	0	0	0	0	0	0	0	0	0	0	0	70004	105548138
moss_0.01_1x_25.hist	64550951	8665546	1322474	568456	319714	200781	337104	165623	65213	33257	29298	33106	46026	75996	94291	30000	17293	7204	1932	4757	8984	14708	61895	18110	1064	590	132	41	12	5	0	0	31044	16975	5400	336	95	51	9	0	0	0	0	0	0	0	0	0	0	35749	106297282
moss_0.01_4x_MiSeqv3L250R.hist	65860135	7146880	1329846	560073	296881	179686	133038	118840	152841	77948	37739	42644	59288	56600	29288	17852	28317	37801	16359	8906	5775	6752	32074	20305	1193	662	148	46	21881	10939	3240	961	383	43	12	10330	7284	3972	793	43	7581	3106	1647	616	101	32	13	3	0	17023	96890684
moss_0.0_4x_25.hist	51746183	8347522	1699749	718172	384411	234251	197480	176405	206760	105446	59105	66788	92855	51329	26560	27057	42917	57292	19652	15394	29078	38064	16493	4825	10309	32990	17739	5711	1902	950	5969	11938	15241	16716	5317	331	94	50	9	10824	12013	4922	2611	978	162	53	22	6	1	25449	102519060
moss_0.01_2x_novaseq_profR.hist	65226826	7344778	1333538	563484	301700	183880	104812	93627	141424	112542	54489	26871	25192	41595	51608	60639	34955	14563	2315	5155	9737	15941	39790	11642	683	378	84	26	16488	19296	5716	1697	678	77	23	0	0	0	26617	1477	491	200	105	38	5	0	0	0	0	21598	105783211
moss_0.01_4x_novaseq_profR.hist	65826242	6031923	1274715	525685	260650	163383	184129	164479	64762	73685	85951	46672	25916	42791	53091	32049	18474	8190	17242	32098	20819	6505	2817	4998	10679	19516	4405	1417	471	4456	14689	4363	1744	200	268	12094	3476	1895	378	20	2076	6677	3543	1327	220	72	31	9	6402	7636	102413183
moss_0.001_1x_25.hist	54633750	7322884	1675113	638827	363636	229828	342846	285370	112363	57304	27744	27409	38105	62918	78064	88225	50858	21190	3370	2750	5194	8503	40391	78538	6076	3374	761	244	80	39	10	2	27546	38605	12282	766	219	118	22	0	0	0	0	0	0	0	0	0	0	43869	100116827
moss_0.001_2x_23.hist	52525400	11168997	1911921	817257	452512	281695	252245	123930	93484	106945	124747	140963	54119	29916	19817	28675	45484	60719	53223	28976	18794	5872	3759	7309	15618	49978	32969	10616	3537	1767	522	154	60	6	0	41119	15857	8648	1728	95	30	11	5	0	0	0	0	0	0	41416	108968937
moss_0.01_8x_23.hist	66491193	5498676	1244734	491550	250777	157767	142855	127609	106874	59019	68844	59217	32772	54112	33257	16825	26687	35626	9034	9476	17898	19927	8634	2664	5692	18215	4112	1323	2158	12872	3812	1131	2036	6109	9342	582	166	89	10253	1620	539	219	115	8751	1457	484	216	71	22	9867	98657520
moss_0.0_1x_MiSeqv3L250R.hist	50166880	9904890	1736806	745006	416598	260800	319186	156819	109229	124957	145758	71883	27597	17270	21427	31005	49180	65653	72996	39741	25777	8054	3489	1020	59	31	6	0	3192	44695	61099	18153	7260	836	265	15	3	0	0	0	0	0	0	0	0	0	0	0	0	58934	98477838
moss_0.0_1x_25.hist	53140416	8134272	1839431	704349	399092	251633	378364	185895	73195	68483	79882	90266	125497	69373	35897	11421	6913	9227	19425	47816	90318	32599	14125	4132	242	133	29	8	1	0	29654	57225	22889	2639	838	51	13	6	0	0	0	0	0	0	0	0	0	0	0	55691	102634733
moss_0.0_8x_23.hist	53485810	6963298	1590272	641088	327709	206794	245596	163259	140302	116294	73733	83317	57170	37357	46349	39659	32492	43375	32003	17423	18864	30882	23289	6813	14559	17024	10093	17706	5901	2949	7001	14002	13020	1501	476	28	13642	7440	1487	81	26	7592	8707	3264	543	687	2686	894	297	15045	96685228
moss_0.001_8x_MiSeqv3L250R.hist	54790308	7064669	1573274	649987	324236	205237	282670	138879	123757	141577	68548	52025	72330	39983	33813	48928	42155	17563	30062	38017	24659	7704	29134	17034	2843	9097	21650	14782	4926	2462	5961	11922	11547	1331	422	132	14610	7968	1592	87	28	4326	10744	4028	670	222	98	31	9	17444	88215832
moss_0.0_8x_HiSeq2500L150R.hist	55810855	22722852	4425591	1676522	945363	594523	534914	262810	187421	214409	195850	96588	61449	101461	125886	48278	27830	31814	66976	36463	23651	11915	56598	33641	2792	8933	21260	56694	18897	9447	2798	4683	51926	5989	1904	118	32	11055	47499	2637	878	358	189	70	10	2	27222	15610	5202	3120	100890558
moss_0.0_8x_novaseq_profR.hist	53069915	6582741	1513287	608500	312327	196939	209732	187350	122886	125841	71030	80263	48866	40490	50237	43420	25029	27565	43458	23659	18261	29895	18247	5338	9799	31356	8103	2608	1690	23666	8053	2391	1915	5744	17314	1081	309	167	7335	8611	2869	1175	622	5917	5690	1895	848	281	92	13969	99218288
moss_0.01_1x_MiSeqv3L250R.hist	64695312	10786638	1748744	686914	391497	247592	289201	258339	126465	64496	31226	15399	18048	29800	36973	53502	84864	80271	12769	6951	4507	1407	609	177	9	4	0	0	58199	31844	9434	2802	1119	128	39	1	0	0	0	0	0	0	0	0	0	0	0	0	0	47472	110373761
moss_0.01_2x_HiSeq2500L150R.hist	69120623	9916518	1673258	705251	374749	227206	116656	83503	126132	144294	110155	54325	20855	17829	22120	32008	50770	67776	22000	11977	7767	2426	1200	2334	4986	15956	37976	12228	4075	2036	602	178	70	7	1	21376	9224	5030	1005	54	17	6	2	0	0	0	0	0	0	32452	106566703
moss_0.0_8x_20.hist	54337641	8163351	1772587	733797	368459	232695	268183	145270	189722	96757	74301	83959	70034	38714	29025	41999	66619	27757	9523	23440	44275	29598	12825	8257	17644	25731	5809	1869	6133	29664	8788	2610	1043	119	36	1	0	71894	14377	797	264	107	56	20	2	0	0	0	0	0	64528489
moss_0.0_4x_23.hist	52019484	9189157	1809240	764945	410264	250340	212313	189656	224151	114316	55348	51002	70908	96187	49773	15835	16806	22434	47230	53017	34388	10745	4655	6479	13844	44300	18858	6072	2023	1010	7400	14799	20965	2417	6928	432	123	66	12	20159	9222	3778	2004	750	124	40	17	4	0	27223	102351951
moss_0.001_4x_23.hist	53837001	8731838	1725767	729409	390815	238308	207298	185176	200389	102197	52329	59130	82208	63846	33037	22513	35710	47671	38630	21031	13640	10965	52083	15239	2018	6456	15365	24190	8062	4030	1193	353	20601	14959	4758	296	84	44	7	10160	12381	5073	2691	1008	167	54	23	6	1	25049	101915111
moss_0.001_8x_HiSeq2500L150R.hist	56364153	22369362	4236292	1609258	906259	569551	503869	247557	162801	186244	217247	107140	47444	78338	97196	73406	42315	17630	26406	64999	42160	13174	12654	24605	31973	20316	48352	15570	5189	2593	7777	15553	57220	6599	2098	130	36	18	12682	28789	9595	3931	2085	781	129	42	17	4	26615	22107	100315694
moss_0.001_4x_HiSeq2500L150R.hist	57952130	14717493	2458364	1043349	565896	347872	221126	132659	200382	229236	110990	54736	41444	68431	84904	45347	26140	12538	26394	64970	42142	13168	5705	7700	16454	52652	27214	8762	2919	1458	3251	6501	36673	4229	1344	83	22	11709	30798	1710	569	232	122	44	6	1	0	0	0	41372	110934254
moss_0.001_4x_MiSeqv3L250R.hist	53734883	9441285	1772315	752353	408355	251133	163938	137254	207323	157669	76339	37647	41144	67935	76761	24423	18851	25165	52979	28843	18708	5845	26456	51442	5191	2883	2136	5696	23864	11931	3534	3010	28116	3242	1030	63	17	8	5417	18976	6324	2590	1374	514	84	27	11	2	0	28659	95546864
moss_0.0_2x_25.hist	50557685	10856907	1926047	822492	454144	282253	248989	122331	95322	109047	127200	143735	73420	40585	21001	14892	23622	31534	66386	59362	38504	12031	5212	2009	4292	13733	32685	40120	13372	6685	1979	587	233	25	7	3149	32598	17780	3555	196	64	25	12	3	0	0	0	0	0	41477	109773805
moss_0.001_4x_novaseq_profR.hist	53597820	7789620	1646984	687908	355442	219521	215239	192270	166911	85123	72291	81688	72865	40279	21329	30864	48956	65355	14259	8782	16588	27156	43732	12795	881	2819	6710	17893	22898	11448	3391	1006	401	45	26424	4098	1177	641	127	6	10966	9439	5009	1877	311	102	45	14	3	20604	102797616
moss_0.001_1x_23.hist	56307772	8477027	1949768	724887	415968	263978	320511	286307	185336	94520	45763	26389	36688	60577	75159	86049	49604	20667	5399	13289	25101	41093	50849	14878	874	484	108	33	10	4	36566	49051	19619	2262	718	43	11	5	0	0	0	0	0	0	0	0	0	0	0	57115	105358553
moss_0.0_2x_MiSeqv3L250R.hist	51332370	11175704	1927123	824467	457641	285295	263316	129370	89865	102804	119918	135506	97522	53909	27895	8874	12876	17188	36185	89071	57775	18053	7822	2287	1728	5528	13157	35085	24369	12183	3609	1071	427	48	14	0	33592	18322	3663	202	66	26	12	3	0	0	0	0	0	45127	100364867
moss_0.001_8x_novaseq_profR.hist	54506209	6487951	1488438	598509	305550	192907	247107	127317	169793	96679	66266	74879	59378	32823	40724	54404	31361	18702	39373	30593	19843	7492	35264	10317	4519	14461	19561	6298	2098	16402	7568	2247	3395	10186	8307	518	5791	3157	5618	5173	1723	705	1031	12156	2025	674	301	99	32	13733	99607148
moss_0.01_8x_HiSeq2500L150R.hist	63585665	20298174	2622770	1111052	599342	367118	179970	160764	218594	111482	53976	60992	84796	65223	33750	21516	34128	45559	42916	23364	15154	4734	18392	35762	13977	7764	2593	6915	21525	10761	3187	946	5567	16701	5313	331	94	50	17489	3475	1157	473	250	92	10657	3551	1591	529	175	12053	97090474
moss_0.01_2x_20.hist	66863403	8593512	1464177	620067	334171	204571	143034	70274	88247	100954	117759	66857	25667	15543	19283	27903	44260	59085	23102	12576	8156	2548	5864	11402	24364	13534	3055	982	326	162	12252	10472	4187	482	152	8	18287	9973	1993	109	35	13	6	1	0	0	0	0	0	26787	104129535
moss_0.0_4x_MiSeqv3L250R.hist	51425369	10489645	1894881	807425	443065	274346	212567	111138	167876	192049	99900	49267	38662	63836	79203	30964	17848	20331	42802	53253	34541	10793	4676	8504	18171	58147	14246	4586	1527	762	225	65	43598	5028	1598	98	27	13	15293	13323	4440	1818	964	360	59	18	7	1	0	32551	96309016
moss_0.0_4x_HiSeq2500L150R.hist	57412716	14032910	2386811	1015747	555344	343098	251486	124055	187386	214368	117397	57896	46552	76864	91784	29203	18923	25261	53180	50065	32473	10147	5142	9998	21363	68363	19306	6216	2071	1034	2175	4350	42469	4898	1557	96	26	13	41785	2320	772	315	166	61	9	2	0	0	0	41611	108832649
moss_0.01_2x_23.hist	65203300	7802016	1362583	577623	312255	191536	143457	70481	74517	85246	99436	84908	32597	18019	22356	32349	51312	36320	5777	3534	6674	10926	43948	12858	755	418	93	29	7678	25157	7452	2213	884	101	31	0	0	17598	9656	535	177	71	37	12	1	0	0	0	0	23971	104201626
moss_0.001_2x_HiSeq2500L150R.hist	61566620	10127819	2280594	855203	486864	307725	401084	310804	122378	62411	52891	59766	83093	125364	64871	20639	16704	22299	46945	25557	16577	6379	30300	58916	31961	17755	4008	1289	428	213	62	17	5687	17061	54694	3417	981	534	105	4	0	0	0	0	0	0	0	0	0	52020	105434054
moss_0.0_4x_20.hist	50641492	15951133	2471413	1057805	587912	366781	313122	153840	125486	143555	167452	134981	51822	28646	30391	43976	69755	93120	14813	8064	5229	7285	34606	67289	28118	15620	3526	1134	377	187	39793	29127	11649	1342	426	25	6	2	23772	16978	5658	2318	1229	460	75	24	9	2	0	37265	112646946
moss_0.01_8x_20.hist	66571341	6376034	1341675	551420	270299	170896	219678	107930	83292	95286	56471	43575	60582	43278	22394	32059	34860	14524	12684	26592	17248	5389	7716	15004	9523	5290	3117	8312	9766	4882	1445	428	6333	8909	2833	176	49	9981	1995	109	2192	897	2759	6578	1095	364	162	53	16	11505	96175656
moss_0.001_2x_20.hist	55941598	11163402	2096862	855525	476852	297978	348405	171175	67399	76317	89021	100593	125387	69313	35866	12919	20491	27355	57588	41397	26851	8390	4961	9645	20610	65953	19515	6283	2093	1045	308	90	35	3	18922	33147	9529	5196	1038	56	17	6	2	0	0	0	0	0	0	46367	106954147
moss_0.001_8x_25.hist	54743926	6510543	1495500	599020	307426	193874	205949	183971	142468	77620	90540	84519	32448	52232	50024	22995	36474	48691	21255	15480	29240	28605	12394	6141	13123	28750	6491	2089	1373	19234	13675	4062	1623	186	8699	12449	3578	1950	389	46	10809	4429	2350	1268	5373	1790	801	266	87	13989	98608599
moss_0.001_1x_MiSeqv3L250R.hist	53446168	10315473	1767980	758207	423695	265147	290949	142947	215922	134620	65179	32143	16272	26867	33334	48236	76511	102139	46140	25119	16293	5090	2204	644	36	19	3	0	5790	81061	38153	11335	4533	521	165	9	1	0	0	0	0	0	0	0	0	0	0	0	0	62746	102790327
