sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
rotifer_0.004_1x_1.hist	86710927	2623360	524366	195045	109590	68786	82877	40717	16031	18339	21391	23839	9151	5058	3742	5413	8586	11461	6037	3286	2130	664	402	780	1667	5334	1203	386	127	62	17	4	3378	5701	1813	112	31	16	2	0	0	0	0	0	0	0	0	0	0	5794
rotifer_0.008_2x_1.hist	89763413	2274984	463802	173248	95567	59360	49202	24173	15755	18023	21023	19381	7440	4111	4463	6457	10242	4266	677	1491	2815	4608	2070	604	176	565	1344	3583	2377	1187	350	103	40	3	0	0	1612	3396	678	36	11	3	0	0	0	0	0	0	0	3465
rotifer_0.006_1x_1.hist	90253229	2679862	589830	209289	114097	72531	51854	46320	54743	27918	13516	6665	2557	3768	4674	6762	10726	14318	6022	3277	2125	663	286	82	14	46	110	293	4565	2281	675	199	5507	1486	471	28	7	2	0	0	0	0	0	0	0	0	0	0	0	6353
rotifer_0.001_1x_1.hist	85680621	2904950	542655	222425	108032	65419	31481	28120	42475	48591	35909	17708	6797	3756	2116	3061	4854	6479	13640	7547	4894	1528	661	317	676	2164	5150	2375	790	394	115	33	103	310	9092	567	162	87	16	0	0	0	0	0	0	0	0	0	0	7832
rotifer_0.01_2x_1.hist	90673340	2129481	455319	165061	92555	58031	66554	32698	12873	11202	13066	14764	15504	8570	4433	2798	4438	5923	1150	625	404	661	3141	6107	2197	1219	274	87	28	13	1025	2049	2845	327	103	5	0	0	0	0	697	1646	873	326	53	16	6	1	0	1613
rotifer_0.004_2x_1.hist	87656799	2680165	532065	201626	110593	68461	49100	24122	23868	27304	31849	17347	6659	3742	4643	6717	10568	4402	2537	6244	7009	2189	947	276	114	364	866	2310	5837	2917	863	255	101	10	2	0	0	886	4658	257	84	33	16	5	0	0	0	0	0	4465
rotifer_0.006_4x_1.hist	88557587	2679229	476178	192473	91728	57958	61374	46530	18320	18138	21156	16988	6521	6414	7957	10576	6096	2539	1630	4013	5414	1691	731	546	1165	3729	3237	1041	346	172	49	13	5216	600	190	10	2	1880	601	32	9	3	1362	509	83	26	11	2	0	2506
rotifer_0.002_2x_1.hist	86383222	2865210	527462	215437	103368	64242	51465	45972	51162	26092	12632	7551	10498	17332	18561	5904	3403	1416	1143	2814	5315	8701	4936	1443	83	45	9	1	6070	3804	1126	333	132	14	3	0	0	0	5463	1047	348	141	74	26	3	0	0	0	0	3826
rotifer_0.004_8x_1.hist	87576062	2642501	523698	203012	101546	63696	55920	35917	36142	18431	21499	16205	6220	8951	11105	8026	4625	2175	4578	5903	3828	1195	1834	3566	2124	1179	661	1763	3036	1517	448	132	626	1877	1859	115	32	16	1800	693	230	93	48	1112	635	210	93	30	9	1632
rotifer_0.0_1x_1.hist	84342563	2914951	499841	210932	112495	68379	53409	26240	16316	18665	21771	24600	31306	17304	8953	2847	1640	1463	3079	3761	7103	11628	6430	1880	109	59	12	3	0	0	0	0	9521	4285	1362	84	23	11	1	0	0	0	0	0	0	0	0	0	0	7254
