sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
rotifer_0.006_2x_1.hist	88938676	2407561	452129	183653	86406	54695	53644	47919	32306	16475	10428	11783	16381	15159	7843	2494	1437	1122	2361	5811	9578	2992	1295	378	116	372	885	2359	3993	1995	590	174	68	6	1	0	2269	2778	554	29	8	2	0	0	0	0	0	0	1205	2936	99613122
rotifer_0.01_2x_1.hist	90774090	1958886	423157	155327	86338	53867	55610	27321	13761	15741	18361	17285	6635	3667	2229	3224	5114	6826	6011	3271	2121	661	285	157	335	1072	2552	4338	1445	721	212	62	23	1	0	0	1637	3029	604	32	9	3	0	0	0	0	0	0	0	2878	99725828
rotifer_0.02_2x_1.hist	93865118	1408645	303547	109420	61261	38377	44844	22032	8674	7676	8953	10116	7306	4038	2088	707	1122	1496	3150	4372	2834	884	382	110	100	320	761	2006	667	332	97	28	10	0	2262	731	209	113	21	0	0	0	0	0	0	0	862	581	192	114	99967586
rotifer_0.02_8x_1.hist	93693280	1430950	284455	108342	54774	33944	30691	17526	19244	9813	7357	8312	5355	3448	4277	1630	2362	3153	2594	1411	914	1031	2310	675	256	818	1475	474	157	785	758	224	88	9	1628	100	27	14	1	704	348	141	74	26	3	27	488	161	52	545	99937684
rotifer_0.01_1x_1.hist	90893446	2092800	463866	165010	90389	57440	43879	39196	44631	22760	11019	5433	3544	5851	7259	10056	5796	2414	383	898	1695	2774	7544	2206	128	70	14	3	0	0	0	0	9018	1039	329	19	4	1	0	0	0	0	0	0	0	0	0	0	0	4110	99478596
rotifer_0.002_4x_1.hist	86567798	3084620	545326	222247	105818	66874	70994	47716	21458	24547	28633	16488	6329	9280	11513	7214	4393	5864	7831	4262	2763	862	3091	6010	1930	1071	240	76	289	4051	3071	911	363	40	12	0	2955	2255	450	24	7	1	0	2018	335	110	48	15	4	2724	99898030
rotifer_0.002_2x_1.hist	86326103	3083145	590278	222419	122995	76509	56763	27887	25725	29428	34326	18333	7037	3889	3683	5329	8452	11283	8003	4356	2824	881	381	416	888	2840	6760	3343	1113	555	163	47	18	1	0	3155	3090	1684	335	17	4	1	0	0	0	0	695	2879	958	574	99543426
rotifer_0.008_1x_1.hist	90967998	2440987	524919	189069	105738	66617	67767	55851	21990	11214	5971	6747	9379	15485	19213	6379	3676	1530	242	339	640	1047	4973	9668	1543	856	192	60	19	8	1	0	0	0	818	4849	1393	758	150	7	1	0	0	0	0	0	0	0	0	4309	100744211
rotifer_0.01_8x_1.hist	90359828	2073596	412344	158346	80442	49895	43759	38833	18509	21173	12218	10562	11202	6191	4774	6908	4299	1867	3931	3397	2202	687	1553	3020	1536	852	256	683	2689	1343	397	116	826	1964	624	38	9	4	785	1005	334	136	71	879	161	52	22	6	1	1539	99708431
rotifer_0.001_8x_1.hist	85987016	2971785	589957	228317	114979	71896	53502	47791	38618	19694	22971	17485	14544	8042	9977	9485	5467	3173	6681	5905	3829	1195	2744	5334	1762	978	882	2351	2656	1327	392	115	1251	2794	888	54	14	1065	2372	130	42	150	1495	559	92	29	59	1630	542	437	99296357
rotifer_0.02_1x_1.hist	94901100	1283696	280896	104630	56979	35115	30651	15058	5928	5869	6845	7734	10752	6794	3514	1117	643	416	876	2155	4070	3323	1438	420	23	12	1	0	0	0	0	0	3623	1703	541	32	8	3	0	0	0	0	0	0	0	0	0	0	0	2505	100109929
rotifer_0.006_8x_1.hist	88682939	2400639	482668	185715	94116	58641	47647	42562	29405	15721	18337	17160	8273	7303	8190	8073	4653	2750	5789	3301	2140	795	3775	3958	252	807	1921	2272	756	377	687	1373	2110	242	76	3	1436	1532	305	15	4	0	1185	1030	170	55	24	7	495	1662	99452900
rotifer_0.002_8x_1.hist	86454909	2924121	564086	219958	109945	68952	52616	47000	35728	19626	22892	14901	8845	14604	8439	4224	6699	8943	4068	2213	3913	4829	2091	1068	2281	4282	965	310	249	3496	1777	527	209	23	3214	199	56	29	938	2265	754	308	162	59	8	762	340	913	692	414	99352491
