sample	rotifer_0.001_1x_20	rotifer_0.001_1x_23	rotifer_0.001_1x_25	rotifer_0.001_1x_HiSeq2500L150R	rotifer_0.001_1x_MiSeqv3L250R	rotifer_0.001_1x_novaseq_profR	rotifer_0.001_2x_20	rotifer_0.001_2x_23	rotifer_0.001_2x_25	rotifer_0.001_2x_HiSeq2500L150R	rotifer_0.001_2x_MiSeqv3L250R	rotifer_0.001_2x_novaseq_profR	rotifer_0.001_4x_20	rotifer_0.001_4x_23	rotifer_0.001_4x_25	rotifer_0.001_4x_HiSeq2500L150R	rotifer_0.001_4x_MiSeqv3L250R	rotifer_0.001_4x_novaseq_profR	rotifer_0.001_8x_20	rotifer_0.001_8x_23	rotifer_0.001_8x_25	rotifer_0.001_8x_HiSeq2500L150R	rotifer_0.001_8x_MiSeqv3L250R	rotifer_0.001_8x_novaseq_profR	rotifer_0.01_1x_20	rotifer_0.01_1x_23	rotifer_0.01_1x_25	rotifer_0.01_1x_HiSeq2500L150R	rotifer_0.01_1x_MiSeqv3L250R	rotifer_0.01_1x_novaseq_profR	rotifer_0.01_2x_20	rotifer_0.01_2x_23	rotifer_0.01_2x_25	rotifer_0.01_2x_HiSeq2500L150R	rotifer_0.01_2x_MiSeqv3L250R	rotifer_0.01_2x_novaseq_profR	rotifer_0.01_4x_20	rotifer_0.01_4x_23	rotifer_0.01_4x_25	rotifer_0.01_4x_HiSeq2500L150R	rotifer_0.01_4x_MiSeqv3L250R	rotifer_0.01_4x_novaseq_profR	rotifer_0.01_8x_20	rotifer_0.01_8x_23	rotifer_0.01_8x_25	rotifer_0.01_8x_HiSeq2500L150R	rotifer_0.01_8x_MiSeqv3L250R	rotifer_0.01_8x_novaseq_profR	rotifer_0.0_1x_20	rotifer_0.0_1x_23	rotifer_0.0_1x_25	rotifer_0.0_1x_HiSeq2500L150R	rotifer_0.0_1x_MiSeqv3L250R	rotifer_0.0_1x_novaseq_profR	rotifer_0.0_2x_20	rotifer_0.0_2x_23	rotifer_0.0_2x_25	rotifer_0.0_2x_HiSeq2500L150R	rotifer_0.0_2x_MiSeqv3L250R	rotifer_0.0_2x_novaseq_profR	rotifer_0.0_4x_20	rotifer_0.0_4x_23	rotifer_0.0_4x_25	rotifer_0.0_4x_HiSeq2500L150R	rotifer_0.0_4x_MiSeqv3L250R	rotifer_0.0_4x_novaseq_profR	rotifer_0.0_8x_20	rotifer_0.0_8x_23	rotifer_0.0_8x_25	rotifer_0.0_8x_HiSeq2500L150R	rotifer_0.0_8x_MiSeqv3L250R	rotifer_0.0_8x_novaseq_profR
rotifer_0.001_1x_20	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005804282448131914	0.00041872489866312534	0.0003019990314754306	0.0007965217209938702	0.0003254815699142988	0.00024504413793213775	0.010157705094821945	0.010117693737490496	0.010119963195309056	0.009650470771575326	0.010225821154868697	0.010248893319467989	0.010835350385363762	0.010544174722010968	0.010621998859619342	0.010482765897226964	0.010709010137928243	0.010471465861497165	0.01070743967747445	0.010809676936673007	0.010793329090984405	0.010576268543092349	0.0107154110897828	0.010971803379473677	0.011390571970002927	0.011258749754552655	0.01120845345113164	0.01153312503631132	0.011223574483640308	0.011176117435674371	0.00029611249130323536	0.0005563974861583221	0.0007314168212482208	0.0004321442073779158	0.000430117241199679	0.0008749808164923989	0.0006020668501925952	0.0008106761395670903	0.00068683957857818	0.0010028194808808788	0.0007272694798269308	0.0008246651777984448	0.0005755174769892513	0.0008333851999846598	0.0007906433718953831	0.0006059492516933274	0.0006070118177325945	0.0008706090263373989	0.0016468551421291444	0.001393309990134095	0.0013181740697844058	0.0018191163399757793	0.001352606001834622	0.0012853268767143433
rotifer_0.001_1x_23	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7514833739169546e-05	0	0	0.0002846973532650843	0	0	0.0005297148820553321	7.449518367663721e-05	0	0.009714375089446836	0.010165244049028077	0.010462113596147904	0.010309980782248984	0.010115692366358564	0.010290921344666026	0.010866767022251311	0.010607197449249761	0.010623695270134736	0.010734461827682451	0.010557516209633855	0.010578525658917926	0.01097833902825951	0.010861669460172863	0.010740114310258786	0.011181719567015191	0.010942221597475044	0.010859686486747844	0.011244343035252902	0.011171780892975991	0.01106066664627603	0.011424205547678534	0.011056270597250561	0.011060057911612353	0.00032112661343774995	0.0002613237368395138	0.00041358289360715617	0.0005080688732403971	0.00021053384155778065	0.0004930326280659925	0.0006118561813563961	0.0005742013553439174	0.0004954651609998528	0.0006782694171171277	0.00042341701252701647	0.0005975564481459639	0.0005092901778407377	0.000540120767209773	0.0005049103895450324	0.0008036746994396493	0.0004885760420715313	0.0005362280957812438	0.001292478329944391	0.0010448605590229754	0.0009155720652782584	0.0014545569888785304	0.0010173239734333483	0.0009084806108654586
rotifer_0.001_1x_25	0	0	0.0	6.0401167861212635e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00036862991193231665	9.696458384844675e-05	0	0.0005999225676815989	7.969088525583423e-05	0	0.00996227414554518	0.010193374000133981	0.010289551404030317	0.009859679390003762	0.010313259360676064	0.010255938511528506	0.010855203008726	0.010593933882239503	0.0107000992846491	0.010997348504287574	0.010568994877534266	0.010354875559590582	0.010794085165701683	0.010723005576042333	0.010719802134885326	0.010988330081703301	0.010810423816960735	0.010814963211104311	0.011369634993660949	0.011125064159867137	0.011065686930885166	0.011413089464852755	0.011047241797639717	0.011051945713253963	0.000505786294328181	0.0007873889467916451	0.0004880315366525556	0.0007343513515116751	0.0005254046473909257	0.0005264172093274455	0.0005716681426536363	0.0006337830669777	0.0005057275814912554	0.0006760359733269938	0.0005109096057146489	0.0006393551749713788	0.0004979829078325393	0.000598545146354823	0.00046890021816980987	0.0006487948337435823	0.0005083492994318872	0.0005710736236241853	0.001360899647031677	0.0011018247305621953	0.0009900504907834895	0.0016397010153761382	0.0010926284767370786	0.0009357122278872421
rotifer_0.001_1x_HiSeq2500L150R	0	0	6.0401167861212635e-05	0.0	0	0	0	1.8377864105523223e-05	0.00034989985254463285	0	8.917733926749882e-05	0.0003240948076412842	9.054703639066464e-05	0	0.00014914903170348826	0	0.0001989069475921701	0.0002210049531291558	0.0009553656142570199	0.0008061398763177241	0.0007979515480691646	0.0009971803290063086	0.0007941921665655105	0.0007564622246795105	0.010318067169083012	0.010828384305512029	0.010565610458177055	0.009950596779103371	0.010554897275011355	0.010530295161499614	0.011069594516231462	0.010852558539794055	0.010957162769883011	0.010879796043989587	0.010772868740236308	0.011151541945183419	0.011191723917437169	0.011083605034074906	0.01114127996183878	0.011536346513189022	0.011047316233089965	0.011156701222745369	0.011828091775429428	0.011677766574133108	0.011678377255429973	0.011946684609022373	0.011732115523238051	0.011626819113289444	0.0006780968868287385	0.0007525688609935077	0.0009137398507219618	0.0007691503927894638	0.0008560333519189722	0.0008756224241849297	0.0009451966429773195	0.0010264394624570627	0.0010383624622549714	0.0011028463848096193	0.0008659131063347703	0.0013731698172321227	0.0008741305815241907	0.000941535730944798	0.0010970595057737675	0.0009619746349904812	0.0009111108519580524	0.0012582007565141717	0.0019959520930517005	0.0017425855156923964	0.001705885925246009	0.0020772187158902833	0.0017827062794177895	0.0017330382714995096
rotifer_0.001_1x_MiSeqv3L250R	0	0	0	0	0.0	0	0	0	0	9.314650652070267e-05	0	0	0	0	0	0.00013518739952755876	0	0	0.0005675107182653294	0.00031517569198913353	0.00021991681017685671	0.0007435195524169158	0.0001595013382733601	0.00020582005575309203	0.009933158352831595	0.010000935128650412	0.010208662019598025	0.009854530371881554	0.00995131125610571	0.010268004213545123	0.01065853603603406	0.010555091487599144	0.010588705749309146	0.010546990330507988	0.010454021152658144	0.010460573815488261	0.010715385393245347	0.010562154717903227	0.010683679357226916	0.010620334186307256	0.010478412054242825	0.010715366031856632	0.011323521158496774	0.011061149310562013	0.011064987910215263	0.011390885534262818	0.011098694992595859	0.011043588995935605	0.0003938908928335927	0.0005713358599729323	0.0005790086523470572	0.0005349724565845149	0.0004613346141050245	0.0005652653922253448	0.0007221242833866937	0.0007847876846822643	0.0006956540958181767	0.0005220843542963483	0.0006192026551146146	0.0008090253196879615	0.0005822515927967897	0.0007165744626695947	0.0008069887407124998	0.0007828318374474286	0.0006198055314421413	0.0007278660841510964	0.0015266380005294344	0.0012638784698761896	0.001175877524650648	0.0016517771628913325	0.0012462118585160331	0.0011483524110994514
rotifer_0.001_1x_novaseq_profR	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017807341064290938	0	0	0.00038191922040231585	0	0	0.009917903112162785	0.01036446942326763	0.010104978203362092	0.009985839447311018	0.010335772661194897	0.010194841658345832	0.010920786531792848	0.010378764607163693	0.01050596905086898	0.010708535121062512	0.010643375174621217	0.010344450398071747	0.010840108089817946	0.010678737908599967	0.010690679085657129	0.010708352767939577	0.0105575704541363	0.010713181950053996	0.011176865109510215	0.010991495094155979	0.010869303461248148	0.011313289632394197	0.010938458375470916	0.010855476296488531	0.00026069517657811847	0.0003416010096155553	0.0002659467333144816	0.0005318716726324668	0.00021619282430795916	0.00026860580339416185	0.0005179743866774444	0.00028460945196728815	0.00029115071852559016	0.0006653338752050653	0.0003288548885824749	0.00041601427958093407	0.00022615090153399464	0.00041686894818804276	0.0002548762739839061	0.0005818706556620645	0.00019419700075362645	0.00037293774104407706	0.0011886135348593285	0.0008844325058510183	0.0007493322502253319	0.0014169451913289555	0.0008401254134190461	0.0007214062833850177
rotifer_0.001_2x_20	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0002804240812681602	0.0001978755064203641	0.0001688026379477181	0.00040127775220133444	0.00011924511100835922	0.00017743486077792525	0.010423592116817315	0.010599486487268384	0.010539802790440977	0.010151544673202673	0.010319158758538505	0.01025253343762178	0.010642249841688045	0.01063606673101003	0.01069640369006919	0.01043578701496406	0.010414746377796158	0.010552578277087	0.010655177592476472	0.010552816811521981	0.010628753130006996	0.010697448160799317	0.010515110164171504	0.010746520205938803	0.011206197471430923	0.01113274223078975	0.01111513665554087	0.01126086706660634	0.011140891296407274	0.011135885365752052	0.0006919262813852578	0.0008951297408449355	0.0008182373221937711	0.0010924812656341043	0.0007277894339897673	0.0007795531951838575	0.00063415649440135	0.00068978406946818	0.0006927088372344903	0.0008352860526238404	0.0007783702634538425	0.0009053429957497361	0.0004163171516611275	0.0006004200170843799	0.0007604113370665022	0.0006185214376580594	0.0004544149430059097	0.0007024516632874178	0.0013384848226427604	0.0012440649803147075	0.0011954834413366866	0.001416188986232192	0.0011519969916451434	0.0011908790949098913
rotifer_0.001_2x_23	0	0	0	1.8377864105523223e-05	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0.00017721656208280478	0	0	0.00028185575805839136	0	0	0.010247599841017974	0.010509086910495236	0.010397408546607312	0.010152107484861506	0.010464750297418002	0.010498870892006296	0.010713692251047902	0.010659466984421662	0.010634594631995009	0.010752649723391294	0.010578416863188944	0.01055852405616342	0.010767284624684348	0.010693020850998436	0.010730680791935843	0.01084981246968586	0.010759376805325349	0.010750222586262015	0.011192822573312333	0.011087535590528774	0.011036942256614335	0.011249395695698716	0.010994341234504046	0.011025727557192777	0.0006963108181256006	0.0006207244235445497	0.0005809177935186538	0.000988075664759891	0.0008011235399327798	0.0005955886329545024	0.0006766934154146531	0.0006061412141352696	0.000599127947164213	0.0009131984761797662	0.0004677092814118211	0.0007510062121673933	0.0004779850160780974	0.0005242206937535743	0.0005629015671423376	0.0007028111760521982	0.000540269285929651	0.0005787748048825536	0.0012066033269794163	0.0010140472514162946	0.0009765766962840372	0.00130708474670449	0.0009940419292751024	0.000953113307396336
rotifer_0.001_2x_25	0	0	0	0.00034989985254463285	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.00017184975555251114	0	0	0.0003099897575131738	0	0	0.01011871523410035	0.010525929167160109	0.010447240548855485	0.010378763637536537	0.010423578857827964	0.010392644409074059	0.010796807214347948	0.0105492063189494	0.01071200755312196	0.010771999727374304	0.010487524882907495	0.010504548543162628	0.010799965412280899	0.01068824511097255	0.010715056364537845	0.011004670412876671	0.01080491455121435	0.010711634884800536	0.011120269212131717	0.011041089011832317	0.010951801968177577	0.011257265481160017	0.010961415257679241	0.010958611107441563	0.000682692596525869	0.0006767532892384409	0.0007842643924010906	0.0009738876688524245	0.0008845065467827373	0.0006566553385354279	0.0007136582855786777	0.0005636753645279491	0.000635339059445239	0.000971767966926107	0.0006710177407809326	0.0006888028170446425	0.000480797581096315	0.0005866217212071589	0.0005842316986780505	0.0006375200279720161	0.0004502705111267824	0.0005718809252418522	0.0011795009561526015	0.0009960332654023185	0.0009142635016504697	0.0013161089435050899	0.0009775281513394463	0.0009019255010908056
rotifer_0.001_2x_HiSeq2500L150R	0	0	0	0	9.314650652070267e-05	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0005669505588499213	0.00044578358197022716	0.0004129885608719075	0.00036927120565144467	0.0003840027347387087	0.00043742045438532884	0.010283606364264508	0.010602245669293686	0.010708099107576308	0.010126405097667823	0.01007020087197541	0.010680828288899713	0.01079862875117521	0.010636224700993457	0.010791617295958122	0.010853570217406072	0.010693498307950744	0.010556118674023507	0.010511221266514048	0.010688046293494069	0.01080941366956334	0.010385255976097851	0.010570443356683668	0.010846381293025287	0.011217330708459095	0.011239573384566937	0.011226375481026674	0.011296919911923609	0.011147800222532367	0.011204364702295133	0.0008201363045766685	0.0010750864101993773	0.000805714646768263	0.0010217294511966069	0.0006827654426859731	0.0007962789721617236	0.0006926810099145975	0.0007878218764559852	0.0008631101372493788	0.001046332907839398	0.0006733421519639071	0.0010976900153494284	0.0006857303064312648	0.00080062535392178	0.0008734220787467439	0.0004693938868843839	0.0006312686443140647	0.0009201093951745065	0.0015238690356638163	0.001407952869218576	0.0013831073371277647	0.0015809445231441677	0.0013107131427193552	0.0014105423924929417
