sample	moss_0.001_1x_20	moss_0.001_1x_23	moss_0.001_1x_25	moss_0.001_1x_HiSeq2500L150R	moss_0.001_1x_MiSeqv3L250R	moss_0.001_1x_novaseq_profR	moss_0.001_2x_20	moss_0.001_2x_23	moss_0.001_2x_25	moss_0.001_2x_HiSeq2500L150R	moss_0.001_2x_MiSeqv3L250R	moss_0.001_2x_novaseq_profR	moss_0.001_4x_20	moss_0.001_4x_23	moss_0.001_4x_25	moss_0.001_4x_HiSeq2500L150R	moss_0.001_4x_MiSeqv3L250R	moss_0.001_4x_novaseq_profR	moss_0.001_8x_20	moss_0.001_8x_23	moss_0.001_8x_25	moss_0.001_8x_HiSeq2500L150R	moss_0.001_8x_MiSeqv3L250R	moss_0.001_8x_novaseq_profR	moss_0.01_1x_20	moss_0.01_1x_23	moss_0.01_1x_25	moss_0.01_1x_HiSeq2500L150R	moss_0.01_1x_MiSeqv3L250R	moss_0.01_1x_novaseq_profR	moss_0.01_2x_20	moss_0.01_2x_23	moss_0.01_2x_25	moss_0.01_2x_HiSeq2500L150R	moss_0.01_2x_MiSeqv3L250R	moss_0.01_2x_novaseq_profR	moss_0.01_4x_20	moss_0.01_4x_23	moss_0.01_4x_25	moss_0.01_4x_HiSeq2500L150R	moss_0.01_4x_MiSeqv3L250R	moss_0.01_4x_novaseq_profR	moss_0.01_8x_20	moss_0.01_8x_23	moss_0.01_8x_25	moss_0.01_8x_HiSeq2500L150R	moss_0.01_8x_MiSeqv3L250R	moss_0.01_8x_novaseq_profR	moss_0.0_1x_20	moss_0.0_1x_23	moss_0.0_1x_25	moss_0.0_1x_HiSeq2500L150R	moss_0.0_1x_MiSeqv3L250R	moss_0.0_1x_novaseq_profR	moss_0.0_2x_20	moss_0.0_2x_23	moss_0.0_2x_25	moss_0.0_2x_HiSeq2500L150R	moss_0.0_2x_MiSeqv3L250R	moss_0.0_2x_novaseq_profR	moss_0.0_4x_20	moss_0.0_4x_23	moss_0.0_4x_25	moss_0.0_4x_HiSeq2500L150R	moss_0.0_4x_MiSeqv3L250R	moss_0.0_4x_novaseq_profR	moss_0.0_8x_20	moss_0.0_8x_23	moss_0.0_8x_25	moss_0.0_8x_HiSeq2500L150R	moss_0.0_8x_MiSeqv3L250R	moss_0.0_8x_novaseq_profR
moss_0.001_1x_20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007146115909507541	0.0013399221844343611	0.0	0.0	0.0014481705997675517	0.001582929991918647	0.00230038345308636	0.002601563222015762	0.0012400986781796954	0.0020115685339189607	0.002636482894184203	0.0028013652604175253	0.002804483589614779	0.0030124150609014003	0.0027819357741259263	0.0036507332181251427	0.0030857315605093217	0.01020399973829803	0.010760832259131325	0.011185841838951537	0.010263902057566445	0.010246303138301476	0.011332439055382537	0.011843826829527762	0.012369045371814326	0.012579407125370501	0.011039573666001565	0.011791756525888585	0.012864409392342718	0.012830751870022037	0.013464834800108948	0.01378335590373674	0.012460729608958498	0.013586705631919419	0.01397263790389764	0.013658025735526852	0.014032725159498759	0.014357168232820698	0.013117181540952238	0.014693424830741706	0.01422501300827503	0.0008324635274357337	0.0012984866413186208	0.00141645214310453	0.0018262579815876555	0.000588047993370266	0.0014764140068982037	0.0018035174688660032	0.002352604489747932	0.002863911725914313	0.0015109530074869366	0.001853510144839891	0.0030503097124336873	0.0030077631730867165	0.004060455158752311	0.004140242085734883	0.0026419051954338006	0.003688440476859735	0.004412989991115033	0.004017169748509889	0.004608618371609915	0.004629715620321181	0.004073830228951343	0.005424173536617878	0.004730569680145807
moss_0.001_1x_23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006599251242388348	0.0008040124412879396	0.0	0.0	0.0008911940431400888	0.001047430549966287	0.0008864436035101408	0.001016562869526847	0.0010238524116978412	0.001730897206067006	0.0009974445288602018	0.010500004514308678	0.010728263793648928	0.011042366411170314	0.010418754617838706	0.010347899934859874	0.010991673207684636	0.011124069562461984	0.011715473827293913	0.01181576853736484	0.010842638255616358	0.011031177046103355	0.012303260595608566	0.011624469245161665	0.012149856111264679	0.01240090365038278	0.011491231963000559	0.012184805614409667	0.012532267069521704	0.012541955760386232	0.012453317032379856	0.012508437728969589	0.01214370791825757	0.013311149813583844	0.012529929074924869	0.0010096761209037247	0.0012117901821684911	0.001132981441161464	0.001740700278254279	0.0	0.0007849320024260652	0.0010742078017902128	0.0015395892694102878	0.0018575226860108806	0.001052422846121932	0.0007520238073893191	0.0018971076942263473	0.001640191810420939	0.002376195399802959	0.0025545123258164312	0.0018528694441029422	0.0019073879357664784	0.0028511248674582285	0.0025997336634158083	0.0027669498989963746	0.0026884633265212518	0.0028049730842597625	0.003518126164708596	0.002757631964133012
moss_0.001_1x_25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006040263273925999	0.0	0.0	0.0	0.000785334321530385	0.00047666340223045933	0.0005974146898892271	0.0008331134967790048	0.0011105324737887287	0.0004890869526259088	0.010944722966708438	0.010976566437172215	0.011250228336096388	0.011261884215279948	0.010662484949246221	0.011503028281847365	0.011416726530750545	0.012034979887109136	0.011850801861928988	0.0111837930069553	0.011241803242618649	0.012007080659420351	0.01155178286676703	0.01178703536687913	0.012190582157939864	0.01155659095465042	0.011961680667373293	0.012294635401842885	0.012142051202959692	0.012021189611380753	0.011978028725215197	0.011783593801897578	0.01254199657140755	0.012004989560213132	0.001021841175493096	0.0012205011738227105	0.0010843041166419185	0.0024382423774590542	0.0008405224100213015	0.0011665384525004555	0.0011152195731571224	0.001555758594723091	0.0017346361980042399	0.0017780354755958596	0.0009854032012368307	0.0019808320055467754	0.00179614101879724	0.002200637961776074	0.002270368645628424	0.0016252286441840234	0.0018509645021954119	0.002293280408694117	0.0022483687027969514	0.0023828983652577646	0.0022691542597410045	0.002472077709759821	0.0029052498635572708	0.0023212265078840577
moss_0.001_1x_HiSeq2500L150R	0.0005460393083231888	0.0	0.0006326160236255588	0.0	0.0	0.0005962526574752722	0.000680354694085097	0.0013464096690588962	0.0017579782400229857	0.0	0.0009622669762691757	0.00206925640861813	0.0008646241548970216	0.0021288266981476967	0.002430672179194561	0.001089185492385245	0.0020096055590075722	0.0025092280550761217	0.002110204208264131	0.0020454751631932768	0.0022658204143355468	0.0020402783295852375	0.0036205670852240955	0.002516359155245613	0.010222580542508967	0.010669510269727699	0.011313847455469254	0.010045300293082206	0.010782051403676135	0.011503470713943528	0.01150923258135128	0.012149242617068264	0.012688994126454332	0.011155138552554796	0.011791309679237739	0.01282893654777627	0.011962669319654461	0.012621503123200286	0.013361913105039295	0.011802381635171078	0.012938738398799037	0.013331900838540356	0.012524784829484202	0.012864869907993601	0.012984315499898298	0.012268956612786203	0.013947221211656246	0.01318493617437858	0.0010937113314995557	0.0020928677818325505	0.0016754272851509072	0.0022621732062670305	0.0005962311906627779	0.0018275656493150305	0.001959339511680395	0.0028545132215705114	0.003240613514032807	0.001583135991222842	0.001996121670377561	0.0035258505669025814	0.0024176186118384136	0.0037965395495485194	0.0040613470159377085	0.0025738588843927396	0.0034280706145453344	0.004269232247785158	0.003141274996547569	0.003832644430506101	0.0038514738738307046	0.003542621016777758	0.0051537735229541266	0.004012344647967632
moss_0.001_1x_MiSeqv3L250R	0.0004326840673036892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007862999326444599	0.0008048041122915214	0.0009811329904482432	0.0008680547171734287	0.0007470755462528382	0.001815009098447376	0.0010192624264361498	0.001025362954320206	0.001982962008346247	0.0024294529785717778	0.000992833109825781	0.010810714094292339	0.011177375282130874	0.011257276271796268	0.011103410165541248	0.010707702896257856	0.011558736386457607	0.011494703358510385	0.011989607649348763	0.011976598913101807	0.011388152956693301	0.011490619953626836	0.012277675514667127	0.012070247421155167	0.01217290459703423	0.01255736084616562	0.01212000113661897	0.012566523676177445	0.01257421891436842	0.012754530296190966	0.012658735702298276	0.012317074579698524	0.012898076218492906	0.013656520183451237	0.01250340602577751	0.0013662511844715706	0.0015192464798524216	0.0014225894403022926	0.0024384175101360866	0.0006401709062995473	0.001161394761536621	0.0015425137710824066	0.0018321146477267355	0.002120086065558563	0.0019233934974290422	0.001321100749646845	0.0023698720441114297	0.002126180066593132	0.0026484741635552297	0.0027674665258576045	0.0024472410654219883	0.0024639704056162192	0.0026987551203795607	0.003107592797265002	0.0030206107425049876	0.0027901702410800355	0.003504556379964694	0.0042108115875698435	0.0026998085307498925
moss_0.001_1x_novaseq_profR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008652118202685459	0.0	0.0005902654491130551	0.0008597882083548266	0.0011610100351413504	0.0	0.011364647912908034	0.011051430314015764	0.01140933531775601	0.011312812529826782	0.010924695839817304	0.011466583585671075	0.011638210034944748	0.012079745857873242	0.01221641254202362	0.011316265622385817	0.011481703922852287	0.012439302390828591	0.011872825579041346	0.012258800440338323	0.012542791847595063	0.011979744482130945	0.012475169171888097	0.01262858500124526	0.012849232123142942	0.012668003144267326	0.01266201067423396	0.012436684187192227	0.013428597844470742	0.012705591431926096	0.0013002329191844357	0.00120186947013544	0.001200712024553495	0.0024334528048914413	0.0006217338630701391	0.0010462847332209004	0.0010788072763520558	0.0013902392729335505	0.0015838100277780014	0.0015893121115077614	0.0007564395849721522	0.0016490476120350015	0.001616805433182191	0.0020779941494974974	0.002177127896879603	0.0017282553289945846	0.001763247177254941	0.0022441492842536557	0.0024354929949577924	0.002449272627166561	0.002390582895784218	0.0027313453136512296	0.0029908979197542295	0.0023457049716682976
moss_0.001_2x_20	0.0007224730586666498	0.0	0.0	0.0004514690311203594	0.0	0.0007234306586606797	0.0	0.0006465873964031585	0.0012635373633065393	0.0	0.0005930294495845901	0.0012263122239287304	0.0008389132464885959	0.0015368397566630496	0.0019084783261829811	0.000625732269703254	0.0017575543824523182	0.0020049150889551648	0.0016091860975985736	0.0018205229789807994	0.001965307100499919	0.0013732525751672432	0.0027705882684626424	0.001926090501826873	0.011626521663300258	0.011638424162769351	0.012186059210908736	0.011253819660642428	0.01136165011933867	0.012261969115412217	0.01204626177152111	0.01263945798999581	0.012833204110083153	0.011383457756616082	0.012112639358242454	0.01314131849218342	0.012394906368066614	0.012907777051640808	0.013391715268818554	0.012132981958042376	0.013376473571269086	0.013537820484224292	0.012666015585417818	0.013241933112344782	0.013323792881832575	0.012270498025352336	0.0138742155189287	0.013504735383094258	0.0017833502436486255	0.00200671553421689	0.002210477458831394	0.0026099845049059856	0.0012252687323896123	0.0019162552186647516	0.001863482676140318	0.002602464338859108	0.002890691577324931	0.0017078429228245034	0.0018982117263810253	0.003092731323899834	0.0024689034669080874	0.003442699142387119	0.0036985915423100625	0.0021786436210385683	0.0031886951884376427	0.00395585659627492	0.002913170829897578	0.003664656375882576	0.003558434435552477	0.0028906840285640597	0.004657001434350201	0.0036992693537413286
moss_0.001_2x_23	0.00045031067962257815	0.0	0.0	0.00045161844175643936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007962147332926294	0.0010227299257841136	0.0005307492039269492	0.0009802942399658842	0.0010778475675691525	0.0016590050572500923	0.0013222137792470695	0.0013250121186969231	0.001638528430527092	0.0024461089476859664	0.0013319469182792255	0.011527895547445726	0.011457008406233312	0.011866632192707812	0.011578936611878426	0.011273162807848338	0.012317845431650222	0.012129045905632477	0.012345920470630555	0.012732317552199945	0.011357299553551886	0.011871870867838669	0.012799064143212883	0.012540017765531621	0.012987725463284585	0.013337918793674937	0.012625169796485442	0.013326620916052382	0.013407944784281095	0.013500886447849386	0.013501804944488393	0.013595556362118935	0.013168069077921979	0.014377987623303005	0.013600997853683927	0.0014739820548937063	0.0014559551797954755	0.0014398629881819593	0.002469861567856082	0.000794086877368573	0.001419251459425166	0.0012635715938971003	0.0018170802639551548	0.002062957890120049	0.0016933176888021088	0.0012435957340272952	0.0022727459138235516	0.0021142366195100477	0.0027783175388774507	0.0028986074303927662	0.00215091829172968	0.0027742666532243783	0.003048532397442191	0.0030373175575059952	0.0032934351689613327	0.0031723665648969684	0.0032361498032034797	0.004290691659277724	0.003231284792755659
moss_0.001_2x_25	0.0006532809490331511	0.0	0.0	0.00048360277314144585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000493475376342297	0.0006984739170174923	0.0010721969365580627	0.0011392954880132193	0.0006234790766431229	0.0008291733043572266	0.0012340063560727478	0.0018479174969294305	0.0015783428487279073	0.0016678728135837437	0.002089447867001036	0.002353024541034737	0.0015708606273563874	0.012018168216690769	0.011826179139458878	0.012118497621186525	0.01195943731661548	0.01163803213942698	0.012288874603508353	0.012469549072527055	0.012819630090928524	0.013070755722378499	0.012099789383045184	0.01227042126428218	0.013226398491030533	0.013113511180753523	0.013451324064299632	0.013793128913247885	0.013065001102469763	0.01359360801975695	0.0139302988719728	0.014118486633578875	0.014095493071645565	0.01422131488896898	0.013894378703918497	0.014908766188012358	0.014134412802034306	0.0016628772088445095	0.001564687697180691	0.001352592971448864	0.0028766328299359074	0.0008674082825713969	0.001389632871465693	0.0015821162856150353	0.001865423883690351	0.00205095977244838	0.0018036964995242427	0.0013492935256796666	0.00220231034458851	0.002375562502622547	0.0030093241248612497	0.003031151358965413	0.002380520663920152	0.002638082167873771	0.0031642079910244405	0.0035075242895479153	0.003586847681960477	0.0035300180074107914	0.0038121531272203918	0.004476345241537649	0.0035077108796497656
moss_0.001_2x_HiSeq2500L150R	0.001222433815044327	0.000820975144308027	0.0009101520336561893	0.0	0.0008073671129084796	0.0011797408628193334	0.0008037777822632266	0.0017053830099706803	0.0022874855042667413	0.0	0.0015470093311711344	0.0023742080852078677	0.0017950400175318717	0.0026585739478139853	0.0031200570681599628	0.0014016359902371417	0.0027451454981053404	0.0032181946747530193	0.0022059966987874784	0.0027239066152364463	0.0031198570040367533	0.0019981349087297125	0.0036677098522588524	0.003147503417243584	0.011019979780921695	0.011466114925587348	0.012167828436637712	0.011001574559482457	0.011367959366650365	0.012286090581893571	0.012069571792244552	0.01291232266126887	0.013200531752304767	0.011405940062227627	0.012711952947863966	0.013256562866200545	0.012523792954807942	0.013388381004124686	0.013845713693690745	0.012095821575430571	0.013628917048837407	0.01407378197256025	0.012453006480635988	0.013350968812738076	0.013450043101617848	0.012157419118297793	0.014225117338889875	0.013788670255033567	0.0017574027661971614	0.0023524540891867026	0.0025801772193461176	0.0023096897959223716	0.0016434363452772166	0.0025428398847759785	0.002378728634552656	0.0033244008491826967	0.003931453947689712	0.002175634004865782	0.0024532510798221632	0.0038682070742080002	0.003208650913399937	0.00428201159280584	0.004792897617932042	0.002879442798443992	0.004370200971848879	0.00506698551673718	0.0034493542661273384	0.004405505387043356	0.004670975651560577	0.003337149674030463	0.005346794920923063	0.004661028429456351
