sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
moss_0.0_1x_20.hist	57956206	8477248	1917326	782274	373908	239294	226666	202477	305844	194232	94041	46378	17804	12216	15156	21931	34787	46439	97765	67989	44100	13780	5970	1746	101	55	11	2	0	0	84493	28372	11348	1308	415	24	6	2	0	0	0	0	0	0	0	0	0	0	0	61791
moss_0.01_4x_23.hist	66098908	6535018	1297329	541408	279003	170867	144886	129424	145452	74179	38880	43933	61080	53083	27468	17013	26986	36025	21423	11662	7564	6004	28518	8343	1301	4163	9909	12570	4189	2093	619	183	17131	6321	2010	124	34	18	2	12270	5659	2318	1229	460	75	24	9	2	0	15789
moss_0.0_2x_20.hist	56179781	9831138	2135162	826152	466055	293164	400407	196725	77459	82504	96238	108747	120198	66444	34382	10938	15456	20632	43436	66237	42963	13425	5816	3554	7594	24302	47749	15375	5124	2561	757	224	88	9	31505	26824	7711	4205	840	45	14	4	1	0	0	0	0	0	0	46690
moss_0.0_2x_23.hist	51626355	10905884	1965692	837630	459668	284632	237246	116561	98630	112832	131615	148724	75303	41626	21539	16826	26688	35628	75005	40835	26486	8276	3585	6781	14489	46366	33166	10679	3558	1778	11010	3270	1307	149	46	13093	28000	15272	3053	168	55	21	10	2	0	0	0	0	0	44670
moss_0.01_1x_25.hist	64550951	8665546	1322474	568456	319714	200781	337104	165623	65213	33257	29298	33106	46026	75996	94291	30000	17293	7204	1932	4757	8984	14708	61895	18110	1064	590	132	41	12	5	0	0	31044	16975	5400	336	95	51	9	0	0	0	0	0	0	0	0	0	0	35749
moss_0.0_4x_25.hist	51746183	8347522	1699749	718172	384411	234251	197480	176405	206760	105446	59105	66788	92855	51329	26560	27057	42917	57292	19652	15394	29078	38064	16493	4825	10309	32990	17739	5711	1902	950	5969	11938	15241	16716	5317	331	94	50	9	10824	12013	4922	2611	978	162	53	22	6	1	25449
moss_0.001_1x_25.hist	54633750	7322884	1675113	638827	363636	229828	342846	285370	112363	57304	27744	27409	38105	62918	78064	88225	50858	21190	3370	2750	5194	8503	40391	78538	6076	3374	761	244	80	39	10	2	27546	38605	12282	766	219	118	22	0	0	0	0	0	0	0	0	0	0	43869
moss_0.001_2x_23.hist	52525400	11168997	1911921	817257	452512	281695	252245	123930	93484	106945	124747	140963	54119	29916	19817	28675	45484	60719	53223	28976	18794	5872	3759	7309	15618	49978	32969	10616	3537	1767	522	154	60	6	0	41119	15857	8648	1728	95	30	11	5	0	0	0	0	0	0	41416
moss_0.01_8x_23.hist	66491193	5498676	1244734	491550	250777	157767	142855	127609	106874	59019	68844	59217	32772	54112	33257	16825	26687	35626	9034	9476	17898	19927	8634	2664	5692	18215	4112	1323	2158	12872	3812	1131	2036	6109	9342	582	166	89	10253	1620	539	219	115	8751	1457	484	216	71	22	9867
moss_0.0_1x_25.hist	53140416	8134272	1839431	704349	399092	251633	378364	185895	73195	68483	79882	90266	125497	69373	35897	11421	6913	9227	19425	47816	90318	32599	14125	4132	242	133	29	8	1	0	29654	57225	22889	2639	838	51	13	6	0	0	0	0	0	0	0	0	0	0	0	55691
moss_0.0_8x_23.hist	53485810	6963298	1590272	641088	327709	206794	245596	163259	140302	116294	73733	83317	57170	37357	46349	39659	32492	43375	32003	17423	18864	30882	23289	6813	14559	17024	10093	17706	5901	2949	7001	14002	13020	1501	476	28	13642	7440	1487	81	26	7592	8707	3264	543	687	2686	894	297	15045
moss_0.0_8x_20.hist	54337641	8163351	1772587	733797	368459	232695	268183	145270	189722	96757	74301	83959	70034	38714	29025	41999	66619	27757	9523	23440	44275	29598	12825	8257	17644	25731	5809	1869	6133	29664	8788	2610	1043	119	36	1	0	71894	14377	797	264	107	56	20	2	0	0	0	0	0
moss_0.0_4x_23.hist	52019484	9189157	1809240	764945	410264	250340	212313	189656	224151	114316	55348	51002	70908	96187	49773	15835	16806	22434	47230	53017	34388	10745	4655	6479	13844	44300	18858	6072	2023	1010	7400	14799	20965	2417	6928	432	123	66	12	20159	9222	3778	2004	750	124	40	17	4	0	27223
moss_0.001_4x_23.hist	53837001	8731838	1725767	729409	390815	238308	207298	185176	200389	102197	52329	59130	82208	63846	33037	22513	35710	47671	38630	21031	13640	10965	52083	15239	2018	6456	15365	24190	8062	4030	1193	353	20601	14959	4758	296	84	44	7	10160	12381	5073	2691	1008	167	54	23	6	1	25049
moss_0.0_2x_25.hist	50557685	10856907	1926047	822492	454144	282253	248989	122331	95322	109047	127200	143735	73420	40585	21001	14892	23622	31534	66386	59362	38504	12031	5212	2009	4292	13733	32685	40120	13372	6685	1979	587	233	25	7	3149	32598	17780	3555	196	64	25	12	3	0	0	0	0	0	41477
moss_0.001_1x_23.hist	56307772	8477027	1949768	724887	415968	263978	320511	286307	185336	94520	45763	26389	36688	60577	75159	86049	49604	20667	5399	13289	25101	41093	50849	14878	874	484	108	33	10	4	36566	49051	19619	2262	718	43	11	5	0	0	0	0	0	0	0	0	0	0	0	57115
moss_0.01_2x_20.hist	66863403	8593512	1464177	620067	334171	204571	143034	70274	88247	100954	117759	66857	25667	15543	19283	27903	44260	59085	23102	12576	8156	2548	5864	11402	24364	13534	3055	982	326	162	12252	10472	4187	482	152	8	18287	9973	1993	109	35	13	6	1	0	0	0	0	0	26787
moss_0.01_2x_23.hist	65203300	7802016	1362583	577623	312255	191536	143457	70481	74517	85246	99436	84908	32597	18019	22356	32349	51312	36320	5777	3534	6674	10926	43948	12858	755	418	93	29	7678	25157	7452	2213	884	101	31	0	0	17598	9656	535	177	71	37	12	1	0	0	0	0	23971
moss_0.0_4x_20.hist	50641492	15951133	2471413	1057805	587912	366781	313122	153840	125486	143555	167452	134981	51822	28646	30391	43976	69755	93120	14813	8064	5229	7285	34606	67289	28118	15620	3526	1134	377	187	39793	29127	11649	1342	426	25	6	2	23772	16978	5658	2318	1229	460	75	24	9	2	0	37265
