sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
oyster_0.008_1x_1.hist	72775135	5790554	1184957	446334	248413	155103	188444	92584	36454	30049	35051	39606	55064	30438	15750	5010	2887	1658	3490	8590	16226	26563	11625	3400	199	109	23	6	1	0	0	0	8495	15432	4909	305	86	46	8	0	0	0	0	0	0	0	0	0	0	15375
oyster_0.0_4x_1.hist	62389207	6903624	1379238	564717	273253	169988	167881	149965	93316	47590	49119	55504	54687	30230	15642	14127	22407	29912	6207	5154	9734	15936	13537	3960	631	2020	4807	12818	4271	2134	631	186	2491	7474	8931	557	159	85	16	2189	6324	2591	1374	514	84	27	11	2	0	10310
oyster_0.02_2x_1.hist	80819385	4013640	690594	287380	146762	87127	41863	37395	56485	53353	25831	12738	4889	7367	9140	13225	17609	7336	1166	633	599	979	4652	9045	4177	2320	522	167	54	26	1753	3505	5269	606	192	11	2	0	0	2508	944	386	203	75	11	2	0	0	0	4379
oyster_0.008_2x_1.hist	71383179	5536746	1024240	423419	211655	128401	92946	83026	115277	58790	28464	15854	22040	36392	29319	9327	5376	2424	5102	12558	21517	6723	2912	851	321	1029	2448	6528	10010	5004	1481	439	174	19	5	0	1343	11077	2214	122	39	15	7	1	0	0	0	0	0	9865
oyster_0.02_4x_1.hist	81055515	3659907	731434	289047	138360	87155	98627	54046	32882	37616	18237	15609	21700	13086	6770	5612	8902	11883	4201	2286	1482	913	4339	8437	2506	1391	313	99	2067	5357	1586	470	187	20	5	2126	2338	1274	253	13	3	0	128	1675	278	91	40	12	3	2656
oyster_0.01_2x_1.hist	73352479	5486402	1005693	409137	212991	127172	69558	62134	93854	82060	39730	19593	7521	12166	15094	21841	26383	10992	1747	950	1287	2107	10007	19458	1143	634	142	44	13	5	8048	8389	3354	385	121	6	0	0	0	0	4618	3055	1621	606	100	32	13	3	0	6400
oyster_0.004_1x_1.hist	67787485	6530121	1374975	506031	286759	180817	207432	165481	65157	33229	31281	35347	49143	49617	25674	8168	4707	2696	5676	13972	26391	20173	8740	2556	149	81	17	4	0	0	0	0	23839	10663	3392	211	59	31	5	0	0	0	0	0	0	0	0	0	0	17682
oyster_0.02_8x_1.hist	81121963	3476434	733199	281683	140337	87692	69747	52430	48497	24732	24038	20005	11754	10930	13560	8178	4713	6291	7259	3951	2562	1557	7396	2163	595	1904	3785	1218	2425	2086	617	182	1167	2990	950	58	15	7	2106	1090	362	147	77	115	1181	392	175	57	18	1624
oyster_0.002_4x_1.hist	65133091	6335100	1282037	521914	247532	156494	183024	124508	55693	63711	74317	51001	19579	16510	20484	29641	26977	11239	2502	6158	11632	16609	7196	2104	1458	4667	11107	5142	1713	855	2510	5019	8253	951	301	17	4	832	11039	612	203	82	42	4160	692	229	102	33	10	7926
oyster_0.0_8x_1.hist	63184832	6051683	1351213	520027	263203	164145	140408	125423	87237	57490	67060	50654	23985	39602	24296	12154	19278	25735	6721	7517	14197	13842	5997	1753	3746	11989	3353	1078	3884	7159	2120	629	8783	1012	321	4838	2849	1553	724	3398	1131	462	2083	4043	672	223	99	32	9	7513
oyster_0.002_2x_1.hist	64732265	6790482	1249541	519692	270237	161207	86538	77302	116765	113995	55193	27218	11663	19257	23892	34573	34840	14515	2308	1255	1802	2949	14009	27240	3810	2115	476	152	49	23	12903	6693	2676	307	96	5	0	0	16154	896	297	121	63	22	2	0	0	0	0	13292
oyster_0.01_4x_1.hist	73194871	5131796	996580	406665	194467	121670	124421	111143	49771	38525	44938	24417	33138	18318	9478	8167	12953	17292	8316	4526	2935	2467	11721	6910	405	1234	2937	7831	3683	1840	544	160	1382	4145	5100	317	90	48	8	0	4821	1974	1047	391	64	20	8	1	0	5271
oyster_0.0_2x_1.hist	61929950	8139961	1447376	603584	310326	186023	113218	101135	152766	94671	45836	22604	26096	43088	53460	20936	12068	5027	5897	14516	27419	15832	6859	2006	425	1361	3240	8639	12824	6411	1898	563	224	24	6	0	6647	15067	3012	166	54	21	10	2	0	0	0	0	0	16216
oyster_0.006_2x_1.hist	69364571	5812467	1095298	453255	227329	136700	84199	75213	113609	87048	42146	20784	16928	27951	14462	13066	20724	27665	4400	2394	1552	1214	5770	11218	13697	7608	1717	551	182	90	25	6	17658	2036	646	39	10	4	0	0	3231	3349	1777	665	109	35	14	3	0	8489
oyster_0.006_1x_1.hist	70033154	5813445	1173327	454517	247036	152058	113889	55954	73529	84116	41102	20269	28180	46529	30356	9657	5566	2318	974	2398	4530	7415	35221	13287	780	432	96	30	9	3	0	0	5204	15612	6479	403	115	61	11	0	0	0	0	0	0	0	0	0	0	15177
oyster_0.006_4x_1.hist	69670511	5522667	1120410	454522	214655	135794	152158	121854	47979	47464	55365	50867	19528	14478	17963	25637	14778	6156	4582	11278	14454	4516	1955	2029	4336	13874	3132	1007	334	166	9152	5212	2083	239	75	3	0	5809	3484	192	63	24	12	3293	2293	763	341	112	36	4469
oyster_0.001_1x_1.hist	58926667	14376013	1816688	772429	428366	266908	303514	149120	58715	38411	44804	50628	70387	83762	43343	13790	7948	3310	3366	8286	15652	25623	36897	10795	634	351	78	24	7	2	0	0	43006	4960	1577	97	27	13	1	0	0	0	0	0	0	0	0	0	0	29042
oyster_0.004_4x_1.hist	67542133	5811534	1202055	481905	230206	145537	169283	118294	51673	59113	68952	41597	15969	24099	29899	16077	9267	9903	20848	11349	7360	2299	2508	4876	10418	11429	2579	829	275	136	3258	6516	9406	1084	343	20	4	1	5743	2361	786	321	3053	1143	189	62	26	7	1	7644
oyster_0.001_4x_1.hist	63804969	6604795	1325808	541282	259317	162415	168550	150563	68171	52443	61172	69124	28805	15922	15348	22208	35226	17750	2822	4713	8903	14574	12551	3671	1243	3977	9464	7763	2586	1292	381	112	6430	9509	3024	188	53	27	4	6911	2302	942	929	2488	413	136	60	19	5	9052
oyster_0.02_1x_1.hist	80153721	3899008	638797	269103	142760	86453	67384	33106	18653	21338	24890	28124	31112	17198	8898	2830	1630	678	967	2381	4497	7362	16050	4695	275	151	33	9	2	0	0	0	3662	7584	2412	149	42	21	3	0	0	0	0	0	0	0	0	0	0	6614
oyster_0.0_1x_1.hist	62309235	8228687	1431978	599425	311893	190665	224364	164230	64664	32978	27945	31577	43901	72488	62822	19988	11521	4799	1168	2874	5428	8886	42207	12349	725	402	89	27	8	3	0	0	25050	11461	3645	226	64	34	5	0	0	0	0	0	0	0	0	0	0	24352
oyster_0.008_4x_1.hist	71437628	5343180	1046094	427345	205184	128022	125812	112385	73351	37408	40811	46115	22786	12595	12052	17439	24240	10099	1740	4282	8087	13239	5736	1677	1522	4869	8017	2581	859	428	3535	7069	3344	384	121	6	0	0	9109	505	167	67	34	12	2348	921	412	136	44	4616
oyster_0.008_8x_1.hist	71851733	4954416	1080605	416247	209319	131098	100988	90210	83749	42711	37654	42548	16334	17666	21919	16592	9564	6906	14539	7915	5133	1877	8917	8674	509	1369	3257	8685	3038	1518	448	132	7549	2049	651	39	10	3275	3799	210	69	27	1170	3443	572	189	84	27	8	4139
oyster_0.01_1x_1.hist	72914517	5274962	999757	394685	214631	132159	115134	56566	24272	27766	32387	36597	50880	34947	18083	5752	3315	1380	2099	5166	9758	15975	17910	5239	307	169	37	11	2	0	0	0	6249	13411	4266	265	75	40	7	0	0	0	0	0	0	0	0	0	0	12205
oyster_0.001_2x_1.hist	63511018	7520112	1360866	567320	291370	174305	93734	83731	126476	121332	58745	28970	13933	23006	28543	41303	27646	11518	1831	2196	4148	6790	32252	14748	866	480	107	33	10	4	13290	12441	4975	572	181	10	1	0	3295	6437	2144	877	465	173	27	8	2	0	0	14537
oyster_0.001_8x_1.hist	64416891	5835279	1303371	500311	254055	158166	146096	130505	66622	75193	54896	50110	22744	37554	19635	14180	22492	15815	5873	14456	13433	4197	6445	12531	876	2803	6670	7974	2657	1327	2594	5187	5819	670	212	2476	4888	2665	532	28	1423	3908	2073	776	128	466	2436	811	269	4791
oyster_0.002_8x_1.hist	65591222	5638327	1255442	483381	243253	151907	131156	117159	83847	57192	66712	32900	30743	31759	16433	23668	13643	9083	19121	10652	6908	2484	11800	8171	1228	3931	9355	3011	1002	1151	8955	2659	1062	121	5699	3467	995	542	442	4999	1665	681	360	973	3405	1134	507	168	55	4859
