sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
rotifer_0.001_4x_HiSeq2500L150R.hist	88805795	3647551	697533	259389	143875	89657	66546	32694	31233	35730	27639	13629	7624	12588	15618	9456	5450	2270	1369	3368	6362	10368	4492	1313	76	41	8	1	520	7286	4033	1197	477	54	16	0	0	0	0	2775	2389	978	586	218	35	10	3	0	0	2929	100007482
rotifer_0.0_2x_HiSeq2500L150R.hist	87877027	3825706	738147	270818	152870	96193	100732	68109	26816	13675	15009	16959	23578	20714	10718	3409	3155	4211	8865	4825	3129	1156	5493	10680	1313	728	163	51	16	7	1	0	8167	4054	1289	79	21	10	1	0	0	0	0	0	0	0	4696	2056	684	409	100181887
rotifer_0.01_1x_HiSeq2500L150R.hist	91650661	1943284	394912	151780	83182	51467	57765	28379	11173	5697	5847	6606	9184	15164	18813	8253	4756	1981	314	170	109	33	83	162	345	1103	2626	7001	4047	2022	598	176	69	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5920	97818802
rotifer_0.01_2x_25.hist	90314848	2065654	428396	158281	87831	54746	51550	25326	13474	15413	17978	20084	7710	4261	2941	4256	6750	7376	1172	637	1202	1968	5345	1563	231	739	1759	2299	765	381	112	32	11	0	4564	611	174	94	17	0	0	0	0	0	767	254	113	1765	587	351	99448973
rotifer_0.01_8x_25.hist	90192991	2145976	416971	161353	80984	50478	41101	36714	21958	14164	16521	11584	5466	9024	8641	2748	3798	5070	3837	2088	1353	1687	3764	1100	699	2238	645	1720	572	285	846	1691	698	79	535	1253	359	195	38	1	1157	640	338	126	20	5	1	561	856	513	99699904
rotifer_0.001_8x_20.hist	86379768	3063646	600657	233666	116015	72861	60905	43450	29575	33833	22879	11282	14597	13839	7160	6027	9559	3982	2928	7207	5340	1667	1067	2074	4432	4501	1015	326	107	981	4209	1249	498	56	16	2711	1155	629	124	5	952	1079	572	1287	213	70	30	9	2	2690	97704879
rotifer_0.0_2x_novaseq_profR.hist	85441659	3200579	586308	238701	113239	71374	68228	60947	36041	18379	15148	17116	23796	16972	8781	2793	2202	2938	6185	9922	6435	2010	870	257	550	1759	4186	6751	2249	1123	331	97	38	3	0	0	0	874	7296	404	133	53	27	9	0	0	0	0	0	4001	99591189
rotifer_0.001_2x_HiSeq2500L150R.hist	88635653	3708131	727786	265221	150296	94767	92222	76405	30083	15341	11421	12905	17941	25815	13357	4249	2448	1247	2624	6458	12198	6232	2699	788	45	24	4	0	5740	4142	1226	363	144	15	3	4892	2039	1111	221	11	2	0	0	0	0	0	0	0	0	6205	100596282
rotifer_0.01_4x_MiSeqv3L250R.hist	90726602	2193698	441980	164341	90626	56281	39310	19312	26095	25499	12345	6087	6784	11200	7888	2509	3378	4508	4574	2489	1614	585	2779	5402	526	291	64	19	2217	3042	900	266	105	11	2	0	527	2492	497	26	7	2	897	335	54	17	6	1	0	2392	98662523
rotifer_0.0_2x_20.hist	86662750	3318745	664235	246378	138518	86973	105419	51793	26974	14066	12193	13777	19154	31626	16364	5205	3000	1249	430	1057	1997	3268	15525	6834	401	221	49	14	3	0	2252	4504	4647	535	169	9	1	0	177	2541	846	345	182	67	10	2	0	0	3732	2238	99154188
rotifer_0.01_1x_23.hist	89712178	1683319	371524	138058	76931	48065	60847	29894	11769	10291	12003	13562	18855	12398	6414	2040	1175	488	261	642	1212	1984	9426	5456	319	176	38	11	2	0	0	0	2356	4232	1345	83	22	11	1	0	0	0	0	0	0	0	0	0	0	4627	97190806
