sample	rotifer_0.001_1x_1	rotifer_0.001_2x_1	rotifer_0.001_4x_1	rotifer_0.001_8x_1	rotifer_0.002_1x_1	rotifer_0.002_2x_1	rotifer_0.002_4x_1	rotifer_0.002_8x_1	rotifer_0.004_1x_1	rotifer_0.004_2x_1	rotifer_0.004_4x_1	rotifer_0.004_8x_1	rotifer_0.006_1x_1	rotifer_0.006_2x_1	rotifer_0.006_4x_1	rotifer_0.006_8x_1	rotifer_0.008_1x_1	rotifer_0.008_2x_1	rotifer_0.008_4x_1	rotifer_0.008_8x_1	rotifer_0.01_1x_1	rotifer_0.01_2x_1	rotifer_0.01_4x_1	rotifer_0.01_8x_1	rotifer_0.02_1x_1	rotifer_0.02_2x_1	rotifer_0.02_4x_1	rotifer_0.02_8x_1	rotifer_0.0_1x_1	rotifer_0.0_2x_1	rotifer_0.0_4x_1	rotifer_0.0_8x_1
rotifer_0.004_1x_1	0.004857243413257325	0.004668181258751763	0.005010143176439949	0.0048090031516021415	0.005938716890188532	0.005956516303506702	0.005867714859426529	0.005779098672848398	0.0	0.0	0.0	0.0	0.009716226499683222	0.009636337384144888	0.009882314427461389	0.009692569102791496	0.01146631801790978	0.011708360442819138	0.011665709741826244	0.011572157225058903	0.013622025691298919	0.013734827032731987	0.013735358861097426	0.01355725828269079	0.023632395490322936	0.023490498538756014	0.023358431190476762	0.02342935505099294	0.003752045505436967	0.003772446809682464	0.0039187873024774484	0.003949200628611148
rotifer_0.004_2x_1	0.0049266497980922	0.004950121933207298	0.005042989646704168	0.004749125517186626	0.006065382432940938	0.005895587380005569	0.005953105818707536	0.00579197609263006	0.0	0.0	0.0	0.0	0.009815295605658175	0.00975162612451096	0.009937248170057101	0.009775020056982177	0.011633798811256766	0.011829114831831652	0.011646677952937818	0.011615664439614449	0.013554111344306334	0.013920995412126227	0.013666623540258202	0.013538063716540445	0.02354490636526749	0.02360361971954622	0.023309022026666574	0.02335188182726189	0.003946338064092008	0.003971018965897669	0.0039970162788424924	0.003930938603959298
rotifer_0.004_4x_1	0.00483827138184641	0.004776908163348791	0.004830389786468042	0.004711047601199386	0.005919192608213834	0.0056803424094107975	0.005703809848278772	0.00570094764501253	0.0	0.0	0.0	0.0	0.009855493270602563	0.009732494738650049	0.009861814053856086	0.009750649629814147	0.011599830199558413	0.011539877959336824	0.011454987864327816	0.011450737395736396	0.013577486430971456	0.013699405730746385	0.013598874361686948	0.013480403106424925	0.023632493454409213	0.02361938440920322	0.023553766420834253	0.023611736304751545	0.0038133573107143413	0.0037914486110827233	0.0037450030650998173	0.003849349196790204
rotifer_0.004_8x_1	0.00481420014798767	0.0046266940493865216	0.004784407242666856	0.004697243762645214	0.005849008723339079	0.005610899755965088	0.005646438768174439	0.005665709439616192	0.0	0.0	0.0	0.0	0.009754012413743825	0.009677812953738981	0.009791615973063002	0.009785771433060503	0.011600899035693652	0.011541869214200369	0.011409385123883812	0.011453941074289976	0.013341058391552125	0.013588494564026943	0.013452244201248397	0.013426156703147084	0.02357084813721088	0.023552565878940734	0.023436140622350828	0.023513879120759435	0.0037342531934068507	0.0037315098311480536	0.003724127170095732	0.0037801365156279196
rotifer_0.006_1x_1	0.006900759208222222	0.006944723191238385	0.007258327805591233	0.006975201249700393	0.007850729254107078	0.008142478303151774	0.008151216622450936	0.008014420626026506	0.009717158966292468	0.00996569172710033	0.01004964674317006	0.009890471057949886	0.0	0.0	0.0	0.0	0.013571238802767458	0.013709469038229824	0.013681486009231207	0.013573447463949343	0.015450605794793426	0.01583015407339751	0.01570564211313551	0.015505234764881628	0.025558633053018337	0.02567471403122193	0.025362387453624704	0.025230193628684814	0.005996522335587582	0.006080566749828623	0.006136791960739737	0.0061156563970191525
rotifer_0.006_2x_1	0.006709318797313111	0.006780529272635658	0.006892684858953521	0.006730360953434325	0.007750776516502982	0.0077335709040793075	0.007787723939497541	0.007725861051679395	0.009491691145837014	0.009751514253335536	0.009780004105537851	0.009672874160415505	0.0	0.0	0.0	0.0	0.013557765278046868	0.013720608939394937	0.013575814113570743	0.013545410950611845	0.015492265491930326	0.015656546406206753	0.015586597913946528	0.015435122316292396	0.025575383834275545	0.025684036568690314	0.02544909090290811	0.025305125145009013	0.0057324240647118095	0.005825082857241235	0.0058302242813112505	0.005864262782767684
rotifer_0.006_4x_1	0.006778395139275519	0.0067826414934259805	0.0069411770203454655	0.006802677817809605	0.00787261873116238	0.007823713785885976	0.007821276833440197	0.007784264082989567	0.009692353702545353	0.00988890767556068	0.009861870571473034	0.009740177535004993	0.0	0.0	0.0	0.0	0.013728752203428465	0.013547971568485532	0.013611416128729266	0.013530422858533831	0.015594203915576579	0.015645526478020838	0.015588363202932826	0.015447509557891809	0.025836156093684705	0.025680106561531017	0.02550812733075789	0.025404132380543332	0.005846977036992325	0.005861682739384549	0.005880879842598332	0.0059400348302079235
rotifer_0.006_8x_1	0.006712691656921226	0.006678485682525292	0.006907894437441165	0.006812122473665856	0.007743877607117021	0.00769390521094211	0.007726735073490008	0.0077623166523356196	0.00955971799363073	0.009779808528759955	0.009802136974777588	0.0097857117028164	0.0	0.0	0.0	0.0	0.013645261061080874	0.013648187680619856	0.01358051349464592	0.013554743013502225	0.01543324562595019	0.01567077014225942	0.015564938705546887	0.015435992054086028	0.025718252464918188	0.025587350675659468	0.025468171417201427	0.025399427558482353	0.005801912540954214	0.005870839727432554	0.0058000503377124354	0.005928317879647586
rotifer_0.008_1x_1	0.008650529251271867	0.008889878887398357	0.009051975451062814	0.008796880005308816	0.009758338804554113	0.009888412925233854	0.009824503581262961	0.00973422619189059	0.011467365648361228	0.011811901297886354	0.011828511853987648	0.011763906546184616	0.013571182749307643	0.01376521999466199	0.013999371537918309	0.013837750274128473	0.0	0.0	0.0	0.0	0.01751517386223134	0.017715459273478906	0.01773997934902557	0.017560485962654984	0.027311219947811594	0.02731176148732798	0.02726146316391117	0.027343581121663192	0.007772589303140776	0.007902939907574433	0.00799869105530323	0.007977078674948864
rotifer_0.008_2x_1	0.008734207939147445	0.00862125965391231	0.008881912680020846	0.008654319998292408	0.00980092986184262	0.009802503286933816	0.009727420756847648	0.009620234741224361	0.011532052515033581	0.011828298759010956	0.011595679920587696	0.011535928811194307	0.013502020866241792	0.013719823262092175	0.01361347302445069	0.013641869292704277	0.0	0.0	0.0	0.0	0.01741941812419998	0.017631422134127866	0.01748536186646084	0.0172941872263838	0.027146165489389126	0.027134674851678347	0.027133882488824212	0.02702338247070785	0.007589248190739768	0.007781537040792655	0.007807118366685957	0.007855263368407913
