sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
moss_0.001_8x_30.hist	54526664	6269400	1446795	577721	298053	187764	197595	176508	142802	88077	97736	48200	55858	57116	29555	35005	53088	22119	19997	38386	24898	7779	15738	30600	2668	7885	18767	12302	4099	2048	17203	6946	2777	319	10900	8489	2439	1329	4243	7148	2381	975	516	9987	2977	991	443	146	47	13230
moss_0.0_4x_30.hist	52108721	7443463	1614465	673708	347123	215030	217246	194062	181849	92742	62506	70631	86980	48082	24880	31696	50276	48268	7678	17530	33112	40078	17366	5080	4008	12826	30525	16533	5510	2754	815	241	27538	5251	1669	103	28	12401	2479	845	12583	5156	2735	1024	169	55	23	6	1	24793
moss_0.0_1x_30.hist	49998423	9727745	1736829	743894	414226	258700	300440	147610	69634	79661	92921	105000	117588	65002	33635	10701	6167	7813	16447	40485	76471	69990	30328	8873	520	288	64	19	5	1	0	0	39437	42997	13679	853	244	132	25	0	0	0	0	0	0	0	0	0	0	51039
moss_0.01_2x_17.hist	71937643	10432621	1807263	758165	397136	238491	122089	109060	164736	177258	85823	42325	16248	22782	28266	40902	64878	46546	7404	4030	7105	11631	55246	16164	949	526	117	36	11	4	0	0	30069	23989	7631	475	135	73	13	0	0	0	0	0	0	0	0	0	0	38673
moss_0.01_1x_17.hist	72861658	14166572	2965956	1071220	601444	377360	272255	133762	54958	62871	73337	82870	115213	155013	80213	25521	14711	6128	974	529	342	471	2238	4352	9299	29757	70821	36513	12170	6084	1801	534	212	23	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62586
moss_0.001_4x_17.hist	65583157	13763274	3093822	1135752	648682	410697	444470	397039	156333	79729	82395	93105	129444	92292	47757	15194	19312	25780	54274	63092	40923	12787	5540	4056	8667	27736	66010	21256	7084	3541	1468	2936	1173	134	41	33771	26404	14401	2879	158	51	20	9	2	0	0	0	0	0	48264
moss_0.01_4x_30.hist	65865462	6000894	1250679	518252	261089	162375	174182	155593	98481	50224	54908	62045	58567	32375	34758	32640	18815	17304	30940	16844	10924	3413	12194	23710	3583	1989	2677	7138	14052	7025	2080	617	245	27	18502	2578	740	402	79	3	4765	6849	3635	1362	226	74	32	9	2	14102
moss_0.01_1x_30.hist	64574596	8292619	1308039	560642	312795	195570	282786	138936	54705	27898	30706	34697	48239	79649	96838	30811	17760	7399	1497	3684	6958	11391	54110	24337	1430	793	178	56	17	7	1	0	28591	19965	6351	395	112	60	11	0	0	0	0	0	0	0	0	0	0	35352
moss_0.0_2x_17.hist	66012552	11890483	2739348	1003713	574022	363862	417717	373141	206131	105125	50898	48847	67911	112132	139126	44266	25517	10631	1936	4766	9002	14736	69999	120174	7068	3925	885	284	93	45	12	2	9187	27560	62594	3911	1123	611	121	5	0	0	0	0	0	0	0	0	0	59325
moss_0.01_4x_17.hist	71391605	12764685	2244059	872620	484017	301622	252994	124298	76706	87751	102358	115663	50557	27946	18817	27228	43189	57655	16164	8799	16620	27209	21410	6263	1328	4251	10118	26980	14379	7188	2128	631	251	28	7	0	6335	28328	5664	313	103	41	20	6	0	0	0	0	0	29091
moss_0.0_8x_17.hist	61850617	25778479	5413285	1978171	1127783	713363	628262	447019	176012	163198	190366	215112	82586	45653	54326	78612	118918	49548	10026	24680	46617	43595	18890	10497	22430	71776	16206	5218	1738	868	48314	35759	14302	1648	667	30561	8785	4791	957	7871	25383	10401	5520	2069	343	113	49	15	29426	18467
moss_0.0_2x_30.hist	49533751	11371897	1917868	821868	458288	286451	305618	150154	89749	102672	119763	135331	71169	39341	20357	29456	46723	62373	31223	16998	11025	10181	48362	56952	3349	1859	418	133	41495	20746	6146	1825	729	83	25	0	31597	18286	3656	202	66	26	12	3	0	0	0	0	0	40862
moss_0.001_8x_17.hist	63227207	24721987	4599158	1746751	980364	614998	504657	247944	189155	216393	225857	111386	42763	68128	84528	101617	58578	24406	20775	51138	33169	10364	22381	43518	47905	26613	6008	1933	643	320	64492	32645	13057	1505	477	28	7	2	33268	23557	7851	3216	1706	638	105	34	14	3	0	48920
moss_0.01_8x_30.hist	66345324	5239284	1199377	470438	243089	152313	153786	132262	80734	92359	54359	41996	58387	33312	32085	35794	20633	13038	27449	14943	9692	12606	16557	4843	4016	12851	8898	2864	953	7571	9391	2789	1114	2206	11550	720	206	111	7757	3685	1227	502	265	6472	2324	773	345	114	37	9227
moss_0.001_2x_17.hist	66317276	11221761	2569657	945617	540121	341971	406081	350696	138085	70422	69436	78462	109085	125481	64932	20659	11908	4960	6621	16298	30784	50397	104668	30626	1800	999	224	71	22	10	2	0	20468	61405	19537	1220	349	189	36	1	0	0	0	0	0	0	0	0	0	59743
moss_0.001_4x_30.hist	53547862	7515898	1595535	667571	346798	214033	211875	189265	177745	90648	58910	66567	80192	44329	22938	30233	47954	62000	9862	9373	17703	28982	42052	12304	1328	4250	10115	26972	8989	4493	1330	394	16263	13720	4364	1841	528	287	56	11829	10493	4299	2281	854	141	46	19	5	0	22632
moss_0.01_8x_17.hist	68693031	21199127	2844570	1202281	644179	392802	190652	165488	249972	127484	61724	51306	71330	90428	46793	16607	26341	35164	48853	26597	17251	5390	23467	45630	9136	5074	1144	367	28535	16227	4807	1427	569	64	22855	7692	2210	1204	239	12	2245	13845	7348	2754	458	151	67	21	6	17480
moss_0.001_2x_30.hist	50791960	11400909	1895150	811521	451581	281921	278228	136697	88513	101258	118114	133468	78833	43578	22549	15646	24818	33130	69748	37972	24630	7695	12915	25113	27065	15035	3394	1092	23874	26986	7994	2374	948	108	33	1	14840	29779	5954	329	108	43	22	7	0	0	0	0	0	41255
moss_0.001_1x_17.hist	69939499	18626466	4346514	1587883	739502	474390	166151	148420	224190	256472	299167	338057	163464	90362	46758	14876	8575	3571	567	563	1064	1741	8269	16078	34357	109942	136115	43832	14609	7303	2163	641	255	28	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129815
moss_0.0_4x_17.hist	65562733	13196965	3025751	1107369	632432	400391	455262	393057	154765	78929	83473	94323	131137	109521	56673	18031	12419	16578	34901	85911	60769	18989	8227	2406	3046	9747	23198	61860	22963	11480	3400	1009	402	45	13	0	40933	28163	5631	311	102	41	20	6	0	0	0	0	0	48627
moss_0.0_8x_30.hist	53126725	6489988	1498921	599419	308898	194789	214174	191318	124623	99438	112016	55243	39817	65743	41738	29114	32670	43613	32370	17622	18418	30152	24246	7093	7268	23258	15879	5112	1703	21536	6380	1894	4493	11019	3505	1100	10325	5630	1125	6892	2296	940	498	10945	3127	1041	465	154	50	14371
moss_0.0_1x_17.hist	59007774	10458711	1807856	778742	440534	277529	467767	381793	150330	76667	37119	18305	20608	34026	42217	61090	96900	113483	18053	9827	6373	1990	861	251	453	1449	3448	9195	87146	43572	12909	3834	1532	175	54	2	0	0	0	0	0	0	0	0	0	0	0	0	0	68040
moss_0.01_2x_30.hist	65250121	6844806	1284904	542591	289953	176492	102606	91656	138447	115919	56124	27678	25312	41793	51853	51743	29827	12427	3116	7670	14488	23718	30231	8845	519	287	63	19	22664	13363	3958	1175	469	53	15	0	0	25019	5002	276	91	36	18	5	0	0	0	0	0	21665
moss_0.001_1x_30.hist	50714090	9755485	1655985	711250	399115	250344	372672	183098	72094	50795	59250	66951	93082	125601	64994	20678	11919	4965	5420	13342	25201	41256	78712	23031	1353	751	168	53	16	7	1	0	49977	29322	9328	582	166	89	16	0	0	0	0	0	0	0	0	0	0	49413
