sample	rotifer_0.06_1x_20	rotifer_0.06_1x_23	rotifer_0.06_1x_25	rotifer_0.06_1x_30	rotifer_0.06_2x_20	rotifer_0.06_2x_23	rotifer_0.06_2x_25	rotifer_0.06_2x_30	rotifer_0.06_4x_20	rotifer_0.06_4x_23	rotifer_0.06_4x_25	rotifer_0.06_4x_30	rotifer_0.06_8x_20	rotifer_0.06_8x_23	rotifer_0.06_8x_25	rotifer_0.06_8x_30	rotifer_0.0_1x_17	rotifer_0.0_1x_20	rotifer_0.0_1x_23	rotifer_0.0_1x_25	rotifer_0.0_1x_30	rotifer_0.0_2x_17	rotifer_0.0_2x_20	rotifer_0.0_2x_23	rotifer_0.0_2x_25	rotifer_0.0_2x_30	rotifer_0.0_4x_17	rotifer_0.0_4x_20	rotifer_0.0_4x_23	rotifer_0.0_4x_25	rotifer_0.0_4x_30	rotifer_0.0_8x_17	rotifer_0.0_8x_20	rotifer_0.0_8x_23	rotifer_0.0_8x_25	rotifer_0.0_8x_30
rotifer_0.06_1x_20	0.0	0	1.9944644046199222e-05	0	0	0	0	0	0	0	0	0	0.0001140745659976572	8.620746625598308e-05	3.894458203046458e-05	4.310643427651861e-06	0.055135363068540055	0.05634579574339882	0.05632898640502959	0.05650531970139183	0.05728570390670262	0.055460387691224744	0.05719448154665052	0.057176722409823966	0.05728490621263971	0.05799854811275984	0.05568792128818889	0.05638674858338366	0.05698526322409536	0.05757832012703645	0.057942606338017955	0.05691992368981558	0.05850608685046299	0.05849862487041846	0.05831224037209748	0.05843625550128373
rotifer_0.06_1x_23	0	0.0	0	0	0	0	0	0	0	0	0	0	0.00013943233520596898	0	0	0	0.05550597656203604	0.056197360578198685	0.05705386048819827	0.05713508129515377	0.0573936029981591	0.05577239429163028	0.0567999190952172	0.05791098997163191	0.05777919573425594	0.058051415107595816	0.05551996534636461	0.05620339204317637	0.05705265630996259	0.05749974938531932	0.05817737916276555	0.05709768416973304	0.05896374109901337	0.058698956471878505	0.05865540285660131	0.058664341650565555
rotifer_0.06_1x_25	1.9944644046199222e-05	0	0.0	0	8.606693372403829e-05	0	0	0	0	0	0	2.507293981757197e-05	0.0003387072514587919	0.0001346149830837584	6.440293092779825e-05	7.432640970017612e-05	0.05635159335193729	0.05636343399444865	0.05697167547536808	0.057212018709923096	0.05749918972294488	0.05560697264984915	0.05719866128508544	0.05790608148430598	0.057753580172057783	0.05795319006150046	0.056254249034656256	0.056475662660453785	0.05681642548852517	0.05750659037005357	0.05810487023958388	0.05742592794856305	0.05893067075526326	0.05870679289047476	0.058697703158989256	0.05862777257617502
rotifer_0.06_1x_30	0	0	0	0.0	0.0001236469174921151	0	0	0	0.00017479618177651535	0	0	0	0.00032498450521223354	0.00018255133620592723	9.989797335896444e-05	4.791733314912783e-05	0.056327237505302885	0.056363150319278965	0.05685012873098594	0.05708476778469984	0.057232699465180836	0.05559786727352978	0.05668905730365881	0.05751662318463957	0.057406666583694976	0.05795905790192335	0.05609462219442174	0.05575647326300537	0.0565869028381375	0.05732495616996425	0.057706452103544525	0.056932199735829525	0.058474394527767815	0.0584395821851913	0.05826161562918131	0.05822253901182195
rotifer_0.06_2x_20	0	0	8.606693372403829e-05	0.0001236469174921151	0.0	0	9.890829300418513e-05	1.5830357591894995e-05	0	0	0	8.797748276112571e-05	0.0001520757228686831	0.00018638202599219333	0.00014496473317238134	0.00012281489619681007	0.056201758398151225	0.05704556334753397	0.057722972375628845	0.057613181743021546	0.05757473975208671	0.055602241779265316	0.056865704690541974	0.05759945245083886	0.05769445022813324	0.05832942458029844	0.05635236324821269	0.05615308981910594	0.05696555419065874	0.05760818651430766	0.05818201472540252	0.0567912475403215	0.05852079001250432	0.05845715862460055	0.058420894742307605	0.058539396422686574
rotifer_0.06_2x_23	0	0	0	0	0	0.0	0	0	0	0	0	0	0.00014744980202585634	2.3087759187800927e-06	1.651946478220534e-05	0	0.05572247300723587	0.05738034933897218	0.057817690371332775	0.058136918605252164	0.05803586451263354	0.05560072445473252	0.057014891115743094	0.05797565980098551	0.05769108379001375	0.0584320872669859	0.05604156755034717	0.056092926826165734	0.057133870003936216	0.05767040696238357	0.05814209209573262	0.0568969829779975	0.05863942185748061	0.058584499539064416	0.05855129074413601	0.058552137761173184
rotifer_0.06_2x_25	0	0	0	0	9.890829300418513e-05	0	0.0	0	1.0419817928486452e-06	0	0	0	0.00016551031257738824	2.462612010378784e-05	0	0	0.05681028312688319	0.057696650007676986	0.057996308438891364	0.05815655596440594	0.058402471847600834	0.05606124164596149	0.05761354430064625	0.05831232544564058	0.058085142933643974	0.05882497157634692	0.05664727200149189	0.0565602841512205	0.05771187367209618	0.05804628616495011	0.05873029914319061	0.05749603405684178	0.05922717344025907	0.059203256809257754	0.05915972914810119	0.05920295829874145
rotifer_0.06_2x_30	0	0	0	0	1.5830357591894995e-05	0	0	0.0	1.3494157311888522e-05	0	0	0	0.0001950619940995768	4.540746798953332e-05	2.105927526574458e-05	0	0.057017336313904377	0.05772746992123623	0.057678913486467476	0.05824051291241761	0.058597936988162735	0.05647089691509932	0.05768852791122725	0.058342788231717346	0.057980721598988594	0.05899791850437708	0.056477914956584496	0.05687883227025048	0.05758555945826138	0.05810099770050836	0.05854649793590794	0.05759363181052868	0.05916349447970859	0.05920652573666085	0.05901524081480103	0.059094469404768146
rotifer_0.06_4x_20	0	0	0	0.00017479618177651535	0	0	1.0419817928486452e-06	1.3494157311888522e-05	0.0	0	0	2.5208866351600356e-05	0.00014347055743180182	0.00013076527096111956	0.00012547084568059752	0.0001195122866747278	0.05556052433527281	0.056805746969978976	0.05715671214713591	0.05724592514429516	0.05803537231941025	0.055313650528264535	0.056524059390580694	0.05735831043619566	0.05736071087138894	0.05796613711631082	0.05555611474622113	0.05598495236035805	0.05685855864221889	0.05737073248192737	0.057872507606992474	0.05604601423977473	0.05808423174114197	0.05823407458186658	0.05817919316317455	0.0583129074137122
rotifer_0.06_4x_23	0	0	0	0	0	0	0	0	0	0.0	0	0	0.00010779153344586678	0	0	0	0.055753640104118096	0.057080998781178005	0.05757738889982511	0.05763001517718491	0.058023775626971585	0.05566014635555583	0.05671331793901302	0.05773167167991755	0.05759176037966007	0.05824890450714115	0.05611252834282554	0.05605859022659043	0.05704610403466437	0.05762379485973501	0.05811209654127725	0.05663051483219328	0.05841623399053997	0.05862150158680801	0.05855671413653174	0.05860880317830519
