sample	moss_0.06_1x_20	moss_0.06_1x_23	moss_0.06_1x_25	moss_0.06_1x_30	moss_0.06_2x_20	moss_0.06_2x_23	moss_0.06_2x_25	moss_0.06_2x_30	moss_0.06_4x_20	moss_0.06_4x_23	moss_0.06_4x_25	moss_0.06_4x_30	moss_0.06_8x_20	moss_0.06_8x_23	moss_0.06_8x_25	moss_0.06_8x_30	moss_0.0_1x_17	moss_0.0_1x_20	moss_0.0_1x_23	moss_0.0_1x_25	moss_0.0_1x_30	moss_0.0_2x_17	moss_0.0_2x_20	moss_0.0_2x_23	moss_0.0_2x_25	moss_0.0_2x_30	moss_0.0_4x_17	moss_0.0_4x_20	moss_0.0_4x_23	moss_0.0_4x_25	moss_0.0_4x_30	moss_0.0_8x_17	moss_0.0_8x_20	moss_0.0_8x_23	moss_0.0_8x_25	moss_0.0_8x_30
moss_0.06_1x_20	0.0	0	0	0	0	0	0	0	0	0	0	0	0.0003616921711345755	0.00019988475569943098	0.00011653110157217039	0.00010302733587164159	0.04424402559450247	0.04598493861846076	0.04790531918111329	0.04870919667646367	0.05014152460346011	0.04334803145216559	0.0457192753078538	0.0476549938972608	0.04903213576565513	0.05101488519272357	0.043900064232344826	0.04499653083785693	0.04669705647607314	0.04829795071335374	0.05103757561590738	0.07870335935062156	0.047718806807168224	0.052006383687321245	0.052336005761521864	0.0529182141089346
moss_0.06_1x_23	0	0.0	0	0	0	0	0	0	0	0	0	0	0.00018041212115038618	1.7719840746832638e-05	0	0	0.045347027216549374	0.04720974310077786	0.04846118403770994	0.04946064039075804	0.050654389036091985	0.044838892879739634	0.04644525523285503	0.048633298586777673	0.049976953286361425	0.05147009665453739	0.04493026599302341	0.045340196681346145	0.04758901444362362	0.04862535204837015	0.05148638262643679	0.08019364827048192	0.04849057515003952	0.0525175991514123	0.05285541830082763	0.05331583707443366
moss_0.06_1x_25	0	0	0.0	0	2.8916429165692925e-05	0	0	0	0	0	0	0	0.000288779736385969	5.0031245961146276e-05	0	0	0.04628243413187938	0.04784491285263903	0.04897348414917224	0.05000259086780445	0.05093429556751494	0.04516279396046652	0.047074389398789274	0.048939526861797256	0.050527309203248216	0.05190519778671032	0.045134967303897766	0.04603539887982233	0.04798330937449058	0.04949235032746535	0.05204871404431288	0.0808043712906309	0.04909391637834981	0.05306916896544034	0.05348103275668503	0.053917430197568894
moss_0.06_1x_30	0	0	0	0.0	0.00011306820103240689	0	5.6171191854526015e-05	1.3274262028462047e-06	0.00017074148085460816	0	1.8974264266446994e-06	4.183087258879947e-05	0.00045145132697499424	0.00023229414998893194	0.0001437725259209044	0.00014779977069501182	0.04692107559340297	0.048237739624062526	0.04914307448432109	0.050232600867067156	0.051456745536940574	0.04554325022364136	0.0476493769473032	0.04972510680733777	0.05080277831158975	0.05215669330267836	0.04623042791792187	0.04665512236688929	0.048567814972309	0.04993674664101033	0.052403160740140065	0.08197160619135868	0.0493039608433532	0.05334465854032355	0.05359985105839138	0.053963558881643836
moss_0.06_2x_20	0	0	2.8916429165692925e-05	0.00011306820103240689	0.0	0	0	6.79455712900845e-05	0	0	0	0.00012442666060741292	0.00031683424713058184	0.00018893056896807092	0.00014917200183461876	0.00014638959426027665	0.04768636147332195	0.0497347030526859	0.05154843181959712	0.05182702090477398	0.05343913810843115	0.04712828786922807	0.04895812584003201	0.05133722213666436	0.05235697936460271	0.05411593411817073	0.0462462950625292	0.04768512854304574	0.0501438802246853	0.05180013754039825	0.05471927231855733	0.07525994495190202	0.04979074964167707	0.05466207902788467	0.055342855765805665	0.05615694906037483
moss_0.06_2x_23	0	0	0	0	0	0.0	0	0	0	0	0	0	0.00019656266937262412	7.646544377648556e-05	4.4504257322719454e-05	2.0633536756964332e-07	0.048207539203989125	0.04982929705165884	0.05154214286322889	0.05233292513251775	0.05397137406316843	0.047185120425330185	0.049246139684773316	0.05166900285254061	0.0526404747992778	0.054410657831840514	0.04680751385199866	0.04785660129235969	0.05031690114612852	0.051797310307045485	0.05449015335109564	0.07679422571398775	0.0502350353618749	0.055123138009192885	0.05559918216249182	0.05631805955338698
moss_0.06_2x_25	0	0	0	5.6171191854526015e-05	0	0	0.0	0	0	0	0	0	0.00019283851217022363	3.7626707988569486e-05	0	0	0.04832605480402863	0.04973871414011555	0.051603191992819486	0.05231621122334684	0.05342901814311207	0.04718729421255019	0.04909713505717317	0.05144936927443322	0.052252149330495934	0.05410245434461436	0.046930655696225676	0.04754960233242145	0.04998403550234842	0.051674939802520914	0.054300610032981256	0.0778427609662552	0.050164092619557676	0.05472313699961728	0.055300828229233434	0.05593143791356525
moss_0.06_2x_30	0	0	0	1.3274262028462047e-06	6.79455712900845e-05	0	0	0.0	0	0	0	0	0.0002199365184291091	5.434017647409917e-05	0	0	0.048948684767851636	0.05023158337632205	0.05180234751578372	0.05257105079256097	0.05387785218852614	0.04807612809244932	0.049384300195610575	0.05159920157989206	0.05266453225141354	0.054428388634044755	0.04768367896644676	0.048320426528858706	0.05059791722358198	0.05198966927170612	0.05435730249120507	0.07995661390798059	0.05088244681584431	0.055071705833805384	0.05554199238577828	0.05610034814735143
moss_0.06_4x_20	0	0	0	0.00017074148085460816	0	0	0	0	0.0	0	0	0	0.0001486901732923318	8.434444696059362e-05	6.42684216313194e-05	6.295602872108397e-05	0.04865798278386668	0.0507787723624189	0.05319237005399935	0.05390339669412525	0.05511974594556668	0.04724484838513032	0.049905822040953396	0.052753713015004755	0.05398131006455309	0.055934273029666026	0.04626790311189766	0.048541837975014435	0.051809396209971714	0.05358588174475076	0.05629687419760043	0.0710539516473393	0.05078400715871023	0.05616770096226931	0.057084738950374025	0.0580915444262039
moss_0.06_4x_23	0	0	0	0	0	0	0	0	0	0.0	0	0	5.0413502069024396e-05	0	0	0	0.04976109241992044	0.05113843886669123	0.05358594367664504	0.053956215488105586	0.05514979976067458	0.048241648836761075	0.050276022064158266	0.053085311353185505	0.05424933788217423	0.05599101393180872	0.0473667585155394	0.049117653897717606	0.05186484190003948	0.053473888516050616	0.05626832779820434	0.07427848199846787	0.050989818771200235	0.05632863231915064	0.05706688888650846	0.057907804990557366
