sample	moss_0.06_1x_20	moss_0.06_1x_23	moss_0.06_1x_25	moss_0.06_1x_30	moss_0.06_2x_20	moss_0.06_2x_23	moss_0.06_2x_25	moss_0.06_2x_30	moss_0.06_4x_20	moss_0.06_4x_23	moss_0.06_4x_25	moss_0.06_4x_30	moss_0.06_8x_20	moss_0.06_8x_23	moss_0.06_8x_25	moss_0.06_8x_30	moss_0.0_1x_17	moss_0.0_1x_20	moss_0.0_1x_23	moss_0.0_1x_25	moss_0.0_1x_30	moss_0.0_2x_17	moss_0.0_2x_20	moss_0.0_2x_23	moss_0.0_2x_25	moss_0.0_2x_30	moss_0.0_4x_17	moss_0.0_4x_20	moss_0.0_4x_23	moss_0.0_4x_25	moss_0.0_4x_30	moss_0.0_8x_17	moss_0.0_8x_20	moss_0.0_8x_23	moss_0.0_8x_25	moss_0.0_8x_30
moss_0.06_1x_20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05336304837561592	0.056780230793547555	0.05919361154584191	0.06004267991799186	0.06150780192934604	0.056412582042001065	0.059468447812807225	0.061409151608096395	0.06267953661051594	0.06435311181914796	0.0581900090121702	0.060692530947147126	0.062412627900430985	0.06367570371466642	0.0654671777262564	0.05725441439264597	0.0594536249336247	0.06104248687378769	0.0626087600920747	0.06502828147176666
moss_0.06_1x_23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050979144082025585	0.05483124182665273	0.056617592501747895	0.05775785340932188	0.05900986350266019	0.054345667406632436	0.05684647445846366	0.059296756525927766	0.06059998684672362	0.061780060087486134	0.05527166266990596	0.05739726976534882	0.06009024327475824	0.06080641719401449	0.0628804419542592	0.05358327783981581	0.05605700346004961	0.0580684797881029	0.060068402952633	0.062298227404072155
moss_0.06_1x_25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050413311012228956	0.05403613650646338	0.055752828295880956	0.05694993320356008	0.05793420911958181	0.05304917644922714	0.05604093516539965	0.0581927526133789	0.05980890945961682	0.060897457214550046	0.05375403523023434	0.05661588638219416	0.05906061147329328	0.06038171496521615	0.06214732330714557	0.05206822076910807	0.054570000461405206	0.056807336074050016	0.05887688828362251	0.06134401269027613
moss_0.06_1x_30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04958766045242343	0.0529874898276281	0.05448569812066823	0.055768117966184444	0.05710999321303769	0.05195570759065471	0.05523334835456377	0.05767376763513503	0.05871832191372793	0.059804740906633506	0.05350867500639948	0.055871243949577834	0.05832526899079474	0.05950607397524028	0.06118646389282781	0.0515404096922572	0.05416420277112813	0.05628273145901434	0.057966462872651336	0.060445493802468865
moss_0.06_2x_20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051407447800632416	0.05473498424038115	0.05672999432028541	0.0568030223614312	0.05837032948054102	0.055458127288860855	0.057083471201340746	0.05908940824000812	0.05972700674144631	0.0609166748755629	0.05612462902702993	0.057935716881811455	0.05983338334467454	0.06088097918769626	0.06269582722977697	0.05532726391017476	0.056576398163889506	0.058908636945371524	0.05986617931079455	0.06195533498260582
moss_0.06_2x_23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050003093943379984	0.05304885298509059	0.05505714112055634	0.055825816902176834	0.05747925441432506	0.05344720556672068	0.055680165666348896	0.05791921323575631	0.05857454443527318	0.059858992568361725	0.05461995010955056	0.05634659036108206	0.058506140296001534	0.0594326160848059	0.061037442628810175	0.053030133895799206	0.05517647427782588	0.05720467755093042	0.05842093007169197	0.06059890295307562
moss_0.06_2x_25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04918807301614695	0.052100548113803796	0.0543598573986712	0.05506076170219574	0.05610435527449984	0.05247892740070007	0.05467522898180749	0.056912547678271246	0.057398836275468754	0.05882080480882672	0.053737171784517666	0.05512298676849008	0.05737376993516789	0.058608897061617614	0.06017009824497643	0.05238881912193881	0.05428911632894033	0.056155015575871346	0.05738583163532667	0.059530345213442
moss_0.06_2x_30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048782568094292184	0.05168808760111532	0.053676124219354346	0.05447736339473538	0.055792134917415866	0.0523515499987033	0.054016272563220086	0.056197599238793305	0.05705149004714589	0.058417161260795596	0.05335305290145868	0.05501584629968441	0.05723558509843222	0.05816842635473752	0.05947025571880993	0.05248652548195062	0.05422365145383181	0.055809010548827524	0.05706648305752012	0.059093822864581515
moss_0.06_4x_20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05198040173944368	0.055122504143306134	0.05769359154001462	0.05824374329404581	0.059241793085096965	0.05523194834963539	0.05740745458065575	0.05970259563336456	0.06049810051234887	0.06182410308690973	0.056061338288707324	0.058116757991102976	0.060553489311017596	0.06160814303635153	0.0631406934125451	0.05655615995955123	0.05739199297874808	0.058738614096985574	0.06025035140493045	0.06278989324685776
moss_0.06_4x_23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05187180969691382	0.05436085694315204	0.057106343648659984	0.0572973079809092	0.058333625091794586	0.054970652981955075	0.0567382790176964	0.05918282191789971	0.05997626019547264	0.06111766079548796	0.05583322734720382	0.05774950366652344	0.05982925731956618	0.060771185270764375	0.06244585381225251	0.055632379929966475	0.056653149988428346	0.0583906960178299	0.05977250030772695	0.0618108970822838
