rotifer_0.01_8x_20.hist	90518021	2153710	419768	162885	80257	50408	52757	25919	21084	24119	12961	6391	8750	9883	5113	3911	6203	4795	927	2283	4311	2116	916	915	1955	3144	709	227	221	3105	919	272	107	11	1706	1134	325	176	34	0	728	679	359	133	21	6	508	811	269	160
rotifer_0.01_4x_23.hist	90615621	2254247	399079	162382	76874	48378	50059	39499	15551	17790	19089	9413	4272	7053	8751	7417	4274	1780	1648	4057	3630	1133	490	644	1375	4401	2410	775	257	127	60	119	3532	406	128	7	1	0	788	1632	543	221	116	42	6	1	944	313	103	1023
rotifer_0.01_8x_23.hist	90300831	2079155	413797	159269	80415	49941	41292	36885	17484	20000	16323	8049	6791	10770	5572	3695	5861	2441	2929	3786	2455	766	1628	3165	867	994	2365	760	252	125	2510	1312	524	59	17	0	432	2064	411	21	6	1	13	1389	230	75	33	10	2	1143
rotifer_0.001_1x_23.hist	85710030	2821914	498303	209684	110871	66983	47918	23542	21979	25143	29328	33139	15042	8314	4301	1367	862	1150	2420	5956	11250	11962	5182	1515	88	47	9	2	0	0	0	0	1282	3845	7791	485	138	74	13	0	0	0	0	0	0	0	0	0	0	6775
rotifer_0.01_2x_23.hist	90516382	2015045	399483	155874	81424	48747	28780	25708	38831	25348	12272	6051	3608	5956	7389	10692	7298	3040	482	261	433	708	3366	6544	1023	567	127	39	12	5	4306	1278	510	57	17	0	0	0	3161	696	231	93	48	17	1	0	0	0	0	2542
rotifer_0.0_8x_23.hist	85542064	3069296	615313	238073	119306	74818	55356	49448	36826	23305	27183	13405	11654	15530	8035	4989	7913	10562	2317	3386	6396	3604	1560	2874	3723	2067	465	1241	3451	1724	510	150	1696	2484	789	48	12	879	3204	177	58	22	11	2188	702	233	103	33	10	1884
rotifer_0.01_1x_20.hist	89517487	1831079	395632	146034	81886	51340	70152	42291	16651	8491	4749	5366	7460	12316	15280	4861	2801	1166	1411	3473	6559	3542	1533	447	25	13	1	0	0	0	1248	2495	5249	604	191	10	2	0	0	0	0	0	0	0	0	0	0	0	0	4494
rotifer_0.001_4x_20.hist	87559673	3338435	623376	241242	128188	77809	55689	49745	48622	24796	12895	14571	20257	14394	7447	3760	5963	7959	4321	2351	4423	7241	4093	1196	253	808	1923	5128	2615	1306	386	113	44	4	2667	2497	716	390	77	3	241	1927	1022	382	62	19	7	1	0	3326
rotifer_0.01_2x_25.hist	90541875	2147300	438035	162259	89755	55842	41812	20542	18779	21482	25058	12357	4743	2975	3690	5339	8468	9317	1481	805	521	182	864	1680	3589	4958	1118	359	118	58	16	3	802	2407	2288	142	39	20	3	0	763	672	355	132	21	6	1	0	0	2778
rotifer_0.01_1x_25.hist	91655876	2033446	459090	163536	89808	56733	53863	45479	17906	20484	14076	6941	3207	5294	6567	9503	11252	4687	744	404	261	121	573	1114	2381	7619	2613	840	279	138	40	10	3	0	203	3169	910	495	98	4	0	0	0	0	0	0	0	0	0	4492
rotifer_0.001_4x_25.hist	86184775	2992794	573200	226886	110540	69733	78289	38463	26283	30067	28344	13977	6839	11292	14010	8653	4987	2331	4907	8641	5604	1750	757	915	1955	6256	1411	453	150	74	3225	2507	1002	114	35	1	2743	2668	532	28	8	2	0	0	0	2460	1285	427	141	83
rotifer_0.001_8x_20.hist	86165564	3091667	589178	233130	113861	71713	75127	36910	34155	34310	16611	18769	10400	9628	11946	8620	4968	3091	6508	6180	4007	1251	3366	4958	290	622	1479	3944	2012	1005	296	87	1167	3501	1113	68	18	170	3207	177	58	22	11	1417	849	282	125	40	12	2208
rotifer_0.001_4x_23.hist	86210369	3323087	579947	236713	113303	71394	71243	61616	24260	19878	23186	26199	12121	6699	5905	8544	13553	5646	897	2089	3945	6458	5867	1716	232	741	1763	4702	1578	788	232	68	26	2	6871	428	122	65	12	0	0	759	2507	939	155	50	21	6	1	2509
rotifer_0.001_8x_23.hist	85914707	3004634	592299	229762	114644	72035	65323	40350	37313	23376	24022	11846	15996	12299	6363	7593	10629	4428	2613	6432	4171	1302	3077	5983	471	452	1076	2869	2201	1099	769	1537	613	513	3666	228	64	34	5	1644	1608	658	348	129	20	5	735	1538	511	306
rotifer_0.001_1x_20.hist	86237863	4828958	594053	251642	139561	86962	102397	50308	19807	10101	10739	12134	16869	27853	24521	7801	4496	1872	296	460	869	1421	6752	13127	771	427	95	29	8	3	88	175	13280	1531	486	29	7	3	0	0	0	0	0	0	0	0	0	0	0	8352
