sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
moss_0.01_2x_17.hist	72506994	12105343	2211821	864011	440306	279478	270488	241623	180273	91938	44513	23554	32747	54069	67085	62917	36269	15111	2795	6879	12993	21270	71313	20866	1226	680	152	48	15	6	0	0	12521	37562	15888	992	284	154	29	0	0	0	0	0	0	0	0	0	0	39139	114265638
moss_0.001_4x_30.hist	53861792	7101900	1547029	644857	331081	205957	235531	210396	106222	95119	110953	54718	35575	58739	53951	23118	36669	48951	16777	14560	27502	41107	17812	5211	2755	8816	20982	21012	7003	3500	1036	306	23233	7408	2356	146	41	6043	14481	803	266	108	9977	3740	622	206	91	29	8	20443	103642558
moss_0.01_2x_30.hist	65348354	6681223	1260266	532681	285442	174072	110904	65943	99607	113949	97607	48136	18480	24344	30204	43706	60348	25144	3999	2176	3733	6111	29026	35133	2065	1146	257	82	375	5253	22446	6668	2666	306	96	5	0	8564	15458	857	284	115	60	21	2	0	0	0	0	21802	105537929
moss_0.001_8x_30.hist	54680921	6219282	1438201	573103	296457	186409	211558	188780	106038	121307	66420	75054	49550	42187	52342	35864	27957	37321	32770	17840	23241	25910	11227	10154	21696	15237	3439	8682	13584	6791	5234	10468	8922	1028	326	11367	3267	1781	8213	5061	1686	689	365	11383	2337	778	347	114	37	14630	102046364
moss_0.01_4x_30.hist	65846294	5823965	1227842	508049	254726	158926	175017	156340	87291	54308	63347	71582	41272	24491	30386	43970	27964	11650	19293	24401	15826	4944	4367	8491	18144	11420	7718	2484	827	412	6042	12084	8753	1008	319	18	4	10868	2172	119	2724	5610	2976	1115	184	60	26	7	1	14366	103521339
moss_0.001_4x_17.hist	65949429	13407695	3048714	1114697	635901	402360	446833	352450	138776	80531	93936	106146	146581	81029	41929	13340	17640	23549	49576	72384	46951	14671	6356	2212	4726	15124	35995	54946	18314	9156	2711	804	320	36	10	0	31588	30483	6095	337	111	44	22	7	0	0	0	0	0	47715	116723163
moss_0.001_1x_30.hist	51960398	10238498	1780454	762637	424715	265273	350408	172159	67786	46083	53753	60740	84447	139435	89764	28560	16463	6858	2976	7325	13836	22651	98883	28933	1700	943	212	67	21	9	1	0	81967	9549	3037	188	53	28	4	0	0	0	0	0	0	0	0	0	0	52873	108344139
moss_0.001_2x_17.hist	64568314	11583547	2353997	973775	487832	302817	254615	227443	305340	155722	75396	37182	29164	48153	59745	86454	65176	27155	4319	8331	15736	25762	99015	28972	1703	945	212	67	21	9	1531	3062	93612	10798	3434	213	60	31	5	0	0	0	0	0	0	0	0	0	0	56566	109285914
moss_0.0_1x_30.hist	50435216	9760407	1743454	747520	417467	261160	356196	175003	68906	62437	72831	82298	114418	101277	52407	16674	9611	5265	11083	27281	51531	70081	30367	8885	2168	6937	16510	5315	1770	884	261	76	21953	45521	14483	904	258	140	27	0	0	0	0	0	0	0	0	0	0	54616	106325274
moss_0.001_2x_30.hist	50878609	11509177	1898414	813684	453974	283840	321120	157770	80402	91979	107290	121237	88495	48919	25313	14500	23000	30703	64638	55022	35689	11151	4831	2507	5357	17142	40797	32602	10866	5432	1608	476	189	20	5	0	31308	23276	4654	257	84	33	16	5	0	0	0	0	0	38277	115467692
moss_0.0_2x_30.hist	49422599	11079201	1884424	808114	451528	282540	361326	177524	70178	80282	93646	105819	111420	61592	31871	13147	20853	27838	58605	46251	29999	9373	6298	12245	26166	49974	11283	3632	1209	15905	12833	3812	1523	174	54	2	19679	30433	6085	337	111	44	22	7	0	0	0	0	0	40922	113277225
moss_0.0_2x_17.hist	64894361	10980985	2520714	932280	533170	337783	410809	366970	212598	108424	52495	27159	37758	62344	77352	111932	80007	33335	5302	2885	3281	5371	25511	49604	56712	31505	7113	2289	762	380	111	32	6026	18078	62205	3886	1116	607	120	5	0	0	0	0	0	0	0	0	0	59747	109245150
moss_0.01_1x_17.hist	67819319	10633141	1553971	667283	374213	234644	392112	224039	88214	44988	21781	13830	19227	31746	39387	56995	90405	56569	8998	4898	3176	991	428	405	864	2765	6581	17549	43420	21709	6431	1909	762	87	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48731	109220643
