sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
moss_0.001_1x_17.hist	62395855	7817649	1823440	669628	383921	244469	277360	247762	286636	146183	70777	34904	13400	19478	24166	34969	55468	74048	54799	29834	19351	6046	2619	765	44	23	4	0	61196	50374	14924	4433	1772	203	63	2	0	0	0	0	0	0	0	0	0	0	0	0	0	62432	100880900
moss_0.0_8x_17.hist	62677604	24967830	4748863	1800904	1012312	635559	559695	274985	178095	203740	237656	117206	49392	81553	101186	94726	54605	22751	16665	41020	77482	24212	10491	14703	31418	47524	10730	3454	4002	56033	31010	9213	3684	424	133	7	27443	44369	8872	491	162	65	33	11	0	29309	13137	4378	1458	7703	112081932
moss_0.0_4x_30.hist	52016805	7635544	1633729	683853	355782	220188	233062	208190	161036	82127	74327	83989	81548	45079	24901	28090	44556	59480	9461	17007	32123	40870	17709	5181	3533	11306	26909	19483	6493	3245	960	284	12383	22164	7051	439	125	67	12	4713	15781	6466	3431	1285	213	70	30	9	2	23324	104895954
moss_0.01_4x_17.hist	71951003	12126077	2174865	846958	468588	291566	217942	107077	89269	102123	119123	84416	32408	21267	26386	38182	60563	56625	9007	4903	5441	8906	42307	25194	1481	821	184	58	16186	28009	8298	2464	984	112	34	1	0	15525	17231	956	317	129	67	24	3	0	0	0	0	26168	113428947
moss_0.0_1x_17.hist	68785054	16613899	3877961	1418668	673052	433334	181326	161975	244665	279896	326491	314005	120554	66641	34484	10971	6323	2633	418	602	1136	1860	8834	17176	36702	117448	129621	41741	13912	6955	2059	611	243	27	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126622	139300997
moss_0.01_1x_30.hist	64094940	8144174	1285676	551119	307595	192356	265022	130208	51268	40386	47108	53231	74007	86518	44769	14243	8210	3419	5809	14298	27007	44214	24747	7240	424	235	52	15	4	1	0	0	38106	14890	4736	295	83	44	7	0	0	0	0	0	0	0	0	0	0	33506	105195568
moss_0.001_8x_17.hist	62860195	24960740	4729846	1782110	1003849	630965	566642	278399	161771	185065	215872	154136	59176	57456	71287	103155	71019	29590	9027	22219	41969	68709	37134	10865	2884	9228	21962	58564	19520	9759	2890	857	34815	22241	7075	441	125	67	37270	11843	3946	1616	857	320	52	16	18989	21272	7089	4252	112278117
moss_0.0_8x_30.hist	53009602	6348485	1470249	585095	305237	191422	208941	186644	139071	88433	103154	56497	48842	59581	30830	33835	53668	22361	29358	33705	21861	7605	36123	12646	3438	11003	26186	8431	2809	2287	20299	6030	2411	1256	16646	1039	297	5486	11850	657	218	88	3747	12213	2034	677	302	99	32	14224	101781807
moss_0.01_8x_17.hist	69221742	20642622	2780954	1175567	630161	384391	186353	166466	251449	128238	62089	50663	70436	85169	44071	18117	28737	38362	44658	24312	15769	9470	42440	12417	3291	10530	25062	16338	5445	2721	805	238	24079	13670	4348	270	76	40	6181	13345	4447	1821	966	361	59	18	10130	8079	2692	1614	105659600
moss_0.0_4x_17.hist	65338240	13221863	3031831	1109487	633285	400809	458889	383893	151157	77089	89921	101610	141268	92470	47849	15223	18786	25078	52796	72023	46717	14598	6324	2632	5625	17999	42837	48316	16104	8051	2384	707	282	31	9	21003	34198	18652	3729	206	67	26	13	3	0	0	0	0	0	48986	116279356
moss_0.01_8x_30.hist	66535079	5274127	1203600	474631	242796	152736	147990	132196	100166	63834	74460	43785	40358	50136	25943	33898	19540	21399	23878	12999	9795	16036	14406	4214	4453	14248	5475	1762	11155	6374	1887	559	5053	11090	3527	219	62	2528	10127	561	186	75	1228	7428	1237	411	183	60	19	9472	102769854
