sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
rotifer_0.0_8x_25.hist	85387642	3141670	617368	239210	120199	75388	57005	50921	33667	24773	26742	13187	10767	17777	9396	4242	6728	8981	5112	2782	4784	5046	2185	1297	2771	4499	1014	325	286	4013	1595	473	188	20	4159	666	190	102	343	2375	790	323	170	62	9	1326	593	196	64	1083	99252259
rotifer_0.0_4x_novaseq_profR.hist	85445859	3122513	602470	237612	116474	73482	83026	40791	30705	35125	18370	19690	14995	8288	5491	7945	12601	8239	1309	1874	3539	5792	6397	1871	196	627	1492	3979	2724	1361	402	118	46	4	5887	366	104	55	10	76	2583	1057	560	209	33	10	3	0	1189	2439	99595526
rotifer_0.0_2x_HiSeq2500L150R.hist	87505498	3520206	678694	257431	131703	83249	82778	73944	38377	19571	9475	8739	12149	20060	24853	7906	4557	1897	432	1064	2009	3289	15624	4570	267	147	32	9	2	0	7831	2874	1148	131	40	1	0	0	0	3191	2387	977	517	193	31	9	3	0	0	4068	99056607
rotifer_0.001_4x_25.hist	86183786	3042466	581709	231203	110939	70165	72537	57848	22776	21373	24930	23896	9173	6528	8098	11718	6754	2813	5034	6960	4513	1409	1310	2548	5444	3023	681	218	120	1688	3699	1098	438	49	14	1555	2519	1373	273	14	3	0	958	1687	280	92	40	12	3	2684	99525503
rotifer_0.0_2x_25.hist	85568099	3377379	616828	248460	116970	74397	62989	56267	60183	30692	14859	8749	12163	20083	14023	4461	2570	1333	2806	6906	13044	4075	1765	515	954	3054	2484	799	265	131	5021	2521	1007	115	35	1	0	0	4791	1421	472	192	101	37	5	0	0	0	0	4384	99999493
rotifer_0.01_8x_20.hist	90507451	2104728	421254	161424	81386	50907	38385	32541	28608	14589	12344	13948	8627	4768	5140	7438	4763	1983	2159	4236	2747	857	1225	2381	2560	1421	319	102	1512	2206	652	192	76	7	2884	472	134	72	13	0	469	1320	700	261	42	13	4	58	1026	614	98534032
rotifer_0.01_2x_25.hist	90661455	2171110	448054	163858	91593	57328	62060	30490	12004	11532	13451	15199	14661	8103	4192	1806	2864	3822	7741	4214	2732	852	368	106	128	409	972	2593	4180	2089	618	182	72	7	1	0	0	0	4229	233	76	30	15	4	0	0	0	0	0	2753	100101661
rotifer_0.001_1x_novaseq_profR.hist	85445807	3639948	501239	214280	118681	73894	105094	51633	20329	10367	7444	8411	11693	19306	23953	13446	7750	3228	512	278	299	489	2323	4516	9650	6333	1429	459	152	75	21	5	1	0	0	2664	4618	2518	502	26	7	2	0	0	0	0	0	0	0	6204	99483408
rotifer_0.0_8x_23.hist	85437710	3157725	615345	239896	119076	74855	64026	47047	39529	21376	24934	16828	9164	15131	12772	4063	5971	7970	5451	2967	3874	6341	3373	986	645	2064	4913	1581	526	262	2233	2315	925	105	32	2233	1726	940	187	9	451	1724	914	341	55	17	6	813	1209	724	98689895
rotifer_0.01_8x_novaseq_profR.hist	90263090	2133736	411537	160067	79211	49672	41268	35074	19880	21527	11290	8585	11935	7089	3667	5306	6775	2822	2831	3349	2171	677	1765	3432	1059	587	953	2540	946	472	138	40	2575	680	215	12	653	1306	260	13	3	412	1173	439	72	23	9	324	688	412	99972831
rotifer_0.0_1x_MiSeqv3L250R.hist	85884692	3181393	591973	240165	112502	71728	57758	51593	71541	36484	17664	8710	3833	6328	7850	11359	18017	19518	3104	1689	1094	341	146	41	1	0	0	0	4284	13847	4101	1217	486	55	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9072	98255250
rotifer_0.001_4x_HiSeq2500L150R.hist	88838746	3648904	688560	257356	142384	88596	56642	27828	39207	40658	19684	9707	10732	17720	16081	5115	2948	2140	4504	11086	7190	2245	972	366	781	2500	5950	2870	955	476	140	40	15	0	2783	4514	1296	706	140	6	1	0	0	1794	850	282	125	40	12	3284	100089493
