sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
nematode_0.01_2x_1.hist	169325629	7660009	1438807	539433	298790	186040	100552	61847	93421	98116	47504	23427	10668	17614	21853	31622	32848	13686	2176	2125	4014	6571	31213	11928	700	388	86	26	1691	23676	7014	2083	832	95	29	0	0	2035	26172	1453	483	197	103	37	5	0	0	0	0	21080
nematode_0.004_1x_1.hist	159636990	9926066	1883868	686875	390524	247460	207594	185440	73049	42801	49925	56415	66622	36828	19056	6062	3493	3243	6826	16802	31737	44015	19072	5579	327	180	39	11	2	0	0	0	17718	32691	10400	649	185	100	19	0	0	0	0	0	0	0	0	0	0	43069
nematode_0.008_1x_1.hist	165030153	7845333	1344949	553306	272114	167367	100840	90078	136064	93449	45244	22312	8565	11593	14383	20813	33013	44070	8086	4401	2853	890	3220	6260	13376	27903	6299	2027	674	336	98	28	10	0	17869	16397	4713	2569	512	27	8	2	0	0	0	0	0	0	0	33692
nematode_0.0_1x_1.hist	152350679	10405405	2243943	796071	433837	277580	153746	137339	207452	126286	61144	30153	11575	16576	20566	29759	47203	53854	8566	4663	3023	943	2723	5294	11311	36196	9728	3131	1042	520	153	44	39366	10034	3191	198	56	29	4	0	0	0	0	0	0	0	0	0	0	53000
nematode_0.006_1x_1.hist	163006169	9483438	1767903	647061	369498	233908	204032	182258	82777	42215	26042	29426	40910	67549	34953	11120	6409	2669	2673	6579	12426	20343	45714	13375	785	435	97	30	9	3	0	0	7951	23854	23027	1438	412	223	43	1	0	0	0	0	0	0	0	0	0	37615
nematode_0.02_4x_1.hist	181861253	5138883	982159	373371	202642	124622	93997	83965	42839	40161	38241	18858	18164	29991	15518	7976	12651	16888	10623	5783	3750	2468	11723	17890	1051	583	130	41	13575	8109	2401	712	284	31	3566	9057	2602	1418	282	14	3	700	5422	2032	337	111	49	15	4	8363
nematode_0.006_2x_1.hist	163137318	8799526	1677249	622796	349845	219557	181064	88958	62673	71697	83631	51559	19794	17357	21535	31161	22232	9262	2551	6279	11861	19417	29617	8665	508	281	62	19	7108	25632	7593	2255	901	102	31	0	0	0	27571	2740	912	372	196	72	11	2	0	0	0	25904
nematode_0.001_4x_1.hist	152215116	10628027	1889782	712031	393152	244346	125426	97106	146680	90264	43703	43624	60649	35843	18547	26837	20508	8544	7899	19443	26405	8250	3574	4574	9774	26020	5874	1890	629	313	20742	6162	2463	283	3689	10836	3114	1697	338	17	1197	12197	6473	2426	403	133	58	18	5	19924
nematode_0.001_8x_1.hist	151751218	11000199	1816339	706466	368071	229702	172524	137287	84958	97191	54785	54955	54985	30394	18584	26891	15501	10482	22068	16186	10498	3866	18366	22899	1346	2008	4779	12743	12866	6432	4735	4353	1740	5220	11977	747	213	115	6421	7540	2512	1028	545	4679	6002	1999	895	297	98	14933
nematode_0.02_2x_1.hist	182558960	5071718	1052407	385173	216791	136201	131564	64638	28774	32917	38396	43386	18357	10147	10231	14804	23481	20290	3227	1755	1632	2672	12692	24677	1450	804	180	57	439	6153	14087	4184	1672	191	60	2	0	0	11952	2957	984	402	212	78	12	3	0	0	0	14862
nematode_0.01_8x_1.hist	168899587	7899836	1380649	536235	277653	173829	123269	110114	84644	45979	53633	44483	17077	20920	25955	15784	18238	18530	4328	10652	20120	9678	4192	8151	7467	4147	5618	10379	3458	1728	3390	6779	4431	510	161	11820	3397	1852	369	3047	5366	2198	1166	3334	4157	1384	619	205	67	8890
nematode_0.01_1x_1.hist	169319772	6314356	1411400	507054	282449	179171	156808	140074	75109	38305	30014	33915	47151	40325	20866	6638	3825	1960	4126	10157	19185	31407	22974	6721	394	218	48	14	3	0	0	0	8487	25460	16306	1018	291	158	30	0	0	0	0	0	0	0	0	0	0	30340
