sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
moss_0.02_8x_1.hist	76399795	4523911	1015434	394038	201659	126303	109516	97828	70776	48256	56288	30298	37767	20876	15748	22788	17556	7314	6413	15786	10736	3354	4630	9002	6389	3548	2061	5496	5795	2896	1535	3069	2614	300	3503	4762	1368	745	148	4743	1580	646	342	4153	1543	513	229	75	24	7399	101193802
moss_0.004_1x_1.hist	61179207	8808912	2028141	737470	417859	266504	242632	216739	272208	138825	67215	33147	12725	16928	21003	30391	48206	64353	78324	42642	27658	8642	3744	1094	63	201	479	1277	7512	3755	67689	23906	9561	1102	349	20	4	1	0	0	0	0	0	0	0	0	0	0	0	50502	110478168
moss_0.01_1x_1.hist	65432068	8885656	1440554	604394	335627	209285	232423	114191	44962	50795	59250	66951	93082	70806	36639	11656	6718	4906	10327	25420	48015	34198	14818	4335	254	140	30	8	1	0	0	0	57014	7730	2458	152	42	22	3	0	0	0	0	0	0	0	0	0	0	36592	108182056
moss_0.008_8x_1.hist	64189654	5523076	1258902	498477	255553	160896	161105	134988	115998	59158	69005	68565	27751	45821	49477	18134	28764	38399	6598	13238	25005	14312	6201	6921	14788	13412	3027	973	11636	8772	2598	770	3780	10249	3260	202	965	11572	2313	127	41	16	7287	5296	881	292	130	42	13	10387	99791943
moss_0.02_2x_1.hist	75710431	5520815	982113	413699	219444	132881	68511	57797	87303	99874	48355	23846	16001	26420	32779	26857	15481	6449	2221	5468	10327	16906	16758	4902	287	158	34	10	10894	10849	3213	953	380	42	12	0	0	7919	11442	634	210	85	44	15	1	0	0	0	0	15619	103472539
moss_0.01_2x_1.hist	65494044	7227107	1319639	558108	299613	182936	118114	70488	106473	121804	78092	38512	26664	44027	54625	40482	23335	9722	4787	11782	22254	36433	15786	4618	270	364	866	2309	25316	12657	3749	1113	444	50	14	0	3930	21167	4232	234	77	30	15	4	0	0	0	0	0	23945	104935154
moss_0.008_1x_1.hist	61298872	10872095	1601419	686311	382816	239313	309327	151976	59839	39587	46176	52178	72543	118607	61374	19527	11255	4688	5005	12320	23271	38098	51668	15118	888	492	110	34	10	4	542	1084	59669	6882	2188	135	38	19	2	0	0	0	0	0	0	0	0	0	0	41039	111470870
moss_0.001_4x_1.hist	53621607	7859956	1645800	689134	358898	221067	210608	188133	181581	92605	56860	64251	89328	49379	25551	27184	43118	57561	20828	11339	17298	28318	39022	11417	1424	4556	10843	28916	10332	5165	1529	453	23237	2679	851	52	9570	9226	1844	101	32	11779	6251	2343	389	128	56	17	4	21325	101687607
moss_0.0_2x_1.hist	50015346	11556235	1961173	839729	467192	291636	306681	150676	79781	91269	106462	120301	111223	61483	31814	11770	18669	24922	52468	59887	38845	12138	5258	3756	8026	25683	55031	17720	5905	2951	873	258	102	10	2	28761	22351	12190	2437	134	43	16	7	1	0	0	0	0	0	42907	111320852
moss_0.02_1x_1.hist	74978138	5586316	917629	391581	215783	133951	149908	73651	28999	30514	35592	40218	55915	55403	28668	9120	5256	2189	1910	4700	8878	14534	29615	8664	508	281	62	19	5	1	0	0	6421	19263	6796	423	120	64	11	0	0	0	0	0	0	0	0	0	0	23167	101839783
