sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
moss_0.01_4x_1.hist	65734866	6175900	1275254	528147	265591	165073	167852	149939	107937	55047	64008	72328	27767	41896	51981	17770	16579	22132	28593	15566	10096	4866	23116	14443	848	2194	5222	13926	9183	4590	1359	402	1641	4924	15835	988	283	153	29	0	9574	4503	2389	895	148	48	20	5	0	15461	101873005
moss_0.001_1x_1.hist	52201074	9743321	1732869	741668	412132	257095	311149	152871	60192	53012	61837	69874	97146	138826	71837	22856	13175	5488	3386	8335	15743	25773	107715	31517	1852	1028	231	73	23	10	2	0	24305	46223	14706	918	262	142	27	0	0	0	0	0	0	0	0	0	0	50190	105004685
moss_0.0_8x_1.hist	53128078	6711897	1540123	619971	316950	200005	253874	124731	184309	93996	70304	79443	57559	34505	42811	53132	30628	20955	44115	24017	20141	27795	12043	11407	23373	12984	4044	10785	16176	8087	2395	710	16819	10180	3238	201	56	16039	3433	189	62	4049	10104	3788	630	238	3585	1194	397	12792	98493894
moss_0.008_4x_1.hist	63383595	6480345	1349690	559688	282603	175718	183650	164051	115514	58911	58613	66231	61997	34271	21572	31215	49513	20629	7867	19366	25313	7909	11584	22524	2832	2715	6462	17231	6731	3364	996	294	3783	11349	9324	581	166	89	16	11643	5557	2276	1207	451	74	23	641	2333	776	13342	101858599
moss_0.004_8x_1.hist	58962735	6057197	1387266	552071	283077	178418	185129	165372	123031	74815	87269	54961	36258	59867	42080	22826	36206	48333	7688	16064	30343	19350	8384	12811	15130	8405	3884	10358	14314	7156	2119	628	7849	11916	3790	235	66	6794	10736	595	197	816	6409	6316	1051	349	155	50	15	12758	99221680
moss_0.0_1x_1.hist	50769061	9694432	1727334	741334	415129	260087	410154	201514	79345	45507	53082	59981	83391	131917	68262	21718	12519	5215	5042	12410	23441	38376	98044	28688	1686	935	210	66	21	9	1	0	41858	36676	11668	728	208	112	21	0	0	0	0	0	0	0	0	0	0	51075	104072626
moss_0.0_4x_1.hist	51728353	8299644	1686386	713029	382465	233392	206952	184866	190948	97382	73297	82825	74796	41346	24996	36169	57371	58172	9253	10598	20018	32771	42810	12525	1299	4157	9894	26385	12336	6167	1826	541	29009	3345	1063	65	17	8	15840	14151	4716	1931	1024	383	62	19	7	1	7439	19335	102107015
moss_0.001_2x_1.hist	51284851	11849559	1939861	831386	463737	289900	327434	160872	80284	91844	107132	121059	84042	46457	24039	28123	44608	59549	33007	17969	11655	7139	33910	65935	3877	2153	485	155	9799	46428	13755	4086	1633	187	58	2	0	16569	27687	1537	511	208	109	40	5	0	0	0	0	39307	112681092
moss_0.006_4x_1.hist	61235805	6454182	1382530	573557	290007	180375	196634	175650	116254	59288	65751	74297	57167	31600	26013	37642	55837	23264	4726	11633	21972	35971	15586	4559	2626	8403	9391	3023	19131	9564	2832	840	335	37	11876	10626	3054	1664	331	17	1537	9701	5148	1929	320	105	46	14	3	14930	101198071
moss_0.006_2x_1.hist	59532303	8974955	1525763	650652	357833	221871	192167	94413	82447	94318	110019	92955	35687	19726	23339	33772	53568	71511	11375	6192	4015	4331	20575	40007	12758	7086	1599	514	2082	29158	8638	2565	1025	117	36	1	0	9893	24237	1345	447	182	95	34	4	0	0	0	0	26699	107188826
moss_0.002_1x_1.hist	54840112	11178762	1964789	834090	452746	278445	194866	95739	100902	115431	134646	152149	94626	52308	27067	8611	5149	6873	14470	35617	67277	76082	32968	9645	566	313	69	21	6	2	3246	6492	79003	9112	2898	180	50	26	4	0	0	0	0	0	0	0	0	0	0	55691	111932230
moss_0.002_2x_1.hist	52592239	11494898	1857646	795911	443570	277169	301512	148136	79695	91170	106346	120170	76704	42401	21940	25265	40075	53498	40880	22256	14435	8994	42720	26168	1538	3765	8961	23895	26296	13147	3894	1156	461	52	15	0	30913	16860	3371	186	61	24	11	3	0	0	0	0	0	38041	111678797
moss_0.01_8x_1.hist	66495437	5386365	1224077	482605	246503	155175	151258	135116	95753	62494	72897	46691	49168	41450	25195	36458	26198	10914	22081	19354	12553	4644	22062	6454	1906	6100	14519	7954	2650	1324	3780	7560	8965	1033	327	5803	3464	1888	376	5442	4333	1775	941	351	2385	3430	1536	511	169	7237	100227985
moss_0.006_1x_1.hist	58842061	11617708	1778508	757384	414883	256623	165848	90487	136681	156363	168042	82873	31816	17587	9099	10604	16820	22453	47269	85968	55762	17424	7549	2208	128	70	14	3	0	0	7494	14987	58307	6725	2138	132	37	19	2	0	0	0	0	0	0	0	0	0	0	46955	113129160
moss_0.02_4x_1.hist	75787957	5176244	1025668	421818	207225	129489	124685	111378	81910	41773	43905	49612	19046	28185	34970	11690	6738	8994	18934	12103	7850	2452	5035	9791	8263	4590	1035	332	5496	9454	2800	831	331	37	7906	2803	805	438	86	1932	6441	2638	1399	523	86	27	11	2	0	11254	102514757
moss_0.001_8x_1.hist	54722562	6536516	1499035	602770	307347	193954	215366	182192	111349	127382	68436	71945	41257	62869	32532	33774	53572	25530	11868	29214	41696	13029	7147	13895	25787	14325	3233	2239	19121	9559	2831	840	19943	4597	1461	90	3196	8729	10784	598	198	80	2844	11851	1974	657	293	96	31	15053	98650906
moss_0.002_4x_1.hist	55218988	7567414	1601978	667322	341903	212305	220987	197404	146290	74606	75657	85491	68772	38016	20590	29794	47258	63088	21153	11515	7468	9605	45625	20087	1367	4374	10411	27762	9253	4625	1369	405	5501	16503	9824	613	175	94	17	14818	4938	2022	2573	4810	800	265	118	38	11	19442	101361991
moss_0.006_8x_1.hist	61701754	5692090	1306890	516921	266324	167267	170002	151860	123096	62778	73228	69488	30560	50459	47444	19992	31711	42333	8054	19824	28315	8847	7369	14329	16647	9247	2087	1410	16644	8321	2464	731	4148	12444	3958	246	69	5429	10096	559	185	75	2414	9184	1529	508	227	74	23	11437	99501893
moss_0.004_4x_1.hist	58332701	7065081	1493607	622156	318709	197634	211212	188672	123641	63056	73552	83113	54094	29902	28102	40665	64502	28472	5759	14176	26777	32918	14263	4172	2980	9535	22692	15690	5229	2613	773	228	6234	18702	8917	556	158	85	16	0	13857	6638	3522	1320	219	72	31	9	2	17960	101501854
moss_0.002_8x_1.hist	56187045	6321084	1450389	579909	297601	187483	182871	163356	152394	92273	66577	64020	64501	35655	35164	50883	29331	22160	43665	23772	15418	7651	36344	10633	3246	10387	19296	6213	2070	12308	12123	3601	1439	165	20439	1276	365	198	4995	9309	3102	1270	673	3268	6685	2227	997	331	109	10889	98746407
moss_0.004_2x_1.hist	56495299	10231033	1713309	729892	400279	247758	193723	95178	102129	116835	136284	110368	42372	23422	15244	22058	34987	46706	61159	33296	21596	6748	2923	2290	4893	15657	37264	26356	8784	4391	1300	385	153	16	4	0	25284	18397	3678	203	66	26	12	3	0	0	0	0	0	33900	110280275
moss_0.008_2x_1.hist	62582056	8582961	1477879	627387	340568	209462	152474	74912	103833	118784	110363	54427	20895	24941	30944	44777	71025	35558	5656	3131	5913	9680	45180	13219	776	526	1252	3340	29729	14863	4403	1307	521	59	17	0	1273	25217	5042	279	92	36	18	5	0	0	0	0	0	26433	107653628
