sample	rotifer_0.001_1x_20	rotifer_0.001_1x_23	rotifer_0.001_1x_25	rotifer_0.001_1x_HiSeq2500L150R	rotifer_0.001_1x_MiSeqv3L250R	rotifer_0.001_1x_novaseq_profR	rotifer_0.001_2x_20	rotifer_0.001_2x_23	rotifer_0.001_2x_25	rotifer_0.001_2x_HiSeq2500L150R	rotifer_0.001_2x_MiSeqv3L250R	rotifer_0.001_2x_novaseq_profR	rotifer_0.001_4x_20	rotifer_0.001_4x_23	rotifer_0.001_4x_25	rotifer_0.001_4x_HiSeq2500L150R	rotifer_0.001_4x_MiSeqv3L250R	rotifer_0.001_4x_novaseq_profR	rotifer_0.001_8x_20	rotifer_0.001_8x_23	rotifer_0.001_8x_25	rotifer_0.001_8x_HiSeq2500L150R	rotifer_0.001_8x_MiSeqv3L250R	rotifer_0.001_8x_novaseq_profR	rotifer_0.01_1x_20	rotifer_0.01_1x_23	rotifer_0.01_1x_25	rotifer_0.01_1x_HiSeq2500L150R	rotifer_0.01_1x_MiSeqv3L250R	rotifer_0.01_1x_novaseq_profR	rotifer_0.01_2x_20	rotifer_0.01_2x_23	rotifer_0.01_2x_25	rotifer_0.01_2x_HiSeq2500L150R	rotifer_0.01_2x_MiSeqv3L250R	rotifer_0.01_2x_novaseq_profR	rotifer_0.01_4x_20	rotifer_0.01_4x_23	rotifer_0.01_4x_25	rotifer_0.01_4x_HiSeq2500L150R	rotifer_0.01_4x_MiSeqv3L250R	rotifer_0.01_4x_novaseq_profR	rotifer_0.01_8x_20	rotifer_0.01_8x_23	rotifer_0.01_8x_25	rotifer_0.01_8x_HiSeq2500L150R	rotifer_0.01_8x_MiSeqv3L250R	rotifer_0.01_8x_novaseq_profR	rotifer_0.0_1x_20	rotifer_0.0_1x_23	rotifer_0.0_1x_25	rotifer_0.0_1x_HiSeq2500L150R	rotifer_0.0_1x_MiSeqv3L250R	rotifer_0.0_1x_novaseq_profR	rotifer_0.0_2x_20	rotifer_0.0_2x_23	rotifer_0.0_2x_25	rotifer_0.0_2x_HiSeq2500L150R	rotifer_0.0_2x_MiSeqv3L250R	rotifer_0.0_2x_novaseq_profR	rotifer_0.0_4x_20	rotifer_0.0_4x_23	rotifer_0.0_4x_25	rotifer_0.0_4x_HiSeq2500L150R	rotifer_0.0_4x_MiSeqv3L250R	rotifer_0.0_4x_novaseq_profR	rotifer_0.0_8x_20	rotifer_0.0_8x_23	rotifer_0.0_8x_25	rotifer_0.0_8x_HiSeq2500L150R	rotifer_0.0_8x_MiSeqv3L250R	rotifer_0.0_8x_novaseq_profR
rotifer_0.001_1x_20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004927429369437978	0.0	0.0	0.0	0.0006858783964838077	0.000697226521675292	0.0003899793522202494	0.0007637858241650292	0.000750275814616197	0.0	0.0008621705877579144	0.0010133498787695573	0.0010499740494750514	0.0012360147559246897	0.0009873737895904093	0.011434292639922572	0.010615285670923935	0.01102267389104336	0.011427010001629793	0.011268442339136278	0.011188944126346842	0.011657010231789982	0.01192560381885833	0.011688500445878904	0.011724557227963079	0.011725618057896587	0.011800626150704284	0.011936724511150224	0.012077931821176105	0.01196810402172535	0.01177452204491143	0.01200415170180682	0.012089491516919073	0.011838122852105552	0.012215033360718093	0.012128135722166884	0.011766765437745552	0.01223131933677464	0.012185159428509635	0.0006802748221007499	0.0010221615368349109	0.0007779405591896136	0.0011243891479280142	0.0011741002631536367	0.0010342470347240783	0.0015014297646318848	0.0014175026848348502	0.0015087747097694475	0.0015100853954004196	0.0016371128991775367	0.0014043322914268216	0.001743994972198612	0.0019936741768413063	0.001977901083347976	0.0013596147378059917	0.00188011080682249	0.001986197066308961	0.0022049711000806643	0.002130148869801946	0.0021515132609522115	0.0019406537093117993	0.0024935213692771217	0.002060681002713184
rotifer_0.001_1x_23	0.00048373258853889845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011165472334473674	0.010864150559606713	0.011120235293413685	0.01139232571786641	0.01141139958266223	0.010848694730389734	0.010915127118732583	0.010905995965547708	0.010957763713501985	0.010851397442279191	0.010750905062597007	0.011106970640091767	0.010901387939817795	0.010950139970227913	0.010915825660536683	0.0109992120558211	0.01103984382617329	0.010910353321948932	0.010900549341695681	0.010950708879907952	0.010864595681201312	0.010852831925352135	0.011172293268029319	0.010871930513114884	0.0008381856370720286	0.0008785872872130285	0.001246206740678236	0.0009639776201863154	0.0010493499073968957	0.0010621850544051215	0.0010000222909864892	0.0009606495455546178	0.0010809105868103978	0.0009446743504784805	0.0009006025086955027	0.0009810941756738974	0.000797327600182049	0.001040820713575401	0.0009139023815549804	0.0008416053368283923	0.0009111663061773705	0.000994073710860037	0.00106743659727131	0.0009555959896055583	0.0009825852617637901	0.0008939960295054507	0.0011649778137085847	0.0009126055584286025
rotifer_0.001_1x_25	0.00035023358990761546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004371984726520933	0.0005214783353697556	0.0	0.011399426031600815	0.01114386987483004	0.011165048335211076	0.01137802293908549	0.011296733646100206	0.011145361092060378	0.01128138016478328	0.011332084596168008	0.011393128227310785	0.011383021484946628	0.011341252422791373	0.011393923899530306	0.011460813842637384	0.01145234940479194	0.01137836659994623	0.011454856417285495	0.011563119505983854	0.01140879012842906	0.011606963462079605	0.011609748623662297	0.011411939549960028	0.011430007466204511	0.011885558212133801	0.011397277286618993	0.000703019949142129	0.000805883036058799	0.0008384826486058681	0.0007285440621526822	0.0008921380504715268	0.0007775684564434879	0.0013491877467997596	0.001131252990261194	0.0010216843252187275	0.0012990883486574069	0.0011423456343973271	0.001264703025971374	0.001132222779285069	0.0013760135236630868	0.0012539153208128086	0.0010519817942426142	0.0013127010431179525	0.0012489913239848098	0.0015924803997844576	0.0013558696494691718	0.001352914493160664	0.0013404460012920647	0.0017308619277430588	0.0012961004665016413
rotifer_0.001_1x_HiSeq2500L150R	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005376715086450598	0.0	0.0	0.0006258348054008033	0.00042937030547802795	0.0007762124324691937	0.0008264017799871019	0.0005920627552669103	0.0	0.001354231748598365	0.0007052393813053459	0.011180748920944878	0.011003815703767862	0.011191969383281593	0.011604214170558652	0.011191065737078128	0.011470865641603715	0.011597975005912468	0.011436066101328333	0.011671342780771156	0.011439697314165661	0.011423839585844123	0.011693994556972577	0.0120348268831411	0.012052910483808372	0.011976225626784414	0.011924087273835718	0.01214613368729409	0.011903798570425065	0.012316307416209657	0.012366305642500672	0.012175562571288837	0.012282085491826019	0.012942187933711725	0.012078612067368247	0.0007690845242586138	0.0007965332802356347	0.000753513425300597	0.0007907751617132114	0.0008056855055896074	0.0008395812377332322	0.0011475821285113173	0.0012776924504383164	0.0011959874189163254	0.001261048146823825	0.0011565581306344787	0.0011796460876539337	0.0014147002616428587	0.0016287210972446072	0.0015807225255684131	0.0013935737729595878	0.0018523964745039265	0.0016196429881108238	0.0021528281040844688	0.0019577198399832285	0.0017515999829361983	0.0018954188480128887	0.00260936092180238	0.0017740990989437361
rotifer_0.001_1x_MiSeqv3L250R	0.0007694334929244911	0.00040039814743137895	0.0005289215558358454	0.0007105404095777126	0.0	0.0	0.00071608112027365	0.0004314124011084552	0.0003974540707050119	0.0005222952560269594	0.0	0.00045024490946895987	0.0005297613796611128	0.0003912304340385346	0.00045897479544599197	0.00042990168387438556	0.0	0.0004684277685207241	0.000464945496801502	0.0005309930440234161	0.00042395857318404786	0.0009083099985735844	0.0	0.000378143185365355	0.011445632774346811	0.011084294538019615	0.011501120853519616	0.011599896920831883	0.01173644108601615	0.011278528130566505	0.011514304236486323	0.011650199477259461	0.011547155885698022	0.011720049835723978	0.011380243889488582	0.011460770525005139	0.011541237647367695	0.011638700015943594	0.011339966541390852	0.011796306079404231	0.011699318428192898	0.011345455744328251	0.011549899973210716	0.011603480398732153	0.011392639131326878	0.011523809230210211	0.011904355331388419	0.011354059105701706	0.0013673918712738282	0.0011853361512542918	0.0011172665937769241	0.001063278180682283	0.0015452740641724325	0.001431722355236659	0.0016374014262016945	0.0016116763548007734	0.0015565448897759044	0.0016202364961350705	0.0016519343564429512	0.0015420448364760486	0.0015227586660937304	0.0015135795877886126	0.0015815245496717733	0.001568743872400416	0.0017704582784511531	0.001565776441389768	0.001824332930939216	0.0016509109978054364	0.0015078979880977764	0.001668764761997087	0.002143524726199076	0.0014012533272686676
rotifer_0.001_1x_novaseq_profR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011213640465430623	0.010619065279585753	0.010905562730127976	0.011288788236389366	0.011322575729490972	0.010967270309968873	0.010842878149358736	0.011033452181351128	0.010950884887820601	0.011137079445225129	0.01108438157401246	0.01105266556912898	0.010947296957217821	0.01102214314913678	0.010913118960954303	0.010792859595518471	0.010951035314185805	0.010926639503335047	0.010703854310652546	0.010853738197301602	0.010790407663146217	0.010859987891616978	0.010988146024591118	0.010918708235377505	0.0008105198542676827	0.0006042210293629384	0.0008914986938260689	0.0008399031284235266	0.0005894364992122592	0.0007071383712753814	0.0007702101642357287	0.000878395893116445	0.0009481962566099697	0.0010383368519745312	0.0006520286882898285	0.0009015176346063983	0.0008528735032228268	0.0009257372794566124	0.0008894439716797986	0.0006849263187198414	0.000889575561563394	0.0009161235657159035	0.0009996174358859146	0.0008959095882563207	0.0009213283055135729	0.0008105492265289613	0.001204456286443386	0.0008866806286126398
rotifer_0.001_2x_20	0.0	0.0	0.0003726477620377578	0.0007094578769788614	0.0005321555941841599	0.0	0.0	0.0	0.0	0.0006326917642189597	0.0004981241117141586	0.0004151165790473156	0.0	0.00048092491355537765	0.00040850023338857833	0.0	0.0006355415349926948	0.00044628190501571	0.0	0.0004756571385586809	0.0005391819382651158	0.0006596269190569345	0.0009325145617313173	0.0004863686182958368	0.011656022961366893	0.011237755611632483	0.011348766787722068	0.011422745956435927	0.011508602006697117	0.01149557899572021	0.01159239379461198	0.011623323219121384	0.011456757189557243	0.01149265432331383	0.011572420769309767	0.011381040751979384	0.011441537086155822	0.01154352478970948	0.011449219521428874	0.011471747492549277	0.011569258285800329	0.011474408164467665	0.011354540091235885	0.011403015791991246	0.011324222294320611	0.011403177203391582	0.011820138144001997	0.011369987467364513	0.0015586214902041555	0.0011634555757927766	0.001294531306763643	0.0014939028714046774	0.0014577372914802039	0.00129576462655266	0.0014410658049718989	0.0014254711038913534	0.001490684048495948	0.0016402725914968954	0.0015353426934233629	0.00156742052267213	0.001353118409234957	0.0015735929314831542	0.0015122138129291377	0.001281566982674125	0.0016790859416934633	0.001603228801818773	0.0016894208253297267	0.0015923300870918527	0.0015686419092163775	0.0014689077839632118	0.002060349817346442	0.0015184931756517233
rotifer_0.001_2x_23	0.0003410535445052511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000348432856785825	0.0	0.011227142084911974	0.010817684500375608	0.011223836564977078	0.011444122335712093	0.011402715535802865	0.010917574271581867	0.011246758594568392	0.011290085752796965	0.01119404293612009	0.011338030516200494	0.011132265170723455	0.011228671782946599	0.011084013081787454	0.011263714425129115	0.011096964027224581	0.011118779971027457	0.011240538565236078	0.01112472761609679	0.011176421377834122	0.011153555407197088	0.011066488084576435	0.011152715161618762	0.011470853595202547	0.011091561974922672	0.001008600261656022	0.0009786328481780331	0.000979551968700883	0.0012073676796720487	0.0010611939395795797	0.0009920778069176575	0.0010840936305607323	0.0010768938786105868	0.0011073533355888574	0.001122466458082112	0.0011678383962924952	0.0010790017276908995	0.0011884476863598336	0.001161627566269942	0.0011283976716237817	0.0010566213491746217	0.0011673229549951267	0.0012147309477838213	0.0013335192069900954	0.001222499631767989	0.0011631384556783282	0.0011330402623191901	0.001630514320895927	0.001094668197426755
rotifer_0.001_2x_25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003503881065347116	0.0	0.011168837582585056	0.01078990769719242	0.011093529414504338	0.01132615630154101	0.011021733968952313	0.011051350280286736	0.01123955418486573	0.01125696235969463	0.011187209449302826	0.01128016854989709	0.01111798298521687	0.011159172917941577	0.011189844650989416	0.011302255618882099	0.011170446916668944	0.011029234582822848	0.011312476757677664	0.011192733482587832	0.011187940670439333	0.01126826741746195	0.011205802595732107	0.01111917179813279	0.011433468393425045	0.01121158849583432	0.000847734715689575	0.000758075936475787	0.0007505330964537382	0.0010123222275906457	0.0010009618336692901	0.0008804838516095564	0.0011005361224065992	0.0009630014878205024	0.0010077893051264428	0.0010228619403624204	0.0010594109625559583	0.0010419622573425182	0.0011417476259796475	0.0011880312717305476	0.001170022948914828	0.0010299048450656014	0.0012600745078307776	0.0011409694209470786	0.0013715187701200983	0.001267392114810073	0.0012348213268280504	0.001148316910340677	0.0015453157138346789	0.0011538072772633349
rotifer_0.001_2x_HiSeq2500L150R	0.0008684474878701143	0.0	0.00041927290561959445	0.0	0.00036898773096368496	0.0	0.000749571789730001	0.00042687857350009393	0.0	0.0	0.0004340927869273178	0.00040965930832072956	0.000685441664474285	0.0006955544744498661	0.00048532840681503846	0.0	0.0007870307450163822	0.0005667061740048462	0.0007025829714242728	0.0006986307894946428	0.0007192689298651816	0.0	0.0011665774720205496	0.0007167446001516657	0.011903333350223224	0.011165315206240822	0.011703140965532538	0.011471875408962832	0.011578783648496627	0.011665117881475525	0.01180489873217322	0.011814765589669641	0.011573645382320348	0.0118853058807702	0.01166279369382154	0.011700967554193364	0.011872323238474338	0.011878304562732318	0.011782849864789948	0.011876440394391972	0.012104842120238058	0.011799214522470453	0.011799789114472005	0.011821213674922983	0.011873099290872009	0.011810838496821454	0.012348315489404807	0.011757235038050599	0.0013724974849227904	0.0012682997920996318	0.0011367279459791196	0.0012118596023004541	0.0014791353493769576	0.0013586278530885888	0.0016143565955900273	0.0015263506305990614	0.0016461856040804437	0.0016943528065148836	0.001546056490965046	0.0016450043755289801	0.0017915919647385815	0.0017743353528926471	0.0018145864475069117	0.0015970898885092578	0.0019242290400213193	0.0018538425895812587	0.0019851195048537777	0.0019843825425850145	0.0018373173647057638	0.0016158800729061263	0.0024392340230996136	0.001749397431404899
