sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
moss_0.004_8x_1.hist	58890538	6107689	1393231	555747	285138	179597	176779	157913	129776	72922	85060	62000	33994	56129	48948	21185	33603	44858	12705	15112	28544	19775	8568	15337	12308	6836	6708	17888	5961	2979	3519	7037	12445	1434	455	6060	2930	1597	12878	714	237	96	2770	10143	1689	562	251	82	26	11244
moss_0.02_8x_1.hist	76267123	4629998	1025480	400986	202492	127456	122677	73982	88108	44934	44953	49481	18996	29855	26078	9555	15156	20232	5924	5536	10456	12454	5395	1635	3493	11177	4212	1355	676	9466	2803	832	603	1808	8015	499	142	76	5114	2178	725	296	661	5825	969	322	143	46	14	7811
moss_0.01_4x_1.hist	66011598	5956885	1257760	519540	259009	162080	184741	165026	68630	64073	74739	66890	25680	32852	40760	41086	23684	11094	23354	20898	13554	4234	9677	18817	10687	5936	1397	3726	12583	6290	1862	552	3337	10012	8985	560	160	86	16	1291	10604	4344	2305	863	142	46	19	5	0	13267
moss_0.001_2x_1.hist	51763984	11432321	1932413	825644	456546	283988	239723	117778	103665	118592	138333	138109	53023	29310	19930	28839	45744	61066	40681	22147	14365	4488	18442	35858	30545	16968	3830	1232	33783	16890	5003	1485	593	67	20	0	11199	33844	6767	374	123	49	25	8	0	0	0	0	0	39790
moss_0.006_8x_1.hist	61579861	5752245	1316060	521927	267275	168317	169711	151600	113683	71200	83051	52875	33463	55252	42572	20881	33120	40369	7260	17870	30798	9623	7467	13652	8921	17507	3952	1271	11924	9151	2710	804	12668	4257	1353	83	7589	4210	2272	5613	1870	765	405	8689	1447	481	214	70	22	10767
moss_0.001_8x_1.hist	54741720	6527393	1496083	601200	308580	194358	194394	173649	146483	79007	92158	80197	30788	50717	62925	20767	32939	43972	15378	29863	33910	10595	10563	20539	19662	10922	2671	7121	20663	10330	3060	908	5860	14256	4535	282	80	10441	6655	368	121	7912	4198	1573	2694	3072	1376	457	151	13770
moss_0.01_8x_1.hist	66429308	5426759	1228100	486230	247179	155708	160963	110708	117546	59947	61631	63237	28860	47652	34110	22728	36051	17406	9850	24245	15862	4956	8418	16367	9843	5467	2979	7943	9821	4909	1453	430	6483	8718	2773	172	48	10080	3168	175	57	22	5807	5161	859	285	126	41	12	10797
moss_0.008_8x_1.hist	64152402	5519871	1261260	497921	255569	160820	154081	137637	113446	62866	73331	51088	39576	54703	28306	28409	40322	16800	19193	19400	12582	12466	18403	5384	5127	16407	6929	2230	1077	15089	5521	1639	949	2848	13131	819	234	127	7185	5064	1687	690	365	5484	3687	1228	549	182	59	9343
moss_0.01_1x_1.hist	63526909	8376286	1278329	549709	309513	194497	323073	178631	70334	35869	22883	25857	35948	59356	73644	65463	37736	15722	2500	1360	1688	2762	13121	25513	25364	14090	3180	1023	340	169	49	13	4735	14204	23747	1483	425	231	45	1	0	0	0	0	0	0	0	0	0	33358
moss_0.004_2x_1.hist	56551608	10077405	1696990	723780	398219	246970	208338	102359	83726	95782	111726	126250	60719	33564	17367	19487	30909	41262	60033	32684	21199	6623	4710	9158	19569	29431	6644	2138	838	11737	23265	6912	2763	317	100	5	0	25612	12963	719	238	96	50	17	1	0	0	0	0	32990
moss_0.006_1x_1.hist	59100215	11240029	1698951	727726	405297	253150	273660	134452	62546	71552	83462	94312	108087	59749	30917	9836	7051	9412	19815	48776	78191	24433	10586	3096	181	99	21	5	0	0	17418	34835	34301	3956	1257	77	21	10	1	0	0	0	0	0	0	0	0	0	0	47870
moss_0.02_4x_1.hist	75913909	5079317	1016274	418408	206305	128639	127349	113759	57274	52059	60725	29947	22011	36344	27898	8875	11656	15559	15648	8518	5524	1960	9311	18105	2536	1408	316	101	6122	11804	3496	1037	414	46	13	0	8728	5879	1174	64	20	7	865	6416	1068	355	158	51	16	8461
moss_0.006_2x_1.hist	59629227	8939600	1517867	647892	357284	221884	200757	98634	71374	81650	95242	107623	60492	33439	17302	15130	23998	32036	61516	33491	21723	6787	2940	2092	4470	14305	34045	10962	11291	5644	1671	495	197	21	5	0	9366	26339	5266	291	96	38	19	6	0	0	0	0	0	27113
moss_0.008_4x_1.hist	63635957	6327883	1328463	551247	278942	173018	178620	159558	121142	61781	59877	67660	27826	45945	57005	23541	13570	17458	36754	27399	17771	5552	3916	7613	16268	21310	4811	1548	515	256	13221	11519	4606	530	167	8379	2408	1312	261	1367	11005	4509	2392	896	148	48	20	5	0	14850
moss_0.0_4x_1.hist	52264147	7945085	1661430	700499	372593	227339	194447	173696	218988	111682	54073	57742	80279	68637	35517	18810	29836	39829	52750	28718	18627	5820	15931	30976	25405	14113	3185	1024	7134	27566	8166	2425	969	110	19548	8817	2533	1381	275	14	9128	9975	5293	1984	329	108	47	14	3	22017
moss_0.01_2x_1.hist	65257177	7227651	1304174	552142	297319	181912	117940	77014	116330	133081	64433	31776	23613	38989	48374	52538	30285	12618	4285	10548	19924	32618	14133	4134	307	983	2340	6240	25386	12692	3759	1116	445	50	15	0	0	14672	11870	658	218	88	45	16	1	0	0	0	0	23705
moss_0.0_1x_1.hist	50928870	10237730	1828715	782160	433815	270327	264195	129802	77571	88740	103512	116967	115124	63639	32930	10476	7822	10442	21982	54109	102205	34829	15091	4415	258	142	31	9	2	0	16954	33908	54799	6320	2010	124	34	17	2	0	0	0	0	0	0	0	0	0	0	54884
moss_0.004_1x_1.hist	56743197	10981151	1752438	750297	417334	260479	266195	130784	79713	91191	106371	120198	61005	33722	17449	13951	22128	29539	62187	69662	45185	14119	6117	1789	104	56	11	2	0	0	47475	41122	16448	1896	602	36	9	4	0	0	0	0	0	0	0	0	0	0	0	52039
moss_0.0_2x_1.hist	50366669	10717002	1919540	818178	449344	278375	227011	111533	117519	134440	156820	103582	39767	21982	26545	38411	60927	80044	12733	6931	8777	14369	68252	28457	1672	928	2208	5888	43337	21667	6419	1906	761	86	26	0	0	42361	8471	469	155	62	32	11	0	0	0	0	0	39211
moss_0.006_4x_1.hist	61060668	6644638	1423971	587983	292763	183864	209126	186809	111117	57197	66717	75390	61844	34186	22821	33023	52381	21824	8185	20146	38053	13438	6607	12846	2227	7127	16962	17716	5904	2951	873	258	2919	8758	16860	1052	301	163	31	0	8202	8055	4274	1602	266	87	38	11	2	14399
moss_0.002_4x_1.hist	55287789	7496599	1586596	662127	341213	211270	212052	189423	169312	86348	56578	63932	81454	45027	24372	35267	55941	41046	6529	15034	28398	36792	15942	4664	9965	25127	5672	1825	1997	27966	10080	2994	1196	137	42	18851	5662	3087	616	33	365	12591	6682	2505	416	137	60	19	5	18565
moss_0.008_2x_1.hist	62373169	8100862	1397917	595263	325997	201613	169228	83143	75984	86925	101395	96116	36900	20397	18010	26060	41336	55182	21698	11812	7661	4031	19149	37233	2189	1215	273	87	17139	17243	5108	1516	605	68	20	0	0	28933	6295	348	115	46	23	7	0	0	0	0	0	25466
moss_0.002_2x_1.hist	52684188	11825644	1889242	809631	451547	282262	318249	156359	70655	80828	94283	106538	113113	62528	32355	10293	13397	17884	37651	77935	50551	15796	6844	2001	1632	5223	12430	33147	26795	13396	3968	1178	470	53	15	0	26386	22332	4465	247	81	32	16	5	0	0	0	0	0	37373
moss_0.002_1x_1.hist	54162475	10439753	1919420	802435	415841	256993	171396	153105	231266	235674	114107	56274	21604	11941	12975	18774	29779	39754	83692	66106	42879	16830	7292	2132	124	68	14	3	0	0	50144	42325	16929	1951	620	37	9	4	0	0	0	0	0	0	0	0	0	0	0	55027
