sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
club-moss_0.0_2x_1.hist	100752116	14852329	2899494	1026109	556446	353211	221500	197862	137037	69888	33837	34440	47882	79060	42676	13577	7826	10446	21992	36582	23728	7414	3985	7748	16556	9937	2243	721	9957	20364	6033	1791	715	81	24	0	0	13602	15678	870	289	117	61	22	2	0	0	0	0	22994
club-moss_0.001_1x_1.hist	104557979	12860154	2693149	947311	507031	323292	176920	158039	189553	96671	46805	23082	19504	32204	39956	57818	34999	14582	2318	3266	6169	10099	47969	25061	1473	817	183	58	18	8	1	0	28001	19917	6336	395	112	60	11	0	0	0	0	0	0	0	0	0	0	33883
club-moss_0.008_1x_1.hist	128022118	9529161	2187530	763254	400330	255420	146908	131230	177553	90551	43841	21620	9911	16364	20303	29379	46600	46338	7371	4012	2601	826	3923	7627	16297	22220	5016	1614	537	267	78	22	7	0	31368	1959	562	305	60	2	0	0	0	0	0	0	0	0	0	31238
club-moss_0.0_4x_1.hist	89406239	29468549	4091203	1519196	816856	499295	235543	210407	146744	74838	81927	92577	56166	31047	31786	45996	35919	14965	21365	30100	19523	6100	17749	34511	2029	2426	5774	15397	19150	9574	2835	841	335	37	26133	2988	858	467	92	590	12508	5125	2719	1018	168	55	23	6	1	21471
club-moss_0.002_4x_1.hist	97480938	27431794	3688799	1411553	692818	436200	286657	140838	120326	124805	60427	53098	73821	40807	21115	29231	46365	36106	5743	11033	20839	30166	13070	3823	6127	19607	21577	6947	2314	1156	341	100	30468	3717	1181	72	19	9	324	16713	5570	2281	1210	452	74	23	9	2	0	21164
club-moss_0.004_2x_1.hist	113485993	15199416	2897674	1024223	554041	351463	218020	194753	123526	62997	33721	38104	52976	69936	36189	11513	6636	8052	16951	41726	30853	9640	4176	1221	2608	8345	18871	6076	2024	14881	6468	1920	767	87	26	0	0	17730	9425	522	173	69	36	12	1	0	0	0	0	23920
club-moss_0.008_2x_1.hist	126797473	12742379	2583105	910319	489296	310290	201032	179578	116673	59502	28808	27640	38427	63449	49764	15833	9126	4011	8443	20783	39257	12266	5314	1554	1025	3279	7803	16996	5664	2831	3793	7585	3033	348	110	5	0	716	20006	1110	369	150	78	28	3	0	0	0	0	22230
club-moss_0.006_4x_1.hist	116717766	17730913	2802136	1021259	563656	350227	161481	89908	135807	107861	52222	28506	39632	65438	33861	10773	15361	20505	32749	17829	11563	5388	16923	4951	7199	23036	5200	1673	556	277	15556	9991	3995	459	145	8	1	11757	7868	436	144	58	29	6448	2656	884	395	130	42	12575
club-moss_0.002_8x_1.hist	98226699	25634910	3452453	1319028	663121	413340	211199	188660	120785	80484	93882	61523	38885	42089	52221	21753	23410	31251	22156	12061	22782	20444	8858	7529	16088	18175	4103	1320	16231	8114	2403	713	10516	9511	3025	188	53	9546	6860	380	125	50	4323	8553	1424	473	211	69	22	13465
club-moss_0.01_4x_1.hist	129685762	14843979	2519126	912357	504984	314292	158867	78053	117899	85868	41574	38892	54072	36698	18989	16330	25901	34577	5499	6827	12895	21111	11174	3268	1924	6155	14650	5860	1952	975	10715	3182	1272	145	5723	7026	2019	1100	219	11	4184	6697	3554	1331	220	72	31	9	2	13433
club-moss_0.002_1x_1.hist	109641335	9283371	2127931	745064	394390	251921	148526	132676	195203	99552	48200	23770	9573	15806	19610	28376	45009	60085	9558	5202	3373	1053	2699	5248	11213	33078	7468	2404	800	399	117	33	12	0	20531	11525	3312	1805	360	19	5	1	0	0	0	0	0	0	0	29780
club-moss_0.01_2x_1.hist	132895935	11532810	2445908	859919	459744	291511	193349	172716	110762	56487	27349	30903	42964	62700	32444	10322	7482	9987	21025	29376	19054	5953	2578	1108	2368	7576	18031	8440	2812	1405	415	122	15347	1769	562	34	8	3	11828	4784	1593	652	345	128	20	5	1	0	0	20955
club-moss_0.01_8x_1.hist	128069872	16953111	2473986	944787	471293	294114	151097	134972	113314	58729	68505	43947	39188	41230	21334	20465	32460	13524	11486	22566	14636	4572	8529	16584	8130	4515	2562	6831	10242	5120	1516	449	5796	8087	2572	159	44	4393	8748	485	160	64	33	9134	1521	506	225	74	23	9937
club-moss_0.001_8x_1.hist	93439906	27165873	3632917	1382590	706312	438241	223665	199796	107439	96263	99020	48833	57933	38766	48098	29281	20185	26945	28756	15655	20863	20100	8709	10043	21460	12355	2788	2630	18282	9140	2707	803	4729	14188	4513	281	79	5694	10754	596	197	80	4726	7875	1311	436	194	63	20	13420
club-moss_0.008_4x_1.hist	123579506	16088772	2673718	967145	536806	334640	175684	86315	97437	111467	57468	28341	32432	53550	38118	12127	14893	19881	32190	17525	11366	3551	6688	13004	16748	9303	2099	675	1099	15397	7301	2168	866	98	30	3771	11325	6176	1234	67	21	7	5323	4994	831	276	122	39	12	12825
club-moss_0.001_2x_1.hist	104841567	14378740	2888174	1018492	548214	348160	211492	188922	137439	70093	33936	33712	46869	77388	40045	12740	7343	8421	17728	42103	27309	8533	3696	2226	4756	15218	11164	3594	9391	15567	4611	1369	546	62	18	0	0	24265	5623	311	102	41	20	6	0	0	0	0	0	23870
club-moss_0.004_8x_1.hist	106763389	22896655	3119661	1195254	596202	373710	186455	166557	128568	68841	80300	69988	28865	47661	42004	19523	30966	15482	23542	24714	16029	5008	19490	17920	3319	10621	12699	4088	1361	15700	4650	1380	2375	7126	10049	627	179	96	13033	723	240	97	3091	7667	1276	424	189	62	19	12498
club-moss_0.004_4x_1.hist	106102671	24421448	3204000	1261289	597921	378165	272815	189594	74651	81236	94759	72197	27717	36440	45211	41324	23821	9924	11168	27490	35171	10990	4761	4095	8750	27999	6321	2034	6965	9567	2833	841	4997	14990	5867	365	104	55	10	9148	7782	3188	1691	633	104	33	14	3	0	19044
club-moss_0.004_1x_1.hist	116363913	9479239	2183011	762613	401307	256110	153051	136717	184839	94266	45640	22508	12328	20355	25254	36544	57965	25210	4009	2182	2112	3457	16419	31926	8729	4848	1093	351	116	57	15	3	19665	19494	6201	386	110	59	10	0	0	0	0	0	0	0	0	0	0	31350
