sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
moss_0.06_8x_30.hist	96832087	1453170	287944	108566	54325	33738	23215	14968	16315	8320	6231	7040	5631	3112	3138	4541	3147	1310	2040	3252	2108	657	1551	3015	1376	763	863	2300	1206	602	1293	637	253	28	2426	541	154	83	15	1440	479	195	102	37	447	439	196	64	20	805
moss_0.06_1x_23.hist	96314953	1191318	224716	93927	48647	28927	17274	8486	4690	5364	6256	7069	9827	10284	5320	1691	974	404	129	318	600	982	4665	9070	889	493	110	34	10	4	0	0	0	0	8077	503	143	77	14	0	0	0	0	0	0	0	0	0	0	2288
moss_0.06_2x_20.hist	97656067	1491473	326758	116052	63381	39956	36404	24531	9658	4924	5052	5708	7935	7006	3624	1152	1260	1681	3538	5249	3403	1062	459	133	162	519	1235	3294	1097	3291	1668	494	196	21	5	0	0	0	2704	1359	452	184	96	35	4	0	0	0	0	1648
moss_0.06_2x_25.hist	97173854	1497095	309483	111918	61908	38516	22700	11152	9201	10525	12276	8304	3187	1760	2166	3133	4969	6633	1556	846	547	212	1007	1958	4184	2526	569	182	59	28	60	119	6410	738	234	13	2	0	0	0	0	0	2622	1075	178	58	25	7	1	204
moss_0.06_2x_23.hist	97077764	1405972	298037	110953	54463	33877	24187	21605	15272	7788	5139	5806	8071	4460	2307	1761	2792	3726	4262	2319	1503	468	293	569	1216	3890	4155	1337	444	221	64	18	6	0	5170	322	91	48	8	0	0	0	967	1003	166	54	23	6	1	1596
moss_0.06_4x_23.hist	96844503	1492021	297391	109746	59089	36149	18646	16655	11566	9140	10661	6946	2665	2697	3345	4840	4489	1869	547	1347	2544	4165	1803	526	202	645	1535	4094	1363	680	200	58	613	1839	1564	96	26	13	1	1203	815	333	175	64	9	114	1036	344	113	67
moss_0.06_1x_25.hist	97016944	1240674	237576	98762	50270	29502	10689	5333	8054	9213	10746	12142	8221	4543	2350	746	429	387	814	2004	3785	6197	3574	1044	60	32	6	1	0	0	2066	4131	2171	249	78	2172	623	339	66	2	0	0	0	0	0	0	0	0	0	2476
moss_0.06_1x_30.hist	97340722	1238933	256007	104688	50439	29788	9226	6506	9827	11241	13111	9853	3781	2089	1185	1714	2719	3628	6040	3287	2131	665	287	100	213	682	1623	4328	2571	1284	379	111	43	4	0	0	0	0	3540	944	313	127	66	24	3	0	0	0	0	2109
moss_0.06_8x_25.hist	96816337	1459342	292369	109762	55202	34227	27270	13397	15006	7652	8925	6820	3143	5189	4438	1852	2937	3920	1862	1189	2245	2781	1204	667	1426	3361	758	243	288	3152	933	276	202	606	2365	146	41	21	1238	556	184	74	38	735	412	136	60	19	5	916
moss_0.06_4x_25.hist	97057846	1488815	297540	110432	58714	35612	21504	19208	13985	7131	7738	8743	3355	3031	3759	5397	3110	1295	934	2298	4340	1355	586	859	1834	3624	817	262	86	42	3990	1184	472	53	16	0	932	2040	407	21	6	1	0	1466	362	119	52	16	4	831
moss_0.06_4x_30.hist	96947010	1429371	290964	107864	57456	34895	21286	19013	9954	11386	6526	4613	6413	5571	2882	1818	2883	3848	3194	1738	1126	479	2274	4421	764	423	140	373	3623	1810	535	158	62	6	1628	2017	578	314	61	2	0	199	1415	529	87	28	11	2	0	876
moss_0.06_1x_20.hist	98482844	1490993	337024	117609	61711	39514	19602	17509	26447	21390	10355	5106	1959	1082	558	628	996	1329	2797	6886	8047	2513	1088	317	19	60	143	382	126	62	17	4	9183	1549	491	29	7	3	0	0	0	0	0	0	0	0	0	0	0	3133
moss_0.06_4x_20.hist	97951516	1656520	315130	116918	62388	37936	16576	10118	15282	15581	7543	3719	3134	5175	6419	3978	2292	954	827	2036	3844	3627	1570	458	308	986	2346	2762	919	458	134	39	911	2734	869	53	14	6	2247	146	47	18	8	2	734	989	442	146	47	27
moss_0.06_2x_30.hist	96751296	1376236	267943	107071	48605	30854	26029	23251	9154	6516	7600	8587	7076	3911	2022	1989	3154	4209	963	2370	4476	1665	720	220	470	1504	3579	2249	748	373	109	31	290	870	4058	252	71	38	6	0	0	0	0	0	1836	818	365	120	39	22
moss_0.06_8x_23.hist	96677539	1482981	292946	110357	54956	34178	20060	17918	13871	7116	8300	8525	3272	3951	4902	1925	3053	3824	2179	1185	1559	2552	2036	595	749	2396	2424	779	258	128	2918	1067	425	48	14	2043	659	358	70	2	1209	494	261	97	15	4	493	362	119	587
moss_0.06_8x_20.hist	96746839	1562576	297548	113329	55391	34717	24163	12597	17357	8851	5652	6386	7192	3974	2128	3078	4349	1811	3341	1818	1178	1425	3735	1091	268	859	2044	2738	911	454	133	38	3123	794	251	14	3	343	2445	134	43	17	8	863	516	171	75	24	7	918
