sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
moss_0.001_4x_17.hist	65958798	13463068	3064441	1119692	638232	404028	441920	381088	150052	76525	78115	88269	122720	121001	62613	19921	11483	10568	22247	54762	86969	27177	11775	3444	1971	6307	15010	40027	38356	19177	5681	1687	673	76	23	0	11401	44321	8863	491	162	65	33	11	0	0	0	0	0	43754	116989242
moss_0.01_8x_17.hist	68762495	21220564	2791829	1182449	637480	390332	199107	177859	238741	121757	58950	61081	84920	72078	37297	22342	35438	47308	37726	20539	13321	6393	30368	49209	2893	1606	361	115	35344	17671	5234	1554	620	70	21	20041	10858	5921	1183	64	4834	2191	1162	434	71	9480	10642	3546	1181	707	106308767
moss_0.001_2x_17.hist	66007067	11605319	2649798	974163	556669	352525	408431	364846	186539	95134	46060	38292	53237	87903	109064	71635	41294	17205	2736	3980	7518	12307	58459	109283	6427	3569	805	258	85	41	11	2	14694	44081	37003	2311	663	360	71	2	0	0	0	0	0	0	0	0	0	58685	111807636
moss_0.001_1x_17.hist	66813996	19957400	4655754	1698620	781392	499890	151395	135238	204279	233694	272597	308033	210989	116634	60353	19202	11068	4610	732	397	672	1100	5226	10160	21711	69475	165351	60355	20117	10057	2979	884	352	39	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132745	148293613
moss_0.0_2x_17.hist	65693786	12041538	2768710	1017485	581280	368063	437712	391002	153956	78516	59682	67440	93761	154814	96817	30804	17756	7397	3040	7484	14136	23142	109923	74839	4401	2444	550	176	57	27	7	1	22562	65459	20826	1300	372	202	39	1	0	0	0	0	0	0	0	0	0	66191	113795309
moss_0.001_8x_30.hist	54528959	6337510	1460740	583597	301510	189876	189206	169014	154544	78894	92027	67850	37132	61310	34327	36168	50876	21197	31604	18712	35344	19068	8261	11375	24307	14230	3722	9925	15596	7797	2309	685	18217	5998	1907	118	32	13464	7539	417	138	55	4389	10928	1820	605	270	89	28	14725	102384007
moss_0.0_2x_30.hist	49424864	11129944	1867624	801000	447717	280216	328145	161222	76983	88067	102727	116080	108874	60184	31142	12280	19478	26002	54741	60632	39328	12289	5324	2434	5201	16643	39611	34322	11439	5718	1693	502	199	22	6	6784	32613	17788	3556	196	64	25	12	3	0	0	0	0	0	39948	113349204
moss_0.001_2x_30.hist	50687476	11488132	1893961	811378	452079	282437	288048	141521	89575	102473	119531	135069	57533	31803	24153	34951	55438	74008	11773	8376	15822	25902	56246	16457	967	2703	6433	17155	34315	17156	5082	1509	602	68	20	0	13823	33012	6601	365	120	48	24	8	0	0	0	0	0	39232	114757463
moss_0.01_4x_30.hist	66091649	5757316	1238348	510410	252610	158972	200938	124103	75291	86132	81215	40052	26700	44085	54697	29751	17149	9282	19540	31663	20537	6416	2779	3624	7744	24781	5594	1800	599	298	7537	12905	5161	594	188	10	8615	4698	938	51	3655	5665	3006	1126	186	61	26	7	1	14327	103777245
moss_0.01_8x_30.hist	66351012	5284377	1205020	474862	243734	153303	150011	134002	95279	62970	73452	44818	45638	45365	23770	34396	33303	13875	15224	22793	14784	4619	8899	17304	7805	4335	5750	10127	3374	1686	5749	8942	3576	411	129	10145	3240	1766	352	1503	6297	2580	1368	512	3233	1205	539	178	58	9528	102669695
moss_0.001_4x_30.hist	53670794	7216097	1567059	652944	334800	208032	223868	199978	156333	79729	66607	75265	75370	41663	22679	32818	49379	65919	13455	7790	14715	24089	48167	14093	858	2747	6538	17434	19663	9830	2911	864	1721	5163	23954	1496	429	233	45	1	12438	7880	4181	1567	260	85	37	11	2	21788	103928503
moss_0.001_8x_17.hist	63066299	24790647	4642363	1761044	988750	620366	516439	253733	192206	219883	208745	102947	52234	86246	107008	70841	40837	17014	30233	74420	48271	15083	6535	10878	23245	74383	22649	7292	2429	1213	13664	27327	51573	5948	1891	117	32	16	2	39493	14532	5954	3159	1183	196	64	27	8	1	44216	111693128
moss_0.0_1x_17.hist	69251997	23329170	5452278	2007508	920056	588071	211635	189050	285562	326682	381065	387451	148752	82229	42550	13537	7803	3250	516	1038	1960	3209	15243	29638	63332	202664	103012	33172	11056	5527	1636	485	193	21	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173773	164170457
moss_0.01_1x_30.hist	64694056	8745175	1352311	578898	321840	200825	204012	100233	63524	72670	84767	95786	53689	29678	15356	7926	12571	16781	35328	60253	39082	12212	5290	1547	90	49	10	2	0	0	15164	30328	19944	2299	730	44	11	5	0	0	0	0	0	0	0	0	0	0	0	38920	107775152
moss_0.0_4x_30.hist	52052494	7597479	1620528	678677	353633	218747	227389	203122	168722	86047	68272	77147	80099	44277	23923	34618	54910	40290	10520	25896	48914	15284	6622	10938	23373	26256	5927	1908	3012	28328	8392	2492	996	113	7782	19041	5473	2984	595	32	9	12204	6477	2428	403	133	58	18	5	22829	104518622
moss_0.01_2x_17.hist	72549170	11189539	1982769	816765	403486	250290	183845	164226	232735	118694	57467	28340	22443	37056	45976	66530	59060	24607	3913	2129	3946	6459	30680	59655	3508	1947	438	140	45	21	5	0	14593	34350	10928	682	195	105	20	0	0	0	0	0	0	0	0	0	0	39189	111479286
moss_0.0_4x_17.hist	65163027	13675106	3119591	1141786	652169	412904	457819	404303	159193	81187	72844	82313	114440	136695	70734	22505	12972	10242	21561	53072	91242	28512	12354	3614	2159	6910	16446	43855	41717	20857	6179	1835	733	83	25	0	1244	53083	10615	588	195	79	40	14	1	0	0	0	0	48913	117348312
moss_0.01_4x_17.hist	71662809	12532155	2214516	862222	477437	297224	217701	106959	99108	113379	132252	70228	26961	20530	25471	36858	58463	70729	11251	6124	3971	4695	22300	43361	2549	1415	318	101	29033	15304	4533	1346	537	60	18	0	2125	29083	5815	322	106	42	21	7	0	0	0	0	0	27578	114184695
moss_0.01_1x_17.hist	68045540	14564484	1948320	834038	467730	293282	441517	224655	88456	45112	22009	24869	34575	57088	70831	102495	67111	27962	4447	2420	1569	489	515	1001	2139	6846	16294	43451	38751	19374	5739	1704	680	77	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54167	120184722
moss_0.0_8x_17.hist	62765915	25056289	4776825	1808674	1017870	639447	570068	280082	180833	206872	241309	126518	48572	80111	99396	88447	50986	21243	21011	51720	77917	24348	10549	4399	9399	30076	71580	23050	7682	3840	6735	13469	50310	5802	1845	114	31	33742	22521	1250	415	169	88	32	4	32081	14380	4792	1596	956	112233053
moss_0.0_1x_30.hist	53944377	8160830	1891750	699796	402988	256192	301332	269175	220484	112446	54442	26849	24591	40604	50378	72899	115631	48178	7663	4171	2704	2193	10417	20255	43281	45879	10358	3334	1110	554	163	47	15807	44288	14090	879	251	136	26	0	0	0	0	0	0	0	0	0	0	54573	106350457
moss_0.0_8x_30.hist	53088840	6457658	1491909	594942	309702	194632	203561	181837	128982	126753	69231	78230	46018	45198	56079	35127	27175	36277	37331	20323	16506	27022	26687	7808	7558	24186	12566	4045	14448	7223	2740	5479	19207	2214	703	42	12721	6938	1386	2323	4135	1693	898	12789	2130	709	316	104	33	14289	102342551
moss_0.001_1x_30.hist	52314372	10110541	1802298	770253	426227	265242	247549	121623	83805	95872	111832	126369	63710	35218	43695	63229	45604	19000	3021	5069	9574	15673	74449	65227	3835	2130	479	153	50	24	6	0	70670	14915	4744	295	83	44	7	0	0	0	0	0	0	0	0	0	0	51324	108614549
moss_0.01_2x_30.hist	64986803	6986405	1299447	548753	293263	178510	101823	80054	120922	135896	65797	32448	18476	30506	37849	54769	50870	21194	3370	2539	4795	7849	37283	26148	1537	852	191	60	1130	15821	15267	4535	1813	208	65	3	0	12378	12879	714	237	96	50	17	1	0	0	0	0	22706	106006571
