sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
moss_0.0_4x_17.hist	65177045	13454117	3076134	1125518	642636	406798	456992	374504	147460	81892	95524	107941	150070	94106	48696	15493	9595	12808	26964	66372	90174	28178	12209	3571	2104	6734	16027	42739	35220	17609	5216	1548	618	70	21	4103	41906	22857	4570	252	83	33	16	5	0	0	0	0	0	47947	116614509
moss_0.0_4x_30.hist	52040037	7633540	1648819	686834	351900	219249	248071	221598	94821	108474	123929	61118	31184	51489	63883	47548	27409	13884	29228	49130	31867	9957	8488	16504	28521	15844	3576	9537	16523	8260	2446	725	5962	17886	15452	964	276	149	28	0	16786	6878	3650	1367	226	74	32	9	2	22339	104747503
moss_0.01_4x_17.hist	71518494	12821790	2254098	877904	486121	302636	234649	115286	84611	96794	112907	102751	39448	21805	22936	33188	52643	70276	11179	6085	4901	8023	38112	30636	1801	999	224	71	20503	24987	7402	2198	878	100	30	0	0	10241	21871	1214	403	164	86	31	4	0	0	0	0	28492	114903023
moss_0.001_2x_17.hist	66426198	11561883	2634842	972152	554722	351033	420602	364167	143389	73127	55453	62660	87116	143843	79275	25222	14539	6057	8801	21663	40918	66988	70601	20658	1214	673	151	47	14	6	0	0	89718	18527	5894	367	104	56	10	0	0	0	0	0	0	0	0	0	0	62382	112163783
moss_0.01_4x_30.hist	66027359	5691978	1232543	506952	249143	157571	199511	152024	64615	73919	86223	42522	29592	48861	45005	14768	23424	31270	20268	11034	7156	7254	30052	8792	596	1907	4538	12102	12545	6271	1857	550	675	2024	18120	1131	324	175	34	0	8724	4473	2373	889	147	48	20	5	0	14174	103522796
moss_0.0_2x_30.hist	49450991	11323802	1910715	818895	456797	285580	312309	153441	88216	100919	117718	133020	79238	43802	22665	18342	29093	38838	71174	38749	25133	7853	3402	5510	11775	37679	50206	16167	5388	2693	796	235	93	9	25388	1585	8913	24620	4923	272	89	35	18	5	0	0	0	0	0	40629	114351510
moss_0.01_2x_17.hist	71362373	11715552	2116802	815360	457677	287120	365180	179417	70644	36053	42054	47520	66066	109085	83021	26414	15226	6343	1775	4369	8252	13509	64168	43439	2554	1418	319	101	32	15	3	0	6063	18188	30897	1930	553	301	59	2	0	0	0	0	0	0	0	0	0	37288	111714592
moss_0.01_8x_30.hist	66408106	5269026	1201923	473838	242867	152801	145466	129942	105881	59340	69217	48773	47541	41327	25481	36872	21254	16799	24820	13512	17042	5324	10502	19355	1282	4102	9763	8802	2933	1465	8063	8398	3358	386	5467	3903	1121	610	10037	556	184	74	2252	6981	1162	386	172	56	17	9338	102630567
moss_0.01_8x_17.hist	69184161	20722022	2780550	1175702	630715	384914	186384	166494	250099	127549	61755	52485	72969	77723	40218	22779	36132	48234	33796	18399	11933	9399	44646	32181	1892	1535	3653	9742	28432	14215	4210	1250	499	56	27716	3698	1062	578	114	5	9324	9768	5184	1943	322	106	46	14	3	19988	105769883
moss_0.01_1x_17.hist	68467144	11957227	1953902	770481	434542	273306	366727	204400	80481	41044	31822	35958	49991	82543	102414	62920	36270	15111	2403	1307	847	263	1236	2402	5132	16423	39086	46368	15455	7726	2288	678	270	30	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54428	114309358
moss_0.001_1x_30.hist	51186396	9945580	1663815	715666	403278	253522	422495	207577	81732	41920	48897	55253	76818	126838	77774	24745	14264	5942	4361	10734	20274	33191	100358	29365	1726	958	215	68	21	9	1	0	15687	47060	17336	1082	310	168	32	0	0	0	0	0	0	0	0	0	0	50071	106007003
moss_0.001_4x_30.hist	53638344	7395259	1583578	661085	341042	211473	219966	196492	169388	86386	63945	72257	68450	37838	35592	51502	47476	19780	12064	29696	50612	15815	6852	4919	10510	33633	13110	4221	1406	702	10145	20289	10886	1254	398	23	5	14760	2951	162	6830	7873	4178	1565	259	85	37	11	2	22257	104266753
moss_0.01_1x_30.hist	64281281	8542564	1333854	572073	319739	200108	293664	144280	56809	30843	35976	40652	56518	93320	81055	25789	14865	6193	1100	2708	5115	8374	39776	50736	2983	1656	373	119	38	18	4	0	25366	20349	6473	403	115	61	11	0	0	0	0	0	0	0	0	0	0	35333	106784632
moss_0.001_1x_17.hist	68570539	15945018	3715163	1347974	643760	414960	158136	141260	213375	244100	284735	315960	121305	67056	34698	11039	6362	2650	420	680	1284	2101	9981	19407	41469	132702	99727	32114	10703	5350	1584	469	186	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115107	135683752
moss_0.0_1x_17.hist	62956812	16056902	3106743	1300051	675712	402958	148361	72891	110102	125956	146923	166022	230820	149256	77234	24573	14165	5901	937	509	489	801	3804	7396	15804	50572	120362	71211	23736	11867	3515	1043	416	47	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101901	127214285
moss_0.01_2x_30.hist	65024382	6905480	1262823	534795	288232	176456	109933	92733	140073	115963	56145	27688	28206	46573	57784	37984	21895	9122	5913	14555	27492	30932	13403	3920	229	411	979	2610	26227	13112	3884	1153	460	52	15	0	0	20803	8245	457	151	61	31	10	0	0	0	0	0	22162	105815633
moss_0.001_8x_30.hist	54582642	6241945	1443358	573972	298837	187517	209307	186970	106734	120626	75408	53400	62444	52933	27390	39634	50136	20889	27810	32565	21122	11122	30592	8950	11987	20437	4613	1484	15936	10677	10626	3156	1261	1582	19887	1241	356	193	3702	12243	4080	1671	886	1293	6817	2271	1017	338	111	12479	102121747
moss_0.001_4x_17.hist	65777266	13695171	3098022	1133636	647312	409776	443790	388877	153119	78089	74592	84288	117185	121480	62861	20000	11528	9773	20573	50642	95657	32518	14090	4122	1454	4652	11071	29522	42400	21199	6280	1865	745	84	26	0	22037	37642	7527	417	138	55	28	9	0	0	0	0	0	45637	117392799
moss_0.0_8x_30.hist	52946211	6368499	1473465	588268	304561	191595	202392	180793	141986	91483	102736	50666	66672	47670	27870	40329	56773	23654	14895	36665	32760	10236	23426	8190	9953	31849	7190	2314	912	12777	17711	5261	2103	241	15314	6350	1824	994	254	12448	4148	1699	900	3101	6666	2221	994	330	109	12626	101862887
moss_0.001_2x_30.hist	51349935	10620918	1793464	768267	427955	267331	287156	141083	78351	89632	104553	118144	94493	52235	27029	11827	18759	25042	52719	56000	36323	11350	5032	9784	20907	38991	8803	2834	943	470	14370	28739	11494	1325	420	25	6	6519	28235	1567	521	212	111	40	5	0	0	0	0	37564	112887347
