sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
leech_0.008_1x_1.hist	146762693	1687850	368278	130481	70926	45092	30445	27195	30701	15656	7579	3737	3029	5001	6204	8374	4826	2010	318	197	372	609	2892	5622	329	182	40	11	2	0	0	0	540	1621	2667	165	46	24	3	0	0	0	0	0	0	0	0	0	0	3711
leech_0.001_2x_1.hist	141888666	1788859	340902	138448	65101	40633	32613	29132	32620	16635	8053	4310	5992	9892	12273	4043	2329	969	576	1417	2675	4379	4863	1422	82	44	9	1	272	3819	1130	334	132	14	3	0	0	1555	1372	75	24	8	3	0	0	0	0	0	0	2669
leech_0.0_4x_1.hist	141183984	1999200	390146	148812	73661	46342	41490	20383	29933	15265	8960	10124	10174	5623	3779	5467	6129	2553	1077	2650	5005	2420	1047	305	415	1327	3158	1016	337	167	240	479	2353	270	85	4	0	0	190	1745	580	237	124	45	6	1	0	0	0	2056
leech_0.002_2x_1.hist	142351415	1727200	337125	136117	62657	39793	34929	31201	24409	12447	11839	13377	6812	3764	2272	3286	5212	6957	3489	1898	1230	383	376	731	1563	4954	1117	358	118	58	16	3	0	0	3470	790	226	122	23	0	0	0	0	0	0	0	1821	710	235	140
leech_0.004_4x_1.hist	143059059	1719087	344799	131194	65648	41183	36516	17940	17937	20519	10761	5306	4376	7225	8964	2851	1642	1204	2535	4824	3407	1063	459	173	370	1183	2814	1155	384	191	55	15	276	828	2223	137	38	20	3	0	0	473	1105	413	67	21	8	1	0	1304
leech_0.01_1x_1.hist	147975729	1603507	246164	104474	56668	34835	34455	16927	6664	3578	4173	4714	6554	10820	13344	4244	2446	1018	160	86	55	81	385	748	1597	4681	1056	339	112	55	15	3	0	0	3429	213	60	31	5	0	0	0	0	0	0	0	0	0	0	3592
leech_0.008_4x_1.hist	144113632	1561656	318086	119598	60995	38250	36150	17760	11033	12621	14721	8284	3179	4054	5029	5593	3223	1342	951	2340	2806	875	496	964	2059	1188	267	85	100	1412	417	123	618	1115	353	21	5	1	0	805	956	391	206	76	11	2	0	0	586	905
leech_0.006_1x_1.hist	146218456	1723242	350088	128088	71858	45065	52214	25652	10099	7034	8204	9270	12888	7679	3972	1263	727	677	1425	3507	6624	3793	1642	479	27	14	2	0	0	0	0	0	4607	1144	363	21	5	1	0	0	0	0	0	0	0	0	0	0	0	4115
leech_0.002_8x_1.hist	141612920	1924421	377033	141012	75065	45928	35751	31935	15092	16730	12547	6774	9417	5205	4646	5397	3110	1821	3833	3156	2046	638	1483	2883	204	654	1557	1564	520	259	75	53	2200	252	79	3	0	1273	793	43	13	4	285	812	134	43	18	5	0	1434
leech_0.0_8x_1.hist	140808166	2048469	402685	149990	80246	49093	37803	33768	13934	15940	17359	8560	4949	8171	7103	3079	4884	2034	3474	3341	2166	675	1810	3520	1080	599	555	1480	1061	529	155	45	2066	329	103	5	988	538	106	4	112	857	454	169	27	8	2	572	581	347
