sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
rotifer_0.01_8x_25.hist	90329149	2121398	412270	159752	79603	49838	36986	33038	26369	13562	15819	11273	9752	5390	5774	7079	4080	2126	3528	3742	2426	757	3087	2275	163	521	1239	2599	865	431	126	36	2316	954	302	17	4	2024	403	21	6	1	527	1252	207	68	29	8	270	958	99766853
rotifer_0.01_4x_novaseq_profR.hist	90151030	2291841	399118	162701	77539	48434	45609	40741	18953	14963	17453	13802	5298	5091	6315	8562	4934	2055	1062	2613	4936	1541	2211	1609	199	637	1516	2794	930	464	136	39	843	2381	756	46	12	5	917	1604	533	217	114	41	5	0	0	260	1373	823	100135619
rotifer_0.0_4x_25.hist	85416562	3385776	590186	241056	115666	73047	79752	45683	26450	30257	27139	13383	18178	10048	5198	6285	9968	12750	2027	1102	1797	2941	11290	3302	193	106	23	6	5796	3794	1123	332	132	14	3	1433	2407	1312	261	13	1667	682	361	134	21	6	22	2315	770	461	99826196
rotifer_0.0_4x_HiSeq2500L150R.hist	88267697	3670292	681243	261052	140134	85560	50037	44696	54350	27717	13419	14947	20780	16895	8741	3238	5135	6855	10576	5757	3733	1165	1109	2156	4607	6074	1370	440	145	71	20	5	7770	996	315	18	4	1	0	0	3642	1491	790	295	48	15	5	0	0	3153	99508597
rotifer_0.01_8x_HiSeq2500L150R.hist	90540671	2259423	421375	167092	79953	50430	55327	33425	18143	20755	16638	8204	6952	11478	5981	2926	4640	6141	976	1460	2757	3895	1687	578	1234	2561	577	184	193	2704	1670	495	197	21	5	2025	838	456	90	4	0	793	685	658	108	35	14	3	0	1487	97868762
rotifer_0.0_8x_MiSeqv3L250R.hist	85541924	3083456	612644	237679	118731	74621	70709	39589	37065	33549	16242	14417	20043	11078	5732	6242	9900	4937	3950	6690	4339	1354	5442	2296	649	2076	3988	1283	426	212	2530	2751	1099	125	39	1	2235	2166	432	23	6	406	2005	751	124	40	17	4	0	2980	96664694
rotifer_0.001_2x_23.hist	86216106	3057841	558590	228397	110003	68108	52917	47269	52209	26626	12890	10703	14880	21387	11066	3520	2028	2291	4823	9700	6290	1964	850	464	991	3173	7550	2430	809	403	118	34	12	0	1988	3109	893	486	2687	148	48	18	9	2	0	0	0	0	0	5393	99006697
rotifer_0.0_1x_25.hist	85190657	3463049	683968	253301	141651	88680	89524	43983	18878	21595	25189	13926	19360	26812	13873	4413	2543	1058	483	1190	2247	3678	17469	5110	299	165	36	10	2	0	0	0	2232	6696	5642	351	100	53	9	0	0	0	0	0	0	0	0	0	0	7663	99163261
rotifer_0.0_4x_20.hist	86710227	3612878	646523	252727	134135	81257	56398	50378	50050	25524	13631	15402	21413	14248	7372	5109	8103	10816	3618	1968	3472	5684	5136	1502	281	900	2141	5710	1902	950	280	82	304	913	4970	309	88	47	8	0	2340	1818	964	360	59	18	7	1	0	3487	99344693
rotifer_0.001_8x_HiSeq2500L150R.hist	86396098	3250750	596906	238569	115407	72798	79348	38984	31484	36017	20966	10339	11920	17213	8906	3787	6007	8018	6423	3496	2266	1786	7326	2142	703	687	1634	4357	1519	758	223	65	3387	1914	608	37	9	4	3112	1194	397	161	84	30	4	1352	662	219	72	1528	96586175
rotifer_0.01_2x_HiSeq2500L150R.hist	92526009	2301772	495307	178099	99341	62511	64781	47377	18653	9512	8777	9917	13787	14695	7603	2418	1393	890	1873	4610	8708	2720	1177	343	19	9	1	0	2092	3757	1112	329	130	14	3	0	1346	3034	605	32	9	3	0	0	0	0	0	0	0	3213	100225195
rotifer_0.01_4x_HiSeq2500L150R.hist	92851351	2389503	480584	176674	98037	61107	51651	25376	18277	20908	22664	11176	4290	4866	6036	8734	7953	3312	526	1156	2184	3574	4720	1380	80	43	8	1	315	4410	2447	726	289	32	9	0	0	2006	1569	86	27	10	4	0	0	0	1094	1248	415	248	100274285
rotifer_0.01_2x_25.hist	90281403	1948254	385186	155865	72323	45787	46996	41980	18781	11713	13662	15437	12013	6640	3435	2007	3183	4248	7491	4077	2644	825	356	187	399	1277	3039	2966	987	492	145	42	15	0	0	603	3251	1772	353	18	5	1	0	0	0	0	0	0	800	2459	99061867
rotifer_0.0_8x_23.hist	85381206	3091813	614822	237334	120530	75377	50357	44982	44387	22636	26404	15258	9507	15696	8516	8226	8415	3505	3244	7985	5178	1617	2414	4694	1908	1059	1452	3550	1182	590	874	1747	2003	230	72	1970	1688	920	183	9	2	1807	1355	507	83	26	11	2	1468	1151	98586048
rotifer_0.0_1x_20.hist	85748179	3725731	508093	217734	121412	75886	120765	59333	23361	11913	6929	7829	10884	17970	22295	15770	9090	3786	601	720	1360	2226	10574	4582	268	148	32	9	2	0	4739	8909	3562	410	129	7	1	0	0	0	0	0	0	0	0	0	0	0	0	8736	99757911
rotifer_0.01_1x_25.hist	90361261	1909156	399284	160718	73133	44917	20835	18610	28110	32157	25448	12549	4817	2661	1964	2841	4506	6015	6941	3777	2449	764	330	168	358	1146	2726	3985	1327	662	195	57	21	1	0	0	0	4253	849	46	14	4	1	0	0	0	0	0	0	3568	98454429
rotifer_0.01_4x_25.hist	90325556	2163066	408991	160736	78634	49223	41525	37093	20425	18152	18401	9074	4636	7654	9495	6318	3641	1516	1895	4663	4320	1349	583	483	1032	3301	1808	581	192	95	1263	2206	881	100	31	0	0	471	3252	179	58	23	11	3	0	0	410	1440	479	286	99846175
rotifer_0.01_1x_HiSeq2500L150R.hist	90007701	2926777	363375	154133	86763	54514	74095	64001	25199	12850	6221	3067	2559	4225	5241	7584	12029	13239	2105	1145	741	230	99	27	0	0	0	0	0	0	8525	4324	1728	198	62	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4847	99583309
rotifer_0.001_2x_25.hist	86172171	3235133	623849	234231	130348	81379	79550	39083	21215	24269	28309	21513	8258	5333	6616	9573	15184	8715	1385	775	1463	2394	11373	3326	194	107	23	6	87	1226	7997	2375	949	108	33	1	0	0	1461	2449	815	333	175	64	9	2	0	0	0	4553	100070332
rotifer_0.001_1x_novaseq_profR.hist	86741890	2997874	597341	235728	112261	71217	67278	60098	51642	26336	12750	6287	4913	8112	10064	14562	21750	9061	1440	783	507	157	618	1201	2567	8213	4365	1404	467	232	67	19	6	0	8936	557	159	85	16	0	0	0	0	0	0	0	0	0	0	7657	99282750
rotifer_0.01_2x_MiSeqv3L250R.hist	90625128	1996818	397343	158735	74106	46943	46602	41628	27121	13830	6695	7564	10516	15488	8013	2548	1784	2380	5011	4475	2902	905	391	125	267	854	2032	5418	1896	947	279	82	31	2	0	0	0	0	3104	1209	402	163	85	31	4	0	0	0	0	2596	98230601
rotifer_0.001_1x_23.hist	87227614	3260206	646776	243571	130306	79375	44942	40145	60639	44223	21411	10558	4052	3409	4229	6118	9704	12954	14476	7880	5110	1596	690	201	10	5	0	0	0	0	10315	5840	2335	268	84	4	0	0	0	0	0	0	0	0	0	0	0	0	0	8179	100305006
rotifer_0.0_8x_novaseq_profR.hist	85285200	3137901	606568	237410	117881	74056	66830	32833	48559	24764	18612	21031	8884	11672	14481	4606	5245	7001	7101	3865	2574	4213	6126	1791	478	1531	3643	1579	525	855	3116	924	368	41	2139	1982	568	309	60	1587	844	345	182	1317	621	206	91	29	8	2247	99520519
rotifer_0.0_2x_novaseq_profR.hist	85324032	3425251	636026	242467	132668	82003	53463	26266	29622	33887	37241	18365	7050	4401	5459	7899	12529	15669	2491	1355	878	824	3915	7612	3082	1711	385	123	40	19	7356	2184	872	99	30	0	0	0	0	3724	1441	589	312	116	18	5	1	0	0	4517	99997465
rotifer_0.01_8x_MiSeqv3L250R.hist	90392894	2102064	415739	160631	80054	50128	42632	25889	30841	15728	10937	12358	10921	6036	4045	5853	7035	2930	962	2368	4472	1396	1268	2464	424	1356	2904	934	310	154	773	1545	1753	201	63	2	1299	876	174	418	669	273	144	53	7	1	962	611	202	120	97970781
rotifer_0.001_2x_HiSeq2500L150R.hist	88550233	3487634	709622	257267	145203	91685	85852	76689	34785	17739	8588	8688	12079	19943	24743	8238	4748	1977	1129	2779	5249	1639	1779	3458	7390	7577	1710	549	182	90	25	6	1	0	0	5589	2726	1486	296	15	4	0	0	0	0	0	0	0	0	6073	99983513
rotifer_0.01_8x_23.hist	90327230	2086683	418120	160299	81245	50555	40056	34110	19054	21797	14439	7246	10073	9460	4894	5896	4976	2072	2624	3809	2470	770	3539	1034	446	1428	2738	880	292	145	1962	1342	536	60	468	1295	371	201	772	41	12	4	1433	730	120	39	16	4	0	1268	99270381
rotifer_0.0_1x_HiSeq2500L150R.hist	85731017	3579345	593766	230033	130307	82149	98708	88174	44989	22943	11107	5477	3774	6231	7730	11185	17742	23684	5939	3232	2096	654	282	81	3	1	0	0	413	5785	9380	2786	1113	127	39	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9743	97974125
rotifer_0.01_1x_MiSeqv3L250R.hist	89490088	2053637	315089	134771	74753	46583	86416	42456	16716	8524	4126	3003	4174	6891	8549	12370	13917	5797	921	500	323	100	42	19	41	132	314	836	5743	2870	849	251	902	2706	860	52	14	6	0	0	0	0	0	0	0	0	0	0	0	4770	97487034
rotifer_0.001_8x_25.hist	86037973	2931167	593922	227460	117144	72669	59866	53476	28565	29347	22531	11688	16249	10942	6124	8861	6515	7052	2303	5669	5194	1622	1957	3804	3353	1862	419	1043	3449	1723	509	150	1822	2289	727	44	11	683	3207	177	58	22	11	1445	884	293	130	42	13	1738	99248464
rotifer_0.01_1x_20.hist	90360247	3152663	386238	163513	91451	57255	81459	50240	19781	10087	4883	3667	5098	8417	10443	14493	8354	3479	552	299	193	59	87	168	358	1147	2729	7276	2424	1211	357	105	41	3	0	0	1748	1085	216	11	2	0	0	0	0	0	0	0	0	5257	101413573
rotifer_0.01_4x_23.hist	90772241	2258143	431666	164837	87763	53282	40819	36462	30893	15754	8558	9670	12578	6952	3596	5203	8252	4043	642	932	1760	2881	5222	1527	88	258	613	1635	2553	1275	376	111	43	4	1192	1861	534	290	57	2	1304	533	282	104	16	4	1	0	0	2262	99929522
rotifer_0.01_8x_novaseq_profR.hist	90420462	2074987	412412	159162	79945	49988	37107	32284	27854	14204	12781	14441	5543	8919	7035	3304	5241	5424	862	1999	3776	2596	1124	485	1035	3312	928	297	1165	1447	427	126	562	1685	1105	68	18	9	1589	476	157	63	32	1097	305	100	44	13	3	1333	99888155
rotifer_0.0_8x_HiSeq2500L150R.hist	85769968	3443153	616151	249432	119478	75428	81798	49981	24380	27890	31590	15578	8437	13931	7684	7848	12448	5185	1499	3690	6970	5201	2252	658	1114	3563	3944	1269	422	210	1414	2828	3063	352	111	5	0	2269	2620	144	47	18	8	2	1851	803	359	118	38	1428	96507510
rotifer_0.0_2x_HiSeq2500L150R.hist	87505498	3520206	678694	257431	131703	83249	82778	73944	38377	19571	9475	8739	12149	20060	24853	7906	4557	1897	432	1064	2009	3289	15624	4570	267	147	32	9	2	0	7831	2874	1148	131	40	1	0	0	0	3191	2387	977	517	193	31	9	3	0	0	4068	99056607
rotifer_0.0_4x_novaseq_profR.hist	85400718	3213298	607930	239450	117583	74190	82337	50257	23573	26967	24610	20303	11647	6437	7986	11555	11538	4806	1042	2565	4845	7931	4702	1375	152	487	1159	3090	4664	2331	689	203	80	8	1	3441	2073	1129	224	11	2	0	340	3044	506	167	74	23	6	1614	99725036
