sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
rotifer_0.001_1x_23.hist	87816366	3532712	743084	265207	146135	93020	62685	55995	71758	36595	17717	8737	7537	12444	6438	3030	4805	6414	13502	10937	7093	2215	959	279	15	7	0	0	0	0	4637	8783	3512	404	127	6	1	0	0	0	0	0	0	0	0	0	0	0	0	8104	101619418
rotifer_0.001_2x_25.hist	86318437	3040098	551362	226410	110662	67939	50423	45041	58542	29855	14454	7631	10609	17516	12422	3951	3539	4724	9945	5717	3707	1157	535	1039	2219	7102	3714	1195	397	197	57	16	5	15	7813	487	139	74	13	0	0	1454	1327	496	81	26	10	2	0	3605	99600246
rotifer_0.0_4x_HiSeq2500L150R.hist	88215433	3780420	717204	266495	148466	92748	78569	38601	25768	29478	34385	18999	7293	11242	13948	9779	5636	2347	4086	10057	6523	2037	1327	2579	4334	2407	542	173	326	4576	3811	1131	451	51	15	0	0	419	6767	374	123	49	25	8	0	0	0	0	0	4539	99781489
rotifer_0.01_4x_20.hist	91691192	2316692	450306	168860	92007	56724	35645	18419	27822	26005	12590	6208	7197	11882	11397	3625	2088	904	1903	4685	6385	1994	863	251	356	1139	2710	2245	747	372	109	74	3229	371	117	6	0	0	0	2462	819	335	176	65	9	2	0	0	0	2211	99784488
rotifer_0.01_4x_MiSeqv3L250R.hist	90857970	2147799	434854	162862	87522	53476	42818	38248	27743	14148	10538	11907	12643	6988	3615	2797	4436	5922	4978	2709	1756	547	797	1550	3311	1838	414	132	244	3426	1693	502	199	22	6	0	0	1294	2105	115	37	14	6	1	0	0	1591	704	233	139	98720502
rotifer_0.0_2x_MiSeqv3L250R.hist	85958384	3494258	669627	250427	139370	87015	84634	41581	16371	18697	21809	24643	27429	15161	7844	2495	1437	1510	3178	7823	14775	4616	1999	584	181	580	1381	3682	2047	1022	302	88	34	2	8495	1216	348	189	36	1	0	0	0	0	0	0	0	1976	2808	1684	98590552
rotifer_0.0_1x_23.hist	85730004	2998174	543399	226990	117332	69661	27871	24896	37605	43020	42246	20833	7997	4420	2325	3364	5335	7122	14993	8161	5293	1653	715	326	697	2230	5308	1769	588	293	85	24	856	2567	6587	410	117	62	11	0	0	0	0	0	0	0	0	0	0	7769	98290432
rotifer_0.001_1x_MiSeqv3L250R.hist	84206122	3967211	510216	217415	121613	76145	113120	55576	21882	11159	9430	10656	14814	24459	22647	7205	4152	1729	372	915	1727	2826	13427	3927	230	126	27	7	1	0	3621	7241	3440	395	124	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8236	98800268
rotifer_0.001_4x_23.hist	86532004	3140661	580867	233958	111307	70454	71119	62159	24474	19664	22937	25918	9949	5707	7080	10245	11788	4910	824	2029	3831	6272	7868	2301	134	73	44	118	5667	2832	838	248	98	10	1092	2651	761	414	81	3	1344	1913	1014	379	62	19	7	1	0	2888	99288028
rotifer_0.01_8x_23.hist	90307095	2162624	410847	160738	78791	49503	49995	24562	24767	22287	10790	7644	10626	9978	5162	2887	4579	6112	2107	1325	2503	4097	1845	539	610	1951	2996	963	320	159	561	1121	1940	222	69	3	968	1101	219	11	2	0	1377	515	84	27	11	2	0	1674	99313908
