sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
leech_0.004_8x_1.hist	142423469	1829974	352089	133021	69411	42639	35328	26909	15384	17598	8519	8886	8591	4748	4062	5137	2960	2153	3891	2117	1372	758	3602	1053	222	712	1694	544	180	1044	1013	300	119	12	1492	92	25	113	1100	60	19	6	809	482	79	25	10	6	820	491
leech_0.01_2x_1.hist	145633939	1539022	265837	109685	54479	32834	19939	17810	26902	13798	6680	3293	3011	4971	6167	6062	3493	1454	230	544	1026	1679	3918	1145	66	35	7	1	98	1384	1871	554	220	24	6	0	0	0	2704	149	48	18	9	2	0	0	0	0	0	2283
leech_0.02_1x_1.hist	151887292	1565064	291819	103192	55870	35674	17205	15368	23212	16073	7781	3836	1472	812	763	1104	1750	2336	4916	2949	1911	596	257	74	3	0	0	0	0	0	797	1593	2858	328	103	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3152
leech_0.006_1x_1.hist	143651246	1619819	248250	105860	58215	36094	48079	23621	9299	5046	5885	6649	9243	14598	7553	2402	1383	575	386	951	1796	2939	4921	1439	83	45	9	1	0	0	0	0	5576	642	203	11	2	0	0	0	0	0	0	0	0	0	0	0	0	3763
leech_0.01_1x_1.hist	147642804	1591912	360830	126397	66984	42771	23366	20871	31526	21723	10516	5185	1989	1099	1362	1970	3125	4170	6521	3549	2301	718	310	89	4	1	0	0	0	0	1433	2866	2091	240	503	30	7	3	0	0	0	0	0	0	0	0	0	0	0	3652
leech_0.004_1x_1.hist	145033591	1667964	313805	123498	66267	40448	38115	34046	23790	12132	5873	3783	5258	8682	10771	6481	3735	1555	398	980	1850	3028	3949	1154	66	36	7	1	0	0	960	1919	4009	461	145	8	1	0	0	0	0	0	0	0	0	0	0	0	0	4109
leech_0.008_2x_1.hist	144402687	1604270	299191	114750	62164	38185	24911	12238	16410	18772	9088	4481	5365	8858	5486	1744	1009	1346	2833	3891	2522	787	340	98	132	422	1005	2680	1104	551	162	47	17	1	0	0	0	1765	1478	81	26	9	4	0	0	0	0	558	1069	640
leech_0.008_4x_1.hist	144028893	1616063	306411	119101	58002	36556	38590	19217	14540	16632	9274	4573	4988	8236	5148	1637	1404	1874	3944	2562	1660	518	535	1039	2221	1233	277	88	28	353	1589	471	187	520	990	60	16	8	0	833	750	306	161	59	8	1	320	105	34	1474
leech_0.002_4x_1.hist	141791216	1891464	382955	141373	77321	47780	26884	19817	29934	15265	7793	8805	10001	5527	2859	3820	6059	4615	733	1108	2093	3426	3074	898	82	263	625	1666	1885	941	277	81	31	2	992	1399	401	217	42	1	0	0	1055	579	95	30	12	3	0	1478
leech_0.004_2x_1.hist	143275149	1696796	315794	129210	62376	37989	24595	21969	33184	18394	8905	4390	3924	6479	8037	4021	2317	1813	3816	3853	2498	779	336	353	754	2412	2235	718	238	118	34	9	704	2113	671	40	10	4	0	0	13	1031	546	203	32	9	3	0	0	1815
