sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
rotifer_0.06_2x_30.hist	99241297	775879	75988	30264	16792	10466	6847	3363	1323	673	467	527	732	1208	624	197	112	46	59	145	274	195	83	23	8	26	61	163	191	94	27	7	1	0	0	0	0	0	51	26	7	2	0	0	0	0	0	0	0	15
rotifer_0.06_1x_30.hist	99444536	832904	90583	32499	18065	11444	4276	3819	4789	2441	1181	581	222	121	92	133	210	279	588	319	206	63	26	6	0	0	0	0	16	231	260	76	29	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
rotifer_0.06_8x_20.hist	99082962	681300	86719	35143	16395	10021	4422	3844	1512	1729	1203	599	832	475	245	189	300	399	119	64	78	127	198	57	50	159	93	29	8	3	67	133	75	7	1	0	0	0	27	29	8	2	0	0	0	0	0	0	19	17
rotifer_0.06_8x_23.hist	98988635	680651	87100	35118	16082	10032	4879	2396	1778	1786	864	617	856	472	243	309	486	201	57	140	263	113	48	78	166	120	26	7	153	76	21	5	1	0	17	51	13	6	0	10	2	0	0	0	0	0	0	0	0	0
rotifer_0.06_4x_23.hist	99304567	760011	77894	31639	16944	10328	4022	1975	1319	1508	1689	832	318	228	282	407	233	104	218	362	234	72	30	14	30	97	230	133	43	20	5	0	0	0	0	85	37	19	11	6	1	0	0	0	0	0	0	0	0	27
rotifer_0.06_8x_30.hist	99294619	675453	87603	35292	16110	10061	4909	2411	2369	1461	706	652	760	419	450	142	175	233	325	176	113	34	71	137	114	62	49	131	81	39	10	2	26	77	26	0	0	0	0	0	25	9	4	0	0	0	0	0	0	0
rotifer_0.06_4x_25.hist	99232689	755422	78114	31827	16997	10341	4030	1979	1357	1552	1066	1203	623	343	176	242	383	511	95	50	94	154	249	72	8	25	59	158	83	40	11	2	0	0	0	114	31	16	2	0	0	0	0	0	0	0	0	2	18	9
rotifer_0.06_4x_20.hist	99865654	772494	77728	31343	17126	10576	5278	2592	1019	1165	1358	1312	502	277	235	339	415	172	66	161	304	200	85	24	14	44	103	276	91	44	12	2	0	0	33	101	28	14	1	0	0	0	0	0	0	0	0	0	0	23
rotifer_0.06_8x_25.hist	99207814	667641	90744	36423	16395	10275	5401	2652	1656	1893	915	521	724	635	327	201	318	371	58	86	162	161	68	40	85	273	60	18	5	38	10	2	155	45	13	0	0	0	0	13	3	0	0	0	0	0	0	0	0	0
rotifer_0.06_1x_20.hist	99285057	840381	75712	28325	16539	10606	2053	1832	2767	3165	2344	1155	442	243	125	38	21	7	10	24	44	72	341	663	372	206	45	13	3	0	0	0	0	0	0	0	0	0	0	0	0	117	61	22	2	0	0	0	0	16
rotifer_0.06_1x_25.hist	98540235	816662	74209	28020	16354	10463	2355	2102	3175	3631	1822	898	343	189	96	29	35	46	97	238	450	556	240	69	3	0	0	0	0	0	0	0	35	106	139	7	1	0	0	0	0	0	0	0	0	0	0	0	0	23
rotifer_0.06_2x_25.hist	99396833	772971	75729	30169	16770	10463	6688	3680	1448	737	408	460	639	1054	884	280	160	65	14	35	65	106	505	146	7	3	0	0	0	0	49	97	179	19	5	0	0	0	0	0	0	0	77	28	3	0	0	0	0	0
rotifer_0.06_2x_20.hist	100118535	825370	88626	32438	18237	11450	5952	5316	2412	1229	594	292	284	468	580	833	479	198	30	15	9	14	67	129	276	152	84	224	79	38	10	2	0	0	0	0	0	0	0	27	77	30	15	4	0	0	0	0	0	0
rotifer_0.06_2x_23.hist	99518814	778049	74462	29281	16583	10453	4830	4314	3090	1575	761	374	268	441	547	689	396	164	25	12	23	37	177	343	102	55	11	2	0	0	283	83	32	2	0	0	0	0	0	0	41	16	7	1	0	0	0	0	0	0
rotifer_0.06_4x_30.hist	99099462	734530	77210	31631	16700	10078	3432	1685	2240	1141	905	1022	844	466	240	192	304	405	158	85	54	31	150	291	16	7	0	0	236	132	38	10	3	0	0	60	16	8	0	0	0	0	0	0	0	0	11	14	3	1
rotifer_0.06_1x_23.hist	99239092	844426	81215	32029	17856	11159	6873	5055	1989	1013	489	240	178	293	362	523	829	597	94	50	31	8	2	0	0	0	0	0	438	218	63	17	6	0	0	0	0	0	0	0	0	0	0	0	0	0	51	28	8	4
