sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
moss_0.001_1x_23.hist	52438204	9534665	1655283	710358	397710	249152	376036	184751	72744	43006	50165	56685	78809	130125	77711	24725	14252	5937	4194	10323	19499	31922	94830	27747	1631	905	203	64	20	9	1	0	52947	23089	7345	458	130	70	13	0	0	0	0	0	0	0	0	0	0	51723	102740612
moss_0.0_4x_25.hist	52103041	8002986	1668846	702923	372753	227932	205996	184012	201483	102755	54116	61150	85017	68964	35686	17749	28152	37582	52983	28845	18709	5845	16268	31632	26994	14996	3385	1089	2224	31142	9226	2740	1095	125	5532	18837	5414	2952	589	31	9	7348	10030	3760	625	207	92	29	8	20931	101519574
moss_0.01_1x_20.hist	64500601	9059888	1360475	584393	328051	205809	343675	168852	66484	33906	19974	22570	31378	51810	64282	86856	50069	20861	3317	1805	3261	5339	25359	18983	1115	618	138	43	13	5	47495	14111	5643	650	205	11	2	0	0	0	0	0	0	0	0	0	0	0	0	41085	104614056
moss_0.0_4x_novaseq_profR.hist	52197619	7814533	1672598	698043	359783	223503	243122	217177	121559	92729	108164	101655	39027	32812	40710	58909	35603	14833	29309	48629	31542	9856	7476	14535	31060	19856	4482	1442	1998	27977	14152	4204	1680	192	60	21667	6228	3396	678	36	11	6331	10997	4123	686	227	101	32	9	21455	102467449
moss_0.01_2x_HiSeq2500L150R.hist	69272566	9909590	1706308	708939	360215	224258	205073	183188	182063	92851	44955	22169	26743	44157	54786	70866	40851	17020	2706	1746	3298	5398	25641	49857	13918	7731	1744	560	185	91	26	6	3455	10366	36944	2308	662	360	71	2	0	0	0	0	0	0	0	0	0	32192	106722184
moss_0.0_1x_20.hist	53790011	10374897	1895644	808598	445019	276047	240126	117976	100243	114677	133766	151155	82642	45684	23639	7520	8305	11086	23338	57446	108509	34343	14881	4353	255	140	30	8	1	0	28456	56911	22763	2625	834	51	13	6	0	0	0	0	0	0	0	0	0	0	0	63995	104858208
moss_0.001_8x_MiSeqv3L250R.hist	54687803	6937459	1552671	641219	320317	202708	283455	139264	122292	139901	67735	50780	70599	52646	27241	36018	57131	26239	15586	38365	24884	7775	32787	9593	6107	19544	17243	5552	1849	15368	4552	1351	7529	15345	4881	304	86	46	17074	947	314	128	5908	8988	1497	498	222	73	23	17567	87870756
moss_0.001_4x_MiSeqv3L250R.hist	53241834	9984342	1818347	773250	421828	260257	189830	107641	162593	186005	90058	44413	40091	66195	69436	22092	27400	36577	49459	26926	17465	5456	21154	41133	23389	12993	2932	943	313	4388	41787	12415	4965	571	180	10	1	0	21972	12443	4146	1698	900	336	55	17	6	1	0	29204	96365423
moss_0.001_8x_HiSeq2500L150R.hist	56325844	22437586	4267612	1619371	911504	572700	485503	238534	187896	214952	184689	91083	51774	85487	106066	66433	38296	19180	40378	63025	40880	12774	9305	18092	38661	54848	12384	3987	1328	663	59238	18841	7535	868	275	16	33498	18270	3653	201	66	13779	13116	4917	818	271	120	39	12	40264	100548252
moss_0.01_1x_23.hist	64351223	9613869	1422250	609916	340807	213262	285527	140283	55235	41397	48287	54563	75859	88548	45820	14578	8402	4869	10251	25232	47660	35244	15271	4467	261	144	31	9	2	0	123	246	54513	6287	1999	123	34	17	2	0	0	0	0	0	0	0	0	0	0	39384	108213637
