"","species","sim_coverage","error_prof","dist_from_ref","coverage","error_rate","genome_length","read_length","version","variation"
"1633","moss","4x","MiSeqv3L250R.dat","0.0","4.78979934351177","0.0161273972628372","87302283","150","noref","def"
"1634","moss","4x","MiSeqv3L250R.dat","0.001","4.75497366065305","0.0158476222224052","87941944","150","noref","def"
"1635","moss","4x","MiSeqv3L250R.dat","0.01","4.54020538024416","0.0138992825632234","92111181","150","noref","def"
"1636","moss","4x","novaseq-profR.dat","0.0","4.23757537831421","0.00413418879143812","98678170","150","noref","def"
"1637","moss","4x","novaseq-profR.dat","0.001","4.23063024648634","0.0040326945943775","98858540","150","noref","def"
"1638","moss","4x","novaseq-profR.dat","0.01","4.17004942056179","0.00343621090844148","100288987","150","noref","def"
"1639","moss","8x","20.dat","0.0","7.58170718073151","0.0264718515125635","110298124","150","noref","def"
"1640","moss","8x","20.dat","0.001","7.63912209065223","0.0261354659958105","109479054","150","noref","def"
"1641","moss","8x","20.dat","0.01","8.91608975339942","0.0129123205684416","93801130","150","noref","def"
"1642","moss","8x","23.dat","0.0","8.95447208933491","0.00795864523372114","93396798","150","noref","def"
"1643","moss","8x","23.dat","0.001","8.90465772680817","0.00777864725075461","93914555","150","noref","def"
"1644","moss","8x","23.dat","0.01","8.62977524936116","0.00674672235800011","96910431","150","noref","def"
"1645","moss","8x","25.dat","0.0","8.68406311036052","0.00522304567413312","96306640","150","noref","def"
"1646","moss","8x","25.dat","0.001","8.6433339201014","0.00510512026560117","96763957","150","noref","def"
"1647","moss","8x","25.dat","0.01","8.4346028352827","0.00437128250995544","99152172","150","noref","def"
"1648","moss","8x","HiSeq2500L150R.dat","0.0","7.41885917961134","0.0297578875652525","112729219","150","noref","def"
"1649","moss","8x","HiSeq2500L150R.dat","0.001","7.48846595851756","0.0295056859699966","111676046","150","noref","def"
"1650","moss","8x","HiSeq2500L150R.dat","0.01","7.83142541947497","0.0268075839962142","106797403","150","noref","def"
"1651","moss","8x","MiSeqv3L250R.dat","0.0","9.91200732512482","0.0166669042823064","84375387","150","noref","def"
"1652","moss","8x","MiSeqv3L250R.dat","0.001","9.80205597986492","0.0163389875134228","85322921","150","noref","def"
"1653","moss","8x","MiSeqv3L250R.dat","0.01","9.19953147208106","0.0142405955752412","90912176","150","noref","def"
"1654","moss","8x","novaseq-profR.dat","0.0","8.57332184669752","0.00415577586348148","97549676","150","noref","def"
"1655","moss","8x","novaseq-profR.dat","0.001","8.5587420409699","0.00404776546024777","97710249","150","noref","def"
"1656","moss","8x","novaseq-profR.dat","0.01","8.36401856923623","0.00344968700163006","99997547","150","noref","def"
"1657","rotifer","1x","20.dat","0.0","1.2355570465358","0.0117369133657377","81959697","150","noref","def"
"1658","rotifer","1x","20.dat","0.001","1.24011853612877","0.0118402767192751","81660789","150","noref","def"
"1659","rotifer","1x","20.dat","0.01","1.17786847385917","0.0114506657300603","85966268","150","noref","def"
"1660","rotifer","1x","23.dat","0.0","1.18943878390795","0.00632552430333178","85178226","150","noref","def"
"1661","rotifer","1x","23.dat","0.001","1.17681959019","0.00624783590020705","86061269","150","noref","def"
"1662","rotifer","1x","23.dat","0.01","1.13578732133882","0.00598826892104953","89158794","150","noref","def"
"1663","rotifer","1x","25.dat","0.0","1.17872631016325","0.00435673501083311","85908453","150","noref","def"
"1664","rotifer","1x","25.dat","0.001","1.17222828109412","0.00437071006243839","86422866","150","noref","def"
"1665","rotifer","1x","25.dat","0.01","1.12192288105931","0.00403285353589733","90254664","150","noref","def"
"1666","rotifer","1x","HiSeq2500L150R.dat","0.0","1.32016054736647","0.0182036432132204","76689602","150","noref","def"
"1667","rotifer","1x","HiSeq2500L150R.dat","0.001","1.29519742620015","0.0179507101351373","78202256","150","noref","def"
"1668","rotifer","1x","HiSeq2500L150R.dat","0.01","1.2256141440146","0.0175542509679671","82623492","150","noref","def"
"1669","rotifer","1x","MiSeqv3L250R.dat","0.0","1.26615069140984","0.0125871789864445","79977536","150","noref","def"
"1670","rotifer","1x","MiSeqv3L250R.dat","0.001","1.26063498686358","0.0125550992505828","80288109","150","noref","def"
"1671","rotifer","1x","MiSeqv3L250R.dat","0.01","1.17583284744167","0.0119155707478601","86109435","150","noref","def"
"1672","rotifer","1x","novaseq-profR.dat","0.0","1.16211209090694","0.0035747572418956","87088360","150","noref","def"
"1673","rotifer","1x","novaseq-profR.dat","0.001","1.16060084014952","0.00351828139225274","87261842","150","noref","def"
"1674","rotifer","1x","novaseq-profR.dat","0.01","1.11959467427907","0.003279751989399","90464506","150","noref","def"
"1675","rotifer","2x","20.dat","0.0","2.17209032492677","0.0108076040039741","93253167","150","noref","def"
"1676","rotifer","2x","20.dat","0.001","2.17220984999746","0.0108140071618611","93232229","150","noref","def"
"1677","rotifer","2x","20.dat","0.01","2.11609585529641","0.0104831542416519","95721259","150","noref","def"
"1678","rotifer","2x","23.dat","0.0","2.13536876553847","0.00556403110678827","94843295","150","noref","def"
"1679","rotifer","2x","23.dat","0.001","2.13116098785696","0.00556982138727991","95060364","150","noref","def"
"1680","rotifer","2x","23.dat","0.01","2.09876827901188","0.00538018369003068","96520550","150","noref","def"
"1681","rotifer","2x","25.dat","0.0","2.12069645960124","0.00359484870018589","95499338","150","noref","def"
"1682","rotifer","2x","25.dat","0.001","2.11399723662673","0.00354916958045715","95785231","150","noref","def"
"1683","rotifer","2x","25.dat","0.01","2.08657172724244","0.00345983604169431","97068136","150","noref","def"
"1684","rotifer","2x","HiSeq2500L150R.dat","0.0","2.21932497039125","0.0166882305806103","91271972","150","noref","def"
"1685","rotifer","2x","HiSeq2500L150R.dat","0.001","2.20497205518229","0.0166130446350181","91876588","150","noref","def"
"1686","rotifer","2x","HiSeq2500L150R.dat","0.01","2.15349238649255","0.0163241137512652","94051353","150","noref","def"
"1687","rotifer","2x","MiSeqv3L250R.dat","0.0","2.19717218996262","0.0114918785062269","92179615","150","noref","def"
"1688","rotifer","2x","MiSeqv3L250R.dat","0.001","2.19582621448334","0.0114659882113806","92234052","150","noref","def"
"1689","rotifer","2x","MiSeqv3L250R.dat","0.01","2.14256347554261","0.0111609466063627","94528342","150","noref","def"
"1690","rotifer","2x","novaseq-profR.dat","0.0","2.11002179481319","0.00280965557453727","96010287","150","noref","def"
"1691","rotifer","2x","novaseq-profR.dat","0.001","2.10751547431559","0.00282104759794233","96097048","150","noref","def"
"1692","rotifer","2x","novaseq-profR.dat","0.01","2.08344485437691","0.00272460005362807","97202928","150","noref","def"
"1693","rotifer","4x","20.dat","0.0","4.11415100614694","0.0109151016372959","98479805","150","noref","def"
"1694","rotifer","4x","20.dat","0.001","4.11709184806328","0.0108647392628557","98410710","150","noref","def"
"1695","rotifer","4x","20.dat","0.01","4.06338904553599","0.0105762502642842","99663571","150","noref","def"
"1696","rotifer","4x","23.dat","0.0","4.10408656266136","0.0056064735611383","98716994","150","noref","def"
"1697","rotifer","4x","23.dat","0.001","4.09500642189052","0.0055924821189155","98916014","150","noref","def"
"1698","rotifer","4x","23.dat","0.01","4.07250152338196","0.00539637481639332","99473290","150","noref","def"
"1699","rotifer","4x","25.dat","0.0","4.08797037618382","0.00358455509708455","99102804","150","noref","def"
"1700","rotifer","4x","25.dat","0.001","4.08337779054399","0.00356379372536908","99215450","150","noref","def"
"1701","rotifer","4x","25.dat","0.01","4.05648230088299","0.00343113426021435","99836544","150","noref","def"
"1702","rotifer","4x","HiSeq2500L150R.dat","0.0","4.11816619262866","0.016759191997586","98321163","150","noref","def"
"1703","rotifer","4x","HiSeq2500L150R.dat","0.001","4.11494971577423","0.0166867416227332","98443965","150","noref","def"
"1704","rotifer","4x","HiSeq2500L150R.dat","0.01","4.06374870976672","0.0163308641410725","99684677","150","noref","def"
"1705","rotifer","4x","MiSeqv3L250R.dat","0.0","4.20641174547703","0.0115980937178956","96289570","150","noref","def"
"1706","rotifer","4x","MiSeqv3L250R.dat","0.001","4.19981162330894","0.0115456685707763","96449895","150","noref","def"
"1707","rotifer","4x","MiSeqv3L250R.dat","0.01","4.13743326565673","0.0111851673808145","97909441","150","noref","def"
"1708","rotifer","4x","novaseq-profR.dat","0.0","4.07864870822053","0.00280382323671935","99322255","150","noref","def"
"1709","rotifer","4x","novaseq-profR.dat","0.001","4.08918999993265","0.00278659390375535","99063813","150","noref","def"
"1710","rotifer","4x","novaseq-profR.dat","0.01","4.06752667718239","0.00267888611549905","99581490","150","noref","def"
"1711","rotifer","8x","20.dat","0.0","8.36690313388107","0.0110124382018372","96826970","150","noref","def"
"1712","rotifer","8x","20.dat","0.001","8.35408185102914","0.010986267573843","96979249","150","noref","def"
"1713","rotifer","8x","20.dat","0.01","8.24737788677229","0.0106262012751329","98214702","150","noref","def"
"1714","rotifer","8x","23.dat","0.0","8.26449375318862","0.00563276352279862","98039081","150","noref","def"
"1715","rotifer","8x","23.dat","0.001","8.26284141339068","0.00560350204857352","98051858","150","noref","def"
"1716","rotifer","8x","23.dat","0.01","8.18740390796519","0.00541020454638186","98944042","150","noref","def"
"1717","rotifer","8x","25.dat","0.0","8.19229849531857","0.00360439820530334","98894306","150","noref","def"
"1718","rotifer","8x","25.dat","0.001","8.19135074812033","0.00358226372625281","98893155","150","noref","def"
"1719","rotifer","8x","25.dat","0.01","8.15202922430678","0.00343567829682256","99384307","150","noref","def"
"1720","rotifer","8x","HiSeq2500L150R.dat","0.0","8.41977330994463","0.0172244443961754","96227445","150","noref","def"
"1721","rotifer","8x","HiSeq2500L150R.dat","0.001","8.4085633167004","0.0171175003689772","96326086","150","noref","def"
"1722","rotifer","8x","HiSeq2500L150R.dat","0.01","8.27753736748927","0.016646856291894","97884794","150","noref","def"
"1723","rotifer","8x","MiSeqv3L250R.dat","0.0","8.43154610593742","0.0117704092693585","96071180","150","noref","def"
"1724","rotifer","8x","MiSeqv3L250R.dat","0.001","8.41169288128392","0.0117474261630445","96303987","150","noref","def"
"1725","rotifer","8x","MiSeqv3L250R.dat","0.01","8.303423088898","0.0112939731086175","97561752","150","noref","def"
"1726","rotifer","8x","novaseq-profR.dat","0.0","8.1687124074102","0.0028224491808434","99182628","150","noref","def"
"1727","rotifer","8x","novaseq-profR.dat","0.001","8.16321483639898","0.00280967156061407","99257539","150","noref","def"
"1728","rotifer","8x","novaseq-profR.dat","0.01","8.12693013239262","0.00270236385365963","99699973","150","noref","def"
"1729","club-moss","1x","20.dat","0.0","1.24465406191239","0.011624805603903","168228986","150","respect","r50"
"1730","club-moss","1x","20.dat","0.001","1.18446258856414","0.0114231828259288","176804276","150","respect","r50"
"1731","club-moss","1x","20.dat","0.01","1.08181840880003","0.0107803433945349","193525000","150","respect","r50"
"1732","club-moss","1x","23.dat","0.0","1.26635163826192","0.00727076892801115","165330796","150","respect","r50"
"1733","club-moss","1x","23.dat","0.001","1.30617093371361","0.00733320051428299","160334028","150","respect","r50"
"1734","club-moss","1x","23.dat","0.01","1.13492513721196","0.0065160731071946","184489213","150","respect","r50"
"1735","club-moss","1x","25.dat","0.0","1.32349361929415","0.00574906254195073","158196621","150","respect","r50"
"1736","club-moss","1x","25.dat","0.001","1.28679482679336","0.00555688431667767","162750045","150","respect","r50"
"1737","club-moss","1x","25.dat","0.01","1.12034377347771","0.00475412335042125","186891975","150","respect","r50"
"1738","club-moss","1x","HiSeq2500L150R.dat","0.0","0.957479349898851","0.0159544603118679","218686806","150","respect","r50"
"1739","club-moss","1x","HiSeq2500L150R.dat","0.001","1.01216204555849","0.0163895863467705","206861053","150","respect","r50"
"1740","club-moss","1x","HiSeq2500L150R.dat","0.01","0.831420218440672","0.0156362684291498","251829697","150","respect","r50"
"1741","club-moss","1x","MiSeqv3L250R.dat","0.0","1.36805429147756","0.0129146948215976","153066348","150","respect","r50"
"1742","club-moss","1x","MiSeqv3L250R.dat","0.001","1.19749522302619","0.0125176024859507","174866935","150","respect","r50"
"1743","club-moss","1x","MiSeqv3L250R.dat","0.01","1.13884657676891","0.0119029337943249","183844655","150","respect","r50"
"1744","club-moss","1x","novaseq-profR.dat","0.0","1.30742839707053","0.00500822604201512","160143378","150","respect","r50"
"1745","club-moss","1x","novaseq-profR.dat","0.001","1.28465580379158","0.00491232748340154","163003018","150","respect","r50"
"1746","club-moss","1x","novaseq-profR.dat","0.01","1.13137104209255","0.00420722278900876","185113022","150","respect","r50"
"1747","club-moss","2x","20.dat","0.0","2.58730442102433","0.0121926235114337","161847586","150","respect","r50"
"1748","club-moss","2x","20.dat","0.001","2.42116020702321","0.01179463590964","172963969","150","respect","r50"
"1749","club-moss","2x","20.dat","0.01","2.19127058730624","0.0111424260000251","191119208","150","respect","r50"
"1750","club-moss","2x","23.dat","0.0","2.49352180786035","0.00754060355077124","167950406","150","respect","r50"
"1751","club-moss","2x","23.dat","0.001","2.46289247493762","0.00743831954396179","170047076","150","respect","r50"
"1752","club-moss","2x","23.dat","0.01","2.21651812194942","0.00662072651252898","188938555","150","respect","r50"
"1753","club-moss","2x","25.dat","0.0","2.42095514302536","0.00561676340621664","172989990","150","respect","r50"
"1754","club-moss","2x","25.dat","0.001","2.40363400549249","0.00557487491699193","174238862","150","respect","r50"
"1755","club-moss","2x","25.dat","0.01","2.1875354614771","0.00472377882678543","191470498","150","respect","r50"
"1756","club-moss","2x","HiSeq2500L150R.dat","0.0","2.14123744502952","0.0164599176402528","195591416","150","respect","r50"
"1757","club-moss","2x","HiSeq2500L150R.dat","0.001","2.11278923937569","0.0164040702530164","198226941","150","respect","r50"
"1758","club-moss","2x","HiSeq2500L150R.dat","0.01","2.18300997424493","0.0163028548080771","191847401","150","respect","r50"
"1759","club-moss","2x","MiSeqv3L250R.dat","0.0","2.6672309170994","0.0134126921789575","157030538","150","respect","r50"
"1760","club-moss","2x","MiSeqv3L250R.dat","0.001","2.55721954365991","0.0132509424396894","163767583","150","respect","r50"
"1761","club-moss","2x","MiSeqv3L250R.dat","0.01","2.327697569382","0.0123274371170046","179897515","150","respect","r50"
"1762","club-moss","2x","novaseq-profR.dat","0.0","2.37209621949241","0.00469930197701507","176547772","150","respect","r50"
"1763","club-moss","2x","novaseq-profR.dat","0.001","2.36313018944802","0.00460959105881009","177242261","150","respect","r50"
"1764","club-moss","2x","novaseq-profR.dat","0.01","2.18425355631058","0.00394859532060243","191710059","150","respect","r50"
"1765","club-moss","4x","20.dat","0.0","4.40367505737045","0.012017821754394","190211960","150","respect","r50"
"1766","club-moss","4x","20.dat","0.001","4.25547251819579","0.0114053696900119","196820387","150","respect","r50"
"1767","club-moss","4x","20.dat","0.01","4.30584965693595","0.0113412230522294","194547859","150","respect","r50"
"1768","club-moss","4x","23.dat","0.0","4.32916197529218","0.00712534531813058","193476749","150","respect","r50"
"1769","club-moss","4x","23.dat","0.001","4.22958917398493","0.00672523293000948","198027064","150","respect","r50"
"1770","club-moss","4x","23.dat","0.01","4.36179268704868","0.0069934363504478","192020951","150","respect","r50"
"1771","club-moss","4x","25.dat","0.0","4.2104029272515","0.00511054323841931","198925603","150","respect","r50"
"1772","club-moss","4x","25.dat","0.001","4.16720437382527","0.00480762518748223","201014117","150","respect","r50"
"1773","club-moss","4x","25.dat","0.01","4.27095533382592","0.00475368898236139","196126860","150","respect","r50"
"1774","club-moss","4x","HiSeq2500L150R.dat","0.0","4.29932996273534","0.0170868586201149","194819730","150","respect","r50"
"1775","club-moss","4x","HiSeq2500L150R.dat","0.001","4.26241419812961","0.0170986120729705","196496762","150","respect","r50"
"1776","club-moss","4x","HiSeq2500L150R.dat","0.01","4.25879378025022","0.0165271816408631","196671653","150","respect","r50"
"1777","club-moss","4x","MiSeqv3L250R.dat","0.0","4.62863399192832","0.0129513862977562","180981606","150","respect","r50"
"1778","club-moss","4x","MiSeqv3L250R.dat","0.001","4.64392545318755","0.0130224447288968","180371829","150","respect","r50"
"1779","club-moss","4x","MiSeqv3L250R.dat","0.01","4.45048288916462","0.0129286295657626","188211206","150","respect","r50"
"1780","club-moss","4x","novaseq-profR.dat","0.0","4.18347523365271","0.00450305526970129","200203818","150","respect","r50"
"1781","club-moss","4x","novaseq-profR.dat","0.001","4.15012153468089","0.00419748363482408","201826739","150","respect","r50"
"1782","club-moss","4x","novaseq-profR.dat","0.01","4.22323169091301","0.00380037796148958","198341928","150","respect","r50"
"1783","club-moss","8x","20.dat","0.0","8.80745905998849","0.0126159609001005","190211960","150","respect","r50"
"1784","club-moss","8x","20.dat","0.001","8.51094580491209","0.0115420519640065","196820387","150","respect","r50"
"1785","club-moss","8x","20.dat","0.01","8.61022440081993","0.0113521177412835","194547859","150","respect","r50"
"1786","club-moss","8x","23.dat","0.0","8.65912607940921","0.00731238877773854","193476749","150","respect","r50"
"1787","club-moss","8x","23.dat","0.001","8.45980393091008","0.00640127412472413","198027064","150","respect","r50"
"1788","club-moss","8x","23.dat","0.01","8.72449520128779","0.0075024274909784","192020951","150","respect","r50"
"1789","club-moss","8x","25.dat","0.0","8.42128033618459","0.00489331652385327","198925602","150","respect","r50"
"1790","club-moss","8x","25.dat","0.001","8.33413860482765","0.00434801773056059","201014117","150","respect","r50"
"1791","club-moss","8x","25.dat","0.01","8.54104302480462","0.00501314163392796","196126859","150","respect","r50"
"1792","club-moss","8x","HiSeq2500L150R.dat","0.0","8.59922127182167","0.0170238250917322","194819730","150","respect","r50"
"1793","club-moss","8x","HiSeq2500L150R.dat","0.001","8.52502854068242","0.0169336628698784","196496762","150","respect","r50"
"1794","club-moss","8x","HiSeq2500L150R.dat","0.01","8.51783213484228","0.0164233242628256","196671654","150","respect","r50"
"1795","club-moss","8x","MiSeqv3L250R.dat","0.0","9.25656509428214","0.0131888708767539","180981606","150","respect","r50"
"1796","club-moss","8x","MiSeqv3L250R.dat","0.001","9.28726723811877","0.0134668287006918","180371829","150","respect","r50"
"1797","club-moss","8x","MiSeqv3L250R.dat","0.01","8.90119080042728","0.0124123393817213","188211207","150","respect","r50"
"1798","club-moss","8x","novaseq-profR.dat","0.0","8.36744458560314","0.00407056927303506","200203818","150","respect","r50"
"1799","club-moss","8x","novaseq-profR.dat","0.001","8.3004259369204","0.00355109300303469","201826739","150","respect","r50"
"1800","club-moss","8x","novaseq-profR.dat","0.01","8.44592039285703","0.00404535203876899","198341928","150","respect","r50"
"1801","moss","1x","20.dat","0.0","1.05183640316274","0.0124735195234535","99403243","150","respect","r50"
"1802","moss","1x","20.dat","0.001","1.03722448595483","0.0118391452765979","100804317","150","respect","r50"
"1803","moss","1x","20.dat","0.01","0.997414862593199","0.0111597989142947","104801464","150","respect","r50"
"1804","moss","1x","23.dat","0.0","1.0289350802238","0.00808076265924218","101607165","150","respect","r50"
"1805","moss","1x","23.dat","0.001","0.975134147826495","0.007753626168162","107191871","150","respect","r50"
"1806","moss","1x","23.dat","0.01","0.912182777978332","0.00626342856158379","114601811","150","respect","r50"
"1807","moss","1x","25.dat","0.0","0.967195323765042","0.00628232035152465","108093606","150","respect","r50"
"1808","moss","1x","25.dat","0.001","0.999013996952848","0.00616165160659088","104640369","150","respect","r50"
"1809","moss","1x","25.dat","0.01","0.950480066409074","0.00466288604054399","109988664","150","respect","r50"
"1810","moss","1x","HiSeq2500L150R.dat","0.0","0.87252183562566","0.0152804570644428","119808670","150","respect","r50"
"1811","moss","1x","HiSeq2500L150R.dat","0.001","0.646807438321798","0.0144542051289308","161591974","150","respect","r50"
"1812","moss","1x","HiSeq2500L150R.dat","0.01","0.992706643071287","0.015809428938436","105297908","150","respect","r50"
"1813","moss","1x","MiSeqv3L250R.dat","0.0","0.984296835190722","0.0126751889018415","106218163","150","respect","r50"
"1814","moss","1x","MiSeqv3L250R.dat","0.001","1.0056413649109","0.0129931831214806","103952574","150","respect","r50"
"1815","moss","1x","MiSeqv3L250R.dat","0.01","0.96786167072585","0.011880994169543","108019499","150","respect","r50"
"1816","moss","1x","novaseq-profR.dat","0.0","1.03447288949345","0.00539755203481174","101047443","150","respect","r50"
"1817","moss","1x","novaseq-profR.dat","0.001","1.00361969113945","0.00553995359742054","104174785","150","respect","r50"
"1818","moss","1x","novaseq-profR.dat","0.01","0.939327503149535","0.00394871894658522","111310494","150","respect","r50"
"1819","moss","2x","20.dat","0.0","1.95342514575829","0.0129505042499356","107024604","150","respect","r50"
"1820","moss","2x","20.dat","0.001","1.98343610102038","0.0126772966999887","105408975","150","respect","r50"
"1821","moss","2x","20.dat","0.01","2.01339463243746","0.0116220413220814","103855705","150","respect","r50"
"1822","moss","2x","23.dat","0.0","1.93418198868514","0.00829296783131117","108111367","150","respect","r50"
"1823","moss","2x","23.dat","0.001","1.91079505860014","0.00797175236599823","109413367","150","respect","r50"
"1824","moss","2x","23.dat","0.01","1.99408538972021","0.00670849297607046","104856968","150","respect","r50"
"1825","moss","2x","25.dat","0.0","1.90637642611593","0.00631528242395962","109684423","150","respect","r50"
"1826","moss","2x","25.dat","0.001","1.86242940045358","0.00602192595995266","112267406","150","respect","r50"
"1827","moss","2x","25.dat","0.01","1.9912568886674","0.00479772211317175","105014269","150","respect","r50"
"1828","moss","2x","HiSeq2500L150R.dat","0.0","2.01394375307646","0.0178162783743988","103819802","150","respect","r50"
"1829","moss","2x","HiSeq2500L150R.dat","0.001","1.94678007272105","0.0175543468732331","107395358","150","respect","r50"
"1830","moss","2x","HiSeq2500L150R.dat","0.01","1.96856331457526","0.0166092943866287","106210273","150","respect","r50"
"1831","moss","2x","MiSeqv3L250R.dat","0.0","2.10819205497618","0.0144997408813576","99167914","150","respect","r50"
"1832","moss","2x","MiSeqv3L250R.dat","0.001","2.07687554932027","0.0141147032037883","100682825","150","respect","r50"
"1833","moss","2x","MiSeqv3L250R.dat","0.01","2.09658985972248","0.0128350666897421","99725351","150","respect","r50"
"1834","moss","2x","novaseq-profR.dat","0.0","1.8989540095441","0.00563174557412838","110106932","150","respect","r50"
"1835","moss","2x","novaseq-profR.dat","0.001","1.84999613425101","0.0052752078076771","113004833","150","respect","r50"
"1836","moss","2x","novaseq-profR.dat","0.01","1.99524656701454","0.00414855111156387","104803222","150","respect","r50"
"1837","moss","4x","20.dat","0.0","3.75324071544596","0.0132213305475429","111420901","150","respect","r50"
"1838","moss","4x","20.dat","0.001","3.96062883200384","0.0127145143760162","105583272","150","respect","r50"
"1839","moss","4x","20.dat","0.01","4.13582784815506","0.0120973194350813","101103606","150","respect","r50"
"1840","moss","4x","23.dat","0.0","4.09168953528724","0.00753145321105364","102205332","150","respect","r50"
"1841","moss","4x","23.dat","0.001","4.1054917513938","0.00736856706992428","101856976","150","respect","r50"
"1842","moss","4x","23.dat","0.01","4.13881724494436","0.00668117191867723","101046515","150","respect","r50"
"1843","moss","4x","25.dat","0.0","4.1087968097468","0.00567316395738837","101776958","150","respect","r50"
"1844","moss","4x","25.dat","0.001","4.10678696850763","0.00544773646797392","101809714","150","respect","r50"
"1845","moss","4x","25.dat","0.01","4.10648830641763","0.00451050783092943","101825922","150","respect","r50"
"1846","moss","4x","HiSeq2500L150R.dat","0.0","3.69301197506889","0.018293991436094","113239644","150","respect","r50"
"1847","moss","4x","HiSeq2500L150R.dat","0.001","3.79335053039903","0.018245336916908","110230925","150","respect","r50"
"1848","moss","4x","HiSeq2500L150R.dat","0.01","3.95620651673019","0.0171721037294369","105696095","150","respect","r50"
"1849","moss","4x","MiSeqv3L250R.dat","0.0","4.33553179530284","0.0144470111725584","96449626","150","respect","r50"
"1850","moss","4x","MiSeqv3L250R.dat","0.001","4.34348373825391","0.0143589978062388","96273326","150","respect","r50"
"1851","moss","4x","MiSeqv3L250R.dat","0.01","4.33270627758204","0.0132152537996436","96522509","150","respect","r50"
"1852","moss","4x","novaseq-profR.dat","0.0","4.09071216317142","0.00482731972010519","102220877","150","respect","r50"
"1853","moss","4x","novaseq-profR.dat","0.001","4.07928846490921","0.00455416627125804","102526197","150","respect","r50"
"1854","moss","4x","novaseq-profR.dat","0.01","4.09576585157964","0.00373557796895674","102107896","150","respect","r50"
"1855","moss","8x","20.dat","0.0","7.50530714191239","0.00914690367506821","111420901","150","respect","r50"
"1856","moss","8x","20.dat","0.001","7.92098833180903","0.0112143435522178","105583272","150","respect","r50"
"1857","moss","8x","20.dat","0.01","8.27210153233948","0.0115714836783265","101103606","150","respect","r50"
"1858","moss","8x","23.dat","0.0","8.18273380502383","0.00605062881434315","102205332","150","respect","r50"
"1859","moss","8x","23.dat","0.001","8.21030632982778","0.00605295504815995","101856976","150","respect","r50"
"1860","moss","8x","23.dat","0.01","8.27653723334723","0.00603642056078824","101046515","150","respect","r50"
"1861","moss","8x","25.dat","0.0","8.21731124226046","0.00392514796448662","101776958","150","respect","r50"
"1862","moss","8x","25.dat","0.001","8.21496456887514","0.003951759788142","101809714","150","respect","r50"
"1863","moss","8x","25.dat","0.01","8.21312664644776","0.00378987654140062","101825922","150","respect","r50"
"1864","moss","8x","HiSeq2500L150R.dat","0.0","7.38541885278862","0.0166878554333117","113239644","150","respect","r50"
"1865","moss","8x","HiSeq2500L150R.dat","0.001","7.58663931113309","0.0171721505815063","110230925","150","respect","r50"
"1866","moss","8x","HiSeq2500L150R.dat","0.01","7.91302553949286","0.0165438288905051","105696095","150","respect","r50"
"1867","moss","8x","MiSeqv3L250R.dat","0.0","8.67115298285215","0.0134940094055407","96449625","150","respect","r50"
"1868","moss","8x","MiSeqv3L250R.dat","0.001","8.68714187492625","0.0134748975525649","96273327","150","respect","r50"
"1869","moss","8x","MiSeqv3L250R.dat","0.01","8.66481235554526","0.0128935612721666","96522509","150","respect","r50"
"1870","moss","8x","novaseq-profR.dat","0.0","8.18154566517017","0.0031505880785343","102220877","150","respect","r50"
"1871","moss","8x","novaseq-profR.dat","0.001","8.15671358149968","0.0030665456871749","102526197","150","respect","r50"
"1872","moss","8x","novaseq-profR.dat","0.01","8.19115247010687","0.00290797616658911","102107895","150","respect","r50"
"1873","rotifer","1x","20.dat","0.0","0.969428432531898","0.00962946672177245","104459369","150","respect","r50"
"1874","rotifer","1x","20.dat","0.001","1.03342046539242","0.0101840567362764","97994052","150","respect","r50"
"1875","rotifer","1x","20.dat","0.01","1.01574347346346","0.0101174094655162","99687530","150","respect","r50"
"1876","rotifer","1x","23.dat","0.0","1.03086989166521","0.00533968251697636","98280381","150","respect","r50"
"1877","rotifer","1x","23.dat","0.001","0.996705847508041","0.00505819630360882","101613318","150","respect","r50"
"1878","rotifer","1x","23.dat","0.01","1.01558171014961","0.00514394809188246","99711749","150","respect","r50"
"1879","rotifer","1x","25.dat","0.0","1.03614664493926","0.00363521852039583","97729945","150","respect","r50"
"1880","rotifer","1x","25.dat","0.001","1.0268420066785","0.00358173708134935","98659119","150","respect","r50"
"1881","rotifer","1x","25.dat","0.01","1.0377117282363","0.0035723305161548","97578903","150","respect","r50"
"1882","rotifer","1x","HiSeq2500L150R.dat","0.0","1.02514750153056","0.015692237518239","98759045","150","respect","r50"
"1883","rotifer","1x","HiSeq2500L150R.dat","0.001","0.988811180132106","0.0152925711925047","102433471","150","respect","r50"
"1884","rotifer","1x","HiSeq2500L150R.dat","0.01","1.0059953194636","0.0154912824390964","100661026","150","respect","r50"
"1885","rotifer","1x","MiSeqv3L250R.dat","0.0","1.04432454403962","0.0109280197507541","96965655","150","respect","r50"
"1886","rotifer","1x","MiSeqv3L250R.dat","0.001","1.02450811812908","0.0108474703348067","98792775","150","respect","r50"
"1887","rotifer","1x","MiSeqv3L250R.dat","0.01","1.01669638946845","0.010665255581871","99587550","150","respect","r50"
"1888","rotifer","1x","novaseq-profR.dat","0.0","1.01474932543054","0.002812351652978","99735407","150","respect","r50"
"1889","rotifer","1x","novaseq-profR.dat","0.001","1.03183666731234","0.00287622565457191","98151355","150","respect","r50"
"1890","rotifer","1x","novaseq-profR.dat","0.01","1.03911512370945","0.00284844912972027","97470990","150","respect","r50"
