sample	moss_0.001_1x_1	moss_0.001_2x_1	moss_0.001_4x_1	moss_0.001_8x_1	moss_0.002_1x_1	moss_0.002_2x_1	moss_0.002_4x_1	moss_0.002_8x_1	moss_0.004_1x_1	moss_0.004_2x_1	moss_0.004_4x_1	moss_0.004_8x_1	moss_0.006_1x_1	moss_0.006_2x_1	moss_0.006_4x_1	moss_0.006_8x_1	moss_0.008_1x_1	moss_0.008_2x_1	moss_0.008_4x_1	moss_0.008_8x_1	moss_0.01_1x_1	moss_0.01_2x_1	moss_0.01_4x_1	moss_0.01_8x_1	moss_0.02_1x_1	moss_0.02_2x_1	moss_0.02_4x_1	moss_0.02_8x_1	moss_0.0_1x_1	moss_0.0_2x_1	moss_0.0_4x_1	moss_0.0_8x_1
moss_0.001_1x_1	0.0	0.0	0.0	0.0	0.0014307715128095717	0.001424886334964313	0.0005697010761936241	0.0007871966336390492	0.003521638451545867	0.0033006335014926654	0.0022030094128436236	0.002410742888932988	0.0056964700925554	0.004999070200354571	0.004040127463554762	0.00412124820933973	0.007858591206642044	0.006764346032158526	0.005799763278118297	0.005638099399482299	0.009934122562532826	0.008668917126348994	0.007631196613462971	0.007681517051590333	0.01804774186709801	0.01710681001873316	0.015847943797122434	0.015881292473129218	0.0	0.0	0.0	0.0
moss_0.001_2x_1	0.0	0.0	0.0	0.0	0.0014901564178233856	0.001050914167223433	0.0	0.0006466316939763811	0.003450418591412339	0.0029375093595443444	0.0018556520962562178	0.0022281822820808205	0.005599896318522216	0.004656689402700554	0.0036904133564411305	0.004008014525424658	0.007819050850159468	0.006432984354126276	0.005526416787829055	0.0056688955117279805	0.009792620831077492	0.008352000923375383	0.007317293526548798	0.007522405945701672	0.018236596592620825	0.017231608362114598	0.01593005290021886	0.016252447210942073	0.0	0.0	0.0	0.0
moss_0.001_4x_1	0.0	0.0	0.0	0.0	0.0007039337631480177	0.0	0.0	0.0007430318743926398	0.0027582673279988685	0.0021405027431466816	0.001350817361972513	0.0023177921072589274	0.0047446470404700946	0.0038453531558649548	0.003204923332192435	0.004119139733701076	0.007214576072474917	0.0058384069853044725	0.0051295066220348315	0.005872326082854766	0.00910637303130208	0.007744482801480558	0.006886378685558529	0.00788099386245926	0.0177577586740808	0.01666605164488692	0.01572183868974169	0.01662983556716167	0.0	0.0	0.0	0.0
moss_0.001_8x_1	0.0	0.0	0.0	0.0	0.0009733497876315598	0.0006463681966663101	0.0007154911255547962	0.0029170551343593453	0.002849032530635781	0.0024914632601483497	0.0023575932800890425	0.0045306764046895275	0.004822464346455002	0.004191374403761692	0.004094743328190106	0.006360483790115374	0.007443654544504598	0.006117677541237612	0.005923168280521859	0.007913604544596803	0.009471155753800616	0.007912744530577154	0.007772004762985405	0.009945133322968288	0.018097862957121322	0.01714535260192637	0.01666089141931426	0.018510418541718348	0.0	0.0	0.0	0.0012470598482052923
moss_0.002_1x_1	0.0014291646880849245	0.001530164792532997	0.0007169893245403557	0.0009587601979083898	0.0	0.0	0.0	0.0	0.004420184746754155	0.004299959322324688	0.003218383595473142	0.0033560344820362923	0.006495231823414592	0.005855272969402847	0.004892275978797678	0.0050183037076430475	0.008654406397605284	0.007631759976653299	0.006661531972798175	0.006439462047930196	0.0103365433770745	0.00936322250033068	0.008277802057440753	0.008313582292722345	0.018802747458292024	0.018122932975885474	0.01699604645073193	0.01680853973185033	0.0005915868852420591	0.0	0.0	0.0
moss_0.002_2x_1	0.0013852026632038316	0.001050218272437489	0.0	0.0006215928253717389	0.0	0.0	0.0	0.0	0.004344221616636091	0.0039053136062558846	0.002720385971159416	0.003168058589883503	0.006350098377056785	0.005571035199210329	0.004474189883706219	0.0048950603237496474	0.00878369142788749	0.00745515719038661	0.006515394053996482	0.006492860435575209	0.010540292566765176	0.009249296065775839	0.008105830731703755	0.008338869896891043	0.018892599266824208	0.017880569258596175	0.016811023564535697	0.0168494189464134	0.0	0.0	0.0	0.0
moss_0.002_4x_1	0.0005583485237892864	0.0	0.0	0.0006953050298999429	0.0	0.0	0.0	0.0	0.003525979806865418	0.003039476208909519	0.0022067463996308426	0.0031726444137399	0.005582286348012561	0.004767447528401704	0.003996270607332328	0.005097600162353659	0.008072350892178221	0.0065716413739387355	0.00590081569505436	0.0066440311208103234	0.010054066610173983	0.008509592655340223	0.007578127410435903	0.008582437958230268	0.018595271297065893	0.017434526153289692	0.016557611063883388	0.017253761030328888	0.0	0.0	0.0	0.0
moss_0.002_8x_1	0.0007980571187986324	0.0006717179990344307	0.0007638858175202841	0.002916465779415927	0.0	0.0	0.0	0.0	0.0037901103292586557	0.0033762887744893323	0.003224802407805894	0.005455937314190752	0.005656951916889256	0.005087523454608168	0.00499632200323085	0.007124795415801636	0.008205432992664732	0.006992157616604401	0.006951893872921695	0.008845159988647686	0.010351997329082414	0.008828322884983182	0.008679693048224994	0.010823529464820117	0.0188849060281848	0.01786187436248912	0.017526022092300017	0.01938995744618197	0.0	0.0	0.0	0.0022059723977302676
moss_0.004_1x_1	0.0035127115252731865	0.003538326057154329	0.0028065311420763556	0.0028040636560791557	0.004413920221868352	0.004457880985283917	0.003590557047161144	0.0037325900476720833	0.0	0.0	0.0	0.0	0.008454642262114592	0.007885913791647289	0.006963277172046547	0.006927724133304597	0.010578954167639066	0.009502368299829029	0.008582746634047534	0.008311975696758086	0.012318316839866046	0.011418909877285416	0.01044813863264178	0.010401427987137725	0.020161641026182106	0.019325170173480434	0.01837325341409708	0.018297767801689003	0.002437230170669079	0.0022437706314781232	0.0018853432129910114	0.002119036738815789
moss_0.004_2x_1	0.003205268344211424	0.002932538390007054	0.0021226187975340637	0.0023944597702255516	0.004180233348867798	0.003901284738293888	0.0030164252730872595	0.0032465253745806387	0.0	0.0	0.0	0.0	0.008044770408778117	0.007328724911738789	0.006338649216627165	0.0065795748750132	0.010458324623379001	0.009181911572094364	0.00824070494515375	0.008190613407296914	0.012082925500453964	0.011001044198464338	0.009902892896232869	0.010046219809480702	0.020401961988748604	0.019489406590285304	0.01829974900650361	0.018382856684836846	0.0021590679889479654	0.0016291084146366362	0.0012919698433581344	0.0017158916871881837
