sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
rotifer_0.006_4x_1.hist	88817817	2559200	474419	190524	90899	57403	62370	45541	17930	18656	21760	17977	6901	4833	5996	8676	8924	3717	1075	2646	4997	2914	1261	679	1451	4643	1047	336	111	54	1293	2585	3261	375	118	6	0	0	0	1605	1197	489	258	96	15	4	0	1327	775	464
rotifer_0.02_8x_1.hist	93633214	1461415	281337	108653	53617	33520	29167	17194	16053	11316	9417	5614	5453	4396	5453	1734	1979	2641	2829	1539	997	408	1941	1866	145	465	1105	1142	379	188	906	564	224	309	97	5	771	420	83	3	0	617	326	121	19	5	1	116	526	314
rotifer_0.01_2x_1.hist	90549358	2196416	445252	164120	91093	56786	51614	25357	13298	15212	17744	20049	8824	4877	3089	4469	7088	2952	625	1538	2905	4755	2812	822	121	388	924	2463	2234	1116	329	96	37	3	0	0	2135	2699	538	28	8	2	0	0	0	0	0	0	0	3266
rotifer_0.008_4x_1.hist	89520797	2352886	438444	174622	83745	52834	58531	30939	20530	23485	18570	9157	5966	9851	9663	6000	4467	1860	1401	3448	6512	2034	880	270	577	1846	4296	1382	459	228	66	18	2126	2489	791	48	12	6	0	0	1647	1024	833	311	50	15	6	1	0	1924
rotifer_0.006_2x_1.hist	88649379	2575552	507273	189567	105256	65628	60285	29618	16973	19416	22647	25590	9824	5429	2808	3340	5298	7071	6378	3471	2251	1216	5779	1690	98	53	11	2	335	4689	3833	1138	454	51	15	0	0	0	0	347	2614	1070	567	211	34	10	3	0	0	2326
rotifer_0.02_4x_1.hist	93906593	1434208	291099	108883	58332	35567	20443	18261	22031	11234	5438	5619	7812	5939	3072	1291	2046	2731	3230	1757	1139	355	957	1860	1450	805	180	57	83	1168	1332	394	156	17	536	484	138	74	13	0	620	617	326	121	19	5	1	0	0	932
rotifer_0.004_4x_1.hist	87805257	2762608	512340	205224	98551	62242	67719	47059	19532	22344	26062	15081	5789	9181	11390	6869	3959	3344	7040	3832	2484	775	1735	3373	4451	2472	557	178	72	1009	4562	1354	540	61	18	0	0	0	4194	232	76	30	15	661	975	324	144	47	14	1997
rotifer_0.006_1x_1.hist	91459457	2723003	604997	214805	117244	74305	59264	52939	47015	23976	11608	5723	2874	4744	5885	8516	13507	12708	2020	1099	712	221	1029	2001	4276	5434	1226	393	130	64	18	4	0	0	8036	501	143	77	14	0	0	0	0	0	0	0	0	0	0	5472
rotifer_0.02_1x_1.hist	94164679	1425618	320079	113361	61576	38926	33707	30109	19531	9959	4821	3214	4468	7376	9151	2910	1676	697	110	163	308	503	2390	4646	1804	1001	225	71	22	10	2	0	0	0	3330	480	137	73	13	0	0	0	0	0	0	0	0	0	0	2274
rotifer_0.0_2x_1.hist	85414743	3199571	575922	236803	116258	70746	43625	38969	58862	40574	19644	9687	5491	9066	11248	16275	9381	3907	660	1624	3067	5020	11599	3393	198	109	23	6	2070	5765	1707	506	201	22	6	0	0	0	7295	404	133	53	27	9	0	0	0	0	1145	3574
