sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
rotifer_0.004_1x_1.hist	89031335	3290543	637372	233649	130278	81424	74407	36556	14393	16464	19204	21700	20829	11513	5956	1894	1551	2070	4357	10726	11298	3529	1528	446	25	13	1	0	0	0	1352	2704	8366	964	305	18	4	1	0	0	0	0	0	0	0	0	0	0	0	6467
rotifer_0.004_8x_1.hist	87554965	2684098	524839	203268	102038	63985	48064	42934	35908	18312	17336	19589	9160	7278	9029	5023	7967	4718	4113	4154	2694	923	4386	2944	433	1385	3296	1541	512	255	1172	2344	1644	188	59	2	2135	1662	331	17	4	0	446	1928	320	105	46	14	3	1613
rotifer_0.02_2x_1.hist	93687412	1362959	272118	105909	51141	32128	39216	19266	7983	9132	10651	10912	4188	2314	2200	3183	5048	4416	701	381	259	424	2015	3918	229	126	27	7	149	2086	1122	332	131	14	3	0	0	0	937	708	235	95	49	17	1	0	0	0	0	1458
rotifer_0.008_1x_1.hist	89504380	2053965	434006	173803	77637	49268	29870	26681	40302	40315	19519	9625	3694	2041	2302	3330	5281	7049	9662	5259	3410	1064	460	133	6	2	0	0	0	0	6384	4694	1876	215	67	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5260
rotifer_0.02_1x_1.hist	93738301	1238847	237408	98916	50713	29904	14893	7316	8581	9816	11449	12937	10070	5565	2879	915	526	305	642	1579	2982	4881	2273	664	38	20	3	0	0	0	0	0	4145	477	150	8	1	0	0	0	0	0	0	0	0	0	0	0	0	2294
rotifer_0.0_8x_1.hist	85288528	3067259	613800	236402	120559	74990	65219	45051	36929	26240	20749	23445	9000	10648	13210	7624	4394	5310	8146	4434	2875	3053	4777	1396	2208	3712	837	268	269	3767	2544	755	301	33	1879	2246	644	350	69	2	1772	1088	576	215	76	787	351	116	37	2212
rotifer_0.008_2x_1.hist	89739904	2260397	473492	173406	97055	60790	69885	34334	13518	13774	16066	18153	11856	6553	3390	3020	4790	6394	5845	3181	2062	643	614	1194	2551	5281	1191	382	126	62	17	4	1274	3821	1408	87	24	12	1	0	0	0	0	498	2475	824	368	121	39	22
rotifer_0.006_4x_1.hist	88912697	2477151	480173	187275	92605	58280	63033	30968	22415	25642	23573	11624	4803	7930	9839	8669	4996	2332	4910	4096	2656	829	1019	1980	4230	3384	763	244	111	1555	2336	693	276	30	3827	246	69	37	6	0	629	1428	757	282	46	14	5	0	1002	940
rotifer_0.02_8x_1.hist	93724369	1425182	284917	108671	54560	33895	25115	22434	16610	8470	9246	8041	3086	4462	5535	2805	1616	1446	3044	1656	1073	754	2246	656	466	1492	434	138	1138	568	167	48	1312	373	117	6	0	1034	426	22	6	1	37	727	120	39	16	4	0	833
rotifer_0.01_1x_1.hist	91449717	2317722	507728	179860	97739	62124	43860	39178	47303	24123	11679	5758	2209	2532	3141	4544	7207	9620	6879	3744	2427	757	327	94	4	1	0	0	554	7759	2996	889	354	39	11	0	0	0	549	304	100	40	20	6	0	0	0	0	0	4984
rotifer_0.001_1x_1.hist	85269031	2765758	486340	204931	108805	65929	51985	25540	32303	16473	10123	11439	15902	26256	18965	6033	3477	1447	229	410	773	1265	6010	11686	3880	2154	485	155	50	24	6	0	0	0	10204	636	182	98	18	0	0	0	0	0	0	0	0	0	0	6928
rotifer_0.004_2x_1.hist	87786184	2670000	541843	202972	112072	69652	56782	27897	18142	20753	24207	26534	10186	5630	3496	5059	8023	10710	3276	1783	1155	772	3667	7129	1241	688	154	48	204	2859	2875	853	340	38	11	0	0	0	5612	767	254	103	53	19	2	0	0	0	0	3847
rotifer_0.0_2x_1.hist	85372878	3362491	611574	238876	127936	77992	41407	29885	45142	42430	20542	10130	5819	9608	11920	17249	10390	4328	687	902	1703	2787	13238	3872	226	125	27	7	1300	6748	1998	592	236	26	7	0	0	1769	5467	302	99	39	20	6	0	0	0	0	0	4658
rotifer_0.01_2x_1.hist	90833523	2147221	444567	162996	90867	56788	57833	28413	12275	14041	16378	18506	12085	6679	3455	1343	2130	2842	5983	5683	3685	1150	1113	2163	316	174	38	11	303	4248	2640	783	312	35	10	0	0	0	1574	1947	648	264	139	51	7	1	0	0	0	2198
rotifer_0.006_2x_1.hist	88787831	2389479	449549	184070	89081	54332	36789	32862	49639	25509	12349	6089	6465	10674	13243	6299	3630	1511	3181	5995	3887	1213	525	507	1084	3469	4821	1551	516	257	75	21	539	1618	4807	299	85	45	8	0	0	0	0	0	0	257	3065	1020	339	202
rotifer_0.02_4x_1.hist	93858012	1580746	268463	109235	51713	32269	32350	25831	10695	12234	10690	5271	2628	4339	5383	4595	2648	1102	410	1009	1906	3120	1679	490	85	273	650	1500	499	248	347	694	1035	118	36	1	0	0	1939	106	34	13	5	1	0	0	0	275	747	447
rotifer_0.002_2x_1.hist	86588593	2942829	533368	218367	105640	64956	48514	43336	46823	23879	13929	15739	17343	9586	4959	3716	5894	7867	9153	4982	3231	1008	436	377	805	2575	6129	4825	1607	802	236	69	26	2	0	0	0	5024	2921	161	52	20	9	2	0	0	0	0	0	4034
rotifer_0.008_4x_1.hist	89510872	2479636	436742	177447	83932	53063	55163	46291	18226	13972	16297	18414	8906	4922	4250	6149	9399	3915	886	2180	4117	4315	1868	545	401	1285	3057	1702	566	282	477	954	3211	369	116	6	0	0	906	1636	544	222	116	42	6	1	0	264	1501	899
rotifer_0.002_4x_1.hist	86584356	3078054	541128	221257	106558	66918	69340	52003	23561	26952	24934	12296	11245	13976	7231	4278	6785	9057	5379	2927	1898	3106	5218	1526	492	1575	3748	2742	913	455	133	38	4103	1902	604	36	9	4	1325	2028	675	275	145	53	334	805	360	119	38	1739
rotifer_0.006_8x_1.hist	88629080	2469249	479696	186814	92996	58305	45066	40256	31156	15888	15851	17910	7201	7743	9606	6819	3930	2926	6159	3902	2530	789	1989	3867	1562	867	859	2291	762	380	2256	1490	595	67	20	2593	795	432	85	3	0	1637	868	324	53	16	6	1	171	1623
rotifer_0.001_4x_1.hist	86062765	3095103	583473	229961	113829	71549	64770	31821	43535	34927	16909	9479	13178	18383	9511	3025	3714	4958	10436	5681	3684	1150	2774	2695	692	2215	5272	1696	564	281	82	23	3917	2364	751	45	12	5	821	2827	941	384	203	75	466	154	68	21	6	3429
rotifer_0.01_8x_1.hist	90346327	2094050	412654	159645	79654	49879	39128	34952	24132	15339	12523	14150	7294	6660	8262	5237	3018	2328	4902	2667	1729	801	3806	1112	1328	1584	533	1421	1626	812	239	70	2064	608	192	11	2	2076	414	22	6	1	920	894	148	48	20	5	0	1625
rotifer_0.002_8x_1.hist	86477904	2924899	566338	220579	109798	68937	54821	48970	26603	23978	27969	13792	7074	11680	13617	4331	5003	6678	6295	3426	2221	1219	5789	3071	380	1216	2895	2258	751	374	1133	2265	2002	230	72	3	676	3174	633	34	10	3	0	2542	447	148	65	20	5	1427
rotifer_0.006_1x_1.hist	88894092	2420384	527239	189509	105647	66927	59393	53054	47327	24136	11685	5761	2894	4778	5927	8576	13602	5666	900	528	996	1630	7743	6462	379	209	46	13	3	0	0	0	3238	5044	1604	99	27	14	1	0	0	0	0	0	0	0	0	0	0	5636
rotifer_0.001_2x_1.hist	86115899	3125559	564861	230539	110324	69105	62197	55559	43692	22281	11293	12760	17739	21216	10977	3491	2012	1795	3779	9302	10526	3288	1424	415	113	361	859	2290	5481	2739	810	239	94	9	2	0	402	6573	1313	71	22	8	3	0	0	0	0	0	0	4400
