sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
nematode_0.001_4x_1.hist	152165301	10602542	1905038	716214	395797	246111	129971	86024	129940	107747	52168	42480	56287	31114	19106	27647	22751	9478	6262	15415	29116	9097	3941	6162	13166	20172	4554	1465	487	6106	21455	6374	2548	293	92	4	8916	12198	2438	134	43	16	8	13586	2263	753	336	111	36	17592	203729616
nematode_0.006_4x_1.hist	162455732	9555114	1570377	621961	313786	197547	142229	83973	126841	73747	35705	36343	50527	27930	14452	12506	19836	22708	16212	8825	5723	6840	27455	8032	1425	4562	10857	13913	4636	2317	685	202	3580	10741	11215	699	200	108	20	2779	11598	4752	2521	944	156	51	21	6	1	19708	206979537
nematode_0.02_2x_1.hist	182387189	5124785	1022668	379477	212563	133198	116216	57097	32523	37205	43398	45906	17623	9741	7974	11538	18301	24431	11062	6022	3905	1219	3414	6637	14182	12009	2710	871	289	143	41	82	20518	2365	751	45	12	5	0	2466	6035	2472	1311	490	80	25	10	2	0	12890	208165417
nematode_0.01_4x_1.hist	169236269	7713665	1403279	536094	290475	178563	128897	115141	89393	46630	54391	26823	21803	36000	21580	9991	15848	21155	4369	10753	20311	12998	5631	1646	3164	10126	14374	4628	1541	769	734	1468	20653	2381	756	46	12	5	14992	831	276	112	5273	4240	705	234	104	33	10	13985	206609920
nematode_0.008_8x_1.hist	165852195	8474649	1473724	571838	298782	185829	161230	89267	94718	54848	63978	33657	23576	34025	17606	13569	21522	19229	4365	10745	20296	11151	4831	4864	10392	12229	2760	887	9706	7519	2226	660	2691	8072	7729	482	137	74	12628	1953	650	265	1795	9125	1519	505	225	74	2093	10433	206217619
nematode_0.002_8x_1.hist	154020123	10586648	1769261	687826	358380	223587	177336	89319	134918	68807	58542	51772	47810	33731	17454	16908	26819	17243	6501	16001	20825	6507	8377	16287	9309	5171	4321	11523	10398	5198	1693	3385	12341	1422	3027	5404	1552	846	9993	554	183	74	7153	8349	1390	462	206	67	21	15710	204464251
nematode_0.006_2x_1.hist	162799100	9022852	1645389	622008	340685	210715	125278	111908	130883	66749	32317	27427	38131	45417	23501	7476	9490	12668	26670	18406	11938	3729	3053	5935	12682	25786	5821	1873	623	310	2140	4280	14776	1703	541	32	8	3	21587	5025	1674	685	362	134	21	6	1	0	0	27021	206097593
nematode_0.008_4x_1.hist	165868652	8905580	1455621	583560	288188	182340	181841	89340	70972	81191	60224	29700	22805	37654	21412	9355	14838	19808	18338	9983	6474	5138	24406	7140	736	2355	5604	14943	7896	3947	1168	346	791	2372	18423	1150	329	178	34	4059	10860	4449	2361	884	146	47	20	5	3684	12743	207454114
nematode_0.006_1x_1.hist	161089575	8204150	1393686	578586	293215	178139	125033	61429	54685	62559	72972	82457	42364	23418	12117	3854	2915	3890	8189	20158	38075	31562	13675	4000	234	129	28	8	1	0	0	0	7134	21403	25861	1615	463	251	49	1	0	0	0	0	0	0	0	0	0	37968	201186866
nematode_0.0_1x_1.hist	151177597	10402248	2099152	759456	427453	271290	217404	194203	142483	72665	35181	20790	28904	47724	59213	31522	18170	7570	1599	3935	7432	12167	55281	16175	950	527	118	37	11	4	2342	4683	53348	6153	1956	121	33	17	2	0	0	0	0	0	0	0	0	0	0	49113	202291750
nematode_0.0_2x_1.hist	151383933	10624673	2099868	762601	431403	272801	245038	173474	68304	50944	59424	67149	76484	42279	21877	8935	14172	18919	24672	13431	8711	2721	12850	24985	14240	7910	1785	573	190	94	32056	9523	3808	438	138	7	1	0	22102	4289	1428	584	309	114	18	5	1	0	0	34209	204337005
nematode_0.004_1x_1.hist	157958403	9515151	1766109	651877	369155	232687	181345	89096	84639	96826	98192	48425	18590	30695	20897	6648	3831	3876	8160	20086	37940	33860	14671	4292	251	138	30	8	1	0	0	0	46060	12657	4026	250	71	37	6	0	0	0	0	0	0	0	0	0	0	44115	203098767
nematode_0.02_1x_1.hist	183349345	5093676	1085581	392842	221175	139789	135342	99100	39019	19899	20890	23605	32817	42263	21868	6957	4009	1669	2685	6610	12484	20438	17873	5229	306	169	37	10	2	0	3370	6740	27000	3113	989	60	16	7	0	0	0	0	0	0	0	0	0	0	0	23525	207972184
nematode_0.008_2x_1.hist	166153639	8434045	1564792	580963	327919	206338	200292	98405	45507	52059	60724	68618	26343	14561	12674	18339	29089	15523	2657	6540	12352	20222	21672	6340	371	205	45	13	24027	12012	3558	1056	421	47	14	0	0	3444	28537	1584	527	215	113	41	5	0	0	0	0	22236	206455872
nematode_0.002_4x_1.hist	154326797	10291769	1818625	688779	379877	235935	125833	88092	133064	91341	44224	42122	58562	36855	19070	12592	19973	26662	7103	17483	11339	3542	13513	26275	3938	2187	492	157	22094	14436	4276	1269	506	57	13765	4721	1356	738	146	7	10943	6491	3444	1290	214	70	30	9	6635	15098	204233520
nematode_0.004_4x_1.hist	158734015	9549421	1734961	655129	359667	222767	135070	120655	105138	53619	62545	70674	32845	18155	18776	27169	23087	9618	5890	14499	27387	13012	5637	1648	3240	10367	21452	6907	2301	1149	339	99	22010	3906	1241	76	21	10	6322	11233	3743	1533	812	303	5417	1804	808	268	88	15672	204947107
nematode_0.01_8x_1.hist	169025689	7833723	1385878	535560	282265	175146	152568	81434	97463	49705	46064	47186	18115	17944	22263	24430	14082	8729	18376	10004	8850	13860	10257	3000	4798	13942	3147	1012	4830	10005	2963	879	9464	3186	1012	62	6796	7771	1553	85	27	4582	7322	2744	456	151	66	1474	5981	3587	206623668
nematode_0.001_1x_1.hist	155480325	10630478	2325926	819432	440134	281931	141151	126087	190456	115049	55703	27470	28028	46278	57418	28271	16296	6789	1079	1990	3758	6152	29224	56824	3341	1855	417	133	43	20	5	0	11459	34377	12834	801	229	124	23	0	0	0	0	0	0	0	0	0	0	49766	206964222
nematode_0.004_2x_1.hist	159138076	9698109	1809785	669171	377451	237419	217865	107039	52603	60177	70193	79318	43101	23825	12327	6454	10236	13664	28766	28994	18806	5875	2545	1157	2472	7911	18827	11797	3931	1964	13515	4014	1604	184	57	2	0	6820	23088	1281	426	173	91	33	4	0	0	0	0	30254	205689798
nematode_0.006_8x_1.hist	162233406	9216333	1576887	612912	317950	198572	159315	96623	108659	55415	62298	49729	19091	25466	31596	13542	13529	18061	13848	18301	11870	3708	7821	15207	11847	6580	1485	3353	12730	6364	1884	558	2739	8216	8753	546	156	84	12262	2672	889	363	858	10709	1783	593	265	87	28	13269	205767001
nematode_0.01_2x_1.hist	169162753	7883320	1457105	543749	305272	191531	170453	83745	48794	55819	65111	47288	18154	12601	15634	22622	33121	13799	2194	2588	4887	8001	38004	12139	713	395	88	27	8	3	25022	7434	2972	341	107	5	0	0	14525	7386	2461	1007	533	199	32	9	3	0	0	20634	206754123
nematode_0.001_8x_1.hist	151757684	11088038	1822786	708829	370762	230937	191029	99617	130206	66404	67630	74567	28627	28148	34923	25206	14529	9924	20893	16865	10939	4515	21448	6275	8987	16118	3638	1170	1421	19896	10346	3073	1228	2011	10409	649	185	5630	8257	457	151	61	9062	6810	1134	377	168	55	3903	13254	204653633
