sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
moss_0.1_4x_1.hist	102248442	774238	79300	32202	17627	10898	4406	2164	3267	3148	1523	750	908	688	355	112	175	233	108	58	36	10	3	5	10	33	40	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
moss_0.05_2x_1.hist	93722257	2157933	428319	158387	87443	54341	41824	20548	10602	12127	14145	15983	6962	3847	2456	3553	5635	7521	2414	1313	851	1392	5651	1652	142	453	1079	2877	3898	1948	576	170	67	6	1	0	4758	2594	517	27	1194	488	258	95	14	3	0	0	0	5409
moss_0.05_8x_1.hist	93662901	2021226	413984	157146	78270	48685	32016	28599	17741	13869	13888	6848	6829	8192	4238	3698	5865	3022	1716	4194	2720	849	2076	4036	1046	580	1153	3073	1759	878	259	76	4694	540	171	9	1	3276	1611	88	28	10	2203	1086	180	59	25	154	1685	1010
moss_0.2_4x_1.hist	103907249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
moss_0.05_4x_1.hist	93659914	2113552	407263	159776	75920	47839	50568	24844	12220	13979	16305	10404	3993	5509	6835	5781	3331	1624	3418	4358	4611	1440	623	452	965	3087	4528	1457	484	241	70	19	5581	1392	442	26	6	2	959	3519	1172	479	253	94	446	994	444	147	48	2414
moss_0.1_1x_1.hist	103172732	864129	82891	32641	18344	11515	6343	5665	3201	1631	789	388	297	489	606	876	513	212	32	16	9	2	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
moss_0.2_2x_1.hist	103851922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
moss_0.15_1x_1.hist	104414545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
moss_0.1_8x_1.hist	102305094	688485	87607	35565	16698	10470	6048	2970	3217	2160	1105	1248	944	521	268	179	284	209	32	16	30	48	20	4	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
moss_0.15_4x_1.hist	103439062	638606	53873	17925	7134	4118	18	11	3	3	2	2	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
moss_0.15_8x_1.hist	103637405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
moss_0.2_8x_1.hist	103841941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
moss_0.15_2x_1.hist	103751386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
moss_0.1_2x_1.hist	102388614	817680	79950	31815	17864	11209	6585	5882	2351	1198	997	1125	1564	863	445	140	80	32	4	9	17	28	133	37	1	0	0	0	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
moss_0.2_1x_1.hist	103603556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
moss_0.05_1x_1.hist	93440828	1692637	334878	139876	72282	42903	28073	13791	6579	7525	8777	9917	13787	17292	8947	2845	1639	682	107	205	387	633	3007	5846	6175	3430	773	248	81	39	10	2	0	0	5348	5023	1443	786	156	7	1	0	0	0	0	0	0	0	0	6775
