sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
moss_0.001_4x_25.hist	53744246	7738386	1610393	677399	357764	219240	200233	178865	191752	97793	55995	63273	80160	44312	28008	40528	64286	26784	7422	18269	34508	43657	18917	5534	1598	5115	12173	32461	12583	6290	1862	552	220	24	29678	5356	1538	838	166	8	1621	13906	7380	2766	460	152	67	21	6	18975
moss_0.0_8x_novaseq_profR.hist	53244123	6487659	1497115	598971	308685	194432	219091	195710	105881	121126	94135	58815	47129	67373	34862	27811	44114	43875	12150	29906	36018	11254	12060	23450	20398	11331	2773	7395	20807	10402	3081	914	5529	16588	5277	328	93	1578	17251	957	318	2259	1198	10933	3153	1050	469	155	50	14632
moss_0.0_1x_novaseq_profR.hist	50201226	9754160	1725626	739932	413331	258600	352986	173426	68285	59637	69564	78606	109286	102443	53010	16866	9721	6147	12940	31852	60165	70175	30408	8896	522	289	64	19	5	1	0	0	78864	16654	5298	330	93	50	9	0	0	0	0	0	0	0	0	0	0	51216
moss_0.001_2x_HiSeq2500L150R.hist	61179836	10179950	2263374	856708	485813	306437	425386	254843	100343	57041	66536	75185	104529	119498	61835	19674	11340	5053	10638	26186	49462	80975	35088	10266	602	1047	2492	6645	22924	11461	3394	1007	402	45	62295	3892	1118	608	120	5	0	0	0	0	0	0	0	0	0	53774
moss_0.001_2x_novaseq_profR.hist	51026510	12025026	1975791	845638	469907	293130	261276	128368	98600	112797	131574	147139	56490	31226	18246	26402	41878	55905	60883	33146	21499	6717	2909	5222	11158	35707	48971	15769	5255	2626	777	229	90	9	2	33138	19656	10720	2143	118	38	14	6	1	0	0	0	0	0	41971
moss_0.01_2x_novaseq_profR.hist	64931609	7371767	1310783	556120	301326	185109	146080	71770	66947	76587	89336	100948	39863	22035	15861	22951	36404	48597	20637	11234	7286	2276	8999	17497	20194	11218	2532	814	270	3785	19351	5749	2298	264	83	4	0	0	20303	3352	1116	456	241	89	13	3	0	0	0	21113
moss_0.001_8x_20.hist	55244345	8149575	1727332	715245	359440	225963	278924	137038	180865	92240	76349	86273	55907	42190	52346	26343	41785	53964	8584	19704	37219	30557	13240	4747	10143	32456	12006	3865	1287	642	31655	9404	3760	432	136	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0
moss_0.01_8x_MiSeqv3L250R.hist	66441270	5787772	1273647	512267	255592	161492	204595	100519	89382	102252	49507	41329	57460	42919	22208	23697	37588	25507	6831	16814	26038	8136	4239	8243	17613	10257	2315	744	1200	16805	5000	1484	592	67	13259	2203	632	344	7293	1501	499	203	7207	2701	449	148	65	20	5	11776
moss_0.01_8x_23.hist	66419168	5597247	1254122	499400	251758	158654	160828	125423	92510	84817	50971	57597	49420	29175	36198	38091	21957	10934	23019	20079	13023	4114	19541	10625	2889	9246	9780	3148	1048	10651	7417	2202	880	100	13642	851	243	132	10018	1071	356	144	378	8108	1350	449	200	65	20	9815
moss_0.01_1x_HiSeq2500L150R.hist	67653883	10715982	1518801	653908	369892	233015	347665	296700	116824	59579	28846	14225	13144	21702	26926	38962	61802	82503	34174	18604	12067	3769	1632	476	27	14	2	0	3985	55798	17993	5345	2137	245	77	3	0	0	0	0	0	0	0	0	0	0	0	0	0	47924
moss_0.0_8x_25.hist	53054678	6741352	1546386	621634	319193	201194	205806	166110	173948	88712	75696	85536	50702	38568	47852	47487	27374	29089	42443	23107	16977	27794	21444	6273	9644	30860	10230	3293	1096	13807	17066	5069	2026	232	17815	3649	1048	570	9866	4924	1640	671	3186	11207	1866	621	277	91	29	15763
moss_0.01_8x_20.hist	66557227	6411608	1343588	552167	270607	171157	220010	108093	84688	96883	61930	39523	54948	45627	23609	25093	39803	17569	9413	23171	23196	7247	3795	7378	15766	13924	3143	1011	985	13799	8216	2440	975	111	9408	2350	674	6628	4642	256	84	33	7027	3285	546	181	80	25	7	11539
moss_0.0_2x_MiSeqv3L250R.hist	51151099	11341073	1910267	819382	458132	286783	371478	182512	71863	78091	91090	102931	124459	68800	35601	11326	14470	19316	40664	69851	45308	14157	6134	2863	6117	19576	46590	24796	8264	4131	1223	362	143	15	3	34639	17731	9670	1933	106	34	13	5	1	0	0	0	0	0	44161
moss_0.0_2x_HiSeq2500L150R.hist	58175859	12370511	2331092	979108	514818	314513	229155	204701	309203	164422	79608	39260	33128	54699	67866	98206	67970	28320	4504	2510	4740	7759	36856	71664	40730	22626	5108	1644	547	272	79	22	5794	17382	61898	3867	1110	604	119	5	0	0	0	0	0	0	0	0	0	56898
moss_0.01_2x_MiSeqv3L250R.hist	65414041	7868160	1346219	571922	311106	191600	150913	74145	76501	87516	102084	85087	32666	18057	14082	20377	32322	43148	40763	22192	14394	4497	1947	1314	2808	8985	21385	18812	6269	3133	927	274	108	11	2	0	19069	13205	2640	145	47	18	8	2	0	0	0	0	0	24969
moss_0.0_4x_23.hist	52084562	9102258	1811548	765409	409719	249684	206194	184189	226035	115277	55813	63068	87683	53359	28109	40674	64517	36384	5952	14651	27674	45306	39494	11555	1473	4713	11217	29911	13086	6542	1937	574	9782	21002	6681	416	118	63	11	17710	9544	3910	2074	777	128	41	17	4	0	27689
