sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
rotifer_0.0_8x_25.hist	85417046	3071881	610961	236036	119784	74572	59256	52932	30355	25156	29343	14470	11014	14940	7730	8009	5092	6797	7600	4136	2682	2129	6832	1998	499	1598	3803	1335	444	274	3940	1169	466	52	1580	2650	761	414	81	696	1548	633	335	124	19	5	498	1733	576	345	99125849
rotifer_0.0_4x_25.hist	85539207	3261400	609367	242391	116798	73798	77682	40919	30750	35177	26001	12822	8693	14353	9586	5386	8542	11403	1813	2414	4559	5798	2511	734	1220	3906	4589	1477	491	244	71	20	5109	2190	695	42	11	5	0	580	3134	1283	680	254	41	12	4	0	0	3132	99638454
rotifer_0.001_2x_HiSeq2500L150R.hist	87861966	3269270	605923	241672	115695	73332	70299	62796	45185	23043	11156	7854	10919	18029	22368	7916	4562	1900	440	1083	2045	3347	15901	4652	272	150	32	9	2	0	1845	3689	3534	406	128	7	1	3553	1872	103	33	12	5	1	0	0	0	0	0	6186	98682714
rotifer_0.01_1x_novaseq_profR.hist	89747098	1749486	344694	143041	72401	42711	15119	12163	18372	21017	24515	22164	8508	4702	2432	772	444	575	1211	2981	5630	9216	4825	1410	81	44	9	1	0	0	0	0	791	2372	5111	318	90	48	8	0	0	0	0	0	0	0	0	0	0	3719	97439789
rotifer_0.01_2x_MiSeqv3L250R.hist	90870705	1988455	433236	157583	88259	55302	63070	30986	13397	15326	17876	8815	6229	10284	12759	4058	2338	973	954	2348	4435	6271	2716	793	45	24	4	0	244	3420	3698	1098	438	49	14	0	0	0	0	948	1647	674	356	132	21	6	1	0	0	2102	98527300
rotifer_0.001_1x_HiSeq2500L150R.hist	87928369	2852016	615699	234530	110389	70597	47905	42792	64637	50438	24420	12042	4622	2554	2744	3970	6296	8404	17074	9294	6028	1882	814	237	12	6	0	0	0	0	3686	7371	6042	696	220	12	2	0	0	0	0	0	0	0	0	0	0	0	0	8154	97533408
rotifer_0.001_4x_20.hist	87478392	3357305	628313	241444	129349	78868	60047	53638	41244	21033	20461	23120	15611	8628	4608	6667	10575	9289	1476	1522	2874	4704	8077	2362	149	476	1132	3018	3593	1795	531	156	61	6	2347	2263	649	353	69	1364	1381	565	299	111	17	4	1	0	0	4611	99165355
rotifer_0.0_4x_novaseq_profR.hist	85394288	3334623	615831	243633	119811	75524	85752	42130	25238	28871	22823	25789	10795	6240	7741	11202	12632	5262	1079	2656	5017	7643	3311	967	413	1323	3149	3921	1306	652	931	1861	743	84	25	1138	3466	1889	376	19	5	1	0	2404	399	132	58	18	5	2270	99969468
rotifer_0.0_2x_HiSeq2500L150R.hist	87877027	3825706	738147	270818	152870	96193	100732	68109	26816	13675	15009	16959	23578	20714	10718	3409	3155	4211	8865	4825	3129	1156	5493	10680	1313	728	163	51	16	7	1	0	8167	4054	1289	79	21	10	1	0	0	0	0	0	0	0	4696	2056	684	409	100181887
rotifer_0.01_2x_20.hist	91510654	2121037	433329	165500	82148	51741	59479	36175	14243	13929	16247	18358	11548	6382	3301	1666	2642	3526	7423	5891	3820	1192	515	149	140	448	1066	2842	3100	1549	458	135	53	5	0	0	0	1701	1695	93	30	11	5	0	0	0	0	1464	1326	794	99654357
