sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
rotifer_0.02_8x_1.hist	93516403	1459592	284841	108927	54873	33933	31283	23859	12775	8933	10420	8587	3296	5441	3802	1853	2939	3922	1068	810	1530	2010	870	447	955	1771	399	127	103	1441	800	236	93	9	1141	182	51	27	127	796	264	107	55	19	2	94	341	112	36	626
rotifer_0.01_2x_1.hist	90636795	2017725	419611	156911	85192	52401	30829	27538	35841	18278	8848	4842	6731	11114	13788	5577	3214	1338	256	629	1188	1944	9236	2972	173	95	20	5	0	0	1663	3326	2086	239	75	3	0	0	0	0	1533	1093	579	216	35	10	3	0	0	1424
rotifer_0.01_4x_1.hist	90401084	2305254	401836	163627	77665	49026	53759	37498	16286	18630	16204	7990	7700	12713	6577	2548	4041	5393	3245	1766	1144	731	3471	5043	295	163	277	737	2345	1171	346	101	397	1192	2185	135	37	19	2	1506	501	204	107	39	5	0	4	1763	586	351
rotifer_0.002_8x_1.hist	86519016	2813336	568174	218460	111759	69414	57885	51707	32053	19121	22303	22251	8541	10187	6814	9860	6958	2898	3952	6625	4296	1341	1858	3612	2863	1589	954	2543	1733	865	255	74	3250	1547	491	29	7	1551	2347	129	42	16	7	1425	748	248	110	35	10	2007
rotifer_0.008_2x_1.hist	89689632	2106379	434819	167327	83277	52494	61907	43679	17197	12361	14418	16291	12490	6903	3571	4239	6723	8974	2511	1366	885	275	861	1673	3574	6101	1376	442	146	72	20	5	230	690	4756	296	84	44	7	1513	503	205	108	39	5	0	0	0	0	3007
rotifer_0.008_8x_1.hist	89518254	2240873	450908	171960	88766	54774	51373	38840	20508	23460	14050	8793	12224	9180	4749	3382	5364	7160	2801	1524	2337	3412	1529	2973	258	825	1962	2465	820	409	566	1131	1269	145	1418	718	205	111	21	1611	553	225	118	43	760	482	215	70	22	1065
rotifer_0.006_8x_1.hist	88545492	2466920	487899	188046	94939	59341	43878	39195	32251	16447	18589	13702	7201	11889	7515	3580	5678	7579	2212	1914	3615	3456	1496	1297	2770	1538	593	1582	2036	1017	304	608	2377	273	85	751	1308	712	141	6	1039	424	224	83	330	632	282	93	30	1505
rotifer_0.006_2x_1.hist	88766901	2459027	492407	185781	101633	62814	43940	21587	20924	23936	27920	16315	6263	3461	4184	6053	9601	12816	2790	1518	983	306	598	1163	2484	7135	1610	517	171	84	24	6	1043	3129	2651	164	46	24	3	0	657	1103	584	218	35	10	3	0	0	2756
rotifer_0.008_1x_1.hist	90084423	1964429	406550	164815	76996	47288	26774	23915	36124	41325	20007	9866	3786	2208	2739	3962	6284	8388	8667	4718	3059	955	412	119	139	444	1057	1967	654	326	95	27	1685	5054	1607	99	27	14	1	0	0	0	0	0	0	0	0	0	0	4987
rotifer_0.02_2x_1.hist	93820826	1489731	310399	112917	62597	38995	31925	15684	14492	16338	7909	3899	3756	6201	7693	2446	1409	586	999	2458	4642	1808	782	228	25	80	190	505	2575	1286	380	111	43	4	0	0	0	0	2149	272	89	35	17	5	0	0	0	0	0	1252
