sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
leech_0.008_4x_1.hist	144141450	1577638	311051	118385	60289	37635	24442	21833	22135	11288	6998	7906	4506	5766	7153	2275	1310	1456	3064	3352	2173	678	292	257	550	1759	2071	665	220	109	31	8	1926	580	183	10	2	0	763	752	249	101	52	537	88	28	11	2	0	1667
leech_0.0_4x_1.hist	141369090	1894616	400485	146962	80450	49740	27703	21689	32761	16707	8088	6277	8727	11088	5736	1824	2892	3860	5010	2727	1767	551	1420	2760	2834	1573	354	113	36	17	1949	1332	532	60	428	713	204	110	21	1122	685	279	147	54	8	1	0	0	0	1866
leech_0.004_8x_1.hist	142207193	1835837	350870	132794	68347	42283	39452	19382	19842	16571	8022	7094	9134	5048	3648	5278	4148	1727	3235	1760	1471	2408	1670	487	1041	2208	497	159	274	1723	509	150	59	5	1827	387	110	59	10	683	596	243	128	47	440	145	64	20	610	455
leech_0.001_2x_1.hist	142630318	1755751	393774	141658	79073	49484	48271	23715	11303	12929	15081	17041	8398	4641	2401	1712	2714	3623	7626	4151	2691	840	363	127	270	864	2056	2896	964	481	141	41	15	0	2279	626	179	96	18	0	0	0	0	835	1755	584	260	85	27	15
leech_0.01_4x_1.hist	144607840	1559188	274301	111463	52520	33150	33907	20879	11050	12640	12961	6391	2864	4728	5706	1814	2877	3840	609	890	1681	2752	1722	502	82	262	624	1663	855	426	125	36	13	13	2240	139	38	20	3	808	268	109	56	266	451	149	66	21	634	600
leech_0.008_2x_1.hist	144803672	1584886	256739	107947	56932	34331	21711	10666	13642	15606	16804	8286	3180	2242	2781	4023	6381	4145	658	357	293	480	2280	4432	848	470	105	32	9	3	907	1814	724	82	25	0	0	0	0	435	1323	541	286	106	16	4	1	0	0	1914
leech_0.01_8x_1.hist	144063280	1576782	297959	113810	57635	35943	24297	21703	16676	9472	11048	7656	3710	6125	3168	2525	4004	2496	624	1536	2902	1126	487	542	1158	1535	345	110	230	1537	454	134	52	5	1148	770	220	119	22	0	595	594	314	117	18	5	1	958	318	190
leech_0.004_2x_1.hist	143082763	1702776	312130	127624	61461	37703	27690	24734	30543	15576	7540	3717	5063	8360	10371	3325	1916	797	640	1576	2976	4872	2972	868	50	26	5	0	2318	1158	342	100	39	3	0	2072	1155	629	124	5	0	0	0	0	0	0	0	0	0	2857
leech_0.008_1x_1.hist	146908408	1599917	253465	107717	58653	36144	36736	18048	7105	5642	6580	7435	10336	13926	7205	2291	1320	549	118	289	546	892	4240	6261	367	203	44	13	3	0	0	0	257	772	3644	226	64	34	5	0	0	0	0	0	0	0	0	0	0	3567
leech_0.002_1x_1.hist	144115740	1593145	362683	130966	73513	46165	55828	27428	10798	7801	9099	10281	14293	13808	7144	2272	1308	544	583	1435	2709	4435	5811	1699	98	53	11	2	0	0	0	0	1477	3747	1191	73	20	9	0	0	0	0	0	0	0	0	0	0	0	4087
leech_0.006_1x_1.hist	145957438	1728563	356522	129592	71999	44908	25188	12374	13160	15054	17559	19840	7622	4212	2178	692	675	901	1896	4666	7023	2193	949	276	15	7	0	0	0	0	1142	2284	3182	366	115	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3917
leech_0.02_8x_1.hist	146366171	1225899	251383	94170	49949	30601	22776	13817	11936	6316	7366	5615	2314	3819	3525	1120	1699	2268	1780	968	627	424	2015	588	100	321	763	743	246	122	986	292	115	12	920	372	105	56	10	274	561	228	120	44	6	185	82	477	246	146
leech_0.02_2x_1.hist	147601228	1351401	188864	80098	43353	26614	19897	9775	5855	6698	7812	8826	4656	2573	1330	1243	1971	2630	2384	1297	840	261	359	697	1490	826	185	58	18	8	1604	559	222	24	6	0	1357	739	146	7	1	0	0	0	0	0	0	0	0	2244
leech_0.01_2x_1.hist	144845611	1462474	270883	110898	53646	32544	18423	16456	24856	16404	7941	3915	2847	4700	5830	6680	3850	1603	254	187	353	577	2741	4982	292	161	35	10	2	0	0	0	2064	1692	537	32	8	3	0	0	0	0	0	0	1398	956	427	141	46	26
leech_0.0_2x_1.hist	141967451	1850070	369859	148969	67942	42776	29761	26584	40155	20478	9914	4888	4101	6771	8401	8626	4971	2070	328	740	1397	2287	7305	2136	124	68	14	3	0	0	4282	1271	507	57	17	0	0	0	0	399	1454	595	314	117	18	5	1	0	0	2017
leech_0.001_8x_1.hist	141219027	1972617	385650	144041	77390	47279	36433	32544	14282	16338	14613	7206	8468	7925	4100	3052	4781	4988	852	2097	3961	1699	735	1022	2183	1872	421	134	144	2024	1136	336	133	14	1520	94	26	13	1198	218	71	28	207	886	146	47	20	5	0	1332
leech_0.002_4x_1.hist	141807335	1882892	373411	139993	73103	45180	35711	17544	23247	19628	9502	5542	7704	9356	4840	1957	3103	4142	4173	2271	1472	459	1612	3135	1654	917	206	144	1700	849	250	73	313	938	1456	90	24	12	1	464	1094	447	236	87	13	3	0	0	0	1724
leech_0.006_8x_1.hist	142901436	1708893	332649	125285	65322	40231	34197	23708	14287	16344	10921	5385	6525	6970	3605	3200	5075	2113	1124	2768	1794	898	2649	774	184	590	1404	1041	346	172	630	1198	478	54	16	958	578	314	61	2	252	637	337	125	19	378	168	55	17	867
