sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
oyster_0.004_2x_1.hist	67080005	6235978	1179329	487267	243119	147083	100000	89328	134931	74215	35932	17720	21509	35513	44062	14018	8080	3365	5344	13155	23568	7364	3190	932	1041	3330	7925	12446	4147	2072	613	181	71	7	1	2865	10280	6887	1376	75	24	8	3	0	0	0	0	0	0	12596
oyster_0.01_1x_1.hist	71235605	4989284	831271	352824	191400	117671	115187	56592	23284	26636	31069	35107	48808	37907	19614	6240	3596	1497	638	1571	2967	4856	23067	15659	920	510	114	35	10	4	0	0	3945	11834	5247	326	92	49	8	0	0	0	0	0	0	0	0	0	0	10896
oyster_0.002_8x_1.hist	65585995	5806475	1269726	492833	245427	153990	128426	114720	88669	53843	62806	41928	23035	38034	19680	11949	18952	19310	3771	9282	17531	6764	2930	5696	8756	4863	1496	3988	7328	3663	1084	321	9429	1086	605	4249	1220	664	131	4894	1683	688	364	2495	2090	695	310	102	33	5661
oyster_0.004_1x_1.hist	66249907	5722004	1067795	447044	232712	138941	86494	77263	116706	83367	40363	19905	12248	20223	25091	36307	26614	11088	1763	958	1690	2766	13137	25544	1501	833	187	59	18	8	1	0	8212	17735	5642	351	100	53	9	0	0	0	0	0	0	0	0	0	0	16058
oyster_0.006_1x_1.hist	69172522	5587427	1056886	441227	227660	134959	50417	45036	68027	77822	90776	50130	19245	10638	6900	9985	15837	21141	17807	9694	6287	1963	1288	2504	5351	17123	3865	1243	413	205	59	16	842	2526	17797	1111	318	172	33	0	0	0	0	0	0	0	0	0	0	14322
oyster_0.004_4x_1.hist	67404500	5956104	1194042	486474	231348	145735	163394	125527	52274	59800	69755	34515	16112	26603	33007	13847	7981	10654	19867	10815	7014	2191	4762	9259	7765	4312	1590	4240	6863	3430	1015	300	1958	5874	6276	391	111	59	10	983	6143	2516	1334	499	82	26	10	2	0	7869
oyster_0.02_8x_1.hist	81085160	3385376	729905	277207	141987	87524	76024	67910	33603	26237	30603	15092	12107	15871	8212	7311	10042	4183	3106	7645	4957	1548	2800	5444	1338	742	1491	3977	2077	1037	306	90	2982	1653	524	31	8	1020	2269	125	40	15	385	1842	306	101	44	13	3	1656
oyster_0.008_1x_1.hist	70675503	5327117	954148	401281	211824	127816	91144	44779	35127	40185	46873	52966	55227	30528	15796	5025	2895	1205	2026	4987	9420	15421	19108	5590	327	181	39	11	2	0	0	0	14921	9344	2972	184	52	27	4	0	0	0	0	0	0	0	0	0	0	13037
oyster_0.002_1x_1.hist	65475505	7514725	1583297	579382	329368	208026	218984	195615	107252	54697	26482	13059	16984	28042	34792	50346	40034	16679	2652	1443	935	380	1804	3507	7494	23980	13525	4354	1450	724	213	62	23	1	22071	1378	395	214	41	1	0	0	0	0	0	0	0	0	0	22028
oyster_0.001_2x_1.hist	63358539	7317700	1323651	553774	287632	171433	86267	77060	116400	119037	57634	28422	15525	25634	31805	42362	24419	10173	1617	2282	4309	7054	33508	9934	583	323	71	22	1448	20275	6006	1783	712	81	24	0	0	0	16882	936	311	126	66	23	2	0	0	0	0	14486
oyster_0.0_4x_1.hist	62571949	6758389	1380743	561815	265972	168375	189081	153534	60453	57522	67097	70099	26912	16556	20541	29723	28130	11720	3607	8879	16772	16584	7185	2101	1569	5020	9754	3140	1045	521	13633	4050	1619	185	58	4389	5149	2807	560	30	2278	4341	2303	862	142	46	19	5	0	9859
oyster_0.008_4x_1.hist	71624388	5207396	1058404	428421	202706	128216	142288	113563	44714	50886	59356	31342	12032	19866	24648	18287	10541	4758	10016	11019	7146	2232	3377	6566	9525	5291	1193	383	1539	8533	2527	749	298	33	1224	6691	1922	1047	208	10	236	3536	1875	702	116	37	15	4	0	5891
oyster_0.001_1x_1.hist	59291502	15039249	1893333	804596	446720	278535	335127	164652	64830	33062	34874	39406	54786	90460	61679	19624	11311	4712	4443	10937	20658	33819	14654	4287	251	138	30	8	1	0	39219	13840	5535	637	201	11	2	0	0	0	0	0	0	0	0	0	0	0	0	31844
oyster_0.006_2x_1.hist	69277653	5860226	1090885	452978	229725	137667	82880	74035	111830	86028	41651	20540	12566	20747	25741	33012	19029	7927	1260	2880	5440	8906	19097	5587	327	644	1532	4086	10934	5466	1618	479	190	21	5	0	0	9178	7141	395	130	52	26	9	0	0	0	0	0	9939
oyster_0.01_2x_1.hist	73162178	5324465	976847	403695	201575	121921	82138	73372	110829	56841	27520	13571	17096	28228	35023	12380	7135	2972	1728	4254	8035	13153	14064	4114	241	132	29	8	413	5794	10118	3005	1201	137	42	1	0	0	7986	1861	619	252	133	48	7	1	0	0	0	7420
oyster_0.0_2x_1.hist	62033607	8005082	1430883	596771	306927	183721	98601	88078	133042	124966	60504	29838	15464	25533	31679	45840	26424	11009	1750	2506	4733	7748	36804	10768	632	350	78	24	360	5041	18061	5365	2145	246	77	3	0	0	16523	916	304	123	64	23	2	0	0	0	0	15473
oyster_0.006_8x_1.hist	69930182	5291235	1149053	444192	221615	139001	124984	78820	88585	57056	35321	39911	32678	18063	15041	21685	12499	6919	14567	10301	6680	2086	5231	10171	3758	2086	2651	7069	4830	2414	858	1715	5237	603	3139	195	55	3895	3765	208	68	27	2498	3516	585	194	85	27	8	4438
oyster_0.008_8x_1.hist	71928865	4917910	1078826	413908	210285	130849	135712	75524	81763	43387	37233	42072	17964	19237	23867	9813	15565	7542	8628	10049	6517	2035	5350	10403	2144	4886	4130	1329	511	7158	3403	1010	403	45	4603	2847	817	444	2725	963	320	130	2291	2598	432	143	63	20	5	4136
oyster_0.008_2x_1.hist	71242478	5510127	1015233	421903	214538	128471	75928	67825	102449	83830	40587	20015	10342	17075	21185	30172	17392	7245	1151	1480	2795	4575	21730	6357	372	656	1561	4163	8522	4260	1261	373	148	16	4	0	3612	10514	2101	115	37	14	6	1	0	83	36	11	2	8417
oyster_0.004_8x_1.hist	67830523	5412395	1196188	459447	232541	145137	121286	108343	79919	51576	60161	29669	32349	26471	13697	15808	21100	8790	14499	7893	6264	10254	4635	3163	6758	7953	1794	577	4564	7264	2151	638	2766	5576	1773	109	30	3169	4849	268	88	35	1188	4843	806	267	119	38	11	5454
