sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
moss_0.0_1x_17.hist	68534679	17928954	4186794	1534955	718959	461760	175894	157123	237336	271511	316709	357881	142105	78554	40648	12932	7454	3104	492	391	738	1208	5737	11156	23838	76281	181548	58463	19486	9742	2885	856	341	38	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130801	143820711
moss_0.0_8x_30.hist	52965152	6337639	1467100	584721	303792	190951	204531	182704	127256	109773	94262	46487	52600	66473	34397	30209	47917	19964	42029	25381	16462	22526	25123	7350	8869	28382	8510	2739	1551	21721	10940	3249	1298	3123	18698	1167	334	181	13301	2780	925	378	199	14077	2345	780	348	115	37	14954	101734623
moss_0.01_1x_17.hist	69651106	20193447	2790853	1187428	648742	400622	343372	168703	66425	33876	38478	43480	60449	99811	123838	90062	51917	21631	3440	1872	1213	378	1600	3111	6647	21271	50624	62987	20994	10496	3109	922	368	41	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70650	136795630
moss_0.001_2x_17.hist	67110015	11815108	2728215	993078	563459	357842	376271	336117	265765	135539	65624	32363	39994	66036	81932	91404	52691	21953	3491	7195	13590	22248	105677	43085	2533	1406	316	100	32	15	3	0	67869	33585	10685	666	190	103	19	0	0	0	0	0	0	0	0	0	0	61711	114053669
moss_0.0_4x_30.hist	51963459	7725183	1642328	687326	357365	221158	227081	202847	172031	87734	67375	76132	83938	46400	26717	38660	52629	21928	18053	44437	38925	12163	5534	10760	22992	32810	7407	2384	793	395	21684	17898	7158	824	12275	766	219	118	22	9918	12635	5177	2747	1029	170	55	24	7	1	23136	104871768
moss_0.001_2x_30.hist	51445176	10767847	1827378	782471	435336	271756	267058	131208	101760	116412	135791	101847	39101	30298	37591	54396	72594	30246	4810	9643	18214	29818	65542	19177	1127	625	534	1424	43730	21864	6477	1923	768	87	26	0	0	40498	8098	448	148	59	30	10	0	0	0	0	0	36672	113402355
moss_0.01_2x_30.hist	65060843	7126230	1289588	545764	293555	179470	110983	81213	122672	130159	63019	31078	25046	41354	51308	48653	28046	11685	3432	8448	15956	26122	28818	8431	494	273	60	18	24542	13116	3885	1153	460	52	15	0	0	19056	10064	558	185	74	38	13	1	0	0	0	0	22210	106485823
moss_0.001_8x_30.hist	54609127	6284537	1451781	578271	298725	188126	201034	179580	134726	84060	98053	52164	60466	46591	34492	49910	35694	19352	40741	27248	17673	7862	37345	10926	3532	11303	22531	7254	2417	8671	13645	4053	1620	4786	16017	1000	286	155	16815	933	310	126	65	13102	2553	850	380	125	40	13022	102245979
moss_0.0_4x_17.hist	65376991	13433018	3078089	1124967	641439	406252	450321	402266	158391	80778	82742	93498	129989	110766	57317	18236	12222	16315	34346	84544	54838	17136	7424	2222	4747	15191	36155	57589	19195	9596	2842	843	336	37	11	0	34501	34913	6981	386	127	51	26	8	0	0	0	0	0	47245	116967447
moss_0.0_2x_30.hist	49193977	11315631	1883384	807607	451162	282281	304116	149416	88867	101663	118586	134001	79316	43845	22687	16894	26797	35772	75309	46798	30354	9484	4109	6527	13947	44630	10076	3244	1303	18252	29219	8680	3471	399	126	6	0	21890	21021	1166	387	157	82	30	4	0	0	0	0	40499	113821327
moss_0.01_1x_30.hist	64947950	9412211	1583378	627788	356530	225069	290361	221399	87175	44458	26593	30049	41777	68980	85586	50703	29228	12177	1936	2335	4411	7221	34299	49912	2935	1629	366	117	38	18	4	0	28149	20349	6473	403	115	61	11	0	0	0	0	0	0	0	0	0	0	36638	110491071
moss_0.01_4x_17.hist	71639884	12410847	2173144	850391	471001	293261	241218	118513	78523	89829	104783	114604	43998	24321	18961	27437	43520	58097	24443	13306	8630	2696	12805	24897	28122	15622	3526	1134	377	187	15454	13561	5423	624	197	11	2	21203	10639	590	195	79	41	14	1	0	0	0	0	26787	113738826
