sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50	genome_length
moss_0.0_2x_23.hist	51203614	10945266	1953321	833513	459257	285067	247543	121621	95911	109721	127986	144623	77079	42608	22047	15416	24453	32643	68721	55862	36234	11322	4905	2137	4566	14611	34775	37026	12341	6169	1827	541	215	23	6	21667	24318	13263	2651	146	47	18	8	2	0	0	0	0	0	43620	107868400
moss_0.0_2x_20.hist	55651863	9797834	2107428	817841	462709	291517	436095	214259	84363	78691	91790	103722	94796	52402	27115	16877	26770	35737	75236	47208	30620	9568	4145	2808	6000	19200	45695	27005	9000	4499	1332	394	156	17	4	42793	12302	6709	1340	73	23	8	3	0	0	0	0	0	0	44978	103613587
moss_0.01_2x_20.hist	66727992	8541343	1450607	615305	333177	204589	157375	77320	69359	79345	92553	104584	49693	27469	14213	18383	29158	38925	37072	20182	13090	4089	1936	3764	8042	25734	14914	4801	1599	798	235	69	26	2	28308	12067	3468	1890	377	19	5	1	0	0	0	0	0	0	0	27668	103808980
moss_0.001_2x_HiSeq2500L150R.hist	58363502	13364681	2381291	996991	535851	327445	212120	189483	286216	164461	79627	39269	32688	53972	66964	96901	70617	29422	4679	3119	5890	9642	45801	89058	19554	10862	2451	788	261	129	37	10	8543	25628	57997	3623	1040	566	112	5	0	0	0	0	0	0	0	0	0	54750	110494646
moss_0.01_4x_novaseq_profR.hist	65984613	5852919	1250157	515072	254600	160214	191747	152538	66606	76197	81422	40154	29424	48582	60277	19178	12286	16400	31505	17152	11124	16453	12018	3515	2006	6419	15276	11960	3985	1991	589	174	5848	12885	4099	255	72	38	6	9126	6349	2601	1379	516	85	27	11	2	0	15854	101998990
moss_0.0_1x_MiSeqv3L250R.hist	55457838	7502400	1753875	646732	372454	236919	291369	260275	248879	126927	64205	31663	13997	23111	28674	41492	65815	87860	64627	35185	22821	7130	3089	902	52	27	5	0	2874	40242	58494	17379	6950	800	253	14	3	0	0	0	0	0	0	0	0	0	0	0	0	59212	97949997
moss_0.0_8x_novaseq_profR.hist	52857549	6694258	1531718	618776	316409	199733	246749	152575	151642	91482	106710	61577	35876	59236	55377	23108	36653	48930	18934	18211	34398	24359	10554	16671	18750	10415	13267	12525	4174	2086	19884	5907	2361	271	18372	1249	358	194	16522	916	304	123	3359	12219	2035	677	302	99	32	14978	99382698
moss_0.01_8x_novaseq_profR.hist	66349754	5389753	1218588	483019	245889	154799	143225	125512	111659	56945	59200	66895	38002	35308	43807	18744	29732	26297	8744	21523	16037	5010	10088	19615	1575	5041	11996	6614	2203	1100	9137	7890	3155	362	114	9363	3359	1831	365	3055	2846	1165	3492	5222	869	288	128	41	12	9937	100852719
moss_0.01_4x_MiSeqv3L250R.hist	66196966	6839367	1320108	554801	292220	176806	133004	118810	158295	80729	39086	30844	42882	70805	45944	14617	12892	17210	36231	25490	16533	5165	2237	3830	8183	26185	8511	2739	912	455	4378	8755	13953	1608	510	30	7	3	7200	10871	3622	1483	786	293	47	14	5	0	0	16437	96560828
moss_0.01_2x_25.hist	64934805	7756351	1332948	566326	308136	189799	153519	75425	67174	76847	89639	96717	37131	20525	17082	24718	39206	52339	10188	5546	8473	13871	30446	8908	523	289	64	19	29041	14519	4301	1276	509	57	17	0	0	21316	5696	315	104	41	21	6	0	0	0	0	0	25351	105687858
moss_0.0_8x_23.hist	53499806	6959551	1591437	639948	328597	207064	207449	185311	158052	80605	94023	91660	35190	42274	52450	45533	26247	25855	47484	25851	16767	8661	41142	17233	2823	9035	21503	13794	4597	2297	17569	7578	3030	348	14410	5825	1673	912	11634	2959	985	402	1261	13294	2214	737	329	108	35	15670	96769306
moss_0.01_4x_23.hist	66134590	6557421	1301336	542841	279348	171326	148137	132328	143320	73092	38303	43282	60174	59556	30817	14250	22603	30173	28104	15300	9923	10991	18412	5386	1723	5513	13120	13942	4646	2322	687	203	5274	15323	4874	303	86	46	8	3151	9814	4021	2133	799	132	43	18	5	0	13982	101234161
