sample	rotifer_0.06_1x_20	rotifer_0.06_1x_23	rotifer_0.06_1x_25	rotifer_0.06_1x_30	rotifer_0.06_2x_20	rotifer_0.06_2x_23	rotifer_0.06_2x_25	rotifer_0.06_2x_30	rotifer_0.06_4x_20	rotifer_0.06_4x_23	rotifer_0.06_4x_25	rotifer_0.06_4x_30	rotifer_0.06_8x_20	rotifer_0.06_8x_23	rotifer_0.06_8x_25	rotifer_0.06_8x_30	rotifer_0.0_1x_17	rotifer_0.0_1x_20	rotifer_0.0_1x_23	rotifer_0.0_1x_25	rotifer_0.0_1x_30	rotifer_0.0_2x_17	rotifer_0.0_2x_20	rotifer_0.0_2x_23	rotifer_0.0_2x_25	rotifer_0.0_2x_30	rotifer_0.0_4x_17	rotifer_0.0_4x_20	rotifer_0.0_4x_23	rotifer_0.0_4x_25	rotifer_0.0_4x_30	rotifer_0.0_8x_17	rotifer_0.0_8x_20	rotifer_0.0_8x_23	rotifer_0.0_8x_25	rotifer_0.0_8x_30
rotifer_0.06_1x_20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057128119093441905	0.057831208892639284	0.0587995190059945	0.0592296006199179	None	0.06906471410669665	0.0595018557275636	0.05976780194688273	0.060060154747873754	None	None	0.05995298939100202	0.05987377133071689	0.060586514869157254	0.078956449139961	None	0.059552058662328475	0.05956293221985158	0.06023042435980032	None
rotifer_0.06_1x_23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05862565217294709	0.05864356064707736	0.059247782354286134	0.059789539127826544	None	0.06911988144329809	0.05988807585892865	0.06078720029192575	0.06083607635999511	None	None	0.06017645888028025	0.0603103377413918	0.06091136699468333	0.07832278787363167	None	0.05944913786190856	0.060241771910490155	0.060434114548080634	None
rotifer_0.06_1x_25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05803437595344125	0.05867498223702577	0.05896404255852289	0.05917864211801637	None	0.06878090165663336	0.05974963708456205	0.060404089847396696	0.06035132767279926	None	None	0.05951351938771683	0.059794777177602086	0.06054576574347412	0.07840027575482364	None	0.05939699990139355	0.05996428182990997	0.06013836261416315	None
rotifer_0.06_1x_30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057551932698707564	0.058572711132904756	0.05909581658362132	0.05905691448778011	None	0.06902724743230665	0.05940599152215366	0.060435210257967976	0.06039471504092197	None	None	0.059496663528106855	0.060174126621674685	0.06095706651398559	0.0781509873693074	None	0.059142366672331706	0.059621051675375306	0.06024982767437667	None
rotifer_0.06_2x_20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0580778627139141	0.05875383784532462	0.05924750431039932	0.05945555725684654	None	0.06981285264894138	0.05937739150033294	0.06036904298869237	0.060464227832460166	None	None	0.06013264765849399	0.06037031986929973	0.061048227775596	0.08072278377735707	None	0.059847551081122725	0.05998714806692712	0.06066713350456306	None
rotifer_0.06_2x_23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057955856863923315	0.058482163618909594	0.0585268109957023	0.05958723070193368	None	0.06931754033442895	0.05918985162344128	0.05973294228542502	0.059936410794493085	None	None	0.05974697929398593	0.059940819413724394	0.06048791852720384	0.08021549965839649	None	0.05962784334932225	0.05999137798641029	0.06034963648443668	None
rotifer_0.06_2x_25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057114155318149826	0.05790919985521787	0.05860285699986623	0.05916067207413496	None	0.06873563479639204	0.05909025008813174	0.05964131753741453	0.05981193015939992	None	None	0.059335056203482305	0.059610199346869175	0.060404672378722234	0.07900364340257596	None	0.059463808416700584	0.059678410971786305	0.06026298790072232	None
rotifer_0.06_2x_30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056930389710944274	0.05731066141731045	0.05757641425291135	0.058300839972575666	None	0.06824131494631842	0.05851564806431346	0.05919695517052013	0.05926061487236667	None	None	0.05869848160954593	0.05892765284213821	0.05971525695195111	0.07896301509150014	None	0.05859546865671575	0.0590215868082603	0.05929515003738621	None
rotifer_0.06_4x_20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056777854543498686	0.0577571618653325	0.05852787933323935	0.05826126359310847	None	0.06864394241986413	0.058545345939134096	0.05956121499109058	0.059600187631636846	None	None	0.05918113219227788	0.05966892758936733	0.060127793949522064	0.08238627698818529	None	0.05882630505115772	0.05951129605254825	0.05987840279247357	None
rotifer_0.06_4x_23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05616135351573213	0.05685185425745175	0.05750542583301227	0.05775631499450235	None	0.06758598664965966	0.05809027040583724	0.05865278555658734	0.05868936331527915	None	None	0.05859288423573742	0.05895807429813394	0.059577272527867035	0.08032157810902966	None	0.058492479471425725	0.05868075201199274	0.059040486913607707	None
