sample	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17	r18	r19	r20	r21	r22	r23	r24	r25	r26	r27	r28	r29	r30	r31	r32	r33	r34	r35	r36	r37	r38	r39	r40	r41	r42	r43	r44	r45	r46	r47	r48	r49	r50
rotifer_0.06_4x_23.hist	99465582	745166	78046	31934	16893	10209	3396	1667	1964	2246	1140	561	292	482	597	584	336	139	117	288	185	57	23	32	68	219	95	29	8	3	15	29	227	25	7	0	0	0	0	0	51	19	9	2	0	0	0	0	0	33
rotifer_0.06_1x_30.hist	98578108	812670	74533	28388	16549	10582	2618	2338	3531	4038	1954	962	368	202	103	32	45	59	123	304	573	178	76	21	0	0	0	0	0	0	225	187	73	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70
rotifer_0.06_1x_25.hist	100397038	818955	104241	35847	17935	11523	1868	1668	2518	2880	2707	1334	511	281	144	45	55	72	151	372	702	218	93	26	0	0	0	0	0	0	0	0	53	159	267	15	3	0	0	0	0	0	0	0	0	0	0	0	0	41
rotifer_0.06_2x_23.hist	99223945	788212	74593	29119	16575	10475	4382	3913	3292	1678	811	429	596	984	593	187	107	43	78	191	360	315	135	38	1	0	0	0	0	0	132	262	104	11	2	0	0	0	0	0	0	0	0	0	0	0	45	14	3	1
rotifer_0.06_4x_25.hist	99257365	763709	78764	32063	16974	10263	3602	1768	1259	1439	1678	1042	399	295	365	528	592	246	38	30	55	90	397	115	5	2	0	0	162	160	46	12	4	0	0	0	0	0	141	17	4	0	0	0	0	0	0	0	0	0
rotifer_0.06_8x_23.hist	99173934	663832	89239	35930	16366	10215	4713	2314	1497	1712	1342	661	511	842	435	194	307	409	172	92	91	148	182	52	7	24	57	151	65	31	8	1	81	64	19	0	0	0	51	1	0	0	0	13	10	2	0	0	0	33
rotifer_0.06_8x_25.hist	99051034	677429	87723	35298	16042	10027	4760	2337	2076	1483	717	803	941	519	267	218	345	369	177	95	99	162	69	64	135	90	19	5	185	91	26	6	1	0	0	69	18	9	0	0	19	14	6	1	0	0	0	18	14	7
rotifer_0.06_2x_25.hist	99424261	798231	76167	29893	16814	10560	5367	4525	1781	907	438	494	686	1132	667	211	120	56	118	291	522	162	69	19	0	0	0	0	135	224	65	18	6	0	0	0	0	0	0	0	0	0	0	118	18	5	1	0	0	0
rotifer_0.06_2x_30.hist	99328434	764256	76244	30635	17007	10603	7307	3589	1412	719	474	535	742	1225	950	301	172	71	25	61	114	186	377	109	5	2	0	0	12	170	222	65	25	1	0	0	0	0	0	0	0	0	5	81	12	3	0	0	0	0
rotifer_0.06_2x_20.hist	100023572	811600	84837	34692	17864	10573	3008	1477	1257	1437	1675	1651	633	348	179	124	195	260	498	270	174	53	22	5	0	0	0	0	3	52	472	139	54	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92
rotifer_0.06_8x_20.hist	99247377	653680	91354	36719	16618	10410	5509	2705	1205	1378	1606	799	468	659	340	224	354	363	56	108	203	163	69	19	28	89	211	67	21	18	77	21	7	0	122	18	4	1	0	0	0	0	47	16	1	0	0	0	0	20
rotifer_0.06_4x_20.hist	100081887	745788	76915	31309	16994	10451	4384	2153	1017	1163	1356	1531	587	323	258	373	591	256	39	20	38	61	290	275	15	7	0	0	65	208	60	17	5	0	0	0	5	122	23	0	0	0	0	0	0	0	0	0	63	37
rotifer_0.06_1x_23.hist	98986155	824701	76997	29773	17068	10826	3971	3546	4778	2435	1178	580	221	121	61	84	133	176	370	667	431	133	57	15	0	0	0	0	0	0	12	23	374	42	12	0	0	0	0	0	0	0	0	0	0	8	60	19	5	2
rotifer_0.06_1x_20.hist	100660022	883929	97426	34773	19163	12103	4991	4457	3931	2003	969	477	182	163	201	290	459	612	730	396	256	79	33	8	0	0	0	0	0	0	0	0	71	214	176	10	1	0	0	0	0	0	0	0	0	0	0	0	0	58
rotifer_0.06_4x_30.hist	99200213	739218	78035	32009	16716	10005	2822	1671	2523	1964	950	467	525	867	790	250	143	58	78	192	361	112	47	12	19	62	148	74	23	10	39	77	52	5	0	0	0	85	16	0	0	0	0	28	3	0	0	0	0	0
rotifer_0.06_8x_30.hist	99194572	646331	91578	36604	16612	10399	5039	2474	1479	1691	1126	554	470	775	490	197	311	415	158	85	124	202	124	35	18	57	91	28	160	79	22	5	1	0	35	75	20	10	1	2	33	12	5	1	0	0	0	0	0	0
